Gene = S100A16
Position 1551: 1.0529012111431564e-06
Position 131: 9.723110582047606e-07
Position 47: 8.663804980882166e-07
Position 90: 7.426654229557656e-07
Position 2179: 4.5871955552672325e-07
Position 1410: 4.4407619362773553e-07
Position 2277: 3.04131055507273e-07
Position 264: 2.3018619693436653e-07
Position 236: 8.420624686179055e-08
Position 126: 8.391803442083082e-08
Position 298: 6.638048940016392e-08
Position 375: 5.450181489447364e-08
Position 461: 4.944975795011814e-08
Position 206: 3.694657766167598e-08
Position 337: 2.714543167567602e-08
Position 252: 1.3590252789889844e-08
Position 1252: 1.2931036343860473e-08
Position 330: 9.09189158028326e-09
Position 477: 4.472405319167958e-09
Position 520: 6.122247935117811e-12
Position 1963: 3.4079678763361952e-12
Position 1961: 2.6261463237434743e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9762336756492749
Position 1159: 0.8618624626988923
Position 262: 0.2787516472853773
Position 1172: 0.10165184120155617
Position 306: 0.07957849781095123
Position 590: 0.05325839303294276
Position 2160: 0.036567841044825675
Position 375: 0.0347836010331251
Position 1049: 0.026934540093289147
Position 309: 0.01455835959287508
Position 994: 0.009198119455188744
Position 1169: 0.007507102592717081
Position 1265: 0.006025022843791296
Position 267: 0.00581736751584553
Position 2200: 0.005661187522442124
Position 889: 0.005377613727630398
Position 1920: 0.005008218284225977
Position 324: 0.00452618025455835
Position 1618: 0.0031292582166315692
Position 859: 0.002907193903100765
Position 1443: 0.0027846175521918227
Position 1865: 0.0026418765205811594
Position 392: 0.0021513958404199957
Position 1212: 0.0019381698221169403
Position 1495: 0.0017738387966240903
Position 756: 0.0017661244632674494
Position 2085: 0.001720423346492927
Position 1580: 0.0016454819262556384
Position 1260: 0.0016342731624548834
Position 1651: 0.0016170333061160185
Position 328: 0.0013635718858688714
Position 1479: 0.001307356730818331
Position 2002: 0.001284312494529647
Position 1540: 0.0011323479813655916
Position 2264: 0.0009722922749186557
Position 486: 0.0007433195291584934
Position 1828: 0.0006351549847626835
Position 394: 0.0006286974526714281
Position 920: 0.0006208175683790846
Position 149: 0.0006009016264486332
Position 1894: 0.0005466717152062019
Position 1461: 0.0004241798491634807
Position 765: 0.0004203552863860949
Position 873: 0.00040128461364492585
Position 2066: 0.00035970390685406467
Position 273: 0.00029594554852252367
Position 351: 0.00029253729733130226
Position 102: 0.00024019651150529702
Position 596: 0.00023290278929770445
Position 1215: 0.000197080516265066
Position 1427: 0.00018943788091383882
Position 1969: 0.00018760992601712917
Position 2039: 0.00017443319184121502
Position 1741: 0.00016483899680675945
Position 1178: 0.00013583244819329298
Position 2165: 0.00011089207591611241
Position 698: 9.31345186203775e-05
Position 1056: 9.18193092085349e-05
Position 2178: 5.911485825497124e-05
Position 1782: 5.4100291618481045e-05
Position 2308: 5.396921540597867e-05
Position 349: 4.8355996740526725e-05
Position 264: 4.674309539384371e-05
Position 405: 4.629001651574157e-05
Position 600: 4.545883085349437e-05
Position 1181: 3.969664556423436e-05
Position 842: 3.568151170094658e-05
Position 844: 3.5561262820208156e-05
Position 1545: 3.435365369819282e-05
Position 1715: 3.40120571393169e-05
Position 631: 3.1538135606573586e-05
Position 1878: 3.0950021988845234e-05
Position 1314: 3.004171015357604e-05
Position 1110: 2.798439925438431e-05
Position 1281: 2.5963150939702328e-05
Position 2017: 2.1553246886806766e-05
Position 438: 2.076466202787745e-05
Position 1206: 1.7439342871803398e-05
Position 1674: 1.3495096398117125e-05
Position 1548: 1.2554287381113078e-05
Position 1961: 1.209826067885177e-05
Position 1683: 1.0204338146531154e-05
Position 1107: 9.312750469883191e-06
Position 1504: 8.708198882668425e-06
Position 786: 8.49960772437469e-06
Position 2382: 7.787986688852291e-06
Position 1192: 6.293141016436014e-06
Position 2280: 6.292795205957652e-06
Position 1408: 5.728836751467153e-06
Position 2209: 5.089711768317939e-06
Position 1662: 5.040669762962863e-06
Position 949: 4.955479288724161e-06
Position 539: 3.846236856369701e-06
Position 969: 3.400486796102417e-06
Position 702: 3.297691003864984e-06
Position 2068: 2.7251930744689414e-06
Position 1974: 2.5619615734992747e-06
Position 1594: 2.549738645898461e-06
Position 1088: 2.394770923123938e-06
Position 640: 1.878741269585564e-06
Position 806: 1.7155351971863665e-06
Position 1393: 1.2811939151139746e-06
Position 2206: 1.2577467675507529e-06
Position 721: 9.883612602239223e-07
Position 1081: 9.358566692289326e-07
Position 541: 9.263403030177932e-07
Position 1561: 4.3539907902246537e-07
Position 784: 1.2753374003362413e-07
Position 940: 1.0487487060613706e-07
Position 508: 6.467601718946168e-08
Position 717: 5.791258215301291e-08
Position 982: 5.763393640350253e-08
Position 724: 5.448533807171604e-08
Position 499: 4.607746439824159e-08
Position 652: 1.568764329980519e-08
Position 206: 1.3118607732493275e-08
Position 1063: 1.2610233753929728e-08
Position 202: 1.1843803574362396e-08
Position 1785: 6.532615859220894e-09
Position 1788: 3.7142555587466204e-09
Position 795: 3.685570766209672e-09
Position 164: 1.7291704868866566e-09
Position 506: 1.003021538025354e-10
Position 516: 4.502633797987543e-11
Position 175: 2.9414292452005667e-12
Position 513: 2.0559277864986902e-12
