Gene = NOBOX
Position 11299: 0.0007408446437621743
Position 11100: 0.0006652859128237065
Position 10492: 0.0005809100207833693
Position 8928: 0.0005168456684322948
Position 12190: 0.0004511262522756882
Position 1314: 0.0004102278959408353
Position 342: 0.00037114633831694264
Position 793: 0.00036004240318690604
Position 11950: 0.0002870866938119577
Position 11582: 0.00027324948445210125
Position 455: 0.0002721092052618814
Position 2905: 0.0002568916437838659
Position 12658: 0.0002409452071174921
Position 5638: 0.00023190574725274218
Position 4833: 0.00022420482326834955
Position 3697: 0.0002209102459297695
Position 4929: 0.00021562426510013066
Position 2982: 0.0001952374953746062
Position 2733: 0.00018345515746771672
Position 10281: 0.00018014756071002598
Position 10276: 0.00017011170872204622
Position 4399: 0.00016820436152048852
Position 2143: 0.00016396627946366118
Position 11323: 0.000148891279871487
Position 12130: 0.0001388635743779971
Position 5525: 0.0001347567736962482
Position 11725: 0.00012547056841569706
Position 2051: 0.0001253916520517182
Position 10513: 0.00011628347885929253
Position 991: 0.0001150723636972008
Position 10043: 0.00011043067826822113
Position 12213: 0.00010182242112972266
Position 1177: 9.950932207013899e-05
Position 3779: 9.752556164327868e-05
Position 2872: 9.71941297259308e-05
Position 7240: 9.430965288283548e-05
Position 377: 8.499835725067658e-05
Position 5703: 8.35640201875623e-05
Position 2488: 8.1685174789643e-05
Position 11150: 7.524944283252632e-05
Position 12249: 6.911762422096735e-05
Position 3121: 6.800200456406418e-05
Position 9966: 6.75460566437879e-05
Position 12207: 6.691205404334117e-05
Position 1461: 6.67255847000104e-05
Position 740: 6.534972032579837e-05
Position 2865: 5.982668145903149e-05
Position 10051: 5.66455642698391e-05
Position 11120: 5.2776772345019094e-05
Position 11263: 3.971129359288276e-05
Position 4843: 3.8837022157758194e-05
Position 292: 3.0006748975499575e-05
Position 1517: 2.7320340067826234e-05
Position 12420: 2.4868765646935673e-05
Position 1114: 2.3530230345275904e-05
Position 11106: 2.0961931006581756e-05
Position 2805: 1.9630997951213487e-05
Position 11317: 1.769892418860516e-05
Position 10162: 1.461016349334469e-05
Position 11661: 1.3669942255126259e-05
Position 12024: 1.1166783340814402e-05
Position 10518: 1.0560816115671998e-05
Position 12038: 9.99733503036018e-06
Position 10150: 7.137281766153889e-06
Position 11758: 6.726544344034759e-06
Position 10877: 2.4664479701287286e-06
Position 148: 8.712119753310478e-07
Position 337: 6.022176174296949e-07
Position 11117: 5.655192549183883e-07
Position 813: 5.218735059738144e-07
Position 1824: 4.855119099795716e-07
Position 1958: 4.850425268446999e-07
Position 584: 4.667441532458766e-07
Position 699: 4.429803467947551e-07
Position 2747: 3.5376301390974804e-07
Position 550: 2.0160955350948075e-07
Position 202: 1.5607821492890346e-07
Position 687: 1.4742751243979313e-07
Position 629: 1.010572186150124e-07
Position 1039: 9.781683451137274e-08
Position 1548: 8.741331022169523e-08
Position 1836: 8.169335178915208e-08
Position 640: 7.869435164945619e-08
Position 1522: 5.94883403493472e-08
Position 1815: 5.55619645346836e-08
Position 1605: 4.9657185319446256e-08
Position 498: 4.551246223181766e-08
Position 866: 4.450812573306732e-08
Position 3080: 4.002406038286789e-08
Position 95: 3.9735122862438475e-08
Position 618: 3.8378498586498955e-08
Position 3170: 3.230279933559543e-08
Position 424: 2.5303700606760107e-08
Position 869: 1.1107397876250213e-08
Position 151: 5.283549165373221e-09
Position 1273: 5.245416029937523e-09
Position 10909: 4.366817845592301e-09
Position 829: 4.18575640621348e-09
Position 803: 4.12923236660443e-09
Position 597: 3.950669007122545e-09
Position 1847: 2.8331142520844737e-09
Position 1277: 1.5737511966542443e-09
Position 832: 5.84075635037569e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9914: 0.9850628913299908
Position 10363: 0.7772792036792224
Position 8513: 0.6912297428717682
Position 10744: 0.6640981043708342
Position 11640: 0.599093188758084
Position 11048: 0.46279029841353664
Position 12685: 0.43000335940950163
Position 9083: 0.40643981982968247
Position 11139: 0.3876638519169973
Position 11811: 0.24783286854388217
Position 12075: 0.2163994121642884
Position 12816: 0.20029362852956675
Position 10337: 0.19296567610511176
Position 12108: 0.18061870865842053
Position 8276: 0.1494031240480722
Position 10646: 0.10156558598530546
Position 9049: 0.09009380701456357
Position 8202: 0.08147714162629116
Position 10686: 0.07390141869843307
Position 6343: 0.04939861144578375
Position 11868: 0.04872003552913367
Position 8179: 0.0453134001050189
Position 8831: 0.04019575214210253
Position 8941: 0.038468025138546795
Position 11024: 0.038233910824718734
Position 11100: 0.03415556532447588
Position 11157: 0.03305771121856133
Position 8752: 0.03171753789486993
Position 10704: 0.02977454885385073
Position 9034: 0.027603731932813437
Position 10805: 0.024797636849420445
Position 9013: 0.022235217991576482
Position 11837: 0.01718392265772667
Position 6485: 0.015538485015876409
Position 11758: 0.015246895799626153
Position 11441: 0.014995952761466909
Position 8955: 0.014787127900489517
Position 10986: 0.014404463564196685
Position 8199: 0.014294186099634162
Position 8580: 0.012102365306354586
Position 4980: 0.010515560646808903
Position 5546: 0.010182521855775412
Position 5304: 0.01012182638454364
Position 5283: 0.00951140336690856
Position 12618: 0.009363850154144064
Position 9747: 0.008605676933547291
Position 8902: 0.008291173253554765
Position 8555: 0.007948267381671738
Position 7572: 0.007678026089758381
Position 11077: 0.006605069326573471
Position 10653: 0.005545217954204001
Position 5023: 0.005504116116275937
Position 3423: 0.005210979752547658
Position 12494: 0.004917251853387003
Position 6233: 0.004814206886937818
Position 10375: 0.004487221284361192
Position 12445: 0.00438506208922753
Position 6220: 0.0043702731281398495
Position 9423: 0.00415742792370372
Position 4985: 0.0040554522837240115
Position 9181: 0.0040473232606240235
Position 5619: 0.003686502063473508
Position 6409: 0.0036840132858947825
Position 9351: 0.003636884853202923
Position 8709: 0.003546539281087416
Position 5488: 0.0035137804111748726
Position 8629: 0.0033870148176881223
Position 8295: 0.0033337913547405204
Position 9898: 0.003071149628387583
Position 12769: 0.0029493382061435564
Position 12827: 0.0029361814879759946
Position 9919: 0.0025736440343675578
Position 10752: 0.0024865372702305008
Position 12376: 0.002437696746811572
Position 10093: 0.0023135016274991155
Position 10830: 0.0021697715041266675
Position 11104: 0.0021525291735231336
Position 11620: 0.0020341491867926624
Position 3672: 0.0019653305756395976
Position 11232: 0.0017678659266486196
Position 12527: 0.0015736717906071013
Position 10706: 0.0014962892802218184
Position 12862: 0.001406175652193732
Position 2871: 0.001394965903842887
Position 7665: 0.0012364953196061879
Position 8517: 0.0011591416831517214
Position 12718: 0.0011213097999469082
Position 5259: 0.0010388407576637823
Position 10169: 0.0009793302347543148
Position 10808: 0.0009712364082240541
Position 4263: 0.0008847365196869786
Position 3402: 0.0008241187186145064
Position 12893: 0.0007932977982341505
Position 4094: 0.0007655867092799905
Position 11451: 0.0007230572439320784
Position 11050: 0.0006802299377161123
Position 4299: 0.0006751118353605148
Position 3000: 0.0006747792667417701
Position 4026: 0.000651113577403083
Position 11113: 0.0006463849210602378
Position 2732: 0.0006090908410650171
Position 10629: 0.00060701863102446
Position 10649: 0.0005869237849585437
Position 11674: 0.0005821772720682653
Position 12357: 0.0005576385667302234
Position 773: 0.0005393997005764505
Position 12635: 0.0005183486152604527
Position 12691: 0.000512908110589907
Position 3049: 0.0004704891995165739
Position 5116: 0.00045450542528256417
Position 3080: 0.00045062370923706094
Position 4833: 0.00040822567980724854
Position 12085: 0.0004066315500237874
Position 9263: 0.0003872197814997066
Position 10346: 0.0003808977785739786
Position 11909: 0.00034885946711272646
Position 12305: 0.0003290980041818963
Position 699: 0.00032498633355399094
Position 4679: 0.00031328070781428595
Position 866: 0.000306032031774876
Position 12110: 0.00029725387670211974
Position 2009: 0.0002632746738033651
Position 10299: 0.000261663500642403
Position 12751: 0.0002598295034993958
Position 3443: 0.00024302569945894133
Position 11884: 0.00023156252382269007
Position 11767: 0.00023074795103080042
Position 10655: 0.0002159767727905015
Position 12831: 0.0002068843754019394
Position 4467: 0.0002029701554122253
Position 11897: 0.00020214263886563633
Position 597: 0.00019702924668697265
Position 5643: 0.00018327253566576167
Position 8604: 0.00017340496396770784
Position 4481: 0.00017181852625447702
Position 4216: 0.00016998473038456764
Position 10934: 0.00016789855994544026
Position 1238: 0.00016311844167564362
Position 12160: 0.00016038029988888714
Position 12933: 0.0001582012337161615
Position 4514: 0.00015605212560032853
Position 10722: 0.00015495137641913088
Position 11482: 0.00015134500882061887
Position 10781: 0.0001484880854172846
Position 2631: 0.00014532807475429912
Position 10902: 0.0001407124679905742
Position 4004: 0.00013390146933184473
Position 341: 0.00013119165309882398
Position 11475: 0.00012085364194799674
Position 939: 0.00011204998053098878
Position 682: 0.00010010592532928222
Position 11420: 9.511618300952098e-05
Position 4160: 9.48334000061938e-05
Position 7034: 9.430965288283557e-05
Position 1352: 9.38393637246133e-05
Position 710: 9.150509525557064e-05
Position 11734: 8.656291275649096e-05
Position 12381: 8.652930853795638e-05
Position 10952: 8.438276112045501e-05
Position 4424: 8.397184076769112e-05
Position 10588: 8.233897359346715e-05
Position 2389: 8.17039521965226e-05
Position 11462: 8.10450279588798e-05
Position 11413: 8.016061295061347e-05
Position 322: 7.95668223447966e-05
Position 2825: 6.70738218344241e-05
Position 202: 6.517780344511307e-05
Position 618: 5.8226197428290995e-05
Position 10787: 5.622687716835004e-05
Position 11701: 5.42951332831123e-05
Position 377: 5.133359733130785e-05
Position 12532: 5.0310169033757095e-05
Position 10938: 4.487904138343031e-05
Position 10848: 4.4069186137043226e-05
Position 665: 4.3323265114745415e-05
Position 11457: 4.326859618420013e-05
Position 10230: 4.253676999608569e-05
Position 10390: 4.2308665810775134e-05
Position 10579: 4.162378865919226e-05
Position 180: 3.879482173537579e-05
Position 11387: 3.651259390650306e-05
Position 2509: 3.579023019963119e-05
Position 11725: 2.9931684200786978e-05
Position 1022: 2.9044239872148967e-05
Position 10566: 2.7196541965160137e-05
Position 1152: 2.6852006370690142e-05
Position 11238: 2.67209241788848e-05
Position 355: 2.614250583629501e-05
Position 10284: 2.6091161659612263e-05
Position 11585: 2.4790278721071598e-05
Position 11516: 2.4195812401755797e-05
Position 12869: 2.3187100024048946e-05
Position 10458: 2.311115392199469e-05
Position 10941: 2.2768479731203136e-05
Position 10599: 2.034413028240637e-05
Position 9966: 1.9976136659992614e-05
Position 11743: 1.9873831192373164e-05
Position 11347: 1.8950918258726896e-05
Position 11501: 1.831085277728174e-05
Position 11543: 1.816932234737054e-05
Position 11382: 1.690550566479054e-05
Position 11400: 1.653867797734472e-05
Position 168: 1.6246989046609488e-05
Position 10461: 1.546207265716355e-05
Position 11503: 1.4510465200434274e-05
Position 11525: 1.2850604969773056e-05
Position 990: 1.2518797040643464e-05
Position 10593: 1.2400228444100052e-05
Position 5404: 1.238505558862305e-05
Position 11677: 1.0038812066447374e-05
Position 11945: 9.670954883384844e-06
Position 10561: 9.586669310377005e-06
Position 12940: 9.50300707900667e-06
Position 10442: 9.320296339284714e-06
Position 5603: 8.821038678512947e-06
Position 10926: 7.76453347686827e-06
Position 10544: 6.189818259472718e-06
Position 11914: 5.283951860706702e-06
Position 5332: 5.083550022747254e-06
Position 4219: 4.056173077653031e-06
Position 10303: 3.87488334779768e-06
Position 11379: 3.7587645114178604e-06
Position 10171: 3.381973651028312e-06
Position 10141: 3.1829835243778015e-06
Position 10547: 3.104366999573874e-06
Position 4837: 2.702150474848421e-06
Position 11397: 2.5409058274474635e-06
Position 4626: 2.24753355473824e-06
Position 11689: 1.8695515510002626e-06
Position 10193: 1.6440452031056204e-06
Position 10276: 1.5630266921412897e-06
Position 2544: 1.5316436001418698e-06
Position 3696: 1.4133285713557033e-06
Position 11357: 1.195519264553049e-06
Position 10250: 9.97530447822535e-07
Position 11277: 9.873729760041836e-07
Position 2590: 9.179406764827227e-07
Position 2049: 8.846757752437829e-07
Position 2917: 8.791416735388025e-07
Position 1254: 5.741393761402049e-07
Position 10510: 3.5712883012266997e-07
Position 1374: 1.7947734219193715e-07
Position 402: 1.4089651912496205e-07
Position 1424: 1.0654289503788443e-07
Position 1092: 9.089972419895944e-08
Position 1325: 8.980084392339574e-08
Position 2471: 8.489646561537625e-08
Position 1725: 8.44209032018615e-08
Position 1097: 7.915223632763425e-08
Position 10211: 7.31574810399343e-08
Position 12168: 6.765131040187339e-08
Position 1118: 6.38939534598064e-08
Position 1664: 5.0597073520877504e-08
Position 1952: 4.7383031789246e-08
Position 1903: 4.701886178217135e-08
Position 182: 4.38465304429326e-08
Position 3264: 4.351918534933836e-08
Position 1789: 4.1919335772980454e-08
Position 2672: 3.807165273939387e-08
Position 1856: 3.435985549430065e-08
Position 211: 2.803459778017288e-08
Position 1174: 2.221726340743951e-08
Position 1290: 2.098663274681087e-08
Position 1192: 1.9397186089095258e-08
Position 1162: 1.4755369876173173e-08
Position 1273: 1.424588453862725e-08
Position 738: 1.300281309285645e-08
Position 248: 1.2466581598750379e-08
Position 387: 1.0644024023714539e-08
Position 198: 1.0588194994884033e-08
