Gene = GLE1
Position 738: 2.0740060301062708e-05
Position 455: 2.0051482038783115e-05
Position 1954: 1.648310686545457e-05
Position 339: 1.4866269432751718e-05
Position 11023: 1.4757894571770275e-05
Position 11521: 1.4600840109618917e-05
Position 11085: 1.2943834941147452e-05
Position 11008: 1.2091622295635786e-05
Position 11494: 1.1021610036362262e-05
Position 1465: 9.970078956067344e-06
Position 12354: 9.874339736424657e-06
Position 1587: 8.976757782532085e-06
Position 11352: 7.601819151593372e-06
Position 11384: 7.456424408555465e-06
Position 1927: 5.9079564469395414e-06
Position 119: 3.883438728732591e-06
Position 548: 3.7312331193098547e-06
Position 23051: 3.586756198582627e-06
Position 1100: 3.548518645396984e-06
Position 590: 3.427414324829288e-06
Position 79: 3.200632961033786e-06
Position 1088: 2.8380678772414055e-06
Position 1334: 2.7807928158499137e-06
Position 12852: 2.689155503998466e-06
Position 5201: 2.6068533043355678e-06
Position 1898: 2.5687492426819447e-06
Position 728: 2.0380130999142437e-06
Position 2175: 1.9577725557499085e-06
Position 1048: 1.373854221599642e-06
Position 152: 9.707074169758841e-07
Position 696: 9.345139187052859e-07
Position 1080: 8.906457743279309e-07
Position 359: 8.41211413953781e-07
Position 60: 6.687923926065988e-07
Position 654: 6.614620015162974e-07
Position 22904: 5.262836520809905e-07
Position 648: 5.218973262153569e-07
Position 686: 4.90502324740165e-07
Position 36160: 4.2440905858219676e-07
Position 23035: 4.225503024784644e-07
Position 645: 3.8255972709164163e-07
Position 977: 3.7657113983474546e-07
Position 27: 3.33802023354753e-07
Position 23206: 3.2097747156510686e-07
Position 22839: 2.3834469605024503e-07
Position 759: 2.2485831906283204e-07
Position 271: 2.2273026519411514e-07
Position 298: 2.2157156455042872e-07
Position 22916: 2.0287412086739843e-07
Position 524: 1.1602183499906326e-07
Position 29: 1.1045238962864274e-07
Position 22893: 6.029022687009733e-08
Position 23123: 5.5230919108251814e-08
Position 479: 5.0316348983056926e-08
Position 482: 5.010346924314261e-08
Position 36050: 6.371317487936799e-09
Position 337: 2.4784720488000197e-09
Position 8: 1.9405623868853514e-09
Position 111: 1.2493713522236087e-09
Position 279: 1.2419872268508246e-09
Position 351: 5.778286555821528e-10
Position 303: 6.721656951818137e-11
Position 387: 1.760443387050358e-12
Position 365: 1.4373592180580285e-12
Position 471: 2.4442764239286234e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 10828: 0.9796765902872582
Position 22478: 0.9627788559154261
Position 34915: 0.9426805516740729
Position 18891: 0.9161839650633202
Position 20491: 0.8294377093198457
Position 22755: 0.8199063432190475
Position 31654: 0.7846151074162101
Position 4259: 0.6624642690482118
Position 35574: 0.6288712962943805
Position 18579: 0.6069936878991354
Position 29060: 0.6042168255753412
Position 33285: 0.48629618195995705
Position 17967: 0.4593015692439654
Position 28812: 0.357708956901882
Position 1142: 0.35312863706322206
Position 857: 0.2869833731933769
Position 4175: 0.22119912587034185
Position 27964: 0.21213667285872512
Position 29115: 0.17148401830275087
Position 36771: 0.15368784893928525
Position 36401: 0.13950879777472464
Position 2515: 0.1125663221191267
Position 19876: 0.10628449974753502
Position 14644: 0.09989425208796779
Position 35271: 0.08731191741032045
Position 8625: 0.08187610224736658
Position 36980: 0.08094616785784388
Position 36301: 0.07963630556494344
Position 36437: 0.05927351729437786
Position 19005: 0.05196962237720519
Position 2295: 0.050840560853525556
Position 37221: 0.047835913418671626
Position 826: 0.0441376379072524
Position 33330: 0.04399383143381812
Position 20510: 0.04379346356832922
Position 36226: 0.03700418597950742
Position 5010: 0.03409773526023784
Position 24461: 0.02802573902104005
Position 36781: 0.027705286011911537
Position 33167: 0.02758813131444625
Position 2360: 0.026207510065898044
Position 20496: 0.026197196355226934
Position 4208: 0.02608999617346335
Position 28913: 0.022532986688715426
Position 35746: 0.019196195191465995
Position 22486: 0.018908053805817046
Position 31722: 0.01796567464745017
Position 414: 0.017606622025210673
Position 1074: 0.016879434752961907
Position 20416: 0.01660548194255697
Position 33660: 0.0163491312027845
Position 8601: 0.01622463083346931
Position 28390: 0.01590252645913151
Position 17041: 0.013983167132614875
Position 16272: 0.013883768418683084
Position 36419: 0.013676787969397593
Position 20507: 0.013445513263729633
Position 13131: 0.013037421386504159
Position 32138: 0.012857533007194475
Position 36115: 0.012561896955038104
Position 34896: 0.01249840563560056
Position 22701: 0.01249062254664051
Position 4086: 0.01248256929894673
Position 892: 0.012040757608485482
Position 20303: 0.011649423602507846
Position 22715: 0.01106069463695036
Position 9767: 0.01058156134056301
Position 20215: 0.010547385654472833
Position 19946: 0.01047867644432578
Position 20453: 0.01038232432436603
Position 2633: 0.010291329692680437
Position 24443: 0.010138964444787815
Position 35136: 0.00959272851063873
Position 22665: 0.009549851693660006
Position 14680: 0.00904758082169064
Position 20575: 0.008613211106881728
Position 37546: 0.008566580176301068
Position 4302: 0.008251869492051906
Position 29222: 0.007852041338736942
Position 14435: 0.007655538098097308
Position 36344: 0.006907850729983219
Position 19872: 0.006852014526667971
Position 37422: 0.006401373189868117
Position 35988: 0.006313346968260841
Position 3959: 0.005856979891381201
Position 35094: 0.005754233094582389
Position 2324: 0.005486997628301959
Position 14460: 0.005369230159750134
Position 375: 0.005355436325448379
Position 36867: 0.00496256321120601
Position 22723: 0.004761964274042148
Position 1191: 0.004714447744271283
Position 14497: 0.00468951216690414
Position 7859: 0.004436221739340243
Position 4368: 0.004344030659331984
Position 37470: 0.004336686023190199
Position 35948: 0.004303959968166184
Position 27538: 0.004283325095907599
Position 34820: 0.004233312775495772
Position 7845: 0.004228504185382549
Position 36326: 0.004093948140661899
Position 24467: 0.00397673754434632
Position 29338: 0.0038534114714442553
Position 13251: 0.0037934698766348206
Position 16950: 0.0036922851462640625
Position 4988: 0.0036875318280318384
Position 16928: 0.003557252503578015
Position 841: 0.003428085047909185
Position 20287: 0.003411736990831211
Position 5145: 0.0033662234192348467
Position 32211: 0.0032056591699194696
Position 31852: 0.003191311654480485
Position 18229: 0.0030199645359688557
Position 2384: 0.0029692184175603023
Position 27405: 0.0029239019492181295
Position 27991: 0.002911366693464737
Position 36030: 0.002870645310461739
Position 24395: 0.002779155731140847
Position 24542: 0.0027413579680113484
Position 4185: 0.0025590941914444493
Position 19089: 0.002551531655359471
Position 35289: 0.002521015576759649
Position 23789: 0.002504837988639553
Position 27273: 0.0024744799108107796
Position 33632: 0.0023525127538699935
Position 36610: 0.00231017889509892
Position 2248: 0.002187655239270891
Position 23786: 0.002178720999300671
Position 773: 0.0021537987236080456
Position 20078: 0.0020943942945885648
Position 4893: 0.002047749576101771
Position 20348: 0.0020285699586197973
Position 3811: 0.0019649648430706186
Position 32088: 0.0017794446832583544
Position 21366: 0.0017639935187902405
Position 21680: 0.0017297720408849886
Position 22673: 0.0015862190567680194
Position 31950: 0.0015628888239785795
Position 5549: 0.0015406705696516456
Position 32318: 0.0015204074740672836
Position 4236: 0.001498813328747403
Position 10382: 0.0013972816106426608
Position 5117: 0.0013073102870573166
Position 8538: 0.0013022685022122307
Position 20355: 0.001181362762968025
Position 17233: 0.00116277628725401
Position 10870: 0.0011540141026238917
Position 5573: 0.001106344285989113
Position 18906: 0.0010800235401302372
Position 869: 0.0010691833461595832
Position 7830: 0.0010099390462754614
Position 7722: 0.0009893002860982517
Position 5710: 0.0009249160801697918
Position 13573: 0.0008672512139438224
Position 21503: 0.0008650997579086277
Position 19564: 0.000865097883042805
Position 35929: 0.0008576079712660419
Position 16247: 0.000844641257727798
Position 31873: 0.0007841892479499865
Position 610: 0.0007769982246529733
Position 37399: 0.0007536718244087183
Position 23624: 0.0007369340482444789
Position 33615: 0.0007055397085934144
Position 8768: 0.0006772063664830295
Position 4774: 0.0006696731242446496
Position 34784: 0.0006626347687131497
Position 35396: 0.0006511381132414903
Position 20280: 0.0006494929649535467
Position 385: 0.0006182997530880329
Position 21701: 0.0006117236641201816
Position 19424: 0.0006095184140383222
Position 24340: 0.00055933098577096
Position 916: 0.0005472528082357929
Position 20983: 0.0005407477809659452
Position 11640: 0.0005404914739447995
Position 20493: 0.0005330128612579251
Position 3963: 0.0005256781936432898
Position 3991: 0.0004896967204528401
Position 16902: 0.00048093689006030167
Position 13163: 0.00044922402027551837
Position 23324: 0.0004312114970957413
Position 31999: 0.00041942993283977214
Position 23766: 0.00041347113360056345
Position 20815: 0.0003607513687603625
Position 4872: 0.00034301599494819063
Position 19590: 0.000339496869628465
Position 3988: 0.0003377222014462732
Position 20321: 0.00033144779007864304
Position 23815: 0.0003250450600208873
Position 5021: 0.0003049870223465445
Position 20698: 0.00030001040771830803
Position 661: 0.00027813853677434187
Position 432: 0.00027498798858546975
Position 1233: 0.0002732849696821366
Position 4262: 0.0002693401711108592
Position 24088: 0.0002661255741019381
Position 36006: 0.00025570683192076575
Position 8564: 0.00023985633971214138
Position 22513: 0.00022736606248826823
Position 1328: 0.00022503576068622313
Position 24106: 0.00022436221041570266
Position 20854: 0.0002129103191170919
Position 2268: 0.00020771318917719875
Position 36728: 0.0002011956901774204
Position 20578: 0.0001985585250316999
Position 23722: 0.00019754729385413418
Position 20734: 0.00019702447526068616
Position 31928: 0.00018421698914587663
Position 24308: 0.0001629240553290643
Position 11664: 0.00015156405265051573
Position 35224: 0.0001453419688647116
Position 19570: 0.00014484703031165697
Position 455: 0.0001434887229132187
Position 22437: 0.00014150358975193467
Position 898: 0.00013698851973308082
Position 20705: 0.00013445898643795474
Position 503: 0.00013327130724378753
Position 950: 0.00011125463880869931
Position 4875: 8.978037023226424e-05
Position 22492: 8.413371264110462e-05
Position 590: 8.030743481358267e-05
Position 2429: 7.998664346217437e-05
Position 268: 7.824840033396753e-05
Position 30043: 7.59379364129516e-05
Position 22362: 7.197829976397294e-05
Position 546: 6.957931636929077e-05
Position 2645: 6.819069499724078e-05
Position 1531: 6.690418993745523e-05
Position 686: 6.576644708898794e-05
Position 2464: 6.291334493317931e-05
Position 22546: 5.936616788324969e-05
Position 24522: 5.723116102597027e-05
Position 20716: 5.4868220305135995e-05
Position 488: 5.219941815015996e-05
Position 25442: 4.649677269849527e-05
Position 1397: 4.62237323179999e-05
Position 1100: 4.609137195154517e-05
Position 1364: 4.545720116503926e-05
Position 623: 4.237428333781219e-05
Position 672: 3.8837024621841446e-05
Position 11296: 2.4251140212910735e-05
Position 152: 2.264300193512879e-05
Position 2172: 1.725845988416937e-05
Position 11270: 1.6429553493219283e-05
Position 927: 1.5942943456237153e-05
Position 2116: 1.588425448017625e-05
Position 1856: 1.571733586439481e-05
Position 1823: 1.5585519829301533e-05
Position 1814: 1.5057988690994695e-05
Position 1745: 1.4375605549282102e-05
Position 28103: 1.4092903585470562e-05
Position 22879: 1.4081430822684517e-05
Position 23856: 1.3051773047531063e-05
Position 2228: 1.1883367946423485e-05
Position 738: 1.0636443199786024e-05
Position 1696: 9.654124011954942e-06
Position 1414: 8.749160628570661e-06
Position 22154: 8.748618924471417e-06
Position 12244: 8.42197258749698e-06
Position 163: 8.324624686531361e-06
Position 797: 8.035837417332672e-06
Position 1719: 7.93272408076095e-06
Position 141: 7.399979601792753e-06
Position 22903: 7.398125578172192e-06
Position 25924: 7.2215795153801526e-06
Position 22825: 7.194011641038366e-06
Position 2650: 6.21389253825414e-06
Position 748: 5.96371797647184e-06
Position 2559: 5.6249494177709865e-06
Position 22640: 4.414298112233547e-06
Position 1870: 3.6143398895355663e-06
Position 23648: 3.6012764925394694e-06
Position 23017: 3.4873588672006433e-06
Position 5027: 3.2503156173753138e-06
Position 904: 3.2446752844089456e-06
Position 23320: 3.192178213710571e-06
Position 1088: 2.895587994963614e-06
Position 509: 2.844066327353664e-06
Position 35629: 2.7557526352741415e-06
Position 23344: 2.729145019351508e-06
Position 12695: 2.689155503998466e-06
Position 303: 2.542385154776044e-06
Position 728: 2.466596071131267e-06
Position 25065: 2.4505026780935856e-06
Position 1369: 2.239054184973369e-06
Position 25417: 2.2208627313660713e-06
Position 1383: 1.834793184493707e-06
Position 3895: 1.7072466383798487e-06
Position 35626: 1.495636684147742e-06
Position 12278: 1.4523671489276678e-06
Position 540: 1.3230755648925118e-06
Position 954: 1.295611831900025e-06
Position 1432: 1.1215458411422837e-06
Position 1499: 9.518045136268862e-07
Position 397: 8.910860972933431e-07
Position 22939: 8.62808272112654e-07
Position 24185: 5.92650170652768e-07
Position 2175: 5.43815215502748e-07
Position 1660: 4.8680907847952e-07
Position 22764: 3.370445518885273e-07
Position 132: 2.997405753334619e-07
Position 708: 2.3825143750110242e-07
Position 548: 1.5545627024407666e-07
Position 742: 1.3811760139494732e-07
Position 974: 1.1926343683000353e-07
Position 1575: 1.1011283774103516e-07
Position 1578: 9.23286134499204e-08
Position 691: 8.706242757897181e-08
Position 633: 6.238216780170537e-08
Position 683: 5.2774709116746344e-08
Position 117: 4.889705160360089e-08
Position 23567: 3.7751627046062925e-08
Position 23150: 2.4771818025617797e-08
Position 22801: 8.534418028621504e-09
Position 22785: 8.256186871417008e-09
Position 1438: 3.038924571893374e-09
Position 99: 1.8388484074672998e-09
Position 703: 1.4227055784491175e-09
Position 714: 1.3761891029292894e-09
Position 701: 1.0646831836056021e-09
Position 204: 7.72480184527186e-10
Position 1251: 4.652974759089156e-10
Position 22782: 1.9553263255404864e-10
Position 230: 4.854149929478929e-13
Position 223: 4.2956088348838173e-13
Position 72: 4.466203896392825e-14
Position 209: 2.7973382238488577e-14
Position 88: 2.2711074118416502e-15
Position 83: 2.2282613676529284e-15
Position 85: 1.3309813389812747e-16
