Gene = UTS2
Position 33: 1.438180017803415e-07
Position 628: 2.2469622670120197e-08
Position 215: 1.9917422361227822e-08
Position 226: 1.9798490302642732e-08
Position 894: 1.9276246735897677e-08
Position 1099: 6.8602637041210175e-09
Position 635: 5.688461625771516e-09
Position 559: 2.8731843138475886e-09
Position 772: 1.189443460224887e-09
Position 789: 8.259288068647755e-10
Position 728: 7.859481705536888e-10
Position 717: 5.279247055859397e-10
Position 410: 3.485497709185879e-10
Position 765: 2.2574971397127905e-10
Position 580: 1.1742879343757274e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.593762172459446
Position 3747: 0.24019565424969538
Position 464: 0.22089147243045676
Position 5482: 0.1516444367841509
Position 2793: 0.14562144780798902
Position 2790: 0.13017018936187524
Position 4999: 0.11587305227346456
Position 5548: 0.11415692061967551
Position 3852: 0.11256503715159412
Position 1773: 0.07084524833923296
Position 2690: 0.052723008685387665
Position 3695: 0.051906705683897686
Position 2982: 0.047071281153210714
Position 4367: 0.041878794359079034
Position 4420: 0.03729551816573465
Position 2643: 0.03525238113319085
Position 5554: 0.031276786077519304
Position 4648: 0.030596074231629997
Position 2360: 0.030159298950998635
Position 5019: 0.021712037085810994
Position 507: 0.015582577639017166
Position 4423: 0.015494499060731236
Position 699: 0.014116349768530519
Position 3954: 0.013592401922495001
Position 5069: 0.012134526063787043
Position 909: 0.012008954307138109
Position 2567: 0.01197340045443734
Position 1330: 0.01178807546089285
Position 2244: 0.010612743240924493
Position 652: 0.0099964414186311
Position 4517: 0.009212789892121268
Position 1647: 0.009077511782478278
Position 392: 0.009046276275545214
Position 3816: 0.00901128415600773
Position 2963: 0.008666138079764591
Position 1840: 0.007526039302641219
Position 5604: 0.007521769036338551
Position 192: 0.0059727474460177345
Position 4271: 0.005481789049411348
Position 3493: 0.004967107613612699
Position 1666: 0.0048229108971967385
Position 2087: 0.004739715871497758
Position 310: 0.0046986577204692565
Position 4286: 0.004532978544250312
Position 1298: 0.0043734203138669535
Position 2540: 0.004091722745967467
Position 3617: 0.00405924872472386
Position 2827: 0.00403953513793519
Position 3873: 0.004028942331590149
Position 2721: 0.0038168897601792073
Position 348: 0.003302058098023565
Position 2441: 0.002433264767108548
Position 355: 0.002242648347482834
Position 559: 0.0020806143202221333
Position 5415: 0.0020185635151972105
Position 2693: 0.001991614297723007
Position 3917: 0.001911328994687048
Position 1344: 0.0018250703091553329
Position 312: 0.001787210724775589
Position 2890: 0.0017633711585731812
Position 3005: 0.0017329933553627869
Position 4509: 0.0016903088441639776
Position 598: 0.0015958768365208912
Position 2919: 0.001518076035355721
Position 2225: 0.0014171036958035618
Position 3582: 0.0013499390252340148
Position 269: 0.0013076241544150615
Position 395: 0.0011590776110452388
Position 5570: 0.001135821204701137
Position 2520: 0.0011325922931586605
Position 1253: 0.0011182650570713932
Position 3529: 0.001075537399483226
Position 1341: 0.0010484869521371208
Position 625: 0.0010038617042154442
Position 1706: 0.0009816601139162426
Position 530: 0.0009420142600034859
Position 3563: 0.0008300926903318553
Position 5589: 0.0008148233228188843
Position 1692: 0.0006564643810308137
Position 3195: 0.0006509582183582234
Position 5283: 0.0006028109427677768
Position 1363: 0.0005887084359563705
Position 2260: 0.0005809292515842337
Position 857: 0.0005799088358996088
Position 1082: 0.0005686807740092711
Position 372: 0.0005229883383002342
Position 1157: 0.00048031272225274106
Position 3008: 0.00046962733733756686
Position 3775: 0.0004512136808889845
Position 323: 0.00043442144990155903
Position 2543: 0.0004233175406716101
Position 1780: 0.00041414107809452843
Position 2408: 0.00040688488188289965
Position 3084: 0.00040327610061692906
Position 1968: 0.00035006414639227355
Position 1303: 0.0003282777334913683
Position 330: 0.00030548867030956206
Position 3479: 0.00028650391811797267
Position 1002: 0.00027520953637802994
Position 3497: 0.00026969168884729037
Position 1675: 0.0002613472673949544
Position 2695: 0.0002314605057930177
Position 2390: 0.0002084367670348693
Position 2045: 0.00018968078432760862
Position 678: 0.0001887872901545378
Position 5305: 0.0001879426968989866
Position 379: 0.00017175110191692793
Position 2488: 0.00016967658866813218
Position 1917: 0.0001694063370042965
Position 1375: 0.00016570788303714405
Position 1995: 0.00013322209411113046
Position 888: 0.00011712652803518051
Position 3114: 0.00010961598946175756
Position 359: 7.964168632422467e-05
Position 2292: 7.934113263303308e-05
Position 1313: 7.589986166050946e-05
Position 1270: 6.99910942020898e-05
Position 3777: 6.317973087462105e-05
Position 1606: 6.243153946774937e-05
Position 658: 6.005676311562384e-05
Position 2868: 4.6495180089278445e-05
Position 1432: 3.7519303329877185e-05
Position 436: 3.7041039424057856e-05
Position 278: 3.582485136721957e-05
Position 2470: 3.1901601735051325e-05
Position 2399: 3.112800524550363e-05
Position 368: 2.5968451692027995e-05
Position 745: 2.5644008297679798e-05
Position 2256: 2.4366143536417097e-05
Position 1713: 2.3899273434215228e-05
Position 255: 2.2319993040585835e-05
Position 2611: 2.213286968617019e-05
Position 705: 2.1287026798253176e-05
Position 3475: 1.6796133935085004e-05
Position 2944: 1.6644480706616682e-05
Position 1477: 1.5569684149971307e-05
Position 600: 1.3941201750863121e-05
Position 2897: 1.3456415807110365e-05
Position 580: 1.2566659308767044e-05
Position 352: 1.0437733514481179e-05
Position 628: 8.364992584907275e-06
Position 1483: 8.197779341174126e-06
Position 400: 5.548504269021341e-06
Position 717: 5.2956188220779826e-06
Position 365: 4.256159773016982e-06
Position 605: 3.994303003063225e-06
Position 668: 3.4447715769081682e-06
Position 200: 3.3191813226046817e-06
Position 2740: 1.435910982082472e-06
Position 568: 8.200432715441426e-07
Position 635: 5.450699793565249e-07
Position 204: 1.6600572727104607e-07
Position 1716: 1.073808796424616e-07
Position 403: 5.331269800963946e-08
Position 535: 5.07593825913747e-08
Position 1398: 4.7283238564612195e-08
Position 1496: 3.5304210221438934e-08
Position 748: 2.8593409342745994e-08
Position 751: 2.7973919305303715e-08
Position 145: 2.581994900464715e-08
Position 407: 2.1643543979222072e-08
Position 753: 1.971225802397167e-08
Position 1017: 1.131243700045731e-08
Position 1214: 8.46611928920253e-09
Position 1192: 5.544725027882709e-09
Position 1161: 2.8789459267669424e-09
Position 570: 2.793067307683288e-09
Position 97: 8.531102999367022e-10
Position 1025: 2.2091393201114927e-10
Position 129: 1.711360266532823e-10
