Gene = FANCD2OS
Position 360: 1.3310180490266652e-07
Position 903: 9.362914468132451e-08
Position 363: 8.286837164862054e-08
Position 789: 5.757680886417531e-08
Position 1195: 5.731232867002953e-08
Position 921: 5.326588437499071e-08
Position 1237: 5.099512555975725e-09
Position 792: 1.0336587221280946e-09
Position 1077: 7.755658365430067e-10
Position 1049: 1.636677989664371e-12
Position 298: 7.738513423222539e-13
Position 455: 3.6695978174248075e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3448: 0.7174053255774081
Position 13860: 0.6480294977431166
Position 16551: 0.5581530905737988
Position 13340: 0.5260962316200982
Position 22991: 0.4555328311179563
Position 22352: 0.2393626578695302
Position 13084: 0.15252141705929806
Position 19845: 0.12235552717569184
Position 17899: 0.098123154184292
Position 16766: 0.07504129497845434
Position 11970: 0.06206136818492524
Position 4663: 0.061776649506366875
Position 13437: 0.060624125965794654
Position 26699: 0.05403105983148307
Position 4114: 0.04415530324001178
Position 20990: 0.03774113052096672
Position 9840: 0.033117540058400785
Position 10733: 0.029876926294948765
Position 13309: 0.028318758760714047
Position 13748: 0.028069664892716548
Position 1329: 0.023923766018938943
Position 18057: 0.0190589688825159
Position 12635: 0.017284262449645843
Position 14314: 0.016902503203085402
Position 12254: 0.016240309401797964
Position 4117: 0.012672442001967038
Position 14491: 0.011687592778622722
Position 17214: 0.011457593464035418
Position 19396: 0.008697269534937057
Position 20686: 0.008353586534640479
Position 8801: 0.007476258652434105
Position 3064: 0.007340697358474974
Position 16595: 0.0071250353750053645
Position 8058: 0.006921817870480278
Position 9409: 0.006385590898257418
Position 1668: 0.005822517055735975
Position 1693: 0.00542172842780693
Position 18867: 0.005268311406240972
Position 1604: 0.0050823143177205965
Position 3978: 0.005061313901884161
Position 9134: 0.004964124006029149
Position 13486: 0.004236326661172599
Position 4659: 0.003445726317907611
Position 21227: 0.002943552622424902
Position 4639: 0.0028489912171217667
Position 1935: 0.0027291284279626054
Position 3848: 0.0022177767176880204
Position 16856: 0.0019315511572926916
Position 10466: 0.001764006557745438
Position 617: 0.001691983329993051
Position 8781: 0.0015889018320630467
Position 10769: 0.0014734271142043602
Position 1577: 0.0013969674615652797
Position 4160: 0.0013622057727600849
Position 1354: 0.0012861204068043996
Position 1898: 0.0011940948911900477
Position 543: 0.0011707413070219943
Position 1726: 0.0011383708084548529
Position 16762: 0.0010760226136062388
Position 3463: 0.0010070986595596746
Position 4528: 0.0009184332875412248
Position 4047: 0.0008652617799080969
Position 620: 0.0007997387744403201
Position 1170: 0.0007959360571554797
Position 14925: 0.0007660633166002047
Position 4093: 0.0007184017052225154
Position 14623: 0.0006144990852482378
Position 1563: 0.0006109831644260448
Position 14720: 0.0006094509549863767
Position 14750: 0.0005992824993233163
Position 3918: 0.0005884097974815955
Position 9358: 0.0005689770131248254
Position 4481: 0.0005592023621000214
Position 3080: 0.0005436318029168738
Position 17232: 0.0005430391659496017
Position 3851: 0.0005353953912905377
Position 9094: 0.0005259562183439706
Position 3770: 0.0005250278512578284
Position 3812: 0.0004989173814210865
Position 8975: 0.000496720605482799
Position 3113: 0.00045139471972853755
Position 5391: 0.00041515645682073816
Position 8078: 0.00040773253925059666
Position 529: 0.0003940310335568037
Position 1014: 0.00036523018802859283
Position 1650: 0.000339754977077034
Position 142: 0.0002965928916495586
Position 12039: 0.00029251767445822045
Position 3879: 0.00029133221186726304
Position 1481: 0.00027307716895433597
Position 4396: 0.00026915729559852944
Position 483: 0.0002636318114628339
Position 1484: 0.00023640783067803054
Position 4856: 0.00020571958603784668
Position 7018: 0.00014603294465474154
Position 679: 0.00014145494666590846
Position 1916: 0.0001315195051540866
Position 1510: 0.00010552864758990711
Position 1980: 0.00010358530175042715
Position 4054: 0.00010125518932999132
Position 569: 0.0001002490784455788
Position 2927: 9.826125949336255e-05
Position 295: 9.535950778243072e-05
Position 7169: 8.763639332235056e-05
Position 10261: 8.510966745668225e-05
Position 4370: 8.418898513659546e-05
Position 1335: 8.364940665246655e-05
Position 1790: 6.486760266180786e-05
Position 1389: 5.552763369235532e-05
Position 1285: 5.3936194531362034e-05
Position 5138: 5.306194071877572e-05
Position 286: 4.495423225174119e-05
Position 2032: 4.3559407618184304e-05
Position 1729: 4.115937397165966e-05
Position 8054: 3.922457201089312e-05
Position 6714: 3.191526425453578e-05
Position 7189: 3.036222423242755e-05
Position 1279: 2.934900568642075e-05
Position 4906: 2.7425133930798698e-05
Position 79: 2.6567701415339827e-05
Position 9987: 2.386725526001386e-05
Position 289: 2.2386398610442616e-05
Position 4831: 2.226569152614506e-05
Position 5141: 2.2114890558404763e-05
Position 5415: 2.21042598607899e-05
Position 5554: 2.1683766447780614e-05
Position 1855: 2.0902314878675164e-05
Position 1174: 1.9912891062519728e-05
Position 1536: 1.9550396486184966e-05
Position 2283: 1.832544802718775e-05
Position 4609: 1.752982860199278e-05
Position 3130: 1.7509823954347555e-05
Position 6976: 1.633461256606841e-05
Position 7048: 1.5942044442884832e-05
Position 8476: 1.5835202707894927e-05
Position 8500: 1.4685546579794941e-05
Position 2855: 1.4678246011794585e-05
Position 1824: 1.3812042095257648e-05
Position 587: 1.3468840793660507e-05
Position 2777: 1.329068664264056e-05
Position 6189: 1.3275885681128131e-05
Position 2233: 1.318440895147273e-05
Position 171: 1.310699300363828e-05
Position 3746: 1.2898855044348766e-05
Position 7874: 1.2398799669871522e-05
Position 2254: 1.2329491523932287e-05
Position 2483: 1.1622993996367457e-05
Position 2831: 1.1556950507323475e-05
Position 1195: 1.1069365374171455e-05
Position 3820: 1.0884400326416523e-05
Position 1811: 1.0868361831722135e-05
Position 8295: 1.0605698189376864e-05
Position 4992: 1.0552504977695455e-05
Position 5557: 1.0413665950575806e-05
Position 2156: 1.0380703762362753e-05
Position 4719: 9.1927564193569e-06
Position 1902: 9.064576216150745e-06
Position 2810: 9.006854764744319e-06
Position 3688: 8.84092043988261e-06
Position 1087: 8.43997108472522e-06
Position 2817: 8.33704338262861e-06
Position 1969: 7.590587143367613e-06
Position 2648: 7.565138805487483e-06
Position 2645: 7.416968590958971e-06
Position 148: 7.115061987970887e-06
Position 3781: 7.034015645118865e-06
Position 324: 6.9270509619027995e-06
Position 7078: 6.602484269381716e-06
Position 5046: 6.503405932506403e-06
Position 6582: 6.422846981405742e-06
Position 502: 5.579157722612226e-06
Position 3408: 5.439005949627346e-06
Position 6167: 5.397926166020641e-06
Position 1057: 5.288454354633183e-06
Position 2053: 4.746131823978994e-06
Position 1486: 4.6187260839265035e-06
Position 6417: 4.611477926560674e-06
Position 1966: 4.127065610027969e-06
Position 2128: 4.124264209308572e-06
Position 422: 4.02218963868686e-06
Position 3888: 4.0096058658800335e-06
Position 117: 3.944512536138342e-06
Position 5278: 3.3638797776300247e-06
Position 342: 3.1614490800869006e-06
Position 1442: 3.130533637707856e-06
Position 4997: 2.9562282882576842e-06
Position 3416: 2.8083588573770315e-06
Position 2507: 2.78119755202724e-06
Position 798: 2.68798109295035e-06
Position 3546: 2.6654940012724163e-06
Position 3364: 2.5636621749923587e-06
Position 370: 2.384195021039988e-06
Position 3598: 2.1466348949913314e-06
Position 2324: 2.073754611795462e-06
Position 3894: 2.0182346729918235e-06
Position 3345: 1.7957556969594156e-06
Position 4201: 1.690515718659359e-06
Position 2858: 1.1616711312889763e-06
Position 2592: 8.999910389945796e-07
Position 3471: 1.6015056536845068e-07
Position 696: 4.930606718018881e-08
Position 1401: 3.863408468730073e-08
Position 1060: 2.262877837595021e-08
Position 897: 2.1440022569757872e-08
Position 1360: 2.093277544413255e-08
Position 1723: 1.7171394892065218e-08
Position 216: 1.6521677178530825e-08
Position 430: 9.92727247405476e-09
Position 176: 9.901114096838536e-09
Position 1753: 7.816201440223188e-09
Position 1218: 7.19996730484047e-09
Position 321: 5.994217141784282e-09
Position 1207: 5.564249336940987e-09
Position 1134: 3.55651040476352e-09
Position 936: 3.227126407169669e-09
Position 87: 2.7460241708946423e-09
Position 4128: 1.9857124511297593e-09
Position 635: 1.9304798057362623e-09
Position 333: 1.6437735049354797e-09
Position 438: 1.437025343652497e-09
Position 782: 1.3491456051838942e-09
Position 1237: 8.769259556812717e-10
Position 424: 7.28577882143673e-10
Position 444: 6.880046522751652e-10
Position 313: 6.148420652802967e-10
Position 808: 5.050612306648813e-10
Position 90: 4.453494627279635e-10
Position 349: 3.993503111128032e-10
Position 1093: 1.1103368291853763e-10
Position 690: 1.2166638385318547e-11
Position 550: 9.044333384479404e-12
Position 855: 1.7369799989553013e-12
Position 868: 1.3009425918003191e-12
Position 861: 1.2157599059825454e-12
Position 814: 9.73293868511853e-13
Position 712: 9.300068171712296e-13
Position 717: 8.043857795768656e-13
Position 255: 4.618486619382965e-13
Position 97: 2.7118789327200136e-13
Position 630: 1.6381690611314698e-13
Position 833: 1.5450572571670204e-13
Position 447: 8.390077222620441e-14
