Gene = ATP6V0B
Position 1097: 0.00012714389727037023
Position 2296: 0.00012387243164182476
Position 2148: 0.00010625149146495467
Position 2634: 9.706106368255272e-05
Position 3530: 7.447371018561452e-05
Position 2072: 7.251634772100604e-05
Position 1691: 6.566253708237514e-05
Position 2517: 6.128050532712728e-05
Position 1154: 6.04771598545754e-05
Position 1205: 5.901869218830847e-05
Position 635: 5.8227339209395155e-05
Position 621: 5.025715276328005e-05
Position 2049: 3.2522830605872166e-05
Position 1382: 2.8742810603682756e-05
Position 1061: 2.838412481512305e-05
Position 1364: 2.653430449042652e-05
Position 3051: 2.3114090936887126e-05
Position 2896: 2.187082087049868e-05
Position 1694: 1.6205858348847838e-05
Position 530: 1.4445547144758679e-05
Position 979: 1.4413662189650731e-05
Position 1454: 1.4186663276090994e-05
Position 998: 1.316875144976011e-05
Position 598: 1.1484591469040965e-05
Position 405: 7.539814746992375e-06
Position 1521: 7.403123237546254e-06
Position 1604: 7.294707129177036e-06
Position 1331: 6.964256194743977e-06
Position 1762: 6.63838316706575e-06
Position 1214: 6.1756449851811675e-06
Position 1699: 5.400793443904219e-06
Position 201: 4.739014106259969e-06
Position 217: 4.232917187895085e-06
Position 955: 3.626797603123905e-06
Position 186: 1.623452130759568e-06
Position 1494: 1.4854661476253476e-06
Position 969: 1.0917869051887252e-06
Position 995: 9.836088621340552e-07
Position 486: 9.028278156538927e-07
Position 1707: 8.882514673414903e-07
Position 2020: 8.474826976442713e-07
Position 1714: 7.935993381889098e-07
Position 1768: 7.360728928114465e-07
Position 678: 4.6138281186476706e-07
Position 1573: 3.9442311493738286e-07
Position 313: 3.478566183943733e-07
Position 878: 3.17011401574506e-07
Position 502: 2.8948364663453775e-07
Position 464: 2.3456938847124495e-07
Position 2025: 1.8491929158485832e-07
Position 644: 1.0020090155765307e-07
Position 1731: 9.186005908930777e-08
Position 156: 4.9097659210058e-08
Position 647: 3.3495803825667366e-08
Position 288: 2.1712938989872283e-08
Position 1720: 5.888843655104885e-09
Position 663: 5.651732429376372e-09
Position 673: 4.506499969160289e-09
Position 1000: 6.578584110996174e-10
Position 284: 2.1576646169947325e-10
