Gene = PTRH1
Position 11021: 0.00016099177888649602
Position 821: 0.00015443694732585273
Position 435: 0.0001349040795267155
Position 1034: 0.00013198373015109455
Position 10347: 0.00012829465676165113
Position 9964: 0.0001279038103864147
Position 566: 0.00011859110935411114
Position 10333: 0.0001171187682838685
Position 10779: 0.00011124801515383896
Position 10537: 0.00011054923178990822
Position 11046: 0.00010907954114868301
Position 1040: 0.00010383049869588771
Position 1989: 0.00010261795969581371
Position 2340: 0.00010240079077583293
Position 944: 9.377497996536286e-05
Position 638: 8.95834767187176e-05
Position 11332: 8.073094191767706e-05
Position 10638: 7.816011745616804e-05
Position 10548: 7.607621193838018e-05
Position 11320: 6.262276903369523e-05
Position 10686: 6.121157561485402e-05
Position 1825: 5.5237832391395726e-05
Position 992: 4.830656141259698e-05
Position 572: 4.002418240366495e-05
Position 442: 3.816867647853126e-05
Position 2533: 3.606273711403677e-05
Position 11012: 3.0234497576112774e-05
Position 4496: 3.0117943374830852e-05
Position 1367: 2.9551137041674465e-05
Position 456: 2.716529571129441e-05
Position 527: 2.539993584775315e-05
Position 10400: 2.5009850674343244e-05
Position 4249: 2.3258648150552733e-05
Position 632: 2.0694260211315787e-05
Position 11246: 1.9320820429833277e-05
Position 10018: 1.682027442325392e-05
Position 10601: 1.4338956360311933e-05
Position 10391: 1.247697398599935e-05
Position 781: 1.0098726670837551e-05
Position 10462: 7.713208172272212e-06
Position 307: 7.2672629242157635e-06
Position 202: 6.137962721092365e-06
Position 347: 4.946372681915143e-06
Position 1149: 3.6289037931426774e-06
Position 618: 2.4808313907970336e-06
Position 734: 2.412545564381202e-06
Position 705: 1.5856999963723884e-06
Position 1314: 1.517414822618497e-06
Position 298: 1.4253234219823948e-06
Position 1007: 1.2186686347865186e-06
Position 159: 6.835106010904666e-07
Position 10499: 6.18385025223073e-07
Position 2537: 5.268690941544952e-07
Position 867: 5.199936268941437e-07
Position 828: 4.568142891212841e-07
Position 774: 4.4882830014738024e-07
Position 871: 3.5501760133467436e-07
Position 799: 3.287651051330617e-07
Position 310: 1.5583748640243825e-07
Position 367: 1.1881928364152303e-07
Position 793: 8.508164433068248e-08
Position 331: 5.83417203640384e-08
Position 175: 4.6561861009977356e-08
Position 321: 2.3632568727433704e-08
Position 190: 2.1108043639184168e-08
Position 180: 5.182114957731492e-09
Position 784: 3.557526443364941e-09
Position 169: 1.8159361514563134e-09
Position 317: 1.782173693004947e-09
Position 464: 8.777836311306557e-11
Position 94: 3.671362863814538e-12
Position 141: 2.338508395918103e-12
Position 121: 1.8145842930522358e-12
Position 103: 1.3272217971413647e-12
Position 113: 7.992077822853129e-13
Position 130: 1.669542652153715e-13
Position 89: 1.2915410188983212e-13
Position 110: 2.561500558948214e-14
