Gene = SNAPIN
Position 2369: 0.00019317174191988294
Position 489: 0.0001856995765943166
Position 2816: 0.00018109277893566463
Position 1156: 0.00017392425054648777
Position 1579: 0.00016367901623462114
Position 577: 0.0001473566831669037
Position 2440: 0.00012701863078385208
Position 350: 0.00011585383052543668
Position 707: 0.00010544738058973549
Position 2232: 0.00010511144574602091
Position 959: 0.00010473777471836208
Position 1027: 0.00010365538417384035
Position 383: 9.426403105533572e-05
Position 376: 7.973249233365234e-05
Position 2502: 7.679421472386653e-05
Position 487: 7.605600962448486e-05
Position 770: 7.510105072666206e-05
Position 203: 7.500687158836242e-05
Position 1704: 7.299217127273662e-05
Position 1045: 6.738797821701065e-05
Position 2326: 6.678262578574756e-05
Position 1268: 6.483826208959741e-05
Position 524: 6.260470325980553e-05
Position 313: 6.113540007105577e-05
Position 1848: 5.959907917949258e-05
Position 1555: 5.4198815108125465e-05
Position 3009: 5.1662969140888154e-05
Position 2595: 5.071944887403355e-05
Position 2556: 5.014075511397195e-05
Position 2893: 4.980896304782247e-05
Position 206: 4.8715085837037074e-05
Position 530: 4.743845222483352e-05
Position 2831: 4.6060489823494797e-05
Position 2044: 4.5467590548529935e-05
Position 2456: 4.057957467006034e-05
Position 751: 3.9839351371216854e-05
Position 585: 3.8885513170574154e-05
Position 439: 3.774249511070733e-05
Position 2851: 3.5497436560586295e-05
Position 1814: 3.4112446518615514e-05
Position 2581: 3.3779710165571765e-05
Position 822: 3.283508535817553e-05
Position 813: 3.201794439750464e-05
Position 493: 3.0563156178800055e-05
Position 763: 2.9234247686610586e-05
Position 2156: 2.7341641757413187e-05
Position 819: 2.670291505199501e-05
Position 637: 2.162322006154292e-05
Position 3133: 2.1171220845341795e-05
Position 566: 2.114734192098618e-05
Position 1929: 2.0844328343505467e-05
Position 935: 1.999249206634028e-05
Position 1708: 1.9850124508591115e-05
Position 1413: 1.9531020737398743e-05
Position 2650: 1.935641539316916e-05
Position 1965: 1.9240101412731286e-05
Position 3130: 1.9209082317286714e-05
Position 232: 1.9186600409645408e-05
Position 2588: 1.7734470078661638e-05
Position 1217: 1.5729434065007738e-05
Position 298: 1.4343006378889216e-05
Position 1438: 1.3663812582771969e-05
Position 2484: 1.280737018902315e-05
Position 1317: 1.241835969292457e-05
Position 126: 8.264405494863904e-06
Position 1531: 7.246515178661579e-06
Position 1449: 6.29710256526095e-06
Position 363: 5.02180361439968e-06
Position 182: 2.9285247581713855e-06
Position 388: 2.550777354345203e-06
Position 426: 2.2263347311957367e-06
Position 756: 1.508251999625627e-07
Position 499: 3.3205098050105384e-08
Position 648: 2.3344792320263936e-08
Position 294: 1.343975952965504e-08
Position 248: 2.9135456398234153e-09
Position 497: 5.321456571934961e-10
Position 243: 3.8701380638408863e-10
