Gene = SELENBP1
Position 4583: 0.0007578812422616883
Position 3282: 0.0006508820338367378
Position 2973: 0.0006492323597073487
Position 1296: 0.0006294541258387009
Position 3688: 0.0006275821593771532
Position 1403: 0.0006059158980282913
Position 6498: 0.0005958097051596227
Position 5178: 0.000575900524991147
Position 6303: 0.0005215157968227425
Position 3034: 0.0004748700180760257
Position 6891: 0.0004434619568312552
Position 6911: 0.0004421419538277755
Position 2291: 0.0004292342361654675
Position 2606: 0.00041569440707467544
Position 4951: 0.0003837330136992419
Position 4550: 0.0003827145412802515
Position 2072: 0.0003502365509256456
Position 694: 0.0003362720888018438
Position 2017: 0.00032328606674568135
Position 2311: 0.0003224538357109441
Position 1453: 0.00030256772466758826
Position 3685: 0.00030102977133672254
Position 5956: 0.00027002120051477396
Position 2887: 0.0002640904328080328
Position 3756: 0.000245125665831207
Position 6898: 0.00022619900810119198
Position 4959: 0.00022281784865151402
Position 7766: 0.00021980742771074408
Position 7897: 0.00017052417142296986
Position 5778: 0.00014705553488993128
Position 3902: 0.0001264927124051182
Position 4355: 0.00011373259527476428
Position 1435: 0.00010508920632331426
Position 2649: 0.0001040935436129769
Position 7600: 0.00010356373903172248
Position 6135: 9.559558601601726e-05
Position 1703: 6.909350251163248e-05
Position 7292: 6.754395064434914e-05
Position 2262: 6.67874522951429e-05
Position 2468: 5.9102212986980596e-05
Position 4002: 5.2442309903018866e-05
Position 442: 4.8364830412383456e-05
Position 1409: 4.275984554732279e-05
Position 963: 3.7808911069619095e-05
Position 3471: 3.7312678184746836e-05
Position 4684: 3.3512199692647116e-05
Position 4627: 3.0100708296115678e-05
Position 108: 2.9556033615945815e-05
Position 6526: 2.8313427074928883e-05
Position 4443: 2.7837138776057846e-05
Position 2287: 2.1095511459735404e-05
Position 8168: 2.0393088239327496e-05
Position 3256: 1.923704024490973e-05
Position 2165: 1.567002957210525e-05
Position 707: 1.5056892074699125e-05
Position 7539: 1.4871736254515891e-05
Position 810: 1.3538819125569978e-05
Position 7859: 1.319139019361473e-05
Position 4492: 1.2090257406840535e-05
Position 2405: 1.1862610580174236e-05
Position 6935: 1.1437604316104454e-05
Position 3262: 9.717105914750635e-06
Position 2760: 5.576541809571601e-06
Position 3662: 1.755597855840381e-06
Position 77: 1.3849267071578593e-06
Position 956: 1.0661195073733018e-06
Position 4414: 6.213297322509809e-07
Position 185: 4.4164897770587574e-07
Position 6208: 3.6333162934449697e-07
Position 204: 3.4984255852182145e-07
Position 75: 2.820058881653457e-07
Position 1989: 2.618464999762562e-07
Position 134: 1.6390805246447445e-07
Position 658: 1.1450134612974835e-07
Position 1060: 5.850730096903943e-08
Position 1092: 5.615185861048786e-08
Position 83: 5.173918341384367e-08
Position 7771: 4.490659661999225e-08
Position 670: 2.551533004345736e-08
Position 1157: 1.989679761112689e-08
Position 1044: 1.4244212018069132e-08
Position 1129: 1.2796584842241687e-08
Position 1184: 9.282277631771413e-09
Position 516: 3.367347179608462e-09
Position 2245: 2.5542951845386575e-09
Position 1169: 2.168323169568081e-09
Position 481: 1.1614451647662903e-09
Position 7494: 9.603455581497053e-10
Position 231: 9.395657292560607e-10
Position 699: 8.375315465980727e-10
Position 224: 6.140583060982011e-10
Position 947: 4.902582897263374e-10
Position 501: 3.7699411739036103e-10
Position 207: 2.7000826920058027e-10
Position 853: 9.790008103421243e-11
Position 958: 1.9069294142504348e-11
Position 603: 3.229505604656151e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7688: 0.9736711054992259
Position 4413: 0.951237191669439
Position 7048: 0.9315654875373894
Position 7451: 0.871534920656862
Position 8027: 0.8449056108288419
Position 6886: 0.8097412492753345
Position 5828: 0.56885806552921
Position 3178: 0.5672254804878195
Position 3543: 0.5109000629645261
Position 6279: 0.5022709979496849
Position 2897: 0.35364110746751987
Position 2754: 0.25963292447025305
Position 2799: 0.11210560708905372
Position 6796: 0.11093591968481063
Position 2963: 0.0869546940647382
Position 3751: 0.08620287312476925
Position 8049: 0.08499651048403155
Position 6393: 0.07956658299813804
Position 6595: 0.06191202171515208
Position 3118: 0.0532838952681486
Position 4800: 0.05190599354412141
Position 6704: 0.041527040996524184
Position 4056: 0.03504608533648468
Position 6110: 0.03383920578586881
Position 4284: 0.030347992806355792
Position 3783: 0.02791169932693873
Position 2926: 0.02421931225747452
Position 231: 0.022722482406479384
Position 5557: 0.02044740456208913
Position 7912: 0.020120069053735746
Position 4248: 0.017820057797887277
Position 272: 0.017551460308462087
Position 6351: 0.013642237179250774
Position 7100: 0.011620289746959256
Position 6840: 0.011148547077312389
Position 6371: 0.010396470916030581
Position 6857: 0.009311166685504387
Position 7972: 0.008878066548573024
Position 2574: 0.00845782011422398
Position 5391: 0.007935023157574763
Position 2447: 0.007858834983029344
Position 7468: 0.007788395353151465
Position 5926: 0.0077667361609794205
Position 4002: 0.0074723433399890606
Position 6677: 0.006366593710429463
Position 7149: 0.006106644821991542
Position 5672: 0.0056570565275839355
Position 7877: 0.005348801675179969
Position 7305: 0.005039515960835235
Position 5416: 0.005017390926882239
Position 4309: 0.0049300977699427385
Position 4469: 0.004929210844318394
Position 3576: 0.004309640356622766
Position 4745: 0.004203909983367139
Position 8032: 0.0039967564845858885
Position 6734: 0.003616987351113736
Position 1348: 0.002670524602220456
Position 1567: 0.0026084995726633675
Position 6317: 0.002586361802500545
Position 7715: 0.002575109631507751
Position 7950: 0.0025603615537290176
Position 4721: 0.0024493972266564396
Position 3368: 0.002339632858920473
Position 2041: 0.002270395903735246
Position 6824: 0.002084850258783745
Position 2044: 0.0020797687110385293
Position 7645: 0.002028580672067674
Position 6541: 0.00202353983992033
Position 5626: 0.002020987412780554
Position 5563: 0.0019781306519766877
Position 5949: 0.001973732608068138
Position 7724: 0.001942304635350768
Position 7854: 0.0019085455860673413
Position 8286: 0.0018771321468852079
Position 5854: 0.001795285492536986
Position 383: 0.0017416997193732213
Position 4073: 0.001680209332753312
Position 6427: 0.0016801705542975162
Position 1694: 0.0016140934807990306
Position 5583: 0.0015904409324863599
Position 4104: 0.0015799982892365381
Position 7464: 0.0014358677842579363
Position 3226: 0.0013893348228138224
Position 3185: 0.0013030892246840933
Position 6335: 0.0012615271159212077
Position 2769: 0.0012004367894118586
Position 5981: 0.001121820211405596
Position 5636: 0.0010396864471274951
Position 661: 0.0010331687831215356
Position 2539: 0.0010109383766282645
Position 2779: 0.0009925644902718767
Position 5609: 0.0009676253259360874
Position 2856: 0.0009018108195888118
Position 1099: 0.0008333896499693182
Position 352: 0.0008261499027218008
Position 7165: 0.0008249684253159689
Position 4612: 0.0007622756753732714
Position 6405: 0.0007213177849841109
Position 8171: 0.0006647770569633159
Position 2394: 0.0006237250660886754
Position 2235: 0.0006119909463896675
Position 1516: 0.000606764160319472
Position 355: 0.0006050678429570873
Position 6661: 0.0005708910899123078
Position 8386: 0.0005596165448189197
Position 3720: 0.0005246610599793216
Position 4987: 0.0004891618086223564
Position 1585: 0.00045509306589199585
Position 4170: 0.0004476478673933825
Position 6216: 0.0004393449456238941
Position 4152: 0.0003854022898129392
Position 7807: 0.0003797706420606721
Position 7310: 0.00037670608154849943
Position 7840: 0.00036187275303653234
Position 3478: 0.0003609097574690835
Position 2704: 0.0003591586665543472
Position 1223: 0.0003490105632799875
Position 3495: 0.00032619319075127357
Position 6440: 0.0003163157839585245
Position 277: 0.00031594534123794354
Position 3756: 0.00029596232778135694
Position 1323: 0.0002837665858210229
Position 295: 0.0002639521983964847
Position 4251: 0.00025326055368511273
Position 1913: 0.0002411283330667496
Position 3068: 0.00023974188011258895
Position 7887: 0.00022823630340373507
Position 7359: 0.00021701566986730768
Position 7375: 0.00021019461207030658
Position 7326: 0.00019171356831090518
Position 3502: 0.00018178552276940587
Position 706: 0.00016021355338372568
Position 1987: 0.0001555296196704069
Position 523: 0.00015286013514632916
Position 8059: 0.00014729156997484634
Position 2191: 0.00014521758887266447
Position 7276: 0.0001439603172119498
Position 2928: 0.0001416934986452771
Position 7771: 0.0001389744562958789
Position 7170: 0.0001310730498810154
Position 8145: 0.00013036822044668088
Position 5963: 0.00012912113472735414
Position 445: 0.00012622596567791585
Position 2824: 0.00012540078779149858
Position 3010: 0.0001239036943596876
Position 4905: 0.00012302058096403786
Position 2912: 0.00011817529524908181
Position 1538: 0.00011777487153056336
Position 2861: 0.0001114669256562956
Position 1739: 0.00010262647682626623
Position 5104: 9.451514255007843e-05
Position 1821: 9.407037555995294e-05
Position 7345: 9.193682323455784e-05
Position 736: 9.156749451566774e-05
Position 2486: 9.086782190924702e-05
Position 8131: 8.869376320522775e-05
Position 1609: 8.833803798631503e-05
Position 423: 8.044974862394379e-05
Position 410: 7.996929074066011e-05
Position 743: 7.514339232854427e-05
Position 1276: 7.500090406438563e-05
Position 4484: 7.029907829825668e-05
Position 8300: 6.947569608223639e-05
Position 442: 6.877766725946522e-05
Position 2324: 6.812133029560031e-05
Position 1522: 6.731465508278649e-05
Position 676: 6.534342999020075e-05
Position 6007: 5.727280018791264e-05
Position 2442: 5.5404643434614176e-05
Position 8115: 5.535814554103865e-05
Position 7251: 5.314496831033345e-05
Position 2461: 5.2114156490565274e-05
Position 5559: 4.989244701416734e-05
Position 859: 4.606530627276254e-05
Position 7478: 4.4966804290410385e-05
Position 7707: 4.251024533977906e-05
Position 4443: 4.241638671269283e-05
Position 4964: 3.9974785896091044e-05
Position 3424: 3.794358478139785e-05
Position 7729: 3.540780124895829e-05
Position 2075: 3.539412634687448e-05
Position 6037: 3.471232391390702e-05
Position 7331: 3.339282266222962e-05
Position 7257: 3.200982091369283e-05
Position 1296: 3.118576183472222e-05
Position 2808: 3.056736582566377e-05
Position 7248: 3.04890693686177e-05
Position 2819: 3.0253447944833786e-05
Position 2661: 3.003981057097112e-05
Position 357: 2.970020970965455e-05
Position 8065: 2.9215037890480274e-05
Position 4688: 2.7667933141958802e-05
Position 2208: 2.7280398565513065e-05
Position 3241: 2.5816059007919117e-05
Position 1493: 2.4604240009494958e-05
Position 3273: 2.410039461973295e-05
Position 2397: 2.3840645370621658e-05
Position 4809: 2.365582516190797e-05
Position 7890: 2.3565791338522476e-05
Position 1327: 2.1393677972023055e-05
Position 5693: 1.9910866433666886e-05
Position 2632: 1.9252334115476925e-05
Position 1059: 1.8843578517776092e-05
Position 1650: 1.8425104762726144e-05
Position 8118: 1.6930735971907623e-05
Position 396: 1.585565033700507e-05
Position 6149: 1.572179869755168e-05
Position 828: 1.5210114564718167e-05
Position 8071: 1.4692351159702774e-05
Position 1476: 1.3805549812117501e-05
Position 1999: 1.3148381862819879e-05
Position 7925: 1.2820628534829038e-05
Position 6490: 1.277418517828561e-05
Position 4758: 1.1191893303330506e-05
Position 2496: 1.0452241519474322e-05
Position 465: 9.21483519115571e-06
Position 8395: 8.572431463097492e-06
Position 3595: 8.275373949028162e-06
Position 1786: 7.776700361462643e-06
Position 7742: 7.5043625513853635e-06
Position 7195: 7.405215417756984e-06
Position 7580: 7.211806799565541e-06
Position 1595: 7.117588131447239e-06
Position 1136: 7.007393691568283e-06
Position 3282: 6.862472731182078e-06
Position 4121: 6.8597332993649e-06
Position 2146: 6.725919891411854e-06
Position 4645: 6.713954441041743e-06
Position 3787: 6.706688800485929e-06
Position 8082: 6.643846522431072e-06
Position 2410: 6.634019479995487e-06
Position 3089: 6.429710374792854e-06
Position 291: 6.2386737226505775e-06
Position 8329: 5.919877957707264e-06
Position 165: 5.673782015441244e-06
Position 1402: 5.594516844427467e-06
Position 2619: 5.056404434120388e-06
Position 535: 5.007324257076752e-06
Position 1518: 4.939009352139485e-06
Position 1744: 4.932793101328885e-06
Position 2089: 4.633314602659058e-06
Position 3759: 4.503128473969472e-06
Position 1019: 4.500863202496082e-06
Position 3820: 3.8386133309369165e-06
Position 771: 3.816873180223332e-06
Position 759: 3.3082122127227687e-06
Position 3629: 3.021831133626153e-06
Position 4315: 2.890928167504175e-06
Position 2576: 2.7388388754526324e-06
Position 2338: 2.526467642409847e-06
Position 3662: 2.5104331978551697e-06
Position 906: 1.897622419674509e-06
Position 1943: 1.260354980651703e-06
Position 876: 1.1913691114183356e-06
Position 8403: 1.1756588786409824e-06
Position 4767: 1.1306070585152756e-06
Position 3798: 1.0445878750123132e-06
Position 3442: 8.836321487769506e-07
Position 7611: 7.170952419210573e-07
Position 3856: 6.963577277780024e-07
Position 489: 5.874888249196275e-07
Position 4573: 4.7323158770145556e-07
Position 5056: 2.8127745011768665e-07
Position 3611: 6.53574523175247e-08
Position 1388: 6.035416097672642e-08
Position 1030: 5.468365633116616e-08
Position 1163: 3.6317495125142304e-08
Position 303: 3.1802549476776306e-08
Position 368: 2.703797505169232e-08
Position 548: 2.5661068950467508e-08
Position 1542: 1.9361532952852163e-08
Position 4772: 1.9132393973941477e-08
Position 1702: 1.9100291603982977e-08
Position 799: 1.722144036778408e-08
Position 1147: 1.3208412405211265e-08
Position 573: 6.605798803773652e-09
Position 1243: 6.343652785565706e-09
Position 810: 5.743768886737467e-09
Position 1699: 4.676261669934203e-09
Position 930: 2.8898326129347053e-09
Position 768: 2.8837313774311334e-09
Position 880: 2.252575612517008e-09
Position 1426: 1.5957368778921836e-09
Position 682: 1.4791918331559424e-09
Position 175: 1.3638472366614727e-09
Position 1741: 1.3560623907675767e-09
Position 850: 1.2236861255488107e-09
Position 1151: 5.858880095843496e-10
Position 305: 3.0357115927266517e-10
Position 318: 2.3435887257095007e-10
Position 553: 2.1861738362246803e-10
Position 775: 1.1725439019223256e-10
Position 752: 9.46047432568803e-11
Position 207: 5.3487806829984465e-11
Position 493: 4.361543441469604e-11
Position 449: 3.614608922704979e-11
Position 917: 1.6949240998689088e-11
Position 882: 8.539600640364655e-12
Position 192: 8.459409301859593e-12
Position 447: 7.712017021653126e-12
Position 204: 7.249826233231179e-12
Position 185: 5.379329410331954e-12
Position 838: 4.990938540139821e-12
Position 200: 3.0016226385242687e-12
Position 685: 2.1717148418809725e-12
Position 497: 1.2905787691120444e-12
Position 153: 6.998670303493932e-13
Position 508: 3.907834927967235e-13
Position 564: 2.513465474084636e-13
Position 501: 2.345379162369621e-13
Position 575: 3.159910855410917e-14
