Gene = EFHB
Position 37077: 0.0028158630645249067
Position 4204: 0.002614252292673161
Position 1651: 0.0024616277933840157
Position 36765: 0.002388334961488353
Position 36761: 0.0022093646666272075
Position 36696: 0.002081127974629478
Position 45711: 0.002070661005372172
Position 16121: 0.001886522096686837
Position 2296: 0.0018518160611147728
Position 42: 0.0017467469326271643
Position 15985: 0.00167645144345824
Position 39528: 0.001585632335912792
Position 36209: 0.0015713203116598181
Position 37024: 0.0014776843413285643
Position 36665: 0.0014452848223673858
Position 37565: 0.0014281767765301453
Position 319: 0.0013456554872457681
Position 1846: 0.0012216912858969405
Position 28649: 0.001172070705134362
Position 38549: 0.0010318065926307688
Position 3419: 0.0009418186017752547
Position 1175: 0.0008238640317057722
Position 17404: 0.0007866518708470698
Position 421: 0.0007542053165787042
Position 621: 0.0007366743624251922
Position 2538: 0.000717116559617908
Position 491: 0.000705419435535767
Position 34813: 0.0006973458593135253
Position 17426: 0.0006630359940273578
Position 36661: 0.0006596645159468032
Position 219: 0.0006501236161365388
Position 36525: 0.0006269196879909193
Position 35464: 0.000588507950345263
Position 35564: 0.00047296630129283233
Position 4144: 0.0004130142485981891
Position 2211: 0.000367845400561777
Position 24153: 0.0003533886238887684
Position 37702: 0.0003171727189641401
Position 37419: 0.000310676283108616
Position 4943: 0.00029205840248414854
Position 30002: 0.0002061143749852108
Position 1934: 0.00017925749585269107
Position 310: 0.0001655387087235278
Position 2496: 0.0001562779849416574
Position 29898: 0.0001482465458339847
Position 31466: 0.00013542012929644925
Position 31129: 0.0001196225720610524
Position 37905: 0.00011232699466357651
Position 248: 0.00010957142521202992
Position 32356: 0.00010556236542815467
Position 804: 8.180235433728266e-05
Position 37618: 7.163108251613079e-05
Position 16398: 6.557959778200872e-05
Position 29516: 6.337861082894937e-05
Position 18978: 6.197377498369894e-05
Position 29635: 5.983581067866421e-05
Position 37614: 5.9265895242781345e-05
Position 4114: 5.521009493239571e-05
Position 29683: 3.940834332072516e-05
Position 93: 3.886609942048701e-05
Position 24802: 3.2835705384054274e-05
Position 18962: 2.953559181381857e-05
Position 24279: 2.902698506021183e-05
Position 1146: 2.800630512311205e-05
Position 317: 2.1817643740419333e-05
Position 66: 1.9371417837644335e-05
Position 31420: 1.8332398793997614e-05
Position 38017: 1.4794960988111008e-05
Position 1172: 1.3191175967699787e-05
Position 303: 1.1317495517044469e-05
Position 1018: 6.583255799981493e-06
Position 424: 6.383352543409358e-06
Position 988: 6.289323046075749e-06
Position 31: 6.112473936797204e-06
Position 1422: 6.0959643573445365e-06
Position 560: 5.849367590902125e-06
Position 1036: 5.581533017955572e-06
Position 1401: 5.168437302035863e-06
Position 568: 4.950600122562044e-06
Position 955: 4.664628438612477e-06
Position 949: 3.741514461326565e-06
Position 1438: 3.706206509195486e-06
Position 920: 2.3270454256321575e-06
Position 1361: 1.9085483342458185e-06
Position 683: 1.867854954713205e-06
Position 729: 9.54065017140216e-07
Position 1408: 8.443494663092859e-07
Position 633: 8.230371689804087e-07
Position 691: 6.017721615600015e-07
Position 1324: 5.996561321501363e-07
Position 1262: 4.097024078642753e-07
Position 1319: 3.4492394724123336e-07
Position 607: 1.2563047932388603e-07
Position 1298: 6.89864774103692e-08
Position 2871: 1.5834119101077603e-08
Position 158: 1.0351366686974616e-08
Position 441: 4.357745096009459e-09
Position 408: 4.179910106835767e-09
Position 432: 3.978669319950743e-09
Position 45: 1.242900378854187e-09
Position 439: 2.991846670049273e-10
Position 562: 6.677987274649198e-11
Position 505: 1.17710621534699e-11
Position 473: 2.348001547400698e-12
Position 87: 5.4319136044372634e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 28430: 0.9989635168692252
Position 14203: 0.9835437992041839
Position 18766: 0.9593588183214733
Position 37338: 0.9188823105398802
Position 34664: 0.8546254798059849
Position 45528: 0.7582537328660225
Position 45131: 0.7294179171656869
Position 35867: 0.633126074106518
Position 15812: 0.6302828903692875
Position 48175: 0.5361944942582929
Position 54375: 0.4646928305263505
Position 30256: 0.3240367528349266
Position 2186: 0.2475341189444891
Position 1143: 0.18289662857458028
Position 2427: 0.18052055514561122
Position 5346: 0.17614329844505558
Position 827: 0.1761170381944329
Position 51448: 0.17104399070637707
Position 35334: 0.16473226476088712
Position 41761: 0.1460726368157076
Position 50335: 0.11161680365379494
Position 16606: 0.10421340606150342
Position 39871: 0.10205803740684594
Position 30034: 0.10028815554940126
Position 15767: 0.0974272480674979
Position 49564: 0.09402974142816341
Position 24316: 0.08671921595594832
Position 2058: 0.08616831768238971
Position 21559: 0.08087297950157714
Position 34533: 0.07873031119218842
Position 36032: 0.07361149228580514
Position 34530: 0.070822407618311
Position 26434: 0.06841313744657118
Position 41799: 0.06754360720206697
Position 15791: 0.06712325140704571
Position 48338: 0.06505797681703904
Position 29434: 0.06456806234703719
Position 15847: 0.06420670125098453
Position 1226: 0.06357952330715129
Position 38252: 0.06256404724723237
Position 39223: 0.06016830097444745
Position 43746: 0.05813559080490991
Position 15867: 0.05407335262924276
Position 48960: 0.04418800503505328
Position 34114: 0.041747710363610344
Position 29445: 0.040347205169713775
Position 35736: 0.03908742580977316
Position 13612: 0.033891652322711095
Position 33260: 0.02673291296838286
Position 35764: 0.026327491264215276
Position 16976: 0.024609276315490022
Position 29516: 0.021759089367839362
Position 810: 0.021188291661224854
Position 45812: 0.020913627228710336
Position 24632: 0.02064918434145725
Position 19094: 0.019853359621857
Position 848: 0.018955091017861365
Position 2430: 0.01818952859750244
Position 714: 0.018039876685541373
Position 32676: 0.01747869413629284
Position 35223: 0.01740853909054474
Position 17002: 0.016707068113071117
Position 20984: 0.016616120740289442
Position 18722: 0.016433671525379532
Position 16624: 0.016281036619589188
Position 40915: 0.0160333737931879
Position 14244: 0.01561651229310953
Position 29947: 0.015576395831503628
Position 35500: 0.01518029855002516
Position 45488: 0.0151665977878176
Position 29456: 0.01505620902322788
Position 48666: 0.014852888565299257
Position 43243: 0.014307476148863288
Position 36923: 0.014188265000020952
Position 21521: 0.014073751555966357
Position 29878: 0.014026437714469573
Position 15718: 0.013595475482052895
Position 23646: 0.01351738608379829
Position 34880: 0.013069241114461987
Position 36598: 0.012735219193516278
Position 35285: 0.012355200742777605
Position 47936: 0.011529282602161359
Position 32237: 0.011266954357082169
Position 28646: 0.011225423988598712
Position 16290: 0.01083580155990067
Position 46802: 0.010623359922099142
Position 17546: 0.010208246268743112
Position 21873: 0.009987075402337613
Position 36560: 0.00985846007281847
Position 1873: 0.009796279034644065
Position 1324: 0.009554316775344933
Position 29403: 0.009543405544381985
Position 13499: 0.00944203673177731
Position 50231: 0.009124653296255881
Position 34901: 0.009084644297204096
Position 18877: 0.008835747505974417
Position 35363: 0.008814560145418144
Position 35947: 0.008747832556790286
Position 1104: 0.00835076312876006
Position 35658: 0.008274331887450697
Position 40383: 0.008244205875421939
Position 35595: 0.00821782584691495
Position 47510: 0.008001657334705006
Position 16067: 0.007923515975440156
Position 46115: 0.007645946486753037
Position 1515: 0.007182842879425163
Position 36277: 0.007002086129737509
Position 49863: 0.006953456174370836
Position 5306: 0.006896992357299367
Position 24878: 0.006601195932868144
Position 42246: 0.006476375298585373
Position 21530: 0.005934484554596253
Position 29379: 0.005922437815572399
Position 2179: 0.005718689504936126
Position 29893: 0.005402859954496937
Position 2254: 0.005160467428750143
Position 36125: 0.005096998934452506
Position 29999: 0.005087707033370405
Position 34835: 0.004973472273464053
Position 30667: 0.004797495046522874
Position 29309: 0.004795845307299528
Position 50249: 0.004736476234146066
Position 19151: 0.004515874974626246
Position 4474: 0.004437722929428917
Position 2157: 0.004316580067559998
Position 18698: 0.004305179638246356
Position 34488: 0.004202839380250225
Position 45836: 0.004202715052649853
Position 876: 0.004196422960412501
Position 37363: 0.004106700257102568
Position 16064: 0.004036069616607671
Position 48521: 0.0039477134230006105
Position 36191: 0.0035336627137548668
Position 1348: 0.003485351787540877
Position 17294: 0.003161012981766164
Position 40497: 0.0030800818048560435
Position 35342: 0.0030172196559454735
Position 29471: 0.002951967407801916
Position 36979: 0.002939548572223514
Position 48985: 0.002895543157161636
Position 16581: 0.002887431772361895
Position 4103: 0.0028649234907959227
Position 37791: 0.0028277118238714404
Position 36075: 0.0028098088968144387
Position 30037: 0.002807516807028961
Position 17403: 0.0027586139312816152
Position 1043: 0.002608900928891191
Position 28739: 0.002597893197989134
Position 36343: 0.002471690709896989
Position 46822: 0.0023648526463307395
Position 36992: 0.0023573450602128038
Position 664: 0.0021653000936206926
Position 16332: 0.0021132379243474163
Position 21989: 0.0020800007286284968
Position 24380: 0.0020301729488448996
Position 18781: 0.0020007035528331395
Position 29835: 0.001836972294878138
Position 28648: 0.0017702442643881499
Position 516: 0.0016709099191316668
Position 35879: 0.0016628034284644916
Position 480: 0.0016542020908940928
Position 19098: 0.0016322781623556567
Position 35315: 0.0015560503727790657
Position 4037: 0.0014842497668051823
Position 46532: 0.0014815051456381074
Position 35139: 0.0014619689130088266
Position 1985: 0.0014130166565487405
Position 16719: 0.001395095691146721
Position 21740: 0.0013503803337673508
Position 29493: 0.0013039693231790318
Position 4179: 0.0012300486641232775
Position 29555: 0.0012039551140371624
Position 4113: 0.0011900540291035209
Position 48891: 0.001168685631044992
Position 29525: 0.0011258920684419015
Position 24320: 0.0011147497481872857
Position 2031: 0.0010705191659171505
Position 41352: 0.0010446885058920457
Position 48518: 0.00100377688946818
Position 35899: 0.0009476964753109057
Position 36048: 0.0009198654483911151
Position 29473: 0.0008878499699817509
Position 48011: 0.0008846499054404601
Position 2103: 0.0008563090464021994
Position 34916: 0.0008435586352801279
Position 28675: 0.0007922680710200003
Position 36409: 0.0007340393217411216
Position 1893: 0.0007296557846644683
Position 2023: 0.0007190810900426958
Position 29312: 0.0006923562412087065
Position 35515: 0.0006833812877389414
Position 38519: 0.0006787666008378118
Position 1896: 0.0006733476717634922
Position 975: 0.0006709165686997276
Position 36233: 0.0006328234796685409
Position 29927: 0.0005814980318981912
Position 21578: 0.00052582507040049
Position 1045: 0.0004866219869368233
Position 41325: 0.0004520431036899677
Position 37660: 0.00044667652951781975
Position 19165: 0.0004329306455466784
Position 891: 0.0004259173467511767
Position 36101: 0.0003971734303527704
Position 668: 0.00039659223597423833
Position 19127: 0.0003955003055178855
Position 35752: 0.000374279042871996
Position 44195: 0.0003521868914780745
Position 36673: 0.00034921298676775264
Position 15605: 0.0003432735125829851
Position 3974: 0.0003103463811949179
Position 3214: 0.00030536148770986683
Position 16707: 0.00029873931558051085
Position 1567: 0.00029785111028378294
Position 4818: 0.00029205840248414854
Position 2319: 0.0002856080875503506
Position 39273: 0.00028368301897475077
Position 556: 0.000283472604865221
Position 37765: 0.000279960786120321
Position 28285: 0.0002722482741810251
Position 2458: 0.00026754382966713634
Position 35927: 0.0002585239299233233
Position 30062: 0.0002565084648244331
Position 1421: 0.0002563347328851401
Position 3293: 0.00024900890789981555
Position 1570: 0.0001966499497573045
Position 1534: 0.00019421573600516322
Position 1518: 0.00018472567516401972
Position 1675: 0.00018026781532134466
Position 35445: 0.0001800204770869746
Position 30052: 0.00017465863178195068
Position 1937: 0.00016844520162837324
Position 31358: 0.00015375252809044686
Position 3024: 0.00014095307294087814
Position 23948: 0.0001399286775816233
Position 1877: 0.0001392170658779012
Position 29092: 0.00011881213740926791
Position 607: 0.0001147349524637974
Position 1252: 0.00011405351469366646
Position 768: 0.00011069180285704539
Position 23973: 0.0001080583242496872
Position 37537: 0.00010781112567142967
Position 38380: 0.00010631391270091749
Position 23978: 0.00010540162205745793
Position 29263: 0.00010327916440775961
Position 31006: 9.956369699372396e-05
Position 854: 9.786333421590224e-05
Position 35172: 9.640524765690145e-05
Position 29174: 9.391156472859166e-05
Position 3925: 8.415886565740493e-05
Position 3266: 8.015522387139781e-05
Position 18578: 7.887343404659042e-05
Position 3307: 7.810611510369994e-05
Position 3330: 7.156853015527293e-05
Position 21172: 6.885512128448117e-05
Position 24585: 6.240573944284587e-05
Position 1115: 5.987480357465403e-05
Position 786: 5.705022439641387e-05
Position 37684: 5.4200701510473574e-05
Position 920: 5.1487420868167496e-05
Position 20879: 5.146725530098409e-05
Position 761: 5.109142161985348e-05
Position 32448: 5.0697687728961195e-05
Position 2021: 5.001473681512978e-05
Position 29282: 4.8127452132707035e-05
Position 575: 4.062720327238253e-05
Position 33139: 4.047582599281172e-05
Position 32394: 3.920820308559191e-05
Position 16531: 3.8374950149785465e-05
Position 34943: 3.805392795574714e-05
Position 1960: 3.5797013410501106e-05
Position 20917: 3.340886894616782e-05
Position 756: 3.330845065925721e-05
Position 1150: 3.2844714612201275e-05
Position 618: 3.2062299532133775e-05
Position 3990: 3.169487052449932e-05
Position 38864: 3.155224193510254e-05
Position 857: 3.0819786516516e-05
Position 1640: 2.974977143131033e-05
Position 1735: 2.867055212713302e-05
Position 484: 2.8597985837091686e-05
Position 38213: 2.6822344918970533e-05
Position 850: 2.67522519180073e-05
Position 32111: 2.6504100155281488e-05
Position 1721: 2.615143634793316e-05
Position 37248: 2.6096932112606398e-05
Position 716: 2.4019445210652515e-05
Position 16132: 2.3755486594246693e-05
Position 1844: 2.346446707410729e-05
Position 32397: 2.3448232466600558e-05
Position 722: 2.238189892735225e-05
Position 455: 2.089597413733751e-05
Position 1711: 2.05010991049534e-05
Position 31030: 2.005887506732846e-05
Position 1627: 1.7436946311711884e-05
Position 949: 1.701572668125319e-05
Position 901: 1.687088000353037e-05
Position 3240: 1.6665264094323142e-05
Position 734: 1.6604933468163063e-05
Position 24118: 1.5543789964594515e-05
Position 1731: 1.5183411042212207e-05
Position 1293: 1.5141702506088025e-05
Position 1738: 1.4194949987603014e-05
Position 29187: 1.4068032802738903e-05
Position 118: 1.384528059175553e-05
Position 1644: 1.3561833357137058e-05
Position 35951: 1.197903437916896e-05
Position 34854: 1.1642950558946659e-05
Position 879: 9.383067832990472e-06
Position 1709: 9.358815596857642e-06
Position 32423: 9.01013081082403e-06
Position 24121: 8.690533978680674e-06
Position 1681: 8.175022904661895e-06
Position 1620: 7.979175100168388e-06
Position 1009: 7.970185535245228e-06
Position 192: 7.959676307024344e-06
Position 1755: 6.688909408683392e-06
Position 542: 6.52225078348195e-06
Position 30753: 6.102424112295619e-06
Position 16768: 5.0955945077113455e-06
Position 24140: 4.792661116936638e-06
Position 17053: 4.7270440940892035e-06
Position 36149: 4.207669175169483e-06
Position 1376: 3.0910095196094076e-06
Position 1427: 3.0681025974078005e-06
Position 15573: 2.949074298685002e-06
Position 416: 2.6479649259925668e-06
Position 1353: 2.5446334263257893e-06
Position 37618: 1.8380631605835187e-06
Position 403: 1.4164901022843955e-06
Position 1821: 1.3350325726047344e-06
Position 207: 1.2472167541773167e-06
Position 36083: 1.2149587014046217e-06
Position 683: 1.131146297147239e-06
Position 4385: 1.095805433463614e-06
Position 773: 1.0888472380443486e-06
Position 120: 1.069212126851262e-06
Position 18984: 9.95322073898937e-07
Position 589: 9.880940607048415e-07
Position 197: 9.428305243601203e-07
Position 447: 9.179584358791101e-07
Position 1572: 7.951155281870014e-07
Position 582: 7.757714938212582e-07
Position 1018: 6.278475838627132e-07
Position 173: 6.187903589801944e-07
Position 633: 5.907364983720906e-07
Position 624: 5.786824907326891e-07
Position 1590: 5.317156724480305e-07
Position 681: 5.29110964143683e-07
Position 1382: 5.24404925137514e-07
Position 30217: 4.6827503808915933e-07
Position 384: 4.45359406328362e-07
Position 365: 3.8303994305745946e-07
Position 439: 3.287471103335251e-07
Position 626: 3.228473351875409e-07
Position 641: 2.600255682303991e-07
Position 568: 2.5783391275181864e-07
Position 248: 2.5163675740955465e-07
Position 788: 2.2321836360065928e-07
Position 317: 1.7791643640521769e-07
Position 259: 1.2519953887283585e-07
Position 779: 1.195954671014238e-07
Position 210: 1.0806263339829101e-07
Position 1298: 1.0215845860843533e-07
Position 361: 8.166563288937622e-08
Position 143: 8.019345839014069e-08
Position 388: 7.981655284840115e-08
Position 418: 7.672672803422903e-08
Position 106: 6.755494181634457e-08
Position 495: 6.555118321432007e-08
Position 429: 6.548175165641383e-08
Position 342: 6.007479527689592e-08
Position 298: 5.731213380793057e-08
Position 264: 5.658479073715038e-08
Position 424: 5.027342173632853e-08
Position 1068: 4.6918115371167e-08
Position 310: 4.436067962669495e-08
Position 392: 4.308373775396091e-08
Position 100: 3.6144434337046264e-08
Position 125: 3.359719977853567e-08
Position 592: 3.298323968168543e-08
Position 328: 1.400833256371245e-08
Position 217: 1.3449337078180122e-08
Position 279: 1.3358420001451784e-08
Position 1364: 1.290820567023057e-08
Position 993: 1.2324391379275517e-08
Position 2759: 8.762263159824187e-09
Position 2704: 7.071855941253417e-09
Position 296: 4.39609283737882e-09
Position 270: 3.4098286804400844e-09
Position 215: 3.2726420426922938e-09
Position 505: 3.0440830490075353e-09
Position 136: 2.8838797391963583e-09
Position 1057: 1.5593244456459766e-09
Position 503: 4.010889312596116e-11
Position 432: 3.51941457416131e-11
Position 276: 2.8373386123971107e-11
Position 96: 1.2978132795864307e-11
Position 152: 9.419201163885646e-12
Position 261: 8.46459238103757e-12
Position 323: 1.0189933563177791e-12
