Gene = CMC1
Position 654: 8.831112654721679e-05
Position 5894: 8.229935747624073e-05
Position 2304: 7.90049445455572e-05
Position 3404: 7.107749275594404e-05
Position 7580: 7.098232883103366e-05
Position 3183: 6.582877166094094e-05
Position 7651: 6.362721463352556e-05
Position 4163: 6.111203792990116e-05
Position 13079: 5.518161428623416e-05
Position 1932: 5.2737079934272295e-05
Position 580: 5.11616117506137e-05
Position 7605: 4.9492793521855145e-05
Position 6498: 4.935438633081161e-05
Position 6743: 4.275993576728218e-05
Position 6434: 4.194668307663027e-05
Position 2750: 3.9800744820472e-05
Position 3558: 3.84299091111793e-05
Position 7215: 3.794845387924479e-05
Position 5123: 3.7765945566880974e-05
Position 11681: 3.694558983350391e-05
Position 1873: 3.521362002021553e-05
Position 535: 3.343615166226341e-05
Position 8339: 3.195582943314474e-05
Position 1541: 3.0131192508904163e-05
Position 4654: 2.9416961986090922e-05
Position 4395: 2.9175819768673202e-05
Position 6304: 2.8106791093270544e-05
Position 11044: 2.6119161065243196e-05
Position 2171: 2.5879192276390733e-05
Position 6016: 2.585934388805345e-05
Position 7239: 2.5017879672932175e-05
Position 1361: 2.421032157461689e-05
Position 8009: 2.3256292514837025e-05
Position 1579: 2.2391782542826145e-05
Position 9379: 2.0466368660774675e-05
Position 9848: 1.9978876132777853e-05
Position 2884: 1.8773041223143224e-05
Position 5709: 1.836499925855033e-05
Position 4125: 1.7580252145449032e-05
Position 6949: 1.7165838379765014e-05
Position 9473: 1.674173055825781e-05
Position 8510: 1.5844072162842084e-05
Position 6545: 1.545522894168702e-05
Position 4097: 1.4234832337387603e-05
Position 1505: 1.388360555467681e-05
Position 8424: 1.3530022437789824e-05
Position 7767: 1.2671441445127363e-05
Position 9224: 1.2052945973815772e-05
Position 9199: 1.1806164857509226e-05
Position 3621: 1.1112925461060279e-05
Position 7863: 1.0129583206361785e-05
Position 5560: 1.0015061570559858e-05
Position 6676: 9.671190477229443e-06
Position 4550: 9.555694817507053e-06
Position 6529: 9.433656968400247e-06
Position 1109: 9.014178996102857e-06
Position 6714: 8.835311557070508e-06
Position 672: 8.810418295530426e-06
Position 792: 8.747637106147118e-06
Position 8632: 8.507227526638403e-06
Position 1244: 8.27361528434052e-06
Position 5801: 8.095627648559604e-06
Position 7014: 7.962657024003047e-06
Position 7512: 7.520061450030151e-06
Position 6415: 7.18370976869607e-06
Position 8073: 7.055755905064407e-06
Position 7934: 6.7456316566669325e-06
Position 1283: 6.558583679155999e-06
Position 1970: 6.461291858377564e-06
Position 6164: 6.166038526854924e-06
Position 7378: 6.087578448552736e-06
Position 6440: 5.865805358521049e-06
Position 5078: 5.327918839796159e-06
Position 550: 5.280690089527555e-06
Position 6977: 4.796754416428482e-06
Position 2406: 4.019022810030886e-06
Position 306: 3.991032082911196e-06
Position 5650: 3.905932928085166e-06
Position 4207: 3.7195651240136767e-06
Position 3180: 3.691365028152916e-06
Position 1081: 3.4597053229751697e-06
Position 4330: 3.387219258325542e-06
Position 339: 3.3834607747602554e-06
Position 5387: 3.2963347940886944e-06
Position 5910: 3.1650140569052003e-06
Position 601: 3.1008530371213477e-06
Position 5913: 3.053230278738534e-06
Position 5325: 2.9688824563258243e-06
Position 4419: 2.8308529244401867e-06
Position 4640: 2.8005733324591903e-06
Position 436: 2.29985941313471e-06
Position 903: 2.260358896288246e-06
Position 3240: 2.005018240978858e-06
Position 1738: 1.6531495135559474e-06
Position 3789: 1.6510006926775183e-06
Position 4187: 1.6411015385170447e-06
Position 3561: 1.4679502455620366e-06
Position 4258: 1.3986513482889144e-06
Position 2032: 1.3371613536301605e-06
Position 1489: 1.1495694784920455e-06
Position 1091: 1.0405565396185575e-06
Position 3102: 1.0355478340831456e-06
Position 312: 9.458185777161193e-07
Position 2037: 9.367634642647365e-07
Position 758: 9.320509282043038e-07
Position 217: 9.14581103581659e-07
Position 513: 7.833590034291135e-07
Position 947: 7.319185164406646e-07
Position 472: 7.105940671407928e-07
Position 2506: 7.104818904730915e-07
Position 1724: 5.792255208437535e-07
Position 6063: 5.399134120467234e-07
Position 817: 5.043139777657366e-07
Position 3409: 3.767659208354825e-07
Position 2662: 2.753143107440457e-07
Position 1647: 2.4985338521716964e-07
Position 4787: 2.2347567900848773e-07
Position 2284: 2.2305705796705673e-07
Position 1268: 1.746192053454251e-07
Position 2590: 1.3688591754678895e-07
Position 3154: 1.1484164470336402e-07
Position 3114: 1.0282388008207454e-07
Position 1183: 9.21156987880494e-08
Position 1188: 6.941312199091673e-08
Position 3194: 5.8826840780986575e-08
Position 2760: 5.755950833058649e-08
Position 1241: 5.606992721360866e-08
Position 1562: 4.3258444332152845e-08
Position 1591: 4.125776696363456e-08
Position 2804: 3.6897206263715855e-08
Position 4023: 3.580927944870167e-08
Position 3166: 3.1193651239629e-08
Position 4106: 2.0748024914929357e-08
Position 163: 1.7592548321592548e-08
Position 2671: 1.3258943793777494e-08
Position 2515: 1.0025007440825492e-08
Position 93: 9.947880342591299e-09
Position 2696: 9.898823300498245e-09
Position 1043: 7.557397393634834e-09
Position 918: 6.0963432661263475e-09
Position 978: 5.574368814432787e-09
Position 1321: 4.981663146227536e-09
Position 126: 3.556222424104945e-09
Position 2344: 2.829809644448882e-09
Position 803: 2.380709325278015e-09
Position 1298: 1.4794531936378128e-09
Position 692: 1.4162567465289256e-09
Position 2782: 1.396415751875081e-09
Position 2602: 1.364902650260304e-09
Position 941: 1.247825049842865e-09
Position 1895: 1.2133890194548645e-09
Position 2180: 9.093055749216314e-10
Position 2764: 9.089390173987846e-10
Position 838: 6.853590298998166e-10
Position 198: 6.409729722491774e-10
Position 1251: 6.26620353611432e-10
Position 1697: 5.425357744446487e-10
Position 1786: 5.373778687376796e-10
Position 1303: 4.674221356943806e-10
Position 831: 4.41894049276773e-10
Position 2079: 3.7261650895099924e-10
Position 2016: 3.6233308524008345e-10
Position 872: 3.566219746616457e-10
Position 1979: 3.1811642712342535e-10
Position 616: 2.0488235711702065e-10
Position 999: 1.6774645272505742e-10
Position 1327: 1.504729067169655e-10
Position 853: 8.966309489612159e-11
Position 863: 7.268054202091885e-11
Position 679: 4.89898061258253e-11
Position 675: 4.491676701782466e-11
Position 378: 8.321063058144501e-12
Position 416: 3.93825796148077e-12
Position 324: 8.212403211491634e-13
