Gene = PAM
Position 9204: 0.00026093778932753686
Position 1678: 0.00025944963534687676
Position 6456: 0.0002354416104074452
Position 2795: 0.00022845049029869175
Position 3073: 0.00022492845147457552
Position 431: 0.00022480154929758117
Position 9991: 0.00022272558146719582
Position 9228: 0.00021391962543666808
Position 6029: 0.0002056184274627956
Position 1645: 0.0001990706333253516
Position 9368: 0.00018826264482675565
Position 9208: 0.0001835501280334887
Position 8153: 0.00017301898682959044
Position 5894: 0.0001628789770430274
Position 10219: 0.00015404594766523072
Position 2303: 0.00015171231467770024
Position 1721: 0.00014668596460843503
Position 534: 0.00013862317490457557
Position 3795: 0.00013318658874909354
Position 452: 0.0001322828141590875
Position 6719: 0.0001237075976256323
Position 9068: 0.00012093007210002404
Position 1852: 0.0001206083069127315
Position 1321: 0.00011949801202398718
Position 1537: 0.0001105225791919047
Position 1787: 0.00011047298488916612
Position 6038: 0.00010478604587861109
Position 9037: 0.0001040364694835706
Position 272: 9.8631912314224e-05
Position 10352: 9.831102193714503e-05
Position 5852: 9.309966888256203e-05
Position 5788: 9.280929891123532e-05
Position 7550: 9.041497313751803e-05
Position 874: 8.053783572040329e-05
Position 7381: 7.821136560036812e-05
Position 1873: 7.571562837024768e-05
Position 1500: 7.566470968181517e-05
Position 7210: 7.4781472977598e-05
Position 8743: 7.29182407888681e-05
Position 7316: 7.275146514261702e-05
Position 3522: 7.023998532276141e-05
Position 10235: 6.278662696849802e-05
Position 127: 6.141566405067342e-05
Position 5911: 6.070680772374713e-05
Position 3132: 6.0226448944751765e-05
Position 419: 5.848383776537057e-05
Position 4653: 5.770381870523013e-05
Position 4215: 5.605051637389986e-05
Position 9534: 4.849961434605553e-05
Position 235: 4.1543072629252146e-05
Position 5602: 4.139061111018178e-05
Position 3118: 3.849776582466595e-05
Position 7459: 3.757780607708384e-05
Position 5077: 3.636690136831301e-05
Position 3697: 3.508762009863347e-05
Position 8707: 3.318105310145869e-05
Position 3354: 3.093689802115855e-05
Position 2159: 2.922294129260301e-05
Position 6177: 2.8103686250511107e-05
Position 5165: 2.7976105644518396e-05
Position 1127: 2.7336731549265704e-05
Position 3302: 2.6935211967868966e-05
Position 1027: 2.5593055835700186e-05
Position 1383: 2.5540125107757666e-05
Position 6596: 2.4784512796287297e-05
Position 1467: 2.447887735696541e-05
Position 556: 2.4043725803870384e-05
Position 1817: 2.238896832583982e-05
Position 4440: 2.237952130259578e-05
Position 3688: 2.175344913591531e-05
Position 3678: 2.0500375420018613e-05
Position 232: 1.9967992907544047e-05
Position 736: 1.9900210236558735e-05
Position 6785: 1.9104668605348107e-05
Position 2722: 1.89894123578099e-05
Position 773: 1.839630664320192e-05
Position 4232: 1.80516520691522e-05
Position 7229: 1.749237782010621e-05
Position 1754: 1.2959273547295752e-05
Position 3874: 1.1604125388462376e-05
Position 3412: 1.0812456386411679e-05
Position 5222: 1.0662975984442355e-05
Position 6241: 9.809089143331528e-06
Position 999: 9.022970821175248e-06
Position 485: 8.799399468759288e-06
Position 344: 8.166102138010856e-06
Position 1750: 7.39888783028869e-06
Position 5111: 6.964786287266464e-06
Position 1966: 6.222014977132871e-06
Position 205: 6.219199962279715e-06
Position 5417: 6.030527868087262e-06
Position 1555: 6.016623505542219e-06
Position 2332: 5.4718446322589e-06
Position 1739: 5.316055614965379e-06
Position 5392: 5.2581593836098e-06
Position 2139: 5.235332236920888e-06
Position 3938: 4.851521100365313e-06
Position 437: 4.5667808209073005e-06
Position 3120: 4.320434117020933e-06
Position 1546: 4.305945705146536e-06
Position 4945: 3.7805497333301497e-06
Position 1507: 3.7511895369628227e-06
Position 2307: 3.629011599259286e-06
Position 3139: 3.5731733315432648e-06
Position 3833: 3.568274527546025e-06
Position 4802: 3.126240981226111e-06
Position 2225: 2.9570299266370447e-06
Position 253: 2.82398901523178e-06
Position 2103: 2.5938013778124065e-06
Position 1857: 2.58707702764026e-06
Position 4636: 2.380195129234306e-06
Position 1539: 2.3194105964140882e-06
Position 2745: 2.128888657161857e-06
Position 4927: 2.054533012056133e-06
Position 2705: 1.935742157558621e-06
Position 133: 1.8721352258260886e-06
Position 2167: 1.721933354753321e-06
Position 1280: 1.5786285221575237e-06
Position 457: 1.574254029645606e-06
Position 1015: 1.3088442556557994e-06
Position 4752: 1.2806531699256638e-06
Position 2396: 8.711975673974245e-07
Position 4799: 8.406623208620152e-07
Position 1142: 8.120321285672591e-07
Position 488: 7.327697193434274e-07
Position 807: 4.466843777841823e-07
Position 590: 4.1683357034365264e-07
Position 835: 4.0364780948053025e-07
Position 3818: 3.989586342092637e-07
Position 1658: 3.3832748520804677e-07
Position 1736: 3.3261305819180345e-07
Position 3770: 3.310727875472565e-07
Position 777: 3.2597794671377743e-07
Position 213: 3.091118794679958e-07
Position 1918: 3.036810798584213e-07
Position 460: 2.8085943601887926e-07
Position 525: 2.3719458177318508e-07
Position 317: 2.069701578757842e-07
Position 274: 1.786273453339617e-07
Position 603: 1.5906584611697448e-07
Position 4699: 1.3455994075122346e-07
Position 3759: 1.2830057510838562e-07
Position 3826: 1.1136469455502449e-07
Position 2974: 1.0136599355943634e-07
Position 3285: 7.115075205738611e-08
Position 1183: 1.851590652535372e-08
Position 1980: 1.2102397519912974e-08
Position 1792: 1.957990298472408e-09
Position 1441: 1.8174252685908966e-09
Position 829: 1.0234632662171968e-09
Position 1986: 8.411707112566413e-10
Position 2272: 5.53077783566261e-10
Position 613: 5.336334737717701e-10
Position 629: 4.3972058960391335e-10
Position 1512: 1.989043810792096e-10
Position 626: 1.0124908804820539e-10
Position 623: 9.384558865671278e-12
