Gene = NPPA
Position 488: 4.4516569520738755e-06
Position 1116: 3.955597116550253e-06
Position 1083: 3.51826557872188e-06
Position 752: 2.730871450885504e-06
Position 388: 1.688132194070162e-06
Position 493: 1.3543733302140062e-06
Position 645: 1.3296693610565573e-06
Position 415: 9.509299814514398e-07
Position 308: 7.699373490044946e-07
Position 497: 6.25811014372199e-07
Position 225: 3.8411075031219044e-07
Position 127: 2.5342926961743393e-07
Position 159: 1.6525271226307048e-07
Position 256: 7.68252285625985e-08
Position 1121: 4.1957740387838626e-08
Position 103: 1.6235539762946894e-08
Position 245: 1.5058752520266426e-08
Position 164: 1.4555519724148106e-08
Position 495: 1.3077369113611807e-08
Position 231: 4.11987351878248e-09
Position 638: 3.6154159697438316e-09
Position 236: 7.490138519392273e-10
Position 169: 4.6402379174970557e-10
Position 675: 1.1634588919737818e-10
Position 171: 2.8292083524005923e-11
