Gene = SRFBP1
Position 2279: 2.5327450684056792e-05
Position 18110: 2.4912538107190156e-05
Position 13960: 2.1856570960151973e-05
Position 14234: 2.1226642598888915e-05
Position 19789: 2.0551531933937707e-05
Position 19473: 2.011115330430947e-05
Position 3409: 1.984308620902536e-05
Position 17648: 1.9232796679698037e-05
Position 2736: 1.8749100133609574e-05
Position 17803: 1.836054707889989e-05
Position 410: 1.3914456365420107e-05
Position 14310: 1.38776892840113e-05
Position 2887: 1.3644425219059847e-05
Position 18813: 1.3152442398201601e-05
Position 2301: 1.165995617782305e-05
Position 18406: 1.1649393724480236e-05
Position 18477: 1.1289614410473396e-05
Position 15717: 1.0852232168319147e-05
Position 13634: 1.0443243773853693e-05
Position 15103: 9.813621634505142e-06
Position 311: 8.993988954373419e-06
Position 13985: 8.223913275917928e-06
Position 15068: 7.599579915053077e-06
Position 14461: 7.4580945905425795e-06
Position 3711: 7.1303648743258364e-06
Position 16901: 6.687506794362154e-06
Position 191: 5.7858490134393394e-06
Position 16928: 5.772704011327532e-06
Position 2355: 4.7912955996904614e-06
Position 14044: 4.589523570197759e-06
Position 13863: 4.563804548922653e-06
Position 819: 4.47393970650302e-06
Position 518: 4.43766097118616e-06
Position 449: 4.150569782853265e-06
Position 14188: 3.945980347309808e-06
Position 2552: 3.7729106467649434e-06
Position 249: 3.220248432583439e-06
Position 439: 2.840813376811164e-06
Position 419: 2.471297393157384e-06
Position 396: 2.463829607150088e-06
Position 12460: 2.2812341954621004e-06
Position 576: 2.0032187717752e-06
Position 206: 1.6610872188521205e-06
Position 181: 1.3494099829477006e-06
Position 1675: 1.201105330803085e-06
Position 1652: 1.1498123357343066e-06
Position 1600: 1.0748515061969133e-06
Position 644: 1.0112036845285407e-06
Position 400: 1.0104802411778635e-06
Position 1039: 8.492455171600134e-07
Position 294: 8.265742506321803e-07
Position 12972: 2.8527030591957746e-07
Position 193: 2.1582461457252044e-07
Position 167: 2.0604174099289046e-07
Position 865: 1.733332895483249e-07
Position 563: 1.70001979230492e-07
Position 142: 1.1207833573684044e-07
Position 516: 9.637081420743629e-08
Position 13002: 8.07468281108508e-08
Position 157: 7.865724749949812e-08
Position 13737: 5.0269313608196684e-08
Position 542: 4.9440027780389874e-08
Position 12936: 4.558924211999009e-08
Position 827: 3.758025614826149e-08
Position 918: 3.6549186615394826e-08
Position 534: 2.5153482145028636e-08
Position 300: 2.3862253599259624e-08
Position 13525: 1.3618260396299702e-08
Position 907: 1.15799300975139e-08
Position 429: 6.392004627498776e-09
Position 298: 1.6507947804112831e-09
Position 1124: 1.2391792035557726e-09
Position 1115: 1.2308295201034932e-09
Position 107: 8.665307885328737e-10
Position 80: 2.450423113835753e-10
Position 112: 7.245311870639517e-14
Position 119: 3.1156082188132706e-14
