Gene = MOBP
Position 13170: 0.0001348561477263858
Position 12998: 0.00013353488225125636
Position 4578: 0.0001334348281404415
Position 12719: 0.0001318675579832653
Position 3932: 0.0001301469345757248
Position 2273: 0.0001299498720495749
Position 3965: 0.00012203689084138525
Position 3635: 9.35916690810454e-05
Position 4314: 9.346263849266006e-05
Position 2754: 9.224890360641035e-05
Position 2562: 8.434158465577113e-05
Position 2116: 7.896145790597366e-05
Position 3785: 7.535180502609147e-05
Position 10936: 7.380916688960368e-05
Position 11735: 5.896915171543048e-05
Position 1767: 5.280656980306468e-05
Position 871: 4.682657964872575e-05
Position 2198: 4.584011613385779e-05
Position 8967: 4.52279968871195e-05
Position 2602: 3.998348584834773e-05
Position 7775: 3.7699447359864545e-05
Position 5537: 3.7167930992472484e-05
Position 3492: 3.4637392189701444e-05
Position 3954: 3.3650341697740325e-05
Position 9417: 3.1402182567632814e-05
Position 825: 3.065096063922254e-05
Position 10959: 2.793126288642681e-05
Position 3657: 2.771726034027718e-05
Position 2592: 2.299263964708556e-05
Position 4001: 2.2277745362833578e-05
Position 9008: 2.0905576560599313e-05
Position 2242: 2.0689597626317138e-05
Position 2017: 1.960781247567926e-05
Position 1806: 1.8229336241449368e-05
Position 2793: 1.8127147339148875e-05
Position 4079: 1.7924970124001578e-05
Position 642: 1.697012862189309e-05
Position 2023: 1.6887048627477244e-05
Position 2684: 1.5331629544544166e-05
Position 3746: 1.3218009719120287e-05
Position 2700: 1.2591320290849558e-05
Position 8135: 1.046155657316263e-05
Position 771: 9.812203637800033e-06
Position 2726: 9.672033908402533e-06
Position 720: 8.182899048711096e-06
Position 789: 7.982963361914646e-06
Position 7344: 7.701840510211418e-06
Position 2529: 7.6008947437586565e-06
Position 304: 7.462861547136523e-06
Position 310: 6.6395301004491935e-06
Position 367: 5.898541422964743e-06
Position 2410: 5.57666289308874e-06
Position 2186: 5.219573142343824e-06
Position 2393: 4.697797598772081e-06
Position 2514: 4.602106264445433e-06
Position 1891: 3.842235791965489e-06
Position 2129: 3.3246702956618174e-06
Position 3875: 3.3075532020125134e-06
Position 2177: 3.1289090084855242e-06
Position 4873: 2.7300434661244584e-06
Position 663: 2.7259806288186314e-06
Position 4755: 2.302433470480753e-06
Position 717: 2.226234307717508e-06
Position 687: 1.7967399912923418e-06
Position 734: 1.6680030663207837e-06
Position 3712: 1.4848185856234943e-06
Position 3257: 1.3885523540354918e-06
Position 186: 1.3033970055007728e-06
Position 219: 1.1933319687971647e-06
Position 3280: 1.129600132003706e-06
Position 224: 1.084142474196171e-06
Position 211: 8.995979006329298e-07
Position 4092: 3.615371091504221e-07
Position 204: 3.2602679031242897e-07
Position 363: 3.0986803357317806e-07
Position 347: 2.898295517371692e-07
Position 226: 2.0196003808559638e-07
Position 1924: 1.7576467522914184e-07
Position 306: 1.3971741387976862e-07
Position 891: 1.1306861798154818e-07
Position 299: 9.700613982222983e-08
Position 192: 8.388246873082574e-08
Position 622: 6.00073940101617e-08
Position 122: 5.225338897351918e-08
Position 659: 4.257071606597101e-08
Position 773: 3.932998060784724e-08
Position 194: 2.7917435095442565e-08
Position 308: 2.6658761306813013e-08
Position 2900: 2.4795087107544557e-08
Position 455: 2.2488910818034792e-08
Position 778: 1.645200229829715e-08
Position 901: 1.5368875426507536e-08
Position 1913: 1.3244285595452122e-08
Position 767: 8.885616548744608e-09
Position 635: 6.204275469342294e-09
Position 907: 3.3168653120530072e-09
Position 845: 6.824462519490597e-10
Position 2345: 4.77271226572907e-10
Position 318: 1.9412140817962215e-10
Position 378: 4.142402462508566e-13
