Gene = PPCS
Position 303: 0.06561993915428757
Position 3664: 0.058195739605783635
Position 3023: 0.056224539254013384
Position 864: 0.0373284577672047
Position 2973: 0.03340883682344574
Position 3124: 0.02703541603828742
Position 1983: 0.017410639405352937
Position 3789: 0.016333589260540946
Position 2789: 0.01604911187474486
Position 2648: 0.015910933003924252
Position 2815: 0.014865491624230077
Position 337: 0.009805865125417828
Position 2171: 0.008040240534273907
Position 1891: 0.0074622912131733915
Position 1922: 0.00596044225754069
Position 3248: 0.005322145309064829
Position 2541: 0.004757271574933181
Position 486: 0.004179338363366749
Position 1790: 0.003747150520604515
Position 898: 0.003709207807011338
Position 2587: 0.0035650130880706806
Position 1623: 0.0032898027325598865
Position 3184: 0.0031132735988196065
Position 2997: 0.002964603695079988
Position 1145: 0.002881230988401098
Position 2416: 0.0028355279718956503
Position 1367: 0.0025986762800228646
Position 3736: 0.0020989749497472877
Position 3567: 0.0019124617005486977
Position 1837: 0.001886373679081192
Position 3838: 0.0018387455815536788
Position 951: 0.0017940439717553439
Position 3456: 0.0017446815284920334
Position 2389: 0.0016490915052852603
Position 1570: 0.0016229623827332198
Position 2159: 0.0015378322363989699
Position 791: 0.0015143022343394761
Position 1003: 0.0014183932483434727
Position 2460: 0.0013605105984121708
Position 1103: 0.0013279768400806156
Position 2101: 0.0013250731686713928
Position 607: 0.0012979819634486931
Position 3158: 0.0012337154577701252
Position 2493: 0.0012327237508011134
Position 2440: 0.0011138839170288322
Position 1573: 0.001091963669379021
Position 3593: 0.000991075965449542
Position 2624: 0.0009669763659026086
Position 3647: 0.0009402426955520898
Position 813: 0.0009145556715222629
Position 3590: 0.0008972605780807803
Position 986: 0.000872747809129565
Position 2566: 0.0008452730194195669
Position 1683: 0.0007803299251675431
Position 1745: 0.00070388451570182
Position 1322: 0.0006952276739841881
Position 2865: 0.0006622535178844244
Position 726: 0.0005567551345611763
Position 1896: 0.000545537852798744
Position 567: 0.000509924436917154
Position 1807: 0.0005021712293619162
Position 3275: 0.00043189494698206204
Position 1111: 0.00041032877968616736
Position 3703: 0.00037245507318741907
Position 2090: 0.00036605713253220736
Position 2178: 0.00036204401936607326
Position 3104: 0.00034749898409965584
Position 3670: 0.00034374022228135764
Position 396: 0.0003270680935615908
Position 2698: 0.0002416660545624518
Position 1066: 0.00023928126121102028
Position 2328: 0.00021197849940707798
Position 1637: 0.00020191054861377162
Position 1618: 0.00019194143361824808
Position 3814: 0.000188105880118722
Position 3223: 0.00017443479959603037
Position 2629: 0.00016125989293198185
Position 430: 0.00016050746856572043
Position 2791: 0.00015067142557321676
Position 1533: 0.00014927703060479625
Position 3385: 0.00014775765413445853
Position 2903: 0.00014193754378661333
Position 1331: 0.000140647619852181
Position 1162: 0.00013668913452559274
Position 3402: 0.00012563541147208842
Position 1469: 0.00012109073763060347
Position 1521: 0.00011069300160831486
Position 2357: 0.00010666625541345933
Position 1282: 9.217783318108955e-05
Position 2879: 8.845446761482547e-05
Position 3130: 8.735129259400122e-05
Position 2289: 8.68504969513758e-05
Position 2525: 7.736351612478597e-05
Position 2522: 7.679873070704231e-05
Position 1266: 7.469205707914876e-05
Position 2192: 7.086532886219589e-05
Position 1988: 6.723949467617944e-05
Position 2722: 6.62585569236753e-05
Position 133: 6.586852976581485e-05
Position 2984: 6.548566791003703e-05
Position 2933: 6.413948473513059e-05
Position 2223: 5.6895585030368716e-05
Position 1008: 5.253097444151131e-05
Position 2501: 4.9867692764028714e-05
Position 1597: 4.3917735421064405e-05
Position 445: 4.197619512626711e-05
Position 1504: 2.973753749475298e-05
Position 907: 2.7294042605734604e-05
Position 1250: 2.4006491420244165e-05
Position 363: 2.3928073465421343e-05
Position 414: 2.3803411906850234e-05
Position 1020: 2.3402994727140925e-05
Position 448: 2.302628972384864e-05
Position 188: 2.1781029178484976e-05
Position 356: 1.96107763952647e-05
Position 1025: 1.813361169339254e-05
Position 1325: 1.7078046196074108e-05
Position 92: 1.1305004014205576e-05
Position 191: 1.065492987192134e-05
Position 105: 9.635634834684236e-06
Position 229: 8.663488303418255e-06
Position 404: 6.7160606430740176e-06
Position 1438: 3.8532460956013034e-06
Position 514: 3.824381947517202e-06
Position 527: 3.6963505669689196e-06
Position 549: 3.337045640848358e-06
Position 369: 2.9936853915086664e-06
Position 157: 2.7857453348913783e-06
Position 1303: 2.6624358513659507e-06
Position 144: 2.5819107258782224e-06
Position 498: 2.546801404682017e-06
Position 1497: 2.0215517649968326e-06
Position 764: 1.6314636271279232e-06
Position 372: 1.4632582869511542e-06
Position 1486: 1.3533472250610742e-06
Position 1475: 1.2922101800848189e-06
Position 407: 1.2522199358169055e-06
Position 621: 1.1718663939769474e-06
Position 554: 1.1192194892403101e-06
Position 1299: 1.066144872697716e-06
Position 417: 7.912119104161634e-07
Position 1664: 7.480856123896042e-07
Position 1338: 7.468283845537832e-07
Position 969: 7.139107050627928e-07
Position 450: 4.7305618612160197e-07
Position 1483: 4.541656442218122e-07
Position 1691: 4.4229685914514627e-07
Position 1440: 4.024310351027291e-07
Position 1634: 3.832664813074217e-07
Position 1751: 3.7248585998605073e-07
Position 1293: 2.5346875156793234e-07
Position 815: 2.3534228621761692e-07
Position 1306: 2.3440352477205397e-07
Position 1029: 2.0336596628377264e-07
Position 1079: 1.6760921609748753e-07
Position 1076: 1.505211700279002e-07
Position 219: 1.4710908148003038e-07
Position 988: 1.3461299593609076e-07
Position 909: 1.2745290486142006e-07
Position 918: 1.1252324225218047e-07
Position 626: 9.822804765040745e-08
Position 629: 6.151764460919986e-08
Position 632: 4.747683129231942e-08
Position 770: 3.078639213727203e-08
Position 530: 1.069227584680281e-08
Position 955: 2.1827597409127732e-09
