Gene = MDS2
Position 1906: 4.367951218097416e-06
Position 12592: 3.6579093510039665e-06
Position 133: 1.673588185862451e-06
Position 884: 9.845559987585346e-07
Position 2250: 9.089730977250838e-07
Position 918: 7.081042876532354e-07
Position 2695: 5.409728913899866e-07
Position 1076: 5.366909269008932e-07
Position 2313: 5.313270126743289e-07
Position 495: 5.062884710967292e-07
Position 35: 3.7474309945130434e-07
Position 397: 3.502544379367345e-07
Position 905: 3.3078215125389825e-07
Position 829: 1.9646997672718398e-07
Position 111: 1.7223151328657413e-07
Position 875: 1.222639001146227e-07
Position 937: 7.100196152214096e-08
Position 399: 4.376347348432707e-08
Position 358: 6.226429735853236e-09
Position 1203: 6.154731657227029e-10
Position 663: 3.9005020435267447e-13
Position 684: 1.8610995010461565e-13
Position 753: 4.2410874866997975e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12345: 0.9298266366431274
Position 2146: 0.7608598994366048
Position 12661: 0.6508237702365133
Position 1851: 0.6241633080891995
Position 446: 0.2962788706171001
Position 10833: 0.22936513971124342
Position 10375: 0.14098616740943853
Position 11947: 0.11951627634822905
Position 12591: 0.09027911085145959
Position 12832: 0.08719495348589573
Position 10541: 0.06730972154119313
Position 12636: 0.06361308612552971
Position 1172: 0.0586762433791051
Position 6154: 0.03578724227759185
Position 1781: 0.03278044843206271
Position 1883: 0.022943022930222583
Position 384: 0.01833331478202389
Position 7990: 0.015824419507330763
Position 2065: 0.012995778900948015
Position 12717: 0.01155823469819492
Position 1751: 0.010967597989611014
Position 13141: 0.00912503250907876
Position 2110: 0.00852705416075088
Position 1880: 0.007713642221027971
Position 5639: 0.006370238537301181
Position 12911: 0.0057365102431144455
Position 5658: 0.005283077161046528
Position 12755: 0.005158816200212287
Position 566: 0.005155365926052508
Position 500: 0.005022604883068483
Position 1732: 0.004206042758718464
Position 6121: 0.003821576082639114
Position 5865: 0.002938244934546633
Position 8554: 0.0028491292353881475
Position 12447: 0.002612336425228566
Position 13231: 0.002611747860763334
Position 10425: 0.0020899164839759668
Position 12974: 0.0018598885408024751
Position 13026: 0.0015647055134891976
Position 2431: 0.0015609406393235852
Position 2156: 0.001546142037204059
Position 13054: 0.0014332892238770915
Position 13107: 0.0014230557388338434
Position 12917: 0.001126675949741262
Position 11106: 0.0011142343603092475
Position 13193: 0.0009755875082998317
Position 11472: 0.0009670846505546325
Position 196: 0.0009004155419930944
Position 12993: 0.0008463237441208286
Position 6118: 0.0008426853911577851
Position 4903: 0.0008302491725077037
Position 12741: 0.000782358702033471
Position 5697: 0.0006385761929146596
Position 724: 0.0005195764765357788
Position 3044: 0.0005078552442242816
Position 5886: 0.0005049462308307738
Position 1993: 0.0004995359532136213
Position 2172: 0.00042779198970307726
Position 2169: 0.00040596382484054403
Position 3080: 0.00039464655129187425
Position 9602: 0.00037268486584580144
Position 2806: 0.00034586767436679567
Position 3404: 0.00034230485129963737
Position 3047: 0.0003077486159453254
Position 593: 0.0003065291248576991
Position 1785: 0.00030636785477144356
Position 2030: 0.00030392346318699066
Position 10615: 0.000277017756587171
Position 7785: 0.00026020996043888447
Position 1099: 0.0002600674775301727
Position 1934: 0.0002527798371523013
Position 1970: 0.00023051855919490293
Position 1418: 0.00021538426141526386
Position 5081: 0.00021208946528726027
Position 5830: 0.0001920571733696407
Position 3575: 0.00018093375819416596
Position 1039: 0.00017977537821425152
Position 1609: 0.00016788635778989874
Position 6865: 0.00016552358726837168
Position 2863: 0.00015757857721680649
Position 2568: 0.0001560672963833564
Position 11475: 0.0001384094977752921
Position 1753: 0.00013364961918041756
Position 9212: 0.00012756482275536198
Position 1555: 0.00012123656032490505
Position 884: 0.0001118823457778699
Position 1174: 0.00010371984049372388
Position 232: 0.00010291106873852323
Position 1558: 9.412356970547621e-05
Position 1637: 9.056128827230876e-05
Position 2787: 8.661075527200611e-05
Position 5545: 8.457367042721448e-05
Position 5521: 8.167839488372451e-05
Position 6330: 7.460675478061316e-05
Position 2753: 7.353449706351531e-05
Position 1194: 6.727209937172835e-05
Position 572: 6.685262494272362e-05
Position 7960: 6.504500690694417e-05
Position 1249: 6.0893962144466564e-05
Position 887: 5.579080420419964e-05
Position 2831: 5.3902001964963274e-05
Position 5013: 5.3356195782081975e-05
Position 5781: 5.320524300820703e-05
Position 6298: 4.832082116455677e-05
Position 2471: 4.7643647052952936e-05
Position 5026: 4.144877963681866e-05
Position 1015: 3.908100596451042e-05
Position 5709: 3.2563775193452255e-05
Position 8720: 3.2001851546025636e-05
Position 3547: 3.142956156770063e-05
Position 1584: 3.1006598976935347e-05
Position 5485: 2.8771286238935545e-05
Position 8224: 2.6590161660938682e-05
Position 5958: 2.5513421861499405e-05
Position 4796: 2.5495941571567614e-05
Position 2397: 2.4512084697748054e-05
Position 2653: 2.3561732939694888e-05
Position 4691: 2.2575193398066794e-05
Position 6828: 2.1782252427719755e-05
Position 6887: 2.1420480321013792e-05
Position 746: 2.0937090636277478e-05
Position 2536: 1.9511029364897517e-05
Position 3215: 1.875939601406241e-05
Position 1198: 1.58440496246074e-05
Position 2866: 1.4214679343806232e-05
Position 5895: 1.4058894762426396e-05
Position 7402: 1.3898792554091816e-05
Position 1697: 1.3473824976256885e-05
Position 964: 1.296963847396223e-05
Position 2929: 1.2585216819536804e-05
Position 2905: 1.1908162309355653e-05
Position 289: 1.1708270353176917e-05
Position 1331: 1.10722755853956e-05
Position 783: 9.24975757140212e-06
Position 6003: 8.711363006045652e-06
Position 2792: 7.949026195947405e-06
Position 5502: 7.361149093908163e-06
Position 4221: 5.949990073053632e-06
Position 3887: 5.861200947235238e-06
Position 909: 5.532902626338821e-06
Position 6794: 5.394224512223785e-06
Position 1560: 5.319415157492851e-06
Position 7376: 4.932262487836508e-06
Position 4102: 4.611722341720071e-06
Position 820: 3.8852951465841875e-06
Position 1111: 3.5419761774740653e-06
Position 1123: 3.410259250364103e-06
Position 4679: 3.1023195527242438e-06
Position 2208: 3.070479577063789e-06
Position 977: 2.8969214657067736e-06
Position 3410: 2.8193491634564427e-06
Position 1394: 2.274133826468279e-06
Position 2448: 2.148610398753647e-06
Position 1936: 1.994332623167614e-06
Position 1671: 1.9808254951396563e-06
Position 730: 1.5359388038412003e-06
Position 889: 1.442632873092101e-06
Position 2576: 1.1555826250520055e-06
Position 238: 6.835676075503927e-07
Position 397: 3.9321294279234706e-07
Position 327: 3.635406248492262e-07
Position 2227: 1.3369279530309367e-07
Position 2837: 1.2431925347267462e-07
Position 12492: 7.032823922922447e-08
Position 2307: 4.957459181569954e-08
Position 660: 4.93054032532254e-08
Position 77: 3.046811244931433e-08
Position 1492: 2.9554889006879767e-08
Position 2174: 2.3335799545796823e-08
Position 832: 1.8964663448856083e-08
Position 204: 1.7485627348791643e-08
Position 2533: 1.6476599994541155e-08
Position 913: 1.3625873016880326e-08
Position 637: 1.2440969725371753e-08
Position 1263: 1.0679752759420289e-08
Position 2253: 6.8315792870334785e-09
Position 844: 3.3470419396770062e-09
Position 2442: 1.0386743057697442e-09
Position 2661: 9.371074606039096e-10
Position 1051: 4.895701512632009e-10
Position 1021: 4.102546676236192e-10
Position 2210: 4.4028217189309596e-11
Position 208: 7.067466124847077e-12
Position 679: 7.712242701213434e-13
Position 578: 4.682854400515798e-13
Position 669: 2.266637193238619e-13
