Gene = ATP6V1A
Position 945: 0.0003741328426202482
Position 407: 0.00037135032122375403
Position 6701: 0.00034922609491031854
Position 475: 0.0003367589538436698
Position 7984: 0.0003139170508173946
Position 3656: 0.0002753620817866996
Position 3392: 0.0002675554621436204
Position 4180: 0.00025479379626335507
Position 762: 0.0002455520598307992
Position 3162: 0.00024209171855878728
Position 685: 0.00021413577000018393
Position 8707: 0.0001885624596927813
Position 8927: 0.00018292269228594392
Position 8304: 0.000182384149565405
Position 2481: 0.0001720564959293821
Position 1723: 0.00017187484900883595
Position 6104: 0.00017165274911766282
Position 7450: 0.00016807784569725223
Position 4480: 0.00015103600357725677
Position 3998: 0.0001486705203596478
Position 1589: 0.00014140251136882473
Position 5636: 0.0001392441569429894
Position 2242: 0.0001379426627005563
Position 5914: 0.00011902643357664032
Position 371: 0.00011762820417120664
Position 658: 0.00011407550994176596
Position 534: 0.00011293858950035715
Position 1689: 0.00011179582916383855
Position 1839: 0.0001101463555385651
Position 7256: 0.00010651349145659603
Position 5835: 9.866710886214077e-05
Position 1080: 9.846990553991715e-05
Position 3789: 9.276605243713856e-05
Position 5667: 8.566214436800311e-05
Position 4065: 8.516890725817018e-05
Position 6405: 8.478521921038581e-05
Position 6721: 8.418607508679279e-05
Position 7701: 7.893224432902593e-05
Position 1479: 7.874250020270221e-05
Position 2120: 7.807888572917277e-05
Position 5183: 7.609839061978233e-05
Position 1177: 7.45962570218432e-05
Position 7214: 7.194062975982288e-05
Position 4405: 6.152379076589616e-05
Position 5934: 5.851972268289987e-05
Position 5138: 5.7494839215146196e-05
Position 6249: 5.698609046897146e-05
Position 4042: 5.283515226159313e-05
Position 4567: 5.2354734831765295e-05
Position 3194: 5.1051883703191796e-05
Position 2947: 4.932791392155941e-05
Position 404: 4.892330210596988e-05
Position 1299: 4.6856184534059555e-05
Position 1686: 4.558551506510723e-05
Position 5782: 4.4591870199333585e-05
Position 949: 4.322993622680714e-05
Position 1159: 4.101957072352203e-05
Position 1961: 4.016951125267805e-05
Position 3778: 3.4758746084320465e-05
Position 2457: 3.2136103522598404e-05
Position 3974: 2.6623445551241296e-05
Position 233: 2.5783005271661776e-05
Position 1934: 2.3145348862230522e-05
Position 3553: 2.287780716304609e-05
Position 2875: 2.2493563522671987e-05
Position 2692: 2.1549842417631817e-05
Position 4684: 2.0952767522136625e-05
Position 1220: 2.0156966023758377e-05
Position 3811: 1.9298258793344028e-05
Position 2169: 1.91938818728803e-05
Position 352: 1.8767931387124284e-05
Position 4111: 1.765665030041734e-05
Position 1900: 1.4002731517038808e-05
Position 2126: 1.3051550270314335e-05
Position 384: 1.2628398522837226e-05
Position 1941: 1.211799173672322e-05
Position 514: 1.2014066293012853e-05
Position 1476: 1.0460887366362227e-05
Position 1495: 9.657234123514372e-06
Position 1337: 7.417885023463489e-06
Position 2368: 7.388182516038168e-06
Position 320: 7.2250247746774e-06
Position 324: 6.7803472412299625e-06
Position 414: 6.481780028598019e-06
Position 912: 5.781874151145169e-06
Position 621: 5.162535329129823e-06
Position 575: 3.953318253290436e-06
Position 835: 3.77725174173695e-06
Position 516: 3.490389634953833e-06
Position 1499: 2.0072393038371468e-06
Position 171: 1.969606818503321e-06
Position 1853: 1.396642446628707e-06
Position 586: 1.272724564316925e-06
Position 510: 1.0783077855846544e-06
Position 649: 6.115532740549121e-07
Position 2524: 5.840266610459824e-07
Position 2647: 5.675085418091162e-07
Position 165: 5.193009002224634e-07
Position 492: 5.090765112486125e-07
Position 1618: 3.1589097232182004e-07
Position 157: 2.450919637188857e-07
Position 153: 1.8292952891072444e-07
Position 1798: 1.7909573708089128e-07
Position 169: 1.7430679622498897e-07
Position 496: 1.6686005218628e-07
Position 780: 1.589347757931711e-07
Position 1731: 1.2994133983489946e-07
Position 733: 1.2592423986073326e-07
Position 1621: 1.2461549444175704e-07
Position 1592: 1.1165719013817788e-07
Position 482: 8.764849113019669e-08
Position 1287: 7.839450125294611e-08
Position 530: 7.570008695859591e-08
Position 890: 6.376428496287733e-08
Position 151: 5.962944524471618e-08
Position 132: 4.322965831443433e-08
Position 485: 4.058030457478736e-08
Position 160: 3.856321977262007e-08
Position 769: 3.504433305422162e-08
Position 956: 1.8341631391185406e-08
Position 162: 1.659787354931671e-08
Position 838: 1.6035968938484334e-08
Position 808: 1.3835330740829432e-08
Position 144: 1.2153887804297486e-08
Position 739: 4.196649879920348e-09
Position 798: 3.4270737332924937e-09
Position 795: 3.237269381261416e-09
Position 699: 1.9805893934032953e-10
Position 147: 1.5255168627861902e-10
Position 134: 2.35413945222926e-11
Position 91: 5.945497578692424e-12
Position 94: 2.548338414296352e-12
Position 120: 4.019338211661826e-15
Position 99: 2.4361236559165986e-18
