Gene = WIPF3
Position 3272: 3.815687113003349e-08
Position 6: 3.3873390876715497e-08
Position 426: 2.766471361182101e-08
Position 249: 2.7293196509163212e-08
Position 617: 2.6917988432032062e-08
Position 164: 2.495341562878115e-08
Position 894: 1.8989632846389297e-08
Position 676: 1.77567177845032e-08
Position 816: 1.6772854227730073e-08
Position 809: 9.264600405392666e-09
Position 671: 9.075164947223471e-09
Position 765: 7.359665435443298e-09
Position 97: 6.257685900597126e-09
Position 1160: 5.939918043778862e-09
Position 833: 5.039569391690602e-09
Position 217: 4.044352053561182e-09
Position 3742: 3.197276672586554e-09
Position 584: 2.6638436119321466e-09
Position 4889: 1.8361724496933789e-09
Position 3854: 9.061858699543515e-10
Position 182: 8.128261723638819e-10
Position 848: 6.658436463578397e-10
Position 1883: 6.25700996080686e-10
Position 1911: 4.343676445161451e-10
Position 1892: 2.901262716461843e-10
Position 1801: 1.438640729898445e-10
Position 997: 1.2391337527729152e-10
Position 1815: 9.793727580888211e-11
Position 1560: 9.36825471371178e-11
Position 1624: 8.192626784608166e-11
Position 1108: 4.407207964920384e-11
Position 1056: 3.989861793452262e-11
Position 1170: 3.427813985874788e-11
Position 1128: 2.9461558579770725e-11
Position 953: 2.5419930516855508e-11
Position 1130: 8.83047464146204e-12
Position 1244: 7.429872099435146e-12
Position 1080: 7.345482580161652e-12
Position 561: 5.7878712265046496e-12
Position 307: 1.1073801813418071e-12
Position 301: 4.7025696103640553e-14
Position 418: 2.404391182948678e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 28113: 0.9941860853117978
Position 37119: 0.8995708051071452
Position 5088: 0.44429025238235853
Position 8548: 0.22381243687720592
Position 8564: 0.1756085101762156
Position 8236: 0.12446837754560229
Position 7391: 0.09980512267625227
Position 3130: 0.0947840066203599
Position 28461: 0.047745867723636704
Position 3146: 0.030149795173187825
Position 5116: 0.027612144718084312
Position 8460: 0.026439376985901562
Position 28928: 0.02621871471262862
Position 7221: 0.019166349675145283
Position 8054: 0.007935148631304059
Position 8493: 0.007704086540922177
Position 2056: 0.0052138001111315885
Position 3820: 0.004515817313051435
Position 5013: 0.0038360273555961347
Position 3092: 0.0031650372455902195
Position 8277: 0.002956824511102527
Position 3741: 0.0029093898699617963
Position 2692: 0.0025846816060812678
Position 3009: 0.0023220072428733036
Position 7387: 0.001962821930916019
Position 3349: 0.0017889860154801695
Position 13025: 0.0015029984424003372
Position 893: 0.001353396742111911
Position 1867: 0.0013437610611572678
Position 2544: 0.0013181901150634303
Position 2562: 0.001314269654979068
Position 7319: 0.0012188004983281148
Position 2626: 0.0011959838441075695
Position 7169: 0.0010989724648269527
Position 3652: 0.0010644623679180796
Position 1316: 0.0009527506846229578
Position 3046: 0.0009092487354823538
Position 282: 0.0008317721979388188
Position 2858: 0.0007978676864463137
Position 12536: 0.0007948457074552712
Position 7190: 0.0007367709288495999
Position 1336: 0.0005516335060088313
Position 7878: 0.0005081091465786238
Position 294: 0.0004716550010019546
Position 3825: 0.00046549998348720267
Position 6415: 0.0004472753818426165
Position 7240: 0.00044052552580945147
Position 4677: 0.0004351917163870533
Position 14765: 0.0003879688523871804
Position 12911: 0.00034288682686319774
Position 1659: 0.000295987460375046
Position 960: 0.00029187982940719146
Position 5151: 0.00028052139456546374
Position 3686: 0.0002719268330743512
Position 3182: 0.00025390061622710053
Position 2724: 0.00023811807570020245
Position 1944: 0.00023310302381931715
Position 13755: 0.00022887148089577685
Position 2412: 0.00022842736178083696
Position 9295: 0.00022139995034532598
Position 15597: 0.00022010834389052437
Position 9698: 0.0002167980594955139
Position 3179: 0.00020958755712662252
Position 2793: 0.00019283240492519015
Position 6757: 0.00018872673681215348
Position 6163: 0.0001880767755987909
Position 2236: 0.0001871723055143211
Position 3866: 0.00018226683222131003
Position 5867: 0.0001806985836626574
Position 215: 0.00017453115767462573
Position 11007: 0.00017229349711471635
Position 4658: 0.00017156469800138
Position 12659: 0.00017083276880786106
Position 3365: 0.0001489317946334423
Position 1467: 0.00014595426972137287
Position 4359: 0.0001397410083537381
Position 3885: 0.00013186390043209203
Position 2973: 0.00013147964887873215
Position 6594: 0.00012317814086976758
Position 1604: 0.00011594060953482359
Position 10831: 0.0001126846901192223
Position 4787: 0.00010777883192832614
Position 1909: 0.00010477669149750962
Position 14050: 0.00010357415937127821
Position 2175: 0.00010046405042897997
Position 1080: 9.774913987351154e-05
Position 10657: 9.155550493837459e-05
Position 2929: 8.634973409962241e-05
Position 1089: 8.153755829226324e-05
Position 5784: 7.779273208026933e-05
Position 10400: 7.624972395439797e-05
Position 9071: 6.875153450337196e-05
Position 6724: 6.492423228904681e-05
Position 235: 6.392965357796126e-05
Position 2838: 5.921322245187792e-05
Position 11512: 4.8498523083782895e-05
Position 16381: 4.846458557567896e-05
Position 5686: 4.453533074337238e-05
Position 4057: 4.054128639253105e-05
Position 2501: 3.953794571266446e-05
Position 2442: 3.9125081629964e-05
Position 2663: 3.843046564898502e-05
Position 5817: 3.643733195056539e-05
Position 297: 3.486646266019727e-05
Position 4521: 3.3633265798958955e-05
Position 9347: 3.234686847494331e-05
Position 934: 3.199943783951039e-05
Position 13293: 2.95606221968497e-05
Position 6315: 2.541817132007755e-05
Position 1199: 2.4889837137677065e-05
Position 1151: 2.4574430201083377e-05
Position 1825: 2.451781251372253e-05
Position 4100: 2.4087236185393046e-05
Position 3157: 2.3303423446658844e-05
Position 3316: 2.2874322077581807e-05
Position 14530: 2.2148624110471144e-05
Position 2101: 2.1414657160723468e-05
Position 16249: 2.1370502761360532e-05
Position 634: 1.7006121566214746e-05
Position 1077: 1.619975660483245e-05
Position 3847: 1.5759111735057942e-05
Position 9111: 1.569221880673394e-05
Position 9985: 1.5498191411429377e-05
Position 3781: 1.4498085119136856e-05
Position 1367: 1.3849874379265785e-05
Position 1962: 1.2771827171256893e-05
Position 1128: 1.2538091190344275e-05
Position 13126: 1.2004858159621671e-05
Position 212: 1.075046163426843e-05
Position 1273: 1.0603339538686421e-05
Position 711: 9.49672706139813e-06
Position 9818: 8.098010651609968e-06
Position 984: 8.00347616008726e-06
Position 8958: 7.324895088141377e-06
Position 1432: 6.016611546904371e-06
Position 5660: 5.8635120868222385e-06
Position 9555: 5.312664077401905e-06
Position 1693: 4.945811944307719e-06
Position 9623: 3.8707550776811575e-06
Position 1497: 3.4501995326399868e-06
Position 689: 3.2331859847251434e-06
Position 718: 3.1441080031108364e-06
Position 2828: 3.0323807959935217e-06
Position 2893: 3.0025688671141014e-06
Position 1948: 2.782346411276439e-06
Position 752: 2.641395878238613e-06
Position 648: 2.6222576534984872e-06
Position 1839: 2.3148526753677487e-06
Position 459: 2.299557506459233e-06
Position 1930: 2.2637582440958197e-06
Position 10928: 2.245506837064318e-06
Position 1790: 2.2068080714296485e-06
Position 6026: 1.9301854325593592e-06
Position 637: 1.8877529823548556e-06
Position 10035: 1.599553857586824e-06
Position 8410: 1.5781422505989456e-06
Position 698: 1.5769529815946433e-06
Position 7411: 1.4432700351661206e-06
Position 7109: 1.32540385526966e-06
Position 5546: 1.310319506246191e-06
Position 608: 1.2322257642311836e-06
Position 9398: 1.16092084002756e-06
Position 5699: 1.096251957077894e-06
Position 4380: 9.953067125437158e-07
Position 5491: 9.631486685272637e-07
Position 5643: 9.466834438279248e-07
Position 5447: 9.43212126809058e-07
Position 217: 9.320749644818736e-07
Position 5298: 9.280212830693649e-07
Position 237: 9.13453820408846e-07
Position 406: 8.431935261267479e-07
Position 5344: 8.350528791735688e-07
Position 1677: 8.128187660555266e-07
Position 5391: 8.043753983466892e-07
Position 1669: 7.979684584517773e-07
Position 6737: 7.787939662315983e-07
Position 6550: 7.777386021405784e-07
Position 870: 6.375252214634459e-07
Position 7756: 5.836393202562492e-07
Position 4140: 5.714905447629126e-07
Position 5525: 5.325721511451738e-07
Position 5528: 4.6574191564942614e-07
Position 4279: 4.6518128786430797e-07
Position 4405: 4.1477712073308785e-07
Position 6893: 3.6316111759468855e-07
Position 4317: 2.3821340965417018e-07
Position 3280: 9.882064511714007e-08
Position 1724: 7.045322658896108e-08
Position 3060: 2.234786302950513e-08
Position 3597: 3.919414417455515e-09
Position 1635: 1.8844184616829475e-09
Position 1549: 1.1662141241219727e-09
Position 1434: 1.1073656975160382e-09
Position 937: 6.49405376070874e-10
Position 978: 6.373235867564932e-10
Position 1095: 5.594332157056316e-10
Position 2239: 4.223235856069587e-10
Position 964: 3.443211418641585e-10
Position 1252: 3.315957459033929e-10
Position 4899: 3.262971160399248e-10
Position 1196: 2.1456413751503562e-10
Position 904: 1.9395843426459867e-10
Position 832: 1.932130810644768e-10
Position 1481: 1.910746986357644e-10
Position 814: 1.9077109805536085e-10
Position 1286: 1.8570742600037383e-10
Position 1185: 1.7970688592575117e-10
Position 1525: 1.567558701768718e-10
Position 1917: 1.094158569384611e-10
Position 1376: 1.044422395691319e-10
Position 666: 3.903318763109929e-11
Position 473: 2.24698307494627e-11
Position 843: 5.07089273982022e-12
Position 847: 3.727289244223453e-12
Position 859: 2.0383621498086073e-12
Position 1283: 1.9506524767305517e-12
Position 1470: 1.8305649989702683e-12
Position 402: 6.656645800974074e-13
Position 255: 6.194867792845983e-13
Position 245: 4.178638358041787e-13
Position 124: 8.093857859987262e-14
