Gene = MALSU1
Position 20: 4.956651060677353e-09
Position 267: 3.3934916051180673e-09
Position 417: 1.0332520713491961e-09
Position 1043: 7.059633427614793e-10
Position 559: 1.421724216461644e-10
Position 512: 5.0476123288221314e-11
Position 577: 2.5515414980513627e-11
Position 293: 9.975292520948607e-12
Position 53: 6.131988316542728e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8775: 0.8644913221342222
Position 10155: 0.4943660753602339
Position 1638: 0.30699255988617435
Position 2909: 0.1947990894196598
Position 2834: 0.14896125532971913
Position 9966: 0.13864261281477058
Position 11624: 0.11884269892241368
Position 8151: 0.10622268876475383
Position 10185: 0.0869386484590236
Position 7328: 0.07531337229642003
Position 8667: 0.06180463143248861
Position 11603: 0.043951680153285606
Position 10771: 0.03590874106168964
Position 12155: 0.03369045885193438
Position 11936: 0.03363134081244747
Position 10753: 0.028777227109434797
Position 585: 0.024812993672221832
Position 8814: 0.023556593483496643
Position 10794: 0.022854270512377903
Position 8184: 0.021862030801210786
Position 11958: 0.021860474440069083
Position 8930: 0.021855752195296643
Position 8253: 0.019538158014070293
Position 5078: 0.018625563705337737
Position 11855: 0.018082710527111048
Position 9450: 0.01799371430150706
Position 9399: 0.01763299678752944
Position 10074: 0.017249523498537356
Position 11045: 0.01617517975282922
Position 9329: 0.016000275607786277
Position 10432: 0.015614301383310217
Position 9847: 0.013268732788814066
Position 1721: 0.013023932845366565
Position 8204: 0.012348147548437185
Position 5344: 0.011939636953728787
Position 8303: 0.0117855475669741
Position 2867: 0.01127151898715408
Position 10857: 0.009261635868710878
Position 698: 0.008656199554311449
Position 5105: 0.0075278803141797255
Position 8014: 0.0069147458105899015
Position 5021: 0.006191582238836682
Position 9598: 0.005734885820174
Position 10244: 0.005611482755630866
Position 2655: 0.004647945482773862
Position 10159: 0.004475413509559582
Position 6537: 0.003962756133534823
Position 5056: 0.003853133338033138
Position 5318: 0.0038075064163809714
Position 9012: 0.0034472974802785663
Position 5108: 0.0033209110563424135
Position 9517: 0.003068612794676333
Position 9535: 0.0030208710624492464
Position 8962: 0.0029414397713376163
Position 10654: 0.0028498825132330288
Position 4016: 0.002824220444438224
Position 535: 0.0027999821851442705
Position 11680: 0.0027938762006770035
Position 3018: 0.0026831018792381443
Position 12205: 0.002677985560907301
Position 8706: 0.0025807800700307255
Position 10490: 0.002554781443469847
Position 12427: 0.002528424706063968
Position 11629: 0.002209417751799221
Position 1765: 0.0021948223723585797
Position 9309: 0.0020851064215529984
Position 10374: 0.002012053467305183
Position 12000: 0.0017724473261809515
Position 8983: 0.0017529527709791582
Position 9811: 0.0017127977949481458
Position 7067: 0.0016054571618982743
Position 12473: 0.0015739470058971972
Position 967: 0.0015155990002307604
Position 8954: 0.0015044370820355456
Position 1313: 0.0013926037554212501
Position 2934: 0.0013189442788329134
Position 7193: 0.0012559117937803554
Position 8855: 0.0012231189463393702
Position 10443: 0.0011219686883761262
Position 9402: 0.0010786268229044506
Position 285: 0.0010747556109904704
Position 1497: 0.0010531876900981099
Position 1181: 0.0010071628075070617
Position 6746: 0.0009953256441722145
Position 6440: 0.0008770288044908794
Position 11208: 0.0008117657637920593
Position 12057: 0.0008026326482348114
Position 3054: 0.000660484844474827
Position 10192: 0.0006592670666346
Position 6095: 0.0006304031172600833
Position 8222: 0.0006232976510182791
Position 11536: 0.0006175157456488023
Position 7926: 0.0005759045022179017
Position 340: 0.0005558675169611117
Position 5700: 0.0005482856601442967
Position 9758: 0.0005438171429935904
Position 8533: 0.0005374176557039024
Position 6212: 0.00046893351846884006
Position 1731: 0.0004576032213495223
Position 1687: 0.0004532739210535604
Position 311: 0.00039516470156427324
Position 2105: 0.00039145317786632745
Position 6237: 0.00036755140327382
Position 940: 0.00035342960862970734
Position 1655: 0.00035119398920316954
Position 4175: 0.00034686831489708797
Position 6555: 0.00034379827549220823
Position 10406: 0.0002736135199962306
Position 9781: 0.00025366822378101973
Position 272: 0.0002453973770418548
Position 5929: 0.00024325357793860832
Position 512: 0.00023634388240577608
Position 2803: 0.0002238973837770276
Position 5225: 0.0002207171924711593
Position 662: 0.0002129629199018603
Position 1484: 0.00020228113345101975
Position 5659: 0.0001864669668740185
Position 5576: 0.0001843545238738821
Position 840: 0.00017735537847102345
Position 7480: 0.00013931323844867846
Position 2490: 0.00013603320826158794
Position 1111: 0.00013443591173032464
Position 3945: 0.0001281501885033623
Position 1821: 0.00012257916489373207
Position 10774: 0.00012234981577146652
Position 1978: 0.00011081852652918022
Position 2539: 0.00010652758905825412
Position 9274: 0.00010564391996347922
Position 1267: 9.867969898505413e-05
Position 6070: 9.705072044619218e-05
Position 590: 9.415946168285052e-05
Position 3621: 9.304872183945422e-05
Position 5888: 8.594977261593061e-05
Position 1348: 7.795159620610616e-05
Position 5865: 7.381713759754234e-05
Position 4245: 6.740697769557181e-05
Position 1152: 6.7275809509618e-05
Position 7572: 6.115964754737976e-05
Position 821: 5.75583247255611e-05
Position 1405: 4.691832197656861e-05
Position 6046: 4.1081020909345255e-05
Position 5600: 3.453615802861013e-05
Position 6076: 3.115670796951034e-05
Position 555: 3.0403952555149897e-05
Position 6153: 2.7621649529760003e-05
Position 1559: 2.535958621734246e-05
Position 5606: 2.4979185046042338e-05
Position 1133: 2.145986957548879e-05
Position 1746: 2.0710893912332123e-05
Position 919: 1.8264037044934635e-05
Position 4348: 1.786495077008163e-05
Position 356: 1.786201726846063e-05
Position 291: 1.700571202217496e-05
Position 1120: 1.5775894426790293e-05
Position 205: 1.5744436643377187e-05
Position 2018: 1.4230908091454486e-05
Position 983: 1.3463992494263178e-05
Position 3074: 1.3192685851187035e-05
Position 2052: 1.1697881469329186e-05
Position 2740: 1.107057600436051e-05
Position 3891: 1.0222016545845351e-05
Position 393: 8.83403922402277e-06
Position 1193: 8.117108804296287e-06
Position 5324: 8.056282713572408e-06
Position 344: 7.95955058622779e-06
Position 143: 7.0419942090651565e-06
Position 755: 6.471784435694674e-06
Position 1553: 6.458963826022805e-06
Position 861: 6.130406740862573e-06
Position 5026: 5.589889474668472e-06
Position 2960: 5.3391020103390314e-06
Position 1692: 5.329985941873982e-06
Position 1081: 5.04934113927957e-06
Position 2950: 5.004687807879017e-06
Position 5059: 4.910399393716792e-06
Position 912: 4.089934792849091e-06
Position 2522: 3.90792119217263e-06
Position 930: 3.5582101779877823e-06
Position 1455: 2.712020438265331e-06
Position 1354: 2.271124843404249e-06
Position 1738: 2.1844136823046507e-06
Position 2704: 2.151167607709076e-06
Position 408: 1.8766855225444037e-06
Position 3148: 1.84293050448784e-06
Position 383: 1.535462289197202e-06
Position 288: 1.518880265791643e-06
Position 3238: 1.4210211614610742e-06
Position 2533: 1.2359326459137885e-06
Position 780: 1.1016225261119809e-06
Position 1036: 1.091188272346629e-06
Position 989: 1.0186034053038619e-06
Position 537: 1.0105285015235308e-06
Position 1410: 9.757948238244932e-07
Position 115: 7.595957673172359e-07
Position 903: 5.829035599174951e-07
Position 359: 5.669999006034359e-07
Position 1140: 5.63455995427974e-07
Position 1357: 5.450747054841303e-07
Position 880: 5.241729302077023e-07
Position 625: 4.2600689626842273e-07
Position 1159: 3.443575422847538e-07
Position 873: 3.1188489331977307e-07
Position 849: 3.109027192351599e-07
Position 240: 2.849666954607988e-07
Position 3273: 2.759026447183887e-07
Position 739: 2.7374670620341744e-07
Position 2509: 6.688829310301173e-08
Position 1500: 2.847391738463398e-08
Position 2623: 8.228221941267863e-09
Position 2294: 6.6485448590037784e-09
Position 3596: 6.139572604580939e-09
Position 2269: 5.693255629643725e-09
Position 2244: 3.958537520343313e-09
Position 2241: 1.9588830178032304e-09
Position 770: 1.45927106899031e-09
Position 1026: 1.1352420758682013e-09
Position 368: 6.63903906114028e-10
Position 617: 4.897768980895985e-10
Position 90: 3.8439096832507355e-10
Position 544: 3.722608118084892e-10
Position 896: 3.5132557254232677e-10
Position 793: 1.928679361432884e-10
Position 598: 1.8781720656136373e-10
Position 994: 1.8310403452097071e-10
Position 245: 1.8233208009881238e-10
Position 604: 1.472573644646907e-10
Position 790: 9.62674036700317e-11
Position 1043: 1.7046809028862088e-11
