Gene = DMAP1
Position 5389: 0.00015436948196333303
Position 5867: 0.00015125664878315202
Position 7007: 0.00012699422582734699
Position 6717: 0.00010675718776707678
Position 2162: 0.00010183534003723982
Position 6453: 9.559903254988708e-05
Position 6430: 9.555536380225238e-05
Position 5858: 9.487852587462084e-05
Position 6591: 9.16824520992259e-05
Position 5601: 9.115352258406996e-05
Position 6080: 7.813004258202008e-05
Position 7031: 6.98019132986724e-05
Position 5824: 6.714535367652921e-05
Position 6652: 5.880562623029669e-05
Position 6054: 5.35720386923282e-05
Position 696: 5.113520821360176e-05
Position 1712: 4.13591591325992e-05
Position 733: 3.998576252698735e-05
Position 242: 3.852200833319674e-05
Position 342: 3.755086080812369e-05
Position 6428: 3.4302691405485854e-05
Position 6479: 3.3556138342454024e-05
Position 520: 2.5613018135757185e-05
Position 753: 2.5281038232418154e-05
Position 6599: 2.3733919181272036e-05
Position 485: 2.370936424127082e-05
Position 862: 2.259193847499773e-05
Position 6825: 1.7789539211413464e-05
Position 274: 1.7759447286347152e-05
Position 7029: 1.653233359860031e-05
Position 6236: 1.5578132899275066e-05
Position 5885: 1.3697749660418894e-05
Position 660: 1.3257033734737431e-05
Position 682: 1.31220709231866e-05
Position 6451: 1.309182402689725e-05
Position 6796: 1.29152314743607e-05
Position 778: 1.2404130006765297e-05
Position 6918: 1.2015592410036395e-05
Position 448: 1.1460714732320405e-05
Position 6777: 1.1113528923391112e-05
Position 6116: 1.077506667644735e-05
Position 958: 1.0731208308044013e-05
Position 774: 1.0232082194651721e-05
Position 6161: 9.199789563363e-06
Position 5851: 7.778007479952796e-06
Position 6166: 6.5775784988645895e-06
Position 5353: 5.447774383429025e-06
Position 6999: 5.298179500045228e-06
Position 10: 4.2611654690962585e-06
Position 5229: 2.9755577446594697e-06
Position 7160: 2.6625332086780025e-06
Position 5874: 2.582334581841201e-06
Position 5565: 1.600363595341514e-06
Position 47: 1.4359322540032562e-06
Position 7094: 1.2042896863996891e-06
Position 580: 8.693495278513742e-07
Position 5992: 8.495304506175017e-07
Position 741: 7.479215647086024e-07
Position 503: 6.007335220954513e-07
Position 41: 5.421456081852473e-07
Position 816: 4.120315565533748e-07
Position 464: 1.7688367186656657e-07
Position 3086: 8.067522867478849e-08
Position 6369: 8.829631563338646e-09
Position 688: 9.99208290160566e-10
Position 5977: 3.0514778191452355e-10
Position 2188: 1.0169727896863315e-10
Position 6861: 9.609630941219983e-12
Position 544: 6.730796933130874e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5950: 0.9931960598514745
Position 6561: 0.9842779049693242
Position 5132: 0.9776628738790837
Position 5600: 0.9421618696560714
Position 7103: 0.7872587662757572
Position 6350: 0.730214132438419
Position 293: 0.5579839838395254
Position 1744: 0.4671782145591868
Position 1247: 0.3501744616417932
Position 894: 0.2799354261007098
Position 4855: 0.2753657360714582
Position 4739: 0.26858237927147566
Position 1271: 0.22501196508949192
Position 6324: 0.21255406889568118
Position 1850: 0.14756035171368187
Position 4885: 0.1203438601535035
Position 4852: 0.0989033809926774
Position 6939: 0.09318682338391926
Position 3799: 0.08781755254554607
Position 1083: 0.08447188688201905
Position 1160: 0.08194902197744534
Position 1764: 0.0726021093672028
Position 6741: 0.06055497129669706
Position 1284: 0.058156039182815554
Position 3687: 0.05762224645283815
Position 1929: 0.05653571896885554
Position 253: 0.05419304062321134
Position 1698: 0.0492914320366372
Position 207: 0.04275735961619128
Position 6305: 0.041291107811093346
Position 3626: 0.02947728388712426
Position 1905: 0.026589274936439103
Position 1953: 0.023980141468648884
Position 6809: 0.02057470235036077
Position 3765: 0.018784671566274506
Position 5135: 0.017375272543042247
Position 531: 0.016882692135022956
Position 1323: 0.016565612042070837
Position 3916: 0.014847951317995248
Position 1055: 0.012558875769896205
Position 5562: 0.01250697841404052
Position 499: 0.011475278936961668
Position 1107: 0.011438924745176677
Position 6236: 0.011407836773576999
Position 1297: 0.010953077729563564
Position 4953: 0.010505372456836384
Position 3815: 0.009348775160123883
Position 1966: 0.008578326387570999
Position 4508: 0.008182981434575175
Position 6777: 0.007950128911366114
Position 1368: 0.00788839889961297
Position 1623: 0.007558599286653902
Position 2603: 0.006696000144699697
Position 6747: 0.006656984918924291
Position 5472: 0.006415452421572218
Position 2006: 0.004609746124728422
Position 774: 0.004573702438673119
Position 1711: 0.004445271194340939
Position 7105: 0.004172668960172336
Position 805: 0.0039760045938080435
Position 332: 0.003609249783478383
Position 1780: 0.0032426327309850243
Position 1338: 0.0032211031952836264
Position 7129: 0.003079345625908593
Position 736: 0.0030660349800709402
Position 3102: 0.0028996661637226404
Position 1433: 0.002726957894535652
Position 5506: 0.00268161438199066
Position 6948: 0.002647416957276185
Position 6097: 0.002566563080759911
Position 3388: 0.0022291849761342164
Position 4556: 0.0020442873482162433
Position 5208: 0.002020929655482496
Position 5627: 0.001988093891703952
Position 1139: 0.0019758588310557984
Position 1815: 0.0016475762686739882
Position 1104: 0.0012572958150864723
Position 5687: 0.0011540272318082032
Position 1087: 0.0010995842351239008
Position 5388: 0.0010824532896098514
Position 6330: 0.0010809669658857395
Position 3455: 0.0010475731371534468
Position 6951: 0.00104307591541634
Position 7109: 0.0008983182212300397
Position 4534: 0.0008309029069843568
Position 1720: 0.0008287999909628146
Position 5969: 0.0007405247127563047
Position 5183: 0.0007115073559813907
Position 6356: 0.0006795390472623678
Position 1402: 0.0006504525966105614
Position 4280: 0.0006364174194516417
Position 1864: 0.000626406750615157
Position 7145: 0.0006189595978417804
Position 7203: 0.0006086464724644025
Position 5565: 0.0005954196461798698
Position 5214: 0.0005929622291305873
Position 347: 0.0005577502122688588
Position 6770: 0.0005548781699414874
Position 6584: 0.0005270930865860196
Position 6753: 0.00048441816357984555
Position 5518: 0.00048332748450511444
Position 6338: 0.00047136023970652317
Position 5607: 0.0003744619206621508
Position 6563: 0.0003502596261664445
Position 5891: 0.00034906494845518625
Position 6723: 0.0003438169089589284
Position 5295: 0.0002744590658068849
Position 6638: 0.0002551284451223429
Position 933: 0.0002529385333434701
Position 2015: 0.000239284879531066
Position 2651: 0.0001971661959866203
Position 5657: 0.00019472795350827929
Position 987: 0.00017000620674624038
Position 821: 0.00016582510176709156
Position 1302: 0.0001593927245440395
Position 6921: 0.00014583972104337674
Position 5639: 0.0001391276758547418
Position 6380: 0.00011971105832884981
Position 6377: 0.00011933911158584376
Position 849: 0.00011788039396207754
Position 375: 0.00011431433093860577
Position 6205: 0.00010824511027214878
Position 5962: 0.00010523416640094092
Position 5718: 0.0001046816799944542
Position 7059: 0.00010050756267631668
Position 517: 9.942236049138513e-05
Position 562: 9.40711026932852e-05
Position 909: 8.400968336353297e-05
Position 1165: 8.215314446798766e-05
Position 5645: 7.739393168539345e-05
Position 1592: 6.836842371283742e-05
Position 1192: 6.470614059358117e-05
Position 984: 6.0462049302518284e-05
Position 7027: 5.995603353472126e-05
Position 1792: 5.600611519816841e-05
Position 138: 5.345955682732599e-05
Position 942: 5.207829373499594e-05
Position 7149: 4.784087518917021e-05
Position 5630: 4.5584904728063865e-05
Position 350: 4.524318989459187e-05
Position 2609: 4.4346723618227715e-05
Position 6587: 4.281033259710607e-05
Position 5723: 4.1591697503893567e-05
Position 6383: 4.106594397267936e-05
Position 6644: 4.028822938917545e-05
Position 403: 3.8055133870735305e-05
Position 569: 3.662841529647834e-05
Position 5612: 3.269757747457533e-05
Position 958: 3.208116123109951e-05
Position 6677: 3.0210151283755356e-05
Position 5429: 2.859130918540937e-05
Position 935: 2.8376724289832843e-05
Position 536: 2.8050117486590634e-05
Position 566: 2.575557458444738e-05
Position 237: 2.362107938448565e-05
Position 6616: 2.131907258755073e-05
Position 5674: 2.065307221247795e-05
Position 7036: 2.0353010501630703e-05
Position 5522: 2.0154380047192942e-05
Position 6153: 1.903397904138438e-05
Position 6101: 1.870252256277516e-05
Position 5609: 1.6666656041140282e-05
Position 861: 1.4184484947667831e-05
Position 5654: 1.3063098935808534e-05
Position 2033: 1.1579013784608055e-05
Position 6608: 1.0736696563280993e-05
Position 6698: 1.0250208046637335e-05
Position 1014: 9.934020355125268e-06
Position 5700: 9.819308170805286e-06
Position 5999: 8.530268726968883e-06
Position 654: 8.34986946536938e-06
Position 142: 8.310987358366184e-06
Position 5690: 8.092520711141231e-06
Position 7222: 7.856587395569516e-06
Position 7205: 7.221809399289392e-06
Position 1797: 6.8154811793838125e-06
Position 619: 6.673764419686926e-06
Position 6859: 6.4353273515434485e-06
Position 5984: 6.0342343936653455e-06
Position 6647: 5.907245257416285e-06
Position 1700: 5.364668136687671e-06
Position 7049: 5.066192803334874e-06
Position 5706: 4.7452329729370315e-06
Position 6173: 4.729289203560464e-06
Position 906: 4.325839203000424e-06
Position 478: 3.947824362111696e-06
Position 6401: 3.522115411892612e-06
Position 5741: 2.6695844661860237e-06
Position 5660: 2.660430434951884e-06
Position 6134: 2.328574921990557e-06
Position 7007: 2.1153913206404153e-06
Position 433: 2.0352787778564712e-06
Position 503: 1.9550210628589154e-06
Position 5615: 1.7708304156522047e-06
Position 5874: 1.6006808511536417e-06
Position 5753: 1.481742652952653e-06
Position 6116: 1.457193949193742e-06
Position 782: 1.3862885784870586e-06
Position 6138: 1.3506870904497605e-06
Position 5756: 1.144095162139142e-06
Position 5678: 1.114028251322483e-06
Position 359: 7.649203531964115e-07
Position 6119: 7.028055874060663e-07
Position 1468: 6.076543619557151e-07
Position 443: 6.052692603099415e-07
Position 688: 5.890474711192365e-07
Position 3125: 5.422157720803723e-07
Position 382: 3.487625807595435e-07
Position 423: 3.293101455673921e-07
Position 1993: 3.2849164907597647e-07
Position 5856: 3.2391022067370645e-07
Position 379: 3.203877012330566e-07
Position 5992: 3.033918103448695e-07
Position 6179: 2.1152887863472975e-07
Position 600: 2.0568917166464592e-07
Position 6498: 1.7722327517320063e-07
Position 6161: 1.3970840943867955e-07
Position 854: 1.3200017658712244e-07
Position 5977: 1.265210829484743e-07
Position 410: 1.1291135187985882e-07
Position 6568: 1.121937336220613e-07
Position 6478: 9.878677862061118e-08
Position 2799: 8.067522867478843e-08
Position 6487: 6.690259713274389e-08
Position 676: 5.521593315426538e-08
Position 829: 5.3216380539439755e-08
Position 670: 4.943304201275079e-08
Position 407: 4.309366379033698e-08
Position 114: 2.8124667589026402e-09
Position 125: 1.6243526771211917e-09
Position 453: 1.2103063079016736e-09
Position 602: 1.2076841652105286e-09
Position 438: 1.1007108120785733e-09
Position 586: 5.682484536874661e-10
Position 464: 2.851179972803929e-10
Position 621: 2.4329872964971807e-10
Position 72: 1.3491690753949874e-10
Position 634: 3.9603222699445027e-11
Position 104: 3.1457126871314287e-12
Position 94: 2.3052727254617723e-12
Position 81: 5.861573440748764e-13
Position 87: 1.7442758524556984e-13
Position 461: 2.4666868249858757e-14
Position 448: 1.0966127134478118e-14
