Gene = GS1-114I9.3
Position 288: 3.2993413824451446e-05
Position 888: 3.182288684661126e-05
Position 37: 2.7456693378774362e-05
Position 8948: 2.5515177009285785e-05
Position 69: 2.2583727201835757e-05
Position 87: 1.618419165389325e-05
Position 6875: 1.5198832538247378e-05
Position 1660: 1.1833856780711684e-05
Position 2113: 9.944938120830294e-06
Position 592: 9.5336079653303e-06
Position 1344: 5.762172006733181e-06
Position 651: 5.657144375931751e-06
Position 810: 5.620913954015312e-06
Position 2279: 5.1715022453231566e-06
Position 3125: 4.981626346848329e-06
Position 3016: 4.938750303920443e-06
Position 4603: 3.542741690589372e-06
Position 1027: 3.25196026979069e-06
Position 6132: 3.1960364963437707e-06
Position 1048: 2.0102199349445387e-06
Position 3635: 1.5208397613409624e-06
Position 2774: 1.419711526642804e-06
Position 6198: 1.418401700103418e-06
Position 2336: 1.3426101368530765e-06
Position 2568: 1.2222601728473435e-06
Position 4986: 9.92935028259614e-07
Position 3165: 9.854951771825635e-07
Position 2565: 8.013652251301651e-07
Position 2199: 7.994525811708591e-07
Position 1421: 7.573153281288505e-07
Position 3075: 5.747536829626356e-07
Position 2494: 2.5594525280873043e-07
Position 2553: 2.1470801190605704e-07
Position 636: 8.456964343211526e-08
Position 710: 4.223482791649174e-08
Position 871: 4.1762388804463624e-08
Position 585: 3.642280757407521e-08
Position 769: 2.8612106934436033e-08
Position 392: 2.649986571708321e-08
Position 447: 2.5036259973553574e-08
Position 495: 2.12663389252223e-08
Position 460: 2.049314959010005e-08
Position 309: 1.671157712520888e-08
Position 379: 1.657162738489041e-08
Position 995: 1.5567667475513322e-08
Position 917: 1.3700124535472579e-08
Position 382: 1.0219542476611954e-08
Position 161: 8.825158649026814e-10
Position 215: 8.066727451618518e-10
Position 881: 5.785119894231408e-10
Position 546: 4.376562779100117e-10
Position 155: 3.666547484498991e-10
Position 256: 1.0683539882087374e-10
Position 48: 6.192266990383366e-11
Position 1218: 4.430751260783397e-11
Position 1040: 1.817380451593261e-11
Position 1044: 1.691649031920575e-11
Position 344: 1.539313602716378e-11
Position 167: 8.46582110582593e-12
Position 229: 1.1835223041318508e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17604: 0.4898689483473848
Position 20722: 0.12516532222515078
Position 7124: 0.11691735062857257
Position 19561: 0.08539691382062217
Position 17787: 0.07927037796913851
Position 13560: 0.07136809247860806
Position 20007: 0.06679249221794649
Position 15641: 0.059132333613745515
Position 8553: 0.05907059607930766
Position 16627: 0.0553191023404239
Position 17883: 0.052942823594522966
Position 9911: 0.052629705169780376
Position 7202: 0.04448013579421691
Position 13512: 0.03741885975511135
Position 7575: 0.031621891757696655
Position 20463: 0.03140143047982381
Position 19225: 0.02966315230957632
Position 21924: 0.02546392706134056
Position 19738: 0.023097670673462137
Position 18558: 0.022885961258595575
Position 3539: 0.022773425687952875
Position 6573: 0.01909373472855572
Position 9054: 0.017036263389023722
Position 3634: 0.016806767806828774
Position 13759: 0.015282288480113367
Position 12897: 0.013410215750165131
Position 17929: 0.011887689899791897
Position 14042: 0.009569220594817244
Position 15274: 0.009351698650426402
Position 5009: 0.00761567289267069
Position 8117: 0.00730699580721329
Position 2979: 0.00677841267466772
Position 5298: 0.006591825707397275
Position 3653: 0.006157207037861725
Position 16273: 0.00615225571829455
Position 18505: 0.005867182031789152
Position 5654: 0.005857581737834119
Position 12290: 0.005046503532993919
Position 173: 0.004561649428599071
Position 7953: 0.0039037706668011447
Position 17190: 0.00383004256925556
Position 6966: 0.0036090864096166666
Position 15357: 0.0034362937988634923
Position 12796: 0.003090161558309033
Position 12894: 0.0030365124359565477
Position 15480: 0.0029427427628304875
Position 12556: 0.002688092557957244
Position 9360: 0.0026708135777791086
Position 13774: 0.002663759253599338
Position 5208: 0.0021265620483178595
Position 7172: 0.002115844505767097
Position 6483: 0.0020563513069286944
Position 5835: 0.0019547178743496304
Position 14068: 0.0018151156511434488
Position 14638: 0.0017727334707421257
Position 8781: 0.0016654015929082016
Position 2816: 0.0011623829673019957
Position 10966: 0.001150694128980769
Position 7414: 0.001135617000598714
Position 9133: 0.001099084605678939
Position 9077: 0.001097030580071801
Position 981: 0.001047793044986788
Position 4547: 0.001002871134231765
Position 4720: 0.00098265953474462
Position 7928: 0.0009514118943389281
Position 8085: 0.0009498199827036161
Position 10116: 0.0008947508525321321
Position 3391: 0.0008805574780033989
Position 2193: 0.0008307249244526899
Position 7204: 0.0007693161103211089
Position 6758: 0.000759322303832091
Position 9130: 0.0007422598695085204
Position 9826: 0.0007056030581641201
Position 9104: 0.0006751555545889446
Position 12604: 0.0006479497422453008
Position 4119: 0.0006440255566214394
Position 9080: 0.0006332336662271436
Position 4397: 0.0006247616979686466
Position 3033: 0.0006134196449530194
Position 4843: 0.0006049805812759453
Position 12684: 0.0006014976939631889
Position 8720: 0.0004953935538884746
Position 6397: 0.0004731728428980609
Position 1566: 0.000467486802832075
Position 9294: 0.000464825652569045
Position 3296: 0.0004311605535521474
Position 11601: 0.00040066553304024305
Position 6534: 0.00039879957178992875
Position 5321: 0.0003856708165705358
Position 8332: 0.000382228547920038
Position 12023: 0.00037883198358007263
Position 1116: 0.0003662395268684722
Position 4268: 0.0003629303457679004
Position 2833: 0.00035388125605450855
Position 5861: 0.00035327701634032985
Position 9638: 0.00035179659991908634
Position 3563: 0.00034969568169546285
Position 1598: 0.0003472252313474678
Position 3448: 0.0003371501747732435
Position 8335: 0.0002868517431679494
Position 4334: 0.0002741667590515906
Position 7684: 0.0002684203378165584
Position 10465: 0.00026273243651428474
Position 1355: 0.0002624667679752123
Position 9856: 0.0002612880054357808
Position 5818: 0.00025100828677964316
Position 7615: 0.00024750603214809136
Position 265: 0.00024532451299712015
Position 10869: 0.00022874137412201432
Position 6791: 0.00022437730855136805
Position 3253: 0.00021801883681502778
Position 10051: 0.0001880856401471275
Position 1544: 0.00018311920486190091
Position 10128: 0.00017248758766821924
Position 2447: 0.00016782096359816247
Position 956: 0.00016751289228117996
Position 5716: 0.00016654186755377554
Position 3043: 0.0001492287566529772
Position 3695: 0.00014455155731137555
Position 1949: 0.00014263256819215444
Position 2363: 0.00014175514588969578
Position 4173: 0.00014127536904779415
Position 8982: 0.00014103153794705917
Position 6841: 0.00013841770274860331
Position 2382: 0.00013556199064280786
Position 8225: 0.00013464624599413992
Position 8784: 0.0001335883866592683
Position 2882: 0.00013134234783405076
Position 3193: 0.00013037410910713635
Position 8222: 0.00013014323131817272
Position 1404: 0.00012819398570564845
Position 4827: 0.00012698373161523083
Position 2998: 0.00012156265765167026
Position 3968: 0.0001176580660412671
Position 8432: 0.00011143775438595066
Position 144: 0.00010339480846494348
Position 6026: 0.00010332238593003917
Position 1420: 9.925371772856422e-05
Position 1191: 9.713424073828458e-05
Position 8573: 9.588168752381086e-05
Position 6772: 9.25851472375458e-05
Position 4852: 8.958636914855361e-05
Position 8132: 8.918367889953956e-05
Position 4138: 8.798145146230153e-05
Position 5487: 8.391638310309501e-05
Position 5388: 7.945031156412997e-05
Position 8270: 7.716944161165903e-05
Position 7487: 7.189878869443635e-05
Position 4688: 7.102272285488908e-05
Position 3165: 7.101720897516488e-05
Position 5531: 6.896157268647263e-05
Position 4423: 6.882170376131886e-05
Position 5119: 6.857634410718128e-05
Position 1032: 6.77622635120025e-05
Position 3755: 6.537909077987575e-05
Position 6660: 6.519499252289718e-05
Position 3356: 6.1319195827395e-05
Position 1381: 5.422461387046774e-05
Position 3670: 5.197495849497526e-05
Position 6715: 4.962361750106e-05
Position 1509: 4.933184772205202e-05
Position 283: 4.855932794098321e-05
Position 5363: 4.73824802144639e-05
Position 2677: 4.448667941285807e-05
Position 1318: 4.4443857630773366e-05
Position 6700: 4.1287094756694746e-05
Position 1283: 4.0819529097764045e-05
Position 2425: 3.996964938067416e-05
Position 3463: 3.9901289406649303e-05
Position 3795: 3.8688501303653556e-05
Position 5770: 3.8130428905616246e-05
Position 4763: 3.7372287768635575e-05
Position 2319: 3.6255993363675074e-05
Position 5303: 3.417215055737767e-05
Position 5701: 3.4027752246007785e-05
Position 1455: 3.3656949876343134e-05
Position 1513: 3.354593417533367e-05
Position 5881: 3.240839254221826e-05
Position 5963: 3.238794369701659e-05
Position 4989: 3.182517076047594e-05
Position 1601: 3.119092316127051e-05
Position 7339: 2.9329252252304077e-05
Position 917: 2.882345874489337e-05
Position 3923: 2.867009806578555e-05
Position 5671: 2.6665867857503367e-05
Position 692: 2.6260581597526198e-05
Position 2841: 2.554611504744418e-05
Position 4582: 2.3777757721170533e-05
Position 2464: 2.3416659916945075e-05
Position 1575: 2.2576502903245183e-05
Position 1027: 2.227296210678583e-05
Position 4551: 2.2252533596257975e-05
Position 4151: 2.2081525135809218e-05
Position 4579: 2.2003027045105494e-05
Position 3014: 2.082708258979901e-05
Position 3083: 1.911907597791102e-05
Position 469: 1.868909268363547e-05
Position 1760: 1.5897665734322436e-05
Position 951: 1.5109323955820786e-05
Position 601: 1.4739329260717033e-05
Position 2233: 1.4493093191408844e-05
Position 3883: 1.3275622218263035e-05
Position 2392: 1.3080899083001112e-05
Position 181: 1.298160873355782e-05
Position 2579: 1.22756323880512e-05
Position 887: 1.1698643386785995e-05
Position 3199: 1.0424591267486619e-05
Position 1070: 1.006825599206817e-05
Position 1221: 9.266420445583604e-06
Position 647: 8.473466850013824e-06
Position 1120: 8.048148334059738e-06
Position 1263: 6.988422032483795e-06
Position 1139: 6.956279332955349e-06
Position 1087: 6.347583185024552e-06
Position 1734: 6.157757793530963e-06
Position 1468: 5.735814565812615e-06
Position 1843: 5.1018784572695525e-06
Position 1218: 4.210711668266059e-06
Position 1983: 3.6926382394179217e-06
Position 759: 3.1797762838407425e-06
Position 2004: 2.301345422197281e-06
Position 2068: 1.0235379803600785e-06
Position 3703: 9.64526318176608e-07
Position 2009: 5.919446950287827e-07
Position 3842: 5.447807735551735e-07
Position 607: 4.7049789048546254e-07
Position 1551: 4.2984672723370765e-07
Position 481: 4.148351292290175e-07
Position 2044: 3.9887456905300677e-07
Position 987: 3.737179290356455e-07
Position 575: 3.6407152859571646e-07
Position 1533: 3.6335335334014823e-07
Position 2025: 3.5427859024947575e-07
Position 900: 2.775462378205295e-07
Position 287: 2.2674648359174303e-07
Position 650: 1.743675833365325e-07
Position 624: 1.4383484719559697e-07
Position 2655: 1.3638727248648927e-07
Position 871: 8.627080331462775e-08
Position 1626: 3.7930742557656814e-08
Position 4405: 1.6193484756849935e-08
Position 1547: 1.1551197232541297e-08
Position 1701: 1.0114444471861208e-08
Position 1579: 4.971709924492174e-09
Position 1515: 4.921397328690856e-09
Position 1098: 2.6463172063465614e-09
Position 995: 2.2480181532673002e-09
