Gene = CACFD1
Position 8663: 0.0016644304901962082
Position 7127: 0.0016482443100591798
Position 7806: 0.001619304225016131
Position 7508: 0.001082059039514431
Position 185: 0.0010719893985912052
Position 4146: 0.000959003328687115
Position 8843: 0.0008806031715158824
Position 5874: 0.0007938143402559147
Position 5686: 0.0007687190276867189
Position 307: 0.000765323186345808
Position 4470: 0.0006861893513861975
Position 6540: 0.00067739732520299
Position 6571: 0.0006710837605535533
Position 2695: 0.0006642928995050628
Position 4447: 0.0006322403007966126
Position 8851: 0.0006205124175692638
Position 5891: 0.0005871128605893808
Position 8196: 0.0005635556370794349
Position 9249: 0.0005211354574104998
Position 2675: 0.0005091512739179701
Position 4879: 0.0004424509953982923
Position 1359: 0.00043531320066560105
Position 314: 0.0004195237105766615
Position 8157: 0.00040604650136213916
Position 10511: 0.00039599414665684215
Position 46: 0.00034148498777291167
Position 6365: 0.0003395631772460352
Position 8163: 0.0003087517691802615
Position 8845: 0.0003038238403253725
Position 791: 0.00023973330004245372
Position 1037: 0.00020178221969112728
Position 691: 0.00019720265092723705
Position 154: 0.00012165401278277227
Position 570: 0.00010440975503966597
Position 197: 7.444681395128449e-05
Position 1555: 6.963541791403411e-05
Position 6256: 6.384582287839561e-05
Position 498: 5.854155997545215e-05
Position 72: 5.775211019399897e-05
Position 674: 5.706880493695663e-05
Position 1548: 4.0718483257291536e-05
Position 6132: 3.770111345009988e-05
Position 2173: 3.4039311277804724e-05
Position 8046: 3.319244622402952e-05
Position 8200: 3.275430014955785e-05
Position 171: 3.157838288016336e-05
Position 1523: 2.5768042733061496e-05
Position 9514: 2.4676800312938037e-05
Position 384: 2.2907481957277984e-05
Position 8928: 1.9820442636519187e-05
Position 109: 1.5924451817766962e-05
Position 169: 1.387580993407474e-05
Position 8097: 1.3195577362784259e-05
Position 8709: 1.2743601290204207e-05
Position 1105: 9.750311840565728e-06
Position 375: 8.418958843221113e-06
Position 178: 8.24072069937212e-06
Position 1138: 7.63196811760867e-06
Position 1266: 5.188500095719501e-06
Position 9029: 5.052553224938041e-06
Position 735: 4.5354537415627965e-06
Position 6439: 3.620858008629299e-06
Position 756: 3.0879332187293044e-06
Position 5736: 2.1875050170735806e-06
Position 212: 1.989652459052695e-06
Position 1047: 1.7240545349280798e-06
Position 556: 4.7314101284573247e-07
Position 754: 2.4575583323330535e-07
Position 520: 2.39984655960695e-07
Position 1497: 1.9597626633633846e-07
Position 8774: 1.681099985381456e-07
Position 613: 1.3384762691012636e-07
Position 620: 5.9582218005820215e-08
Position 1829: 3.057012375054995e-08
Position 8514: 1.3834468399920538e-08
Position 367: 8.311916327547376e-10
Position 603: 3.479443507111129e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7933: 0.9940182031792741
Position 8575: 0.9426661483470168
Position 5334: 0.9037622876903131
Position 3495: 0.443333154039561
Position 547: 0.2791261445394355
Position 10401: 0.21324308485951998
Position 2847: 0.18407625894765206
Position 2633: 0.16816204849370125
Position 7085: 0.15372138020916934
Position 4730: 0.11380347697186985
Position 2147: 0.10826162591543041
Position 8811: 0.10012760976728617
Position 8183: 0.09862557713509067
Position 5383: 0.08555514229425658
Position 5090: 0.08186518001766382
Position 3345: 0.07564362278029782
Position 2630: 0.07101338169276569
Position 7166: 0.06583069533987145
Position 6461: 0.06573527458604604
Position 2095: 0.05929409753985464
Position 5602: 0.05280564615798134
Position 3419: 0.05273872704334135
Position 5047: 0.05039247495145864
Position 287: 0.04929553856624627
Position 8352: 0.04913309447380176
Position 1137: 0.03887346092340127
Position 2482: 0.03840687925977583
Position 10614: 0.0349171479401294
Position 4605: 0.03467627252129859
Position 1516: 0.03433834856989515
Position 10346: 0.028831977505086828
Position 2658: 0.02609958186816349
Position 5616: 0.025942580386223924
Position 1328: 0.025341628136567693
Position 2042: 0.025272354370520486
Position 6519: 0.022605804702090733
Position 9602: 0.02121997359946131
Position 1725: 0.01939574782452001
Position 9343: 0.01924479348713764
Position 5574: 0.01670975689451606
Position 9629: 0.016410684300845482
Position 8935: 0.014546008506804986
Position 3400: 0.014374322020609768
Position 2010: 0.014022855510204445
Position 5635: 0.013459057630756036
Position 9719: 0.012797487372901095
Position 1827: 0.012372561162296887
Position 5650: 0.012057839566727827
Position 7367: 0.011856920603720447
Position 6076: 0.011254427363163236
Position 4663: 0.011030634876843779
Position 7011: 0.010746828051067622
Position 9085: 0.010335757735748791
Position 4579: 0.009924290754259171
Position 6649: 0.009056738538887084
Position 5675: 0.008462322027721911
Position 1926: 0.008290393852219365
Position 1614: 0.007711978899561164
Position 9144: 0.0074121558550998435
Position 2399: 0.007172142793952865
Position 7327: 0.006712430882598256
Position 1588: 0.006408375898878014
Position 7218: 0.006277100162726975
Position 2602: 0.006254471259548558
Position 862: 0.00583666144670633
Position 10559: 0.005816246626205581
Position 7235: 0.005406174448458984
Position 7683: 0.005395461221850619
Position 3833: 0.004838814353396072
Position 1148: 0.00471232291884925
Position 8135: 0.0046853411421347154
Position 6385: 0.004661827177868561
Position 10282: 0.004544372277556338
Position 8307: 0.004272711733244447
Position 1419: 0.004056285363058609
Position 1162: 0.003933530416606273
Position 10306: 0.0038291976946745947
Position 7211: 0.0035202902227945204
Position 2026: 0.0035132475919447495
Position 4701: 0.0029915935658293776
Position 2402: 0.0029809886684059417
Position 7239: 0.0026952604459417554
Position 8097: 0.002548825761169332
Position 6494: 0.0023330810820512337
Position 5970: 0.002331689545346242
Position 1521: 0.0022392005660965913
Position 2291: 0.002197805840607463
Position 2167: 0.002029750243440927
Position 7014: 0.0019668779706943193
Position 7271: 0.0019430714648381326
Position 9567: 0.0018868591534596192
Position 5819: 0.0018403604245672825
Position 6935: 0.0017871574001031149
Position 10751: 0.0017796748852371743
Position 2343: 0.001727936124121019
Position 2591: 0.0016497992050124055
Position 5302: 0.0016376990802243949
Position 1977: 0.001506895202720159
Position 1633: 0.0014328983390733017
Position 7427: 0.001347834921954918
Position 8261: 0.0013358813222631035
Position 7845: 0.001308856747217004
Position 9852: 0.0012827037458197623
Position 3444: 0.0012775586630460307
Position 4887: 0.0012644823995361814
Position 2438: 0.0012545990940255511
Position 3431: 0.0011966744458109064
Position 1444: 0.0011905943208009447
Position 1781: 0.0011682993944876544
Position 2347: 0.0011372593264225446
Position 2049: 0.0011198106683342718
Position 10038: 0.001071193913490904
Position 9548: 0.0010515471252299487
Position 2211: 0.0010466772440008438
Position 1344: 0.00103517819761247
Position 2424: 0.0010042242873994846
Position 4769: 0.0009910186719429557
Position 8381: 0.0009312881438786726
Position 1501: 0.0009215874187608077
Position 1673: 0.0008511104397879993
Position 2079: 0.0007768995545732514
Position 3775: 0.0007594574227713023
Position 2744: 0.0007426191827029618
Position 8599: 0.0006849950096868515
Position 1026: 0.0006714702838419889
Position 8139: 0.0006661160182775789
Position 9916: 0.0006570433019055244
Position 3640: 0.0006153708577871586
Position 4325: 0.0006102046144110799
Position 7170: 0.0005777634360516072
Position 9386: 0.0005762610687772109
Position 4113: 0.0005381597248051752
Position 3186: 0.0005130789777313992
Position 6978: 0.0004875753296770026
Position 3933: 0.00047926127547899777
Position 4341: 0.00036443975040679506
Position 7472: 0.0003439720998666043
Position 4273: 0.00034378528736493604
Position 8949: 0.0003270411403970005
Position 635: 0.00030975186523255827
Position 7501: 0.0003069438733451283
Position 9178: 0.0002808106745083604
Position 906: 0.00026515017148033115
Position 10531: 0.00026433299630015787
Position 9513: 0.0002553421094153793
Position 6122: 0.00024350763122052646
Position 7960: 0.00023277564527628307
Position 9288: 0.00022828319039301597
Position 136: 0.00020644791592731764
Position 1188: 0.00019657309731433494
Position 8906: 0.0001651576653620449
Position 4000: 0.0001431036784228752
Position 1699: 0.00013945404047286585
Position 9073: 0.0001306797906401759
Position 9082: 0.0001251428825928613
Position 8238: 0.00012378334576229692
Position 10633: 0.00011407184808081101
Position 1769: 0.0001031152429278621
Position 8875: 8.59905451777892e-05
Position 6285: 8.310496787000938e-05
Position 560: 8.066840116214066e-05
Position 5405: 7.434981336110098e-05
Position 6021: 5.012218097965539e-05
Position 5549: 4.8817858703783674e-05
Position 8190: 4.843951828044282e-05
Position 5558: 4.7108526980962005e-05
Position 1346: 4.5911531418596283e-05
Position 6253: 3.90651369623052e-05
Position 1552: 3.803830551050606e-05
Position 340: 2.5042698496204197e-05
Position 611: 2.496058146617412e-05
Position 5993: 2.0629986261575367e-05
Position 9420: 2.0262465829514916e-05
Position 1252: 1.7671431076806965e-05
Position 925: 1.2764794701873838e-05
Position 1232: 1.104263128120983e-05
Position 1261: 9.430931995144068e-06
Position 294: 9.315487148431357e-06
Position 1362: 6.637058730919493e-06
Position 3202: 4.357596721873472e-06
Position 5714: 4.349076297008063e-06
Position 7511: 3.684929306123529e-06
Position 1193: 3.4418623333944654e-06
Position 791: 3.378250272115394e-06
Position 1166: 3.339538639897767e-06
Position 8105: 3.2500135549436596e-06
Position 1367: 3.223062616940255e-06
Position 7744: 3.1084112508044387e-06
Position 1391: 2.9978881071230572e-06
Position 912: 2.7897717747705245e-06
Position 197: 2.7742604627464954e-06
Position 933: 2.3744682388937613e-06
Position 1656: 2.3193150935167066e-06
Position 1308: 2.1264897966526945e-06
Position 717: 1.915928230830016e-06
Position 6415: 1.7902248650488428e-06
Position 8606: 1.626688471630441e-06
Position 1164: 1.5793615320275337e-06
Position 464: 1.4282071247655466e-06
Position 117: 1.2986733789599625e-06
Position 669: 1.1855735281278658e-06
Position 682: 6.750815781826338e-07
Position 361: 5.074372706033311e-07
Position 142: 4.5133150218165045e-07
Position 767: 4.2236588828936446e-07
Position 706: 4.212803282901617e-07
Position 140: 3.5582554621381025e-07
Position 1218: 3.429343659439205e-07
Position 956: 3.1817349385211066e-07
Position 212: 3.1268518778656505e-07
Position 750: 1.778008630955845e-07
Position 457: 1.6162871508356432e-07
Position 760: 1.4703419088574642e-07
Position 473: 1.2458559911345562e-07
Position 1215: 1.0789817140444012e-07
Position 1096: 1.0404364158631543e-07
Position 5658: 5.053327833251244e-08
Position 5685: 5.0503928976085726e-08
Position 1104: 4.412738063584163e-08
Position 795: 3.9880499531947544e-08
Position 645: 3.657375241942824e-08
Position 528: 3.623457199183689e-08
Position 1014: 3.200427056011436e-08
Position 1203: 2.6459648648110155e-08
Position 938: 2.2163441833909462e-08
Position 735: 1.842878781350963e-08
Position 721: 1.3235864744889024e-08
Position 744: 1.2895864518613767e-08
Position 686: 1.2050202973977218e-08
Position 222: 5.013938009289077e-09
Position 220: 9.837856314754364e-11
Position 205: 7.719755977678004e-11
