Gene = IQCJ
Position 11103: 0.10030984141220123
Position 5514: 0.08909225452211242
Position 6398: 0.07812585655705538
Position 4432: 0.06594804331004275
Position 5451: 0.05456124496024381
Position 4605: 0.05069631529320507
Position 21004: 0.04950985623625011
Position 4624: 0.03966962719968005
Position 19941: 0.03676750125507551
Position 21974: 0.036651334621379365
Position 20962: 0.03622066943427988
Position 5564: 0.03596375048419365
Position 5496: 0.032809434654643636
Position 5533: 0.02962235090821815
Position 16536: 0.02400381562903065
Position 13050: 0.023513132613427152
Position 12984: 0.022577105250511792
Position 4575: 0.021867327397277873
Position 17052: 0.01802362660771052
Position 3029: 0.017710537892522055
Position 4837: 0.014530224962952292
Position 2914: 0.014189373502149761
Position 20222: 0.013875344561435908
Position 2875: 0.013328929124354882
Position 9784: 0.012714205453811241
Position 397: 0.01248774353028288
Position 3748: 0.009443276907494497
Position 6844: 0.009098588911053735
Position 21389: 0.009007775038293721
Position 6175: 0.008743935423248434
Position 12223: 0.008679379087961622
Position 3947: 0.008013383789923735
Position 3991: 0.0074780300072428176
Position 10682: 0.0068125801045338715
Position 5530: 0.006330425294499899
Position 1248: 0.005621178182261601
Position 5631: 0.005322451229974278
Position 19902: 0.00525854916101492
Position 5416: 0.005070638193411829
Position 5617: 0.0050692333395602595
Position 16874: 0.005028929502114707
Position 3906: 0.0049442460467579484
Position 359: 0.004776435649366625
Position 10734: 0.004548323255729357
Position 13547: 0.004336608683854304
Position 6090: 0.004303296330133737
Position 11303: 0.0038982153335521555
Position 13037: 0.003844393502494236
Position 5389: 0.0036193478057412925
Position 374: 0.0035956271927421652
Position 3396: 0.0035228358144175353
Position 2976: 0.0033642498338901233
Position 3629: 0.0033436498863501653
Position 11826: 0.003275027501329969
Position 264: 0.0030894364738883323
Position 18663: 0.003085307138608935
Position 4345: 0.0030388688913435395
Position 15863: 0.002842507414721718
Position 6362: 0.002625234046668615
Position 5243: 0.002472106133284459
Position 15269: 0.002462995922016502
Position 18357: 0.0023913029133666008
Position 666: 0.002266426420176473
Position 1556: 0.0022014836707230294
Position 6826: 0.002105357813769773
Position 3885: 0.0020875967542951287
Position 7726: 0.002028007231401448
Position 13591: 0.0019937114171176456
Position 10623: 0.0019011565217148096
Position 1045: 0.0018104176487345495
Position 4474: 0.001798713864641846
Position 9726: 0.001749766184421433
Position 10355: 0.0017115603606665253
Position 1311: 0.001674416537601622
Position 5959: 0.001595337264054167
Position 3329: 0.00143587265339327
Position 2993: 0.0013735608177925466
Position 2643: 0.0013387227946632595
Position 16647: 0.0012585898038338322
Position 833: 0.0011990581638852628
Position 3346: 0.001153316141785193
Position 3040: 0.0010836629894126022
Position 1626: 0.001022064134437816
Position 4653: 0.0010183892203913542
Position 4284: 0.0009911314677893133
Position 10990: 0.0009131672124118131
Position 3995: 0.0008999090356237946
Position 1538: 0.0008895454180531693
Position 4580: 0.0008250553140835439
Position 2962: 0.0008037591709176513
Position 2602: 0.0007375240465507657
Position 606: 0.0007247502329399304
Position 2318: 0.0006981293122191877
Position 6026: 0.0006748833074851327
Position 4271: 0.0006011257422811019
Position 10185: 0.0005751434962589385
Position 5299: 0.0005730839111138942
Position 4321: 0.0005666137849116712
Position 7819: 0.0004850144662150692
Position 2813: 0.00045919912817029353
Position 2662: 0.00043577726774441614
Position 9461: 0.0004282918157486153
Position 4650: 0.00041468692474898935
Position 4362: 0.00039646164272419697
Position 4053: 0.00039420449158470696
Position 406: 0.000393729030543823
Position 4646: 0.00037519404012068783
Position 1572: 0.00035546946247106374
Position 5939: 0.0003348674249819716
Position 13750: 0.0003201914833447743
Position 9127: 0.00030896450695289644
Position 5455: 0.0002785607823764943
Position 8038: 0.0002752485920010721
Position 3794: 0.0002724127821851902
Position 577: 0.00026354691874161726
Position 2919: 0.00026165571220741
Position 3357: 0.00026024229214962377
Position 7061: 0.0002493337859638033
Position 3215: 0.00022718266108231143
Position 1067: 0.00021797461982911648
Position 4231: 0.00020295225397212326
Position 12243: 0.00019945433714517233
Position 2725: 0.00019753510318015258
Position 9243: 0.000195219415254805
Position 7207: 0.0001909557027303536
Position 1100: 0.00018710687316460999
Position 8682: 0.00018252205704679425
Position 2684: 0.00016691301088687783
Position 11542: 0.00014811909572206284
Position 2020: 0.00014185386740752696
Position 437: 0.00014112443913023205
Position 601: 0.0001220826799970242
Position 7595: 0.00010564585857041475
Position 8334: 8.329624992307493e-05
Position 410: 8.302001376724567e-05
Position 859: 8.21982825580896e-05
Position 574: 8.062450959922739e-05
Position 1337: 7.85530670526859e-05
Position 6519: 7.698794208588963e-05
Position 1676: 6.378702073181046e-05
Position 936: 5.525192528077127e-05
Position 1492: 4.5521605321508596e-05
Position 993: 4.231781703524182e-05
Position 2292: 3.146155235836133e-05
Position 2077: 3.127425164849625e-05
Position 1133: 2.9795588093294025e-05
Position 670: 2.314384049531753e-05
Position 2934: 2.0724280525547876e-05
Position 3435: 2.0490369056856688e-05
Position 2572: 2.0392362896867735e-05
Position 3808: 1.873381406108084e-05
Position 2688: 1.8490965847636286e-05
Position 2739: 1.640237308395872e-05
Position 886: 1.615553562629143e-05
Position 2771: 1.576409884172612e-05
Position 1565: 1.4024011562609196e-05
Position 628: 1.392719835011503e-05
Position 2370: 1.3822540900966074e-05
Position 608: 1.2503612353865943e-05
Position 1104: 1.2216462298470592e-05
Position 730: 1.2141810038781822e-05
Position 2265: 1.110451766655731e-05
Position 1458: 8.924151465728162e-06
Position 1434: 7.846483360063952e-06
Position 704: 7.325390938591531e-06
Position 712: 6.5118647572295385e-06
Position 227: 4.188415151664114e-06
Position 164: 3.976847198531318e-06
Position 504: 3.852800362871691e-06
Position 1053: 1.7312373524286751e-06
Position 236: 1.4384401436696421e-06
Position 1752: 1.1303115647846249e-06
Position 949: 6.242731386055402e-07
Position 3168: 5.621331737980029e-07
Position 241: 5.000928242701415e-07
Position 603: 4.991985474316764e-07
Position 2552: 1.8266634141972586e-07
Position 1340: 2.61838167389346e-08
Position 803: 2.5696107681882257e-08
Position 1783: 2.5161725953478e-08
Position 1016: 2.2467021004231004e-08
Position 1227: 2.1988744089319737e-08
Position 740: 1.6185095592127927e-08
Position 765: 1.5471309326922172e-08
Position 2283: 8.835374145174995e-09
Position 1722: 8.1461487059396e-09
Position 683: 5.794614225654998e-09
Position 891: 4.407712355765445e-09
Position 783: 4.343900024928719e-09
Position 1905: 3.4934897071429627e-09
Position 441: 1.5395348229385956e-09
Position 229: 1.3853662800583439e-09
Position 737: 2.617343839465113e-10
Position 444: 2.227153608463714e-10
Position 685: 1.782159521699291e-10
Position 446: 4.0834910794698497e-11
Position 94: 1.3651753318287207e-11
Position 85: 9.654213160153111e-12
