Gene = RP11-216L13.16
Position 347: 1.2671692687069358e-06
Position 309: 1.2316630681726137e-06
Position 294: 1.1212898037234321e-06
Position 392: 1.112432955583865e-06
Position 3766: 1.0541595605000203e-06
Position 2546: 1.0489947659803322e-06
Position 1067: 9.317158011277495e-07
Position 2557: 8.786575960190075e-07
Position 491: 6.559613656749308e-07
Position 483: 6.432139448861443e-07
Position 3794: 5.587486742776824e-07
Position 126: 5.575634471350267e-07
Position 219: 5.433917070248842e-07
Position 790: 4.891654613155495e-07
Position 732: 4.863353586508764e-07
Position 1728: 4.542210526747479e-07
Position 535: 4.422924139688272e-07
Position 1191: 4.0647211480238796e-07
Position 725: 3.923875945293247e-07
Position 1752: 3.8005792110336084e-07
Position 612: 3.766966053196297e-07
Position 1051: 3.2695264737818906e-07
Position 178: 3.220958354342776e-07
Position 3620: 2.990974275265365e-07
Position 415: 2.965019247010611e-07
Position 210: 2.9376216356908477e-07
Position 167: 2.723844852570165e-07
Position 3595: 2.56806951611678e-07
Position 777: 2.4366511739194547e-07
Position 3615: 2.298576599287825e-07
Position 3944: 2.2451192815252125e-07
Position 4366: 2.2306598259986504e-07
Position 153: 2.2211309124204296e-07
Position 4328: 2.196960468165606e-07
Position 1343: 2.123300200696321e-07
Position 2559: 1.9201405762546605e-07
Position 1708: 1.8099766617177148e-07
Position 370: 1.8092186922090607e-07
Position 423: 1.791933257958811e-07
Position 617: 1.7739815905090504e-07
Position 506: 1.7648394391782456e-07
Position 187: 1.758517560566266e-07
Position 474: 1.676123843148334e-07
Position 709: 1.5341720529532998e-07
Position 430: 1.366700580708756e-07
Position 453: 1.3442437312790496e-07
Position 635: 1.2571012718784797e-07
Position 761: 1.192688651807042e-07
Position 3730: 1.1666961302019854e-07
Position 224: 1.1278616038711105e-07
Position 739: 1.0608705003260612e-07
Position 566: 9.393938722701255e-08
Position 340: 8.485233304208712e-08
Position 325: 8.289649501353119e-08
Position 747: 7.986643926670569e-08
Position 363: 7.334657699091006e-08
Position 1909: 7.143059572931387e-08
Position 408: 6.912115098237584e-08
Position 257: 6.549114365650614e-08
Position 551: 6.364313935711752e-08
Position 513: 6.177536980509809e-08
Position 332: 6.113703738159148e-08
Position 6997: 6.06046062085052e-08
Position 544: 5.747998813937116e-08
Position 596: 5.696641303356977e-08
Position 250: 5.493688186779923e-08
Position 619: 4.88713374058913e-08
Position 4159: 4.854818713485633e-08
Position 469: 4.801058876082675e-08
Position 498: 4.579287135225011e-08
Position 528: 4.5386043060242946e-08
Position 4762: 4.232038003532502e-08
Position 280: 3.882886122703536e-08
Position 695: 3.6362185798361654e-08
Position 679: 3.521656011578072e-08
Position 4346: 3.351686316728658e-08
Position 446: 3.244804768023383e-08
Position 117: 3.1214644863805455e-08
Position 649: 3.1045491390305594e-08
Position 672: 2.8029572660161296e-08
Position 604: 2.3086147302640617e-08
Position 198: 2.2493333754683038e-08
Position 158: 2.101172766769074e-08
Position 558: 1.9844747763381643e-08
Position 242: 1.6048925912709317e-08
Position 355: 1.5170010310797196e-08
Position 302: 1.303559471447138e-08
Position 657: 1.126422797649575e-08
Position 1080: 1.0630263414787833e-08
Position 476: 1.022319418172551e-08
Position 642: 8.461625568913144e-09
Position 665: 8.236094043345801e-09
Position 521: 7.805900240929663e-09
Position 287: 7.570371218678407e-09
Position 213: 7.322246869534727e-09
Position 265: 6.5128174323895984e-09
Position 3948: 4.5475562543726285e-09
Position 461: 3.977520984732289e-09
Position 463: 3.3901164125821483e-09
Position 104: 3.0186976708748586e-09
Position 273: 1.883385168223683e-09
Position 627: 1.777469334084767e-09
Position 317: 1.7213132109012234e-09
Position 4119: 1.4108243643406725e-09
Position 227: 1.2289662191961397e-09
Position 2199: 5.41124807777048e-10
Position 164: 1.1684096645213809e-12
