Gene = PCDHGB5
Position 164: 0.00013083160853218805
Position 14046: 0.00011874060538147873
Position 13002: 0.00011718004977172609
Position 5795: 7.922819610423116e-05
Position 8238: 6.863355750509452e-05
Position 562: 6.722911666784138e-05
Position 8162: 6.494541561973924e-05
Position 1446: 5.44259726141692e-05
Position 6695: 5.007687743349067e-05
Position 1068: 4.909538024520701e-05
Position 737: 3.366515089250535e-05
Position 360: 2.7355468441950494e-05
Position 506: 2.6120226939953775e-05
Position 135: 2.1001077388295148e-05
Position 1641: 1.9636561882043012e-05
Position 1362: 1.9276665093444016e-05
Position 465: 1.8425222316278106e-05
Position 11845: 1.7510349034678404e-05
Position 171: 1.3945171731279121e-05
Position 1719: 1.3442104327453495e-05
Position 431: 9.841423505668878e-06
Position 248: 6.305663753134145e-06
Position 565: 5.606569423907356e-06
Position 3312: 5.483673620603139e-06
Position 649: 4.786940244378544e-06
Position 1200: 3.7123408086414473e-06
Position 791: 3.3598054776397554e-06
Position 744: 1.9525089458392094e-06
Position 984: 1.8310267889991318e-06
Position 179: 1.5604502830872974e-06
Position 304: 1.4497565030819525e-06
Position 138: 8.400388557438953e-07
Position 529: 8.345271756073646e-07
Position 961: 5.819145254073719e-07
Position 969: 3.6210677982530493e-07
Position 1368: 2.6528410243265877e-07
Position 324: 2.0512680758500044e-07
Position 789: 1.410009602074551e-07
Position 45: 1.3197999762823363e-07
Position 71: 7.180110407247391e-08
Position 630: 1.82439666477607e-08
Position 762: 1.3163139904780029e-08
Position 780: 1.2140668119066076e-08
Position 735: 7.684901034057797e-09
Position 616: 6.683808967218284e-09
Position 625: 5.0843371465169525e-11
Position 65: 1.6971855036291924e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 24810: 0.9844697677075022
Position 11381: 0.6998867311906496
Position 12383: 0.549571491565979
Position 7140: 0.5332899935029085
Position 6127: 0.5219587038543134
Position 16767: 0.5119565100340026
Position 21859: 0.49539816491848776
Position 36168: 0.4247301653759768
Position 25418: 0.40949234352867275
Position 11821: 0.37372866049268416
Position 22577: 0.34334476047335144
Position 36028: 0.3331081888942921
Position 15301: 0.30292506261584123
Position 11378: 0.28384646714822315
Position 25720: 0.2772713756093872
Position 23742: 0.269098979141763
Position 16806: 0.21263205009367558
Position 25326: 0.175320693141022
Position 15745: 0.1706118341460569
Position 7054: 0.16684279766648896
Position 11139: 0.15272559344157813
Position 25776: 0.13688299676321464
Position 548: 0.13310323537852692
Position 12406: 0.10338548210131408
Position 16011: 0.10254876254755133
Position 17375: 0.09843549965433171
Position 12419: 0.09564237780982043
Position 11625: 0.09133785312691578
Position 33993: 0.08737960625551622
Position 22707: 0.08101073657636641
Position 2296: 0.08007389626852875
Position 2265: 0.07141841918557842
Position 15528: 0.06846347636151005
Position 26624: 0.0680761699495605
Position 17312: 0.05978225196024374
Position 14835: 0.05564625153807436
Position 12129: 0.048569368345408225
Position 557: 0.0478528847187921
Position 21463: 0.047089640441532604
Position 2371: 0.04640523962206048
Position 11593: 0.046056969450806125
Position 11673: 0.03759622525912219
Position 7115: 0.03661096118151061
Position 6968: 0.03597634096537488
Position 23834: 0.034316841115424726
Position 15601: 0.03313196375054828
Position 503: 0.03238486634874093
Position 529: 0.03214213279022423
Position 5985: 0.03164540313942401
Position 16612: 0.02969997664086957
Position 15563: 0.02823962281375812
Position 6187: 0.02808635077230271
Position 630: 0.026379011041657456
Position 10802: 0.0251920055372457
Position 16120: 0.025001827033703176
Position 21212: 0.02421328121289343
Position 16479: 0.02369125170818224
Position 8391: 0.023553644309863432
Position 11604: 0.02336621554523384
Position 2042: 0.02324770312647831
Position 590: 0.022456218575838398
Position 6007: 0.02134396584229114
Position 18292: 0.02001338628658781
Position 11646: 0.019053305888285948
Position 6100: 0.01886589116663786
Position 4974: 0.018780456863688573
Position 7077: 0.01866649854209189
Position 18492: 0.018398732052109235
Position 7089: 0.018385808478796638
Position 10119: 0.01830949321181894
Position 30219: 0.01604395966238587
Position 26924: 0.015379801240559871
Position 18649: 0.015327653727350565
Position 22595: 0.01444342702616426
Position 12070: 0.013644608234671203
Position 15795: 0.01227206282585863
Position 5885: 0.011496874611320556
Position 1349: 0.011469816151460747
Position 1734: 0.011366292058841126
Position 8326: 0.01134693241653462
Position 6919: 0.01076608443726878
Position 2146: 0.010571807481336891
Position 8145: 0.009407056501875665
Position 1586: 0.009122660066562588
Position 2088: 0.008776354821718685
Position 17145: 0.008038552601079996
Position 17121: 0.00801623533832684
Position 12175: 0.007882171630238693
Position 10805: 0.0068030887095799335
Position 847: 0.006395746137137164
Position 12233: 0.005617775706599248
Position 8357: 0.00554755601868358
Position 17203: 0.005283164378330708
Position 16422: 0.00520568950098759
Position 26426: 0.005094851985164596
Position 16446: 0.00507826831002853
Position 1538: 0.004887532850828688
Position 18936: 0.004667741821667352
Position 4730: 0.004476598127994329
Position 4753: 0.004391377278170816
Position 7989: 0.004351576005859561
Position 1891: 0.004226635524726331
Position 15465: 0.0041590254509859224
Position 11904: 0.0040919496620639385
Position 3467: 0.003792497912879966
Position 28563: 0.0037786978673142024
Position 2189: 0.0036875905806912418
Position 2218: 0.0035834374776685753
Position 4927: 0.003238000145260891
Position 14917: 0.0031433356613317564
Position 5066: 0.0031148645704609456
Position 320: 0.0030250130552794234
Position 29454: 0.002950364397440994
Position 11425: 0.002872227330878864
Position 16587: 0.0028673575832639134
Position 25943: 0.0025356559262474676
Position 26582: 0.0024979671078831935
Position 4651: 0.002329226894562993
Position 551: 0.0022963789607235423
Position 17059: 0.0022818343647527098
Position 2476: 0.002273747327186255
Position 3549: 0.0022725376361931236
Position 2494: 0.0021564885283388694
Position 1291: 0.002093342884794903
Position 9379: 0.0020536089226191917
Position 2967: 0.002038048419834373
Position 11643: 0.0018841689878450144
Position 29680: 0.0018432680413125084
Position 15981: 0.0018387676130230614
Position 16323: 0.0017157696437404893
Position 667: 0.0017129774365916763
Position 13810: 0.0016111113600691652
Position 1817: 0.0015396472993827535
Position 10012: 0.0014952643329987994
Position 11770: 0.0014162577422311218
Position 26007: 0.0013598655334695075
Position 18358: 0.0013440781674953558
Position 614: 0.0013236345388091795
Position 11384: 0.0013077003604904137
Position 506: 0.0012419526910371918
Position 1987: 0.0011753202793403574
Position 18899: 0.0011676530127941666
Position 5030: 0.0011579320176012934
Position 1559: 0.0011273952143126473
Position 15027: 0.0010884754045517014
Position 3394: 0.001012826523188121
Position 9416: 0.0010037841114916486
Position 12276: 0.000994386727623596
Position 29882: 0.0009819683428541229
Position 12908: 0.0009640187664316943
Position 11344: 0.0009021197266032778
Position 2945: 0.000853677254774334
Position 11702: 0.0008444416442561889
Position 2537: 0.0007792276156216891
Position 600: 0.0007778027661198363
Position 22876: 0.000715915805582846
Position 7962: 0.0007080418750415713
Position 12905: 0.0006819805812945475
Position 6861: 0.0006462246144117358
Position 1615: 0.0006255979952409538
Position 19115: 0.0006014591014839245
Position 12746: 0.0005892962675840852
Position 3397: 0.0005412316287130988
Position 1857: 0.000528611557884349
Position 1510: 0.0005173921850029381
Position 24189: 0.00046308334805549825
Position 11253: 0.0004373401752984263
Position 3348: 0.00035653485210104346
Position 24405: 0.0003331835698791892
Position 12934: 0.0002782059376254927
Position 2782: 0.00026733561335024706
Position 6871: 0.000267176214048175
Position 12985: 0.00025675913130368517
Position 13813: 0.00022342995414948246
Position 12027: 0.00022106278038960716
Position 23063: 0.0001948952067894278
Position 692: 0.00019306588753018693
Position 1468: 0.00017813252682066582
Position 3470: 0.00017479958984842117
Position 16779: 0.00016324495767044183
Position 3143: 0.00016051379305773888
Position 4736: 0.0001552058496917421
Position 3185: 0.00015266804720007424
Position 1257: 0.000136700443027089
Position 4698: 0.00013124240950000888
Position 11823: 0.00012414823083561945
Position 3414: 0.0001078056899738056
Position 1940: 0.00010062646242367269
Position 365: 9.934946241494173e-05
Position 1362: 8.667771982514977e-05
Position 17864: 8.154752394029491e-05
Position 5703: 7.922819610423086e-05
Position 1002: 7.853393435248524e-05
Position 565: 7.718714273997012e-05
Position 15462: 7.184700822761286e-05
Position 416: 6.163705643470686e-05
Position 371: 5.921612816738926e-05
Position 9265: 5.461536717858534e-05
Position 22827: 5.1519738550927276e-05
Position 13939: 4.5039654053675085e-05
Position 6571: 4.4277871362052794e-05
Position 1907: 3.560278860277654e-05
Position 13909: 3.2719490058715406e-05
Position 17868: 3.22741855979809e-05
Position 8217: 2.5230878760375536e-05
Position 1519: 2.1070449040680853e-05
Position 1263: 1.762701418683013e-05
Position 1315: 1.6889185114657886e-05
Position 13912: 1.5840980273364646e-05
Position 440: 1.539142117278099e-05
Position 1840: 1.5115438309030198e-05
Position 945: 1.4878592145264827e-05
Position 12639: 1.4035478294753711e-05
Position 1757: 1.2912258369999323e-05
Position 1407: 1.2313016872086731e-05
Position 984: 1.1537352693149701e-05
Position 1166: 1.0274131898178155e-05
Position 12999: 9.35340432542147e-06
Position 12884: 9.070714549601498e-06
Position 300: 7.891666701550156e-06
Position 1598: 7.583707847000521e-06
Position 616: 7.165948466658888e-06
Position 1196: 6.730279503466659e-06
Position 1018: 6.112267034174339e-06
Position 451: 5.9846322784315724e-06
Position 6489: 5.7990060714379215e-06
Position 14527: 5.739659046098282e-06
Position 1446: 5.333826882231929e-06
Position 13143: 5.048842100867221e-06
Position 1297: 4.0838623284228945e-06
Position 12578: 4.003094402487675e-06
Position 865: 3.823299219474768e-06
Position 296: 3.7647294420449038e-06
Position 462: 3.6697088198472795e-06
Position 14142: 3.624146034118702e-06
Position 12601: 2.5494401504454206e-06
Position 427: 2.443773336445895e-06
Position 948: 2.3172584320948925e-06
Position 169: 1.6783198374497554e-06
Position 1206: 1.288023869352964e-06
Position 265: 9.503898603290518e-07
Position 1218: 6.732877254300105e-07
Position 1736: 4.7372469846306e-07
Position 293: 4.5172588589980234e-07
Position 771: 4.1660648326277987e-07
Position 465: 3.417898992942327e-07
Position 2064: 3.397701638944073e-07
Position 176: 3.186579963017342e-07
Position 878: 2.9002937928613375e-07
Position 205: 2.1724260584574679e-07
Position 7316: 2.129746768400839e-07
Position 1023: 2.034695440737161e-07
Position 262: 1.972596878073506e-07
Position 1366: 1.7771931518852514e-07
Position 789: 1.4629943679929809e-07
Position 1556: 1.4069501298499206e-07
Position 237: 1.3771257093765278e-07
Position 2829: 1.3572979169294854e-07
Position 2631: 1.2986594484706658e-07
Position 13024: 1.2544569830984895e-07
Position 825: 7.130345796692607e-08
Position 918: 5.809206676764883e-08
Position 1149: 4.018578698846965e-08
Position 215: 3.7667466569937334e-08
Position 1776: 2.5063250031505428e-08
Position 468: 2.1772580718941234e-08
Position 732: 2.1394154707380298e-08
Position 742: 1.7180342189556265e-08
Position 212: 1.703117382784173e-08
Position 471: 1.6803118931771357e-08
Position 902: 1.477020366142739e-08
Position 680: 1.420086228672575e-08
Position 1026: 1.2595099099840356e-08
Position 232: 6.402425312613137e-09
Position 6199: 4.369251409183778e-09
Position 795: 2.25428521314639e-09
Position 270: 2.241955571852616e-09
Position 807: 2.2386831422044718e-09
Position 920: 1.2997870717509522e-09
Position 138: 7.956676856153874e-10
Position 281: 7.348149365267458e-10
Position 480: 7.192951973595526e-10
Position 179: 6.311656138369281e-10
Position 239: 5.896320339597856e-10
Position 274: 5.867404817931441e-10
Position 259: 4.4518966812069597e-10
Position 128: 2.772050524838772e-10
Position 474: 2.260050531281833e-10
Position 431: 1.8114367728215532e-10
Position 241: 7.180616551555571e-11
Position 278: 5.657833065076986e-11
Position 248: 1.3802959543701565e-11
Position 116: 9.378942107025144e-12
