Gene = BRK1
Position 535: 6.570347761707015e-05
Position 11218: 5.6083641178798835e-05
Position 1334: 5.4051156584074904e-05
Position 4313: 4.387156215981352e-05
Position 3851: 4.0344026886291755e-05
Position 5320: 3.9133578705493316e-05
Position 14: 3.468293674620367e-05
Position 1591: 3.390475778623613e-05
Position 532: 2.942151378404731e-05
Position 338: 2.7808081779236322e-05
Position 11347: 2.5354662599490474e-05
Position 519: 2.5276818252624142e-05
Position 397: 2.4672922278754632e-05
Position 571: 2.264850881446699e-05
Position 4216: 2.224398994731851e-05
Position 6441: 1.9467537943677144e-05
Position 6080: 1.867769402473647e-05
Position 5999: 1.863771588151826e-05
Position 659: 1.668141288212637e-05
Position 331: 1.6647804721033904e-05
Position 826: 1.3052354358543224e-05
Position 808: 1.0609169235020682e-05
Position 3228: 9.935632634357365e-06
Position 817: 9.122654380021583e-06
Position 1420: 8.663392315226053e-06
Position 415: 7.764937903827239e-06
Position 2765: 6.451338096052826e-06
Position 516: 4.652532664474105e-06
Position 404: 4.4000601317614326e-06
Position 552: 3.795037492930617e-06
Position 846: 3.0647805957926707e-06
Position 1769: 1.644059596546249e-06
Position 2991: 1.1736931849306028e-06
Position 732: 9.239411716064806e-07
Position 757: 8.403320840572485e-07
Position 32: 7.076849750753208e-07
Position 741: 6.094193526577268e-07
Position 739: 4.283515047838948e-07
Position 1018: 2.6592127006487345e-07
Position 893: 2.5667055094502795e-07
Position 86: 1.3080523159801058e-07
Position 10963: 4.526594529764813e-08
Position 10935: 2.6360144409282567e-08
Position 607: 3.0232821192180156e-09
Position 1522: 2.6111929207682363e-09
Position 620: 3.906459200177691e-11
Position 609: 3.365141745913772e-11
Position 631: 2.735067575950056e-11
Position 688: 2.2586175074370693e-11
Position 718: 3.705479584220638e-12
Position 700: 1.1141025825040393e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10676: 0.9905945203688657
Position 9966: 0.555266103409028
Position 10033: 0.34705083328131725
Position 652: 0.29907158202651574
Position 627: 0.14100345367057143
Position 10052: 0.06403590040940986
Position 5050: 0.037024343902257784
Position 864: 0.03145276775816183
Position 9813: 0.025393308054047412
Position 3313: 0.021958200225142086
Position 1828: 0.02059249725499362
Position 591: 0.017661483196992765
Position 5777: 0.015540431985183113
Position 357: 0.013421710125877208
Position 11091: 0.012542788922068249
Position 11058: 0.011780005964718067
Position 11429: 0.011755512864929126
Position 9748: 0.010822814642228252
Position 934: 0.010724224904436513
Position 5166: 0.009993856260879973
Position 954: 0.009907664575133967
Position 688: 0.0081278759605326
Position 5719: 0.008089503663521886
Position 390: 0.006905010865249411
Position 3440: 0.006865348173124686
Position 673: 0.006169463906644881
Position 5375: 0.0060740876637735385
Position 11494: 0.005766949526689424
Position 5722: 0.005636762214615995
Position 978: 0.0041517448095776234
Position 876: 0.0039040683178639996
Position 1698: 0.0037901165437185923
Position 7678: 0.003067438262597431
Position 5420: 0.00304755676807887
Position 5967: 0.0030389325525749153
Position 11007: 0.0028655944273469013
Position 532: 0.0028598139312228945
Position 11197: 0.002585072315240577
Position 487: 0.001975001729006958
Position 905: 0.0017089235300415194
Position 1824: 0.001649047906888637
Position 11122: 0.0016037811879896775
Position 11386: 0.0015540188780904956
Position 10837: 0.001525901040155376
Position 5181: 0.0013907068596471961
Position 11455: 0.0010608789595520681
Position 10971: 0.0010313775789719019
Position 5355: 0.0010301378107609538
Position 922: 0.000994258864683181
Position 3274: 0.0009202951987253078
Position 11450: 0.0008492169778756202
Position 10799: 0.000768713748288949
Position 3278: 0.00041781509537018016
Position 11558: 0.0003311136888524627
Position 11259: 0.0003251345279319647
Position 826: 0.00029890008917111526
Position 10935: 0.00029821963284624157
Position 4215: 0.00028655460069699785
Position 11217: 0.0002442963581386961
Position 10981: 0.0002359424157317769
Position 400: 0.0002267055627955852
Position 902: 0.0002266156474000638
Position 10657: 0.0002204710311815814
Position 2920: 0.00021756654666357084
Position 10250: 0.00016741945774668607
Position 11247: 0.00016735871138596597
Position 1065: 0.00015926764422998226
Position 10600: 0.00014400532651263388
Position 10918: 0.00012859690983235656
Position 3947: 0.00011433988785323785
Position 7162: 0.00010486168455363915
Position 10747: 0.00010248758816955207
Position 11173: 0.00010242639676100529
Position 11435: 0.00010025776499518416
Position 6865: 9.79932258348642e-05
Position 10567: 7.883957245711224e-05
Position 11531: 7.833575192443281e-05
Position 4323: 7.023561644174468e-05
Position 11586: 6.128520525995792e-05
Position 11215: 5.785489667838232e-05
Position 6185: 5.7709356336465197e-05
Position 2940: 4.3720406655423346e-05
Position 9535: 4.1209318304615445e-05
Position 10385: 3.5672986230363184e-05
Position 6164: 3.364977046028763e-05
Position 5224: 3.259771112539594e-05
Position 475: 2.9638547006153308e-05
Position 1402: 2.8824495623023176e-05
Position 8944: 2.8626423327055112e-05
Position 7864: 2.6852620359876943e-05
Position 4462: 2.584677824756113e-05
Position 5352: 2.3012321124685924e-05
Position 10190: 2.2659133238568413e-05
Position 1123: 2.1589308416574516e-05
Position 10708: 2.0474975423817632e-05
Position 10703: 2.0349321138139252e-05
Position 413: 2.0348327822869933e-05
Position 7728: 2.021136920686738e-05
Position 1220: 2.011674447786021e-05
Position 10621: 1.8697791603647826e-05
Position 1138: 1.597845318696427e-05
Position 5112: 1.5254256158059938e-05
Position 7751: 1.5215465651794792e-05
Position 9278: 1.3769400618933192e-05
Position 8614: 1.1494870470669035e-05
Position 1018: 1.1485443710856781e-05
Position 11282: 1.1411230514598535e-05
Position 4018: 9.927999840097119e-06
Position 6160: 9.22554722635975e-06
Position 1347: 8.628467890587402e-06
Position 2897: 8.393095059599729e-06
Position 7888: 7.619268635431616e-06
Position 8581: 7.069061181029252e-06
Position 1419: 7.034432227422417e-06
Position 100: 6.473814146467939e-06
Position 2632: 6.451338096052832e-06
Position 3080: 5.761830443912731e-06
Position 6542: 5.0072599595105775e-06
Position 595: 4.584565245548e-06
Position 9172: 3.5968897765098537e-06
Position 6566: 3.29947323357499e-06
Position 2015: 3.008515350114062e-06
Position 1544: 2.803422269183989e-06
Position 435: 2.566462676593902e-06
Position 321: 2.369418359664048e-06
Position 1989: 1.971939349614494e-06
Position 4458: 1.3669027142574166e-06
Position 496: 1.245694502305136e-06
Position 3471: 1.04355092178156e-06
Position 1265: 9.86258553878544e-07
Position 404: 9.163536524070887e-07
Position 6513: 8.630960344504894e-07
Position 5897: 8.627456031203901e-07
Position 1303: 7.667152769379969e-07
Position 5946: 7.652215553931049e-07
Position 2323: 7.165778526541872e-07
Position 2830: 6.620533236081011e-07
Position 5098: 6.306462789206298e-07
Position 3077: 5.946730931471774e-07
Position 845: 5.910705212304706e-07
Position 1028: 5.299831626213082e-07
Position 2990: 5.098415782562654e-07
Position 887: 4.941986386526673e-07
Position 1093: 4.6200820830377445e-07
Position 4482: 3.9836234112154107e-07
Position 2205: 3.4793380194205844e-07
Position 982: 3.0380074199642886e-07
Position 3446: 2.7725619742428897e-07
Position 3014: 1.8632558166024504e-07
Position 755: 1.7195588130588657e-07
Position 797: 1.6335887030304992e-07
Position 500: 1.5808503959457182e-07
Position 121: 1.4629063309869187e-07
Position 2415: 1.4370509819864359e-07
Position 151: 9.661606092060194e-08
Position 86: 9.043290938341751e-08
Position 136: 5.197174688728185e-08
Position 232: 4.463748166515254e-08
Position 308: 4.31284021740036e-08
Position 1282: 4.272702376648224e-08
Position 1268: 3.9344002053684834e-08
Position 835: 3.7337436270232116e-08
Position 192: 1.8271566325963746e-08
Position 124: 1.3506475611322023e-08
Position 298: 8.656228316569559e-09
Position 808: 5.029337436457967e-09
Position 771: 4.961635530422293e-09
Position 189: 2.51364436200976e-09
Position 310: 1.690550771214324e-09
Position 909: 1.469983576439179e-09
Position 178: 1.034506482211622e-09
Position 757: 4.351730391049565e-10
Position 169: 3.6393551646930956e-10
Position 142: 3.495598555755063e-10
Position 209: 3.036986818816072e-10
Position 878: 1.1787121390693274e-10
Position 199: 1.061310761976154e-10
Position 240: 8.796174808882493e-11
Position 1226: 1.651536433880835e-11
Position 244: 1.357332621399206e-11
Position 264: 6.918142128193458e-12
Position 273: 1.6019139626124984e-12
Position 260: 1.3907780900936442e-12
Position 249: 3.717197850365326e-13
Position 257: 2.161086828999248e-15
