Gene = NANS
Position 8927: 4.1422736792699207e-07
Position 7460: 4.098440463324335e-07
Position 10333: 3.8433094538280605e-07
Position 10418: 3.5974327527929867e-07
Position 10583: 3.446135092587336e-07
Position 5906: 3.109445980111145e-07
Position 10489: 3.064599465299674e-07
Position 7535: 2.604918013345258e-07
Position 9716: 2.560751115918625e-07
Position 9675: 2.3696127757838297e-07
Position 8329: 2.1598962388195492e-07
Position 4297: 1.8900344538979296e-07
Position 4336: 1.7922659977442136e-07
Position 9845: 1.758714825489648e-07
Position 6597: 1.4929685084209258e-07
Position 5532: 1.0320846214627337e-07
Position 5832: 8.728855140725074e-08
Position 8051: 7.679932778339652e-08
Position 6370: 6.524869453039057e-08
Position 8025: 6.174235348377924e-08
Position 5949: 5.670473095866303e-08
Position 6292: 5.442050957071246e-08
Position 6738: 5.0127646620578586e-08
Position 4794: 3.417090850301143e-08
Position 5806: 2.9705047060918906e-08
Position 2860: 2.2624389313548297e-08
Position 5234: 2.23516480845271e-08
Position 5572: 1.996103807565361e-08
Position 5575: 1.0843460333448234e-08
Position 7856: 4.231227904762695e-09
Position 964: 3.993838930222616e-09
Position 1008: 3.6327616423221036e-09
Position 6224: 2.2668328989961553e-09
Position 3952: 8.324506005753959e-10
Position 3817: 4.0596874815030153e-10
Position 5589: 3.7329895227490056e-10
Position 3873: 2.5014399748713594e-10
Position 2054: 1.2544446812403608e-11
Position 2584: 9.193022857056836e-12
Position 1959: 8.659587232047785e-12
Position 699: 6.554500671042312e-12
Position 641: 6.338468538520848e-12
Position 1741: 6.116531364145372e-12
Position 2164: 4.679408395447736e-12
Position 870: 4.650570741895788e-12
Position 2106: 4.366466775349889e-12
Position 1992: 2.4037894151399165e-12
Position 2087: 2.210626140565224e-12
Position 141: 2.1721904787073905e-12
Position 1414: 2.046137006037931e-12
Position 159: 1.7418944989238719e-12
Position 1591: 1.625593421124915e-12
Position 2078: 1.2160223237737765e-12
Position 476: 1.1876387197242928e-12
Position 2061: 1.1397232235235169e-12
Position 1897: 1.0649437924588935e-12
Position 1314: 9.589037560669314e-13
Position 709: 7.766015552889894e-13
Position 150: 6.631152934946564e-13
Position 556: 6.582493659181722e-13
Position 874: 6.307566486958907e-13
Position 1408: 5.278678885246785e-13
Position 722: 3.556158848707705e-13
Position 905: 3.433562406818101e-13
Position 267: 3.3565886700586914e-13
Position 175: 2.7211946866923726e-13
Position 1285: 2.4291379641491274e-13
Position 651: 1.8334828642202086e-13
Position 888: 1.6099442894929594e-13
Position 529: 1.276822083896086e-13
Position 1240: 1.2732017782624142e-13
Position 862: 1.2496038734767866e-13
Position 622: 1.246258803255404e-13
Position 876: 9.842021041935632e-14
Position 971: 8.233386021657194e-14
Position 2140: 8.069520898144095e-14
Position 2284: 7.214607912280627e-14
Position 977: 3.989989014802461e-14
Position 1010: 1.730014077222599e-14
Position 1118: 1.6347594052447328e-14
Position 1149: 1.1086502066456623e-14
Position 201: 1.0528732074001038e-14
Position 81: 3.987249467931468e-15
Position 180: 3.1014886782909767e-15
Position 87: 7.818056825183815e-16
Position 213: 2.979026181205672e-17
Position 206: 1.849669914135961e-17
Position 244: 1.8264371691682428e-17
