Gene = CARNMT1
Position 2249: 0.00010684835141090465
Position 11239: 0.00010418596172725837
Position 1210: 9.357840470390693e-05
Position 3978: 8.335503632716273e-05
Position 972: 6.552387420280359e-05
Position 2343: 5.803002980623879e-05
Position 1740: 5.6906773172571025e-05
Position 488: 5.5588237067744576e-05
Position 1497: 5.085841095385145e-05
Position 1217: 4.9866394813467794e-05
Position 1341: 4.6125977136977996e-05
Position 3669: 4.373415755298298e-05
Position 3813: 4.336542385640835e-05
Position 2415: 4.206933994753483e-05
Position 627: 3.871486286879191e-05
Position 1182: 3.825743340040596e-05
Position 291: 3.6387131680828374e-05
Position 530: 2.408163457328696e-05
Position 5876: 2.3759819826278676e-05
Position 688: 2.349824552611278e-05
Position 947: 2.1190748917565738e-05
Position 1110: 1.9634786809614202e-05
Position 670: 1.942351065233243e-05
Position 862: 1.6547806356793053e-05
Position 6245: 1.3567027539448561e-05
Position 4894: 1.3489764364354647e-05
Position 412: 1.2620162634932893e-05
Position 717: 1.2506559494765305e-05
Position 1576: 1.0806157854773404e-05
Position 2598: 9.892790924140539e-06
Position 795: 9.594040891803718e-06
Position 2107: 9.175637510928773e-06
Position 1627: 9.14362514656762e-06
Position 2502: 8.07319828301633e-06
Position 4919: 7.938025281211268e-06
Position 1519: 6.951506873442376e-06
Position 1279: 6.426613506334485e-06
Position 3275: 5.835044913701424e-06
Position 310: 5.408702579993711e-06
Position 1973: 5.382970013363474e-06
Position 1419: 5.040850485048227e-06
Position 693: 4.528145863953211e-06
Position 2223: 3.1349039711047085e-06
Position 1460: 3.12497312800089e-06
Position 2566: 3.0927436091338725e-06
Position 690: 2.5359918905667035e-06
Position 793: 2.4471794330507698e-06
Position 1323: 1.4447814831442067e-06
Position 1017: 1.3149549834357482e-06
Position 2533: 1.2153215778874975e-06
Position 801: 1.1718108213874692e-06
Position 1179: 9.394259978339484e-07
Position 1019: 8.418389640518443e-07
Position 1039: 7.353541557651126e-07
Position 873: 5.571959881298697e-07
Position 2905: 4.3959282173792774e-07
Position 1319: 2.946009070953258e-07
Position 926: 2.6727871688734335e-07
Position 200: 2.538187014645498e-07
Position 632: 2.050510140437415e-07
Position 317: 1.4484041065823745e-07
Position 2547: 1.0629456954566744e-07
Position 1747: 7.323400132650027e-08
Position 323: 6.182433011642589e-08
Position 980: 6.009030273187203e-08
Position 356: 4.762043116980001e-08
Position 326: 2.9901046427073965e-08
Position 1768: 1.4896109960633365e-08
Position 864: 1.253098235286508e-08
Position 1812: 1.1940661729058728e-08
Position 320: 8.400474610278913e-09
Position 1599: 7.872460369847595e-09
Position 331: 6.635907995868743e-09
Position 329: 6.170931159169001e-09
Position 1630: 5.0275809180544295e-09
Position 1616: 4.9011464639306594e-09
Position 1888: 2.4693617971052484e-09
Position 1934: 1.6137530001926014e-09
Position 1645: 1.5106228494519713e-09
Position 226: 8.52299788131493e-11
Position 387: 2.422248422773462e-11
Position 2081: 1.3470910947148215e-11
Position 245: 1.2568791789770434e-11
Position 118: 8.099248544621024e-12
Position 158: 6.172772083508696e-12
Position 216: 4.770032486268663e-12
Position 1878: 4.212227543070465e-12
Position 2631: 1.2220009041448096e-12
Position 240: 3.041714509110819e-13
Position 116: 1.8515813721684612e-13
Position 81: 1.0315033933613394e-13
Position 213: 7.963464722373418e-14
Position 139: 6.666418951083959e-14
Position 233: 6.079632409046172e-14
Position 87: 5.425465258279937e-14
Position 230: 4.6533140298885306e-14
Position 338: 4.0302281808615915e-14
Position 390: 3.9575591984065065e-14
Position 344: 3.045270011403591e-14
Position 90: 8.004090775654521e-15
Position 125: 3.4015264733785383e-15
Position 133: 4.179388731633835e-16
Position 129: 1.3813168467961196e-16
