Gene = CPT2
Position 224: 0.0009390304287268345
Position 1010: 0.0009110184265012068
Position 1727: 0.0008636797067777476
Position 9455: 0.0008624944619198703
Position 1029: 0.0008480532789532844
Position 14479: 0.0007170193144052253
Position 412: 0.0007145618501483933
Position 2548: 0.0006961863106757869
Position 7467: 0.0005555147135287173
Position 14581: 0.0005228376094130152
Position 4628: 0.0004913239041461844
Position 1966: 0.0004895289915798083
Position 7295: 0.0004177001180579195
Position 3261: 0.00040528280192348625
Position 382: 0.0003868411693326707
Position 8657: 0.00034002525597055946
Position 5244: 0.0002759718476282402
Position 8537: 0.0002540926071157933
Position 12267: 0.000253739261301349
Position 124: 0.0002387387441551134
Position 4509: 0.00023531972679011507
Position 300: 0.0001889443123017276
Position 2425: 0.0001725802815303913
Position 3630: 0.00014593324598935223
Position 4428: 0.00014561269387301413
Position 518: 0.00010782728173701985
Position 5435: 9.164710183635189e-05
Position 345: 8.580978232491828e-05
Position 6017: 8.279833745572819e-05
Position 2109: 7.10462236180721e-05
Position 2224: 7.026390935297172e-05
Position 2173: 6.136992551645234e-05
Position 1376: 5.301789055452629e-05
Position 90: 4.2674511691843876e-05
Position 4611: 4.249205278389478e-05
Position 4365: 3.7972737732584265e-05
Position 1464: 3.539695901402372e-05
Position 564: 2.7559334948064688e-05
Position 684: 2.330365079901752e-05
Position 961: 1.9147602310337403e-05
Position 423: 1.894677188662172e-05
Position 4832: 1.6097651199082412e-05
Position 1428: 1.2994836539805076e-05
Position 613: 1.2850839719820634e-05
Position 83: 1.2299766805633682e-05
Position 177: 1.0832204255663102e-05
Position 425: 9.311133633178002e-06
Position 1104: 7.26314139202924e-06
Position 1234: 5.587076088429607e-06
Position 7234: 3.7062991730003276e-06
Position 143: 2.992026748940548e-06
Position 6603: 2.3719402116405657e-06
Position 751: 2.2596305684986037e-06
Position 5863: 2.0335089686489183e-06
Position 1389: 1.387845747944895e-06
Position 457: 5.020913390928765e-07
Position 812: 3.517114711480628e-07
Position 759: 2.309880825743666e-07
Position 6731: 2.2866307513674687e-07
Position 579: 5.962144209821383e-08
Position 732: 4.719795234205196e-08
Position 183: 4.4591082247425046e-08
Position 455: 3.2935365076268174e-08
Position 6157: 2.804487664711863e-08
Position 632: 2.7096161737030007e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4289: 0.9711363568429549
Position 5893: 0.9625281815659918
Position 8093: 0.7154113181713904
Position 13585: 0.5443637843506538
Position 7520: 0.43963481404592814
Position 502: 0.36750750184674985
Position 16834: 0.3199902584490527
Position 1586: 0.28214406897264466
Position 16181: 0.2668088441161727
Position 7488: 0.20484150025486655
Position 16351: 0.20388660957205718
Position 873: 0.16671844753326526
Position 14445: 0.16577050124817666
Position 6086: 0.1649271136650437
Position 5282: 0.15037350885507356
Position 17077: 0.1068959124886709
Position 8038: 0.10665715412942295
Position 7628: 0.08671798473410125
Position 1956: 0.08352160884798741
Position 5154: 0.07138282167947159
Position 1183: 0.05730745098716483
Position 1153: 0.0449129907086093
Position 4627: 0.03848829023493126
Position 5778: 0.03452794811430186
Position 7374: 0.0330013184324226
Position 4624: 0.03185943897755085
Position 894: 0.031410599439924476
Position 11735: 0.02629776170501585
Position 1296: 0.025866511957266945
Position 8334: 0.025835621859920478
Position 14661: 0.025681646529797108
Position 947: 0.025533081788484492
Position 11775: 0.025314293674916995
Position 8019: 0.024483934953911372
Position 919: 0.020047356442497985
Position 5126: 0.01906031700911303
Position 2035: 0.018151142594191694
Position 8419: 0.01670288796020495
Position 10623: 0.01634455097248204
Position 2945: 0.015502370892563682
Position 1328: 0.012497136093357399
Position 462: 0.012135993478067961
Position 4479: 0.012052197581462424
Position 13934: 0.011931517311683834
Position 1871: 0.01125480356588836
Position 9320: 0.011236125685812951
Position 8270: 0.010541199467857084
Position 1376: 0.010303173268748484
Position 1002: 0.010028400511402625
Position 14484: 0.008608370506981478
Position 838: 0.008532955344736018
Position 1603: 0.008529369164031459
Position 1805: 0.008527332777048712
Position 7644: 0.007992337242709875
Position 12142: 0.00791561351398963
Position 5494: 0.007896629829174414
Position 9292: 0.007797759885757476
Position 15132: 0.007251264330443872
Position 1341: 0.007225502409213737
Position 5310: 0.007178578285071709
Position 591: 0.006797521804044902
Position 2309: 0.006756228644817998
Position 5157: 0.006550333583853283
Position 13106: 0.0065290309775334785
Position 4665: 0.006240633302597713
Position 1128: 0.005336992565500385
Position 2971: 0.00516161423618209
Position 12291: 0.005047184027945602
Position 986: 0.0046088705164614155
Position 6782: 0.0046062465476984496
Position 2075: 0.004397312535268147
Position 12429: 0.004162517840314806
Position 13737: 0.0038780171073119693
Position 8650: 0.003846726435451072
Position 13044: 0.003526003461653223
Position 372: 0.003393796195107415
Position 10330: 0.003316449059563091
Position 338: 0.0031125295098771992
Position 4261: 0.002669667225495241
Position 5448: 0.002289093122786231
Position 3541: 0.0022649962339051414
Position 11924: 0.0022279600610138925
Position 10457: 0.002185419103627721
Position 9799: 0.0020573890366281647
Position 1456: 0.0018731641227579105
Position 3121: 0.0018611479640983138
Position 9431: 0.0017998361273630842
Position 2255: 0.0017731499290612768
Position 5086: 0.0016834170163311662
Position 5615: 0.001600606766292748
Position 13539: 0.0015748969510018295
Position 579: 0.0015209631800624452
Position 12002: 0.0014393239347735118
Position 7405: 0.0014387851260676458
Position 2902: 0.0014130641952962131
Position 177: 0.0013104894917960804
Position 613: 0.0012351460135337435
Position 12448: 0.0011766169966708768
Position 12055: 0.0011349546976613424
Position 7600: 0.001060592802386226
Position 1209: 0.001042629340214765
Position 951: 0.000988285055272446
Position 239: 0.0009305225062282965
Position 2951: 0.0009173381497767833
Position 11525: 0.0009119458315211688
Position 7710: 0.0008810350896738444
Position 4537: 0.0008785708219533108
Position 8720: 0.0008765798670550818
Position 1610: 0.0008752672131628258
Position 3198: 0.0008393520698204742
Position 843: 0.0007634858466391307
Position 2223: 0.0007453572614284347
Position 13444: 0.000723092454329482
Position 8550: 0.0007124024021904899
Position 5523: 0.0006864423616335273
Position 7186: 0.0006634361643498366
Position 14933: 0.0006236961191770931
Position 469: 0.0006229835628564156
Position 14993: 0.0006125882974270521
Position 7094: 0.0006014965668141257
Position 4903: 0.000591692031718147
Position 2202: 0.0005460228435135214
Position 7064: 0.0005346779692114183
Position 4906: 0.0005142218240098672
Position 4570: 0.000505830438553673
Position 4967: 0.0004969968354467534
Position 1162: 0.0004826997249048497
Position 2004: 0.0004547871143336841
Position 773: 0.0004426544892987205
Position 1768: 0.00035148782242610003
Position 6809: 0.00035061672422604767
Position 11215: 0.00034955355552901814
Position 7993: 0.00033905184761373445
Position 4934: 0.00033801330980956187
Position 6703: 0.0003183696449149571
Position 199: 0.00031561050998649945
Position 11057: 0.00031333911018564803
Position 3136: 0.00028459381000936837
Position 622: 0.0002758317369792395
Position 7527: 0.00026785963884026846
Position 341: 0.00026401875338052884
Position 1224: 0.0002618937248235023
Position 2470: 0.00026011122339317065
Position 1671: 0.00025012543544194115
Position 1550: 0.00023740261722993118
Position 4685: 0.00021408575298725293
Position 8881: 0.00020449330248066726
Position 4312: 0.00018652799220861
Position 1959: 0.0001823321501463349
Position 5901: 0.00017550465615164107
Position 652: 0.00016806850733857258
Position 572: 0.00016439048823369402
Position 6088: 0.000152895629355826
Position 6107: 0.00014766193281029073
Position 4165: 0.0001405350230962609
Position 1824: 0.00013745575555250566
Position 5754: 0.00013023072548300628
Position 10206: 0.00012930906648297804
Position 1219: 0.0001250013338565254
Position 4689: 0.00010570454546462567
Position 4818: 0.00010346907469776102
Position 9972: 9.642225764080167e-05
Position 5327: 9.477313876348003e-05
Position 9001: 8.253423640168601e-05
Position 812: 8.190819266495647e-05
Position 2813: 7.937326990681263e-05
Position 751: 7.24094152638119e-05
Position 8308: 4.6356251436778165e-05
Position 1039: 4.6067238135227904e-05
Position 151: 4.254776069277907e-05
Position 732: 3.8940988162088244e-05
Position 1462: 3.325058537975037e-05
Position 131: 2.8855755001893226e-05
Position 5785: 2.7383128516248196e-05
Position 7956: 2.7176969635274937e-05
Position 4514: 2.5590196678574052e-05
Position 6538: 2.508914965974484e-05
Position 8053: 2.374182925914643e-05
Position 4487: 2.3153267190135048e-05
Position 8553: 2.211160112121322e-05
Position 1619: 2.0635615786710883e-05
Position 300: 1.9286269273083755e-05
Position 8361: 1.8593409465991627e-05
Position 345: 1.7823908895088798e-05
Position 9380: 1.5819714974511066e-05
Position 852: 1.581782195089158e-05
Position 4112: 1.4297644685612581e-05
Position 423: 1.3040489996797252e-05
Position 797: 1.245971134112031e-05
Position 8379: 1.236107669689423e-05
Position 317: 1.0939864285190462e-05
Position 1528: 1.072586621971546e-05
Position 1082: 1.0724210563898406e-05
Position 4579: 1.0244174996495895e-05
Position 961: 9.946534500506874e-06
Position 3909: 9.666101545268945e-06
Position 4084: 9.356511250903876e-06
Position 627: 8.417837301177805e-06
Position 1407: 7.960232613252477e-06
Position 401: 7.74028191146146e-06
Position 5975: 7.282303337535197e-06
Position 1651: 6.8303307868022284e-06
Position 5466: 6.586804171277335e-06
Position 1558: 6.077909486035588e-06
Position 1428: 4.9136208178599615e-06
Position 1394: 4.1418360120714985e-06
Position 709: 3.995519713853857e-06
Position 1552: 3.450247908448668e-06
Position 205: 3.4138924055247013e-06
Position 90: 3.322998082569734e-06
Position 1415: 3.2272635507556e-06
Position 4109: 3.225974872976461e-06
Position 657: 2.9386767146056086e-06
Position 4139: 2.6897018704277055e-06
Position 1644: 2.373817212387563e-06
Position 787: 1.6928072819701743e-06
Position 5733: 1.0769390036250804e-06
Position 5653: 7.167240956722336e-07
Position 5756: 6.780771734016901e-07
Position 6481: 5.938940552604611e-07
Position 244: 4.7228643463076154e-07
Position 409: 4.357218671989719e-07
Position 357: 3.071213606037595e-07
Position 321: 2.3759642548840416e-07
Position 398: 2.1535722208720246e-07
Position 382: 1.8958408625775904e-07
Position 2816: 1.8624952360437644e-07
Position 2658: 1.7927495905501906e-07
Position 208: 1.2395278703777975e-07
Position 2173: 1.134470546181936e-07
Position 6745: 9.023865228459038e-08
Position 6893: 7.86344124949889e-08
Position 6812: 7.093983713881253e-08
Position 6568: 5.2412564357782813e-08
Position 6585: 3.29757104531549e-08
Position 99: 2.2155173686517333e-08
Position 412: 1.2529340670357634e-08
Position 106: 9.520834441665135e-09
Position 261: 3.2688780900708525e-09
Position 249: 2.6104239191925533e-09
Position 268: 2.2967940032958626e-09
Position 253: 1.5761203143623848e-09
Position 258: 1.8906261158317092e-11
Position 6036: 3.9805657325073045e-12
Position 666: 1.666885441703762e-17
