Gene = APOBEC4
Position 466: 0.004586504916772231
Position 1001: 0.00443580659537312
Position 329: 0.004304213729319787
Position 5387: 0.004269968506405144
Position 4643: 0.004027048983956843
Position 563: 0.003893509996681746
Position 1141: 0.0034089824394821964
Position 349: 0.0032489639298775705
Position 1332: 0.003047152548007999
Position 4290: 0.002850666413974795
Position 5167: 0.002816445003013277
Position 1392: 0.0023968322090577344
Position 2046: 0.0022316171920947177
Position 6725: 0.001934575062171573
Position 1802: 0.001921334130380271
Position 1248: 0.0018990608519476474
Position 5832: 0.0018518831011051103
Position 6386: 0.0018442422005434161
Position 428: 0.0017595988048944924
Position 4239: 0.0017159687964379384
Position 3159: 0.0016851202550677241
Position 1301: 0.001568363803100794
Position 4182: 0.0014725484243643908
Position 4096: 0.0013305244668037923
Position 4970: 0.001300119303928021
Position 3840: 0.0012965689349294398
Position 3666: 0.001247067427049516
Position 4814: 0.0011421314685298289
Position 271: 0.0011170232747569528
Position 4014: 0.0011084988239253282
Position 1824: 0.0009885844712030456
Position 5231: 0.000922489847310335
Position 470: 0.0008680373793868378
Position 1346: 0.0008442208799741707
Position 1763: 0.0007826432857313888
Position 366: 0.0007308879267060909
Position 6239: 0.0007221342315830623
Position 6529: 0.0006946575088266082
Position 5550: 0.0006425998809617947
Position 4031: 0.0006206978342708214
Position 975: 0.0006133737122868859
Position 2138: 0.0005551756523097379
Position 4853: 0.0005378686823501951
Position 2797: 0.0004961173143021966
Position 1831: 0.0004921226231170634
Position 5472: 0.00048124242115593976
Position 3901: 0.000478916784818389
Position 109: 0.00040122496141369263
Position 4456: 0.0003889661333299657
Position 6135: 0.0003488904290127992
Position 4919: 0.0003412875564315631
Position 1698: 0.00033275198788008795
Position 2773: 0.00031062456199500794
Position 1941: 0.00029446938164478273
Position 154: 0.00027782904892187827
Position 4049: 0.0002738057501919812
Position 5427: 0.00025849379291679835
Position 797: 0.00025641814261720744
Position 4420: 0.0002467368515425105
Position 2255: 0.0002379405481846393
Position 3234: 0.00022835946929782619
Position 2373: 0.00022601247425246834
Position 3628: 0.00022508199985322574
Position 4983: 0.00022488574945038752
Position 123: 0.00022267958843062347
Position 2645: 0.0002200391665788686
Position 1371: 0.0001868449713669909
Position 2348: 0.0001845015697266035
Position 3015: 0.00018403966820534627
Position 5964: 0.0001693403760014009
Position 899: 0.0001552095822151942
Position 4144: 0.0001147224873241521
Position 2935: 9.676466347294984e-05
Position 2659: 9.459458012371379e-05
Position 4224: 9.434518455579406e-05
Position 3678: 9.420893677741264e-05
Position 1425: 9.01462514045111e-05
Position 476: 8.784428971390056e-05
Position 6062: 8.510298679431279e-05
Position 2376: 7.487899374540448e-05
Position 2326: 7.384082401376541e-05
Position 3552: 7.259606499560557e-05
Position 2134: 7.131845550499135e-05
Position 141: 7.1162476880673e-05
Position 1859: 6.525217986924547e-05
Position 2172: 6.321224070637052e-05
Position 690: 5.922433051444375e-05
Position 6029: 5.827965210786463e-05
Position 2096: 5.3130867292804964e-05
Position 1194: 5.3069704433006694e-05
Position 3850: 5.247144877899528e-05
Position 543: 4.786091140049814e-05
Position 2241: 4.412492010190229e-05
Position 1363: 3.84577176410437e-05
Position 1167: 3.5000158826337014e-05
Position 2270: 3.437206975984028e-05
Position 2871: 3.27411292304885e-05
Position 2064: 3.2587765004351084e-05
Position 182: 2.9605495254973905e-05
Position 385: 2.1464043504682373e-05
Position 1644: 1.761132320422987e-05
Position 628: 1.705086434378952e-05
Position 1475: 1.6274225416008457e-05
Position 1405: 1.417065798477542e-05
Position 1514: 1.3858853100380174e-05
Position 2015: 1.3787537351543672e-05
Position 1558: 1.308335702206989e-05
Position 292: 5.414206660920257e-06
Position 281: 5.20992258198427e-06
Position 173: 4.5361161574126945e-06
Position 1526: 4.365284617479688e-06
Position 3765: 4.02735137577647e-06
Position 170: 2.9410053702333187e-06
Position 660: 2.374972699108162e-06
Position 1472: 1.6042163704873992e-06
Position 574: 1.3296570358304583e-06
Position 1034: 1.3024854651558343e-06
Position 223: 1.1707150724256655e-06
Position 1808: 1.0791580925790747e-06
Position 981: 1.0680476492490761e-06
Position 1537: 1.0002106771506082e-06
Position 1005: 8.530165841054182e-07
Position 488: 8.480682885517864e-07
Position 592: 6.816591354035658e-07
Position 2158: 6.651694687981391e-07
Position 586: 5.492754862676359e-07
Position 1709: 5.228052765495597e-07
Position 1415: 5.170426853937184e-07
Position 635: 3.229777952597521e-07
Position 89: 3.156094085837779e-07
Position 580: 2.7090196588150343e-07
Position 1123: 2.5849756735460304e-07
Position 301: 2.1218390928404858e-07
Position 480: 1.9318653555191444e-07
Position 843: 1.863400592699148e-07
Position 596: 1.833124873335798e-07
Position 371: 1.82503122219076e-07
Position 1298: 1.7223618846367166e-07
Position 2938: 1.2740025648074696e-07
Position 478: 1.0141031734953375e-07
Position 612: 1.0113236893198117e-07
Position 934: 1.0001461232922001e-07
Position 2427: 8.746221930804174e-08
Position 380: 6.867349776922212e-08
Position 603: 6.36782374121403e-08
Position 230: 5.828359867256096e-08
Position 4109: 3.8650640159311e-08
Position 651: 2.624255103119668e-08
Position 91: 2.6191369358892497e-08
Position 673: 2.5149780818505115e-08
Position 816: 2.0002296128438155e-08
Position 1040: 1.986164374755806e-08
Position 909: 1.7477207823543325e-08
Position 799: 1.4010748484896165e-08
Position 669: 1.3252282795051674e-08
Position 728: 1.2680786473984615e-08
Position 382: 1.1108367064085286e-08
Position 806: 1.0223629005222074e-08
Position 600: 1.0194224005817317e-08
Position 927: 5.30353325335003e-09
Position 73: 3.825091908049197e-11
