Gene = PP2D1
Position 6673: 0.004837266078266732
Position 6091: 0.004829165050946648
Position 9278: 0.004787318672955559
Position 7703: 0.004292267689829596
Position 4589: 0.004241366753152039
Position 14003: 0.003669234601484351
Position 1412: 0.0035309027637183306
Position 8606: 0.0031710861064117865
Position 3438: 0.0026018732640444376
Position 2922: 0.00249829958301369
Position 13525: 0.002492127609368733
Position 1817: 0.0024688373461213015
Position 6111: 0.002444582192615833
Position 9026: 0.0022700063500009082
Position 2707: 0.002112725218543653
Position 5402: 0.0020578502865411462
Position 4062: 0.001984141147828803
Position 10314: 0.0018473462594578338
Position 7222: 0.0018440969386577623
Position 8200: 0.0018428203069670327
Position 7640: 0.0018342963299167578
Position 2470: 0.0016156786731449607
Position 3502: 0.0015504989107606114
Position 12448: 0.0014265710015402625
Position 12675: 0.001415835198859343
Position 10718: 0.0014075989063252559
Position 11851: 0.0013207306555081595
Position 11981: 0.0013166991084034576
Position 341: 0.0012303426782739907
Position 6912: 0.0011607106879726397
Position 4153: 0.0011144415868554398
Position 10977: 0.0010850911068885237
Position 10597: 0.0009155767683754327
Position 6444: 0.0009060796567180082
Position 2826: 0.0007043299059849536
Position 4172: 0.0006773414459261799
Position 534: 0.0006684531601669168
Position 4178: 0.0006670294435600964
Position 10674: 0.0006663664347973237
Position 3581: 0.0006437444407022886
Position 6161: 0.0006259714250281323
Position 9302: 0.0006182473177061212
Position 3428: 0.0005848631115583274
Position 2365: 0.0005665247490803421
Position 4968: 0.0005573297390969961
Position 4779: 0.0005099423508498241
Position 1530: 0.0004953704556734554
Position 1083: 0.000489903856173366
Position 1788: 0.0004473991195813439
Position 3378: 0.00044272868726713435
Position 2639: 0.00041851180019536683
Position 2666: 0.00038491433075383495
Position 9440: 0.0003848860288770408
Position 4875: 0.00037823643108839746
Position 1279: 0.0003645539991512532
Position 4343: 0.0003450016658019481
Position 6636: 0.0003407741977755944
Position 3765: 0.00033119304208170474
Position 2896: 0.0003248117157952378
Position 6763: 0.0003137653318480587
Position 1611: 0.00029533044252060155
Position 7766: 0.0002948315029936327
Position 996: 0.00025729270766154184
Position 3061: 0.0002341955599967791
Position 7672: 0.00022535345141372248
Position 8505: 0.00022023675818092758
Position 4430: 0.00021746513120559225
Position 3929: 0.00021622290978007174
Position 93: 0.00021367654748545928
Position 1258: 0.0002127843632279253
Position 5103: 0.00021137926905263568
Position 1936: 0.00020929574658352457
Position 3406: 0.0002059106326658122
Position 3257: 0.00018631250269488623
Position 2669: 0.0001705491699204986
Position 4488: 0.00016774880612753336
Position 4112: 0.0001386884841758635
Position 6501: 0.00013643688999126532
Position 888: 0.00013140164303654
Position 1102: 0.00011618100848639397
Position 4728: 0.00010133877174666547
Position 1229: 9.452919872844717e-05
Position 953: 9.326432114358558e-05
Position 2683: 8.784404461035304e-05
Position 2609: 8.719761980700337e-05
Position 1454: 8.226946451116541e-05
Position 1628: 8.180493633315984e-05
Position 486: 8.052476849574353e-05
Position 1536: 7.854205344651883e-05
Position 7390: 7.693228584769996e-05
Position 4398: 7.358183300862519e-05
Position 4948: 7.251041854947929e-05
Position 5422: 7.090615955286777e-05
Position 5207: 6.912399466973579e-05
Position 4725: 6.7977721498155e-05
Position 869: 6.783853925475687e-05
Position 5597: 6.527256341282366e-05
Position 3104: 5.851482101607612e-05
Position 3314: 5.7434515370249636e-05
Position 4150: 5.654167601560195e-05
Position 3926: 5.535154190044576e-05
Position 1245: 4.935905848479532e-05
Position 4157: 4.761663650100191e-05
Position 1049: 4.494385690808484e-05
Position 4005: 4.191638438299622e-05
Position 2420: 4.006513683361614e-05
Position 411: 3.917860265010662e-05
Position 3908: 3.869384714692727e-05
Position 3864: 3.4478478724171975e-05
Position 2686: 3.3409844512035476e-05
Position 695: 3.11606638597334e-05
Position 1726: 3.0693693716695564e-05
Position 2495: 2.979677684895603e-05
Position 2553: 2.8952131873267264e-05
Position 318: 2.654435786482969e-05
Position 698: 1.9214968366785623e-05
Position 615: 1.791982604237508e-05
Position 192: 1.4543412983478811e-05
Position 540: 1.2813020490061993e-05
Position 1108: 1.0904451929692773e-05
Position 1388: 7.181845252251596e-06
Position 1092: 6.176173823091747e-06
Position 97: 3.7818616176726773e-06
Position 1640: 3.463083539105518e-06
Position 1419: 2.661675980744266e-06
Position 2981: 2.3854694586800864e-06
Position 2978: 2.289080592089913e-06
Position 1283: 2.2004124157993657e-06
Position 890: 2.067407329333512e-06
Position 2289: 2.0453589553549036e-06
Position 928: 1.806339477951271e-06
Position 1483: 1.762957059870102e-06
Position 1887: 1.270940438049149e-06
Position 724: 1.130741086492945e-06
Position 1637: 9.038684401813051e-07
Position 2150: 7.459776837559735e-07
Position 1424: 6.374788248876415e-07
Position 1908: 5.512158825245441e-07
Position 1005: 3.1854702116101307e-07
Position 1295: 2.2728058840720116e-07
Position 1377: 1.7765104295865588e-07
Position 777: 1.5433156740676732e-07
Position 791: 1.3648504399758677e-07
Position 750: 1.011232033217898e-07
Position 253: 9.010416796201774e-08
Position 443: 8.433642392802745e-08
Position 1289: 6.590412597882304e-08
Position 1469: 6.487189603674956e-08
Position 441: 5.444207494554149e-08
Position 204: 3.864924260498539e-08
Position 632: 3.462598017168594e-08
Position 1841: 3.049706201797358e-08
Position 226: 2.2246305251805962e-08
Position 198: 1.5815270974554932e-08
Position 756: 1.0693546825392914e-08
Position 940: 1.0196142812842818e-08
Position 76: 6.8351477440052505e-09
Position 767: 4.550638460089809e-09
Position 280: 2.3365063476223813e-09
Position 241: 2.17824704891083e-09
Position 206: 1.6947366486259786e-09
Position 413: 1.2154186410786556e-09
Position 262: 1.1536029030205943e-09
Position 237: 7.021668539437607e-10
Position 2257: 6.873465671992924e-10
Position 211: 5.749284714880555e-10
Position 326: 4.4518539463854854e-10
Position 230: 4.112248151304575e-10
Position 217: 1.8320566490883074e-10
Position 700: 1.2503401467113406e-10
Position 704: 8.41151229067926e-11
Position 80: 1.952195874839143e-11
Position 644: 3.6018330124087213e-12
Position 784: 2.1444518438244223e-12
Position 656: 2.426408902559738e-13
