Gene = PHPT1
Position 1452: 0.00010231052043116782
Position 827: 8.374080245093257e-05
Position 332: 5.740054318758111e-05
Position 1909: 4.930526915481206e-05
Position 793: 4.177293745863188e-05
Position 1048: 3.329402902326185e-05
Position 1369: 3.1052338988625e-05
Position 291: 3.0349833889364766e-05
Position 1144: 2.7467337392361987e-05
Position 415: 2.2648372944304522e-05
Position 678: 2.236901745811763e-05
Position 133: 1.9638629661783736e-05
Position 524: 1.691448358517384e-05
Position 1763: 1.3415132090360225e-05
Position 1232: 1.273953523675321e-05
Position 1010: 1.0903111273281261e-05
Position 480: 5.547497933336916e-06
Position 271: 5.4575259007108675e-06
Position 313: 5.369164351482837e-06
Position 960: 1.999130230933881e-06
Position 316: 1.7912952061117765e-06
Position 584: 1.462550388249595e-06
Position 453: 1.0195640653611172e-06
Position 329: 1.004685815891823e-06
Position 974: 8.121849817731116e-07
Position 829: 6.984756669900949e-07
Position 566: 4.733636538518106e-07
Position 1088: 2.80465790110026e-07
Position 1019: 2.5448726195514184e-07
Position 184: 1.0176798485111277e-07
Position 455: 9.107889464979226e-08
Position 580: 4.1304752709535577e-08
Position 459: 3.566808377761598e-08
Position 462: 2.1594427452995058e-08
Position 489: 6.204290174082667e-09
Position 235: 5.943838789368747e-09
Position 154: 5.2520093016044294e-09
Position 501: 2.3056024070531626e-09
Position 147: 2.0372038014491054e-09
Position 217: 3.407502378071235e-10
Position 162: 3.194112563987687e-10
Position 540: 5.506997303297975e-12
Position 71: 2.8289806335778814e-19
Position 73: 4.4142311655006734e-23
