Gene = ZBED8
Position 4111: 0.00025797460229142995
Position 3297: 0.0002508041744408332
Position 3875: 0.00023395423011030633
Position 3424: 0.00022294530632543022
Position 1568: 0.00021792899556766408
Position 2423: 0.00021350442605129485
Position 2022: 0.00021093032627572873
Position 906: 0.00017190062924709047
Position 375: 0.00017049952291755334
Position 2900: 0.0001587864628011444
Position 1132: 0.00015760998775356583
Position 254: 0.00015091578584552545
Position 1586: 0.00014658839008636776
Position 1714: 0.00011773363963654966
Position 1061: 0.00011052049556997295
Position 1108: 8.955053175996097e-05
Position 1793: 7.943583475404791e-05
Position 536: 7.795663965795842e-05
Position 2963: 6.525131792273554e-05
Position 1046: 5.021215655511e-05
Position 1408: 4.208285782264535e-05
Position 2550: 2.8142622340442773e-05
Position 462: 2.4420909138518347e-05
Position 2803: 1.9981604881820932e-05
Position 1141: 1.8488294450950953e-05
Position 711: 1.5126543152308832e-05
Position 1341: 1.3091557007730042e-05
Position 516: 1.2381512075824215e-05
Position 563: 1.2010990706525423e-05
Position 1066: 8.93572874009568e-06
Position 349: 8.55412475272587e-06
Position 387: 8.06316209514957e-06
Position 176: 7.614575475236579e-06
Position 793: 7.477509588781773e-06
Position 491: 6.418280209261795e-06
Position 267: 6.234478739574283e-06
Position 725: 4.465222824761318e-06
Position 501: 4.4335336033068385e-06
Position 2472: 4.198953716741158e-06
Position 2861: 3.721291554606765e-06
Position 682: 3.283025030873888e-06
Position 1118: 3.2773396491740044e-06
Position 190: 2.9599363828254576e-06
Position 178: 2.796569144617757e-06
Position 524: 2.487636013739924e-06
Position 397: 2.0736701279427027e-06
Position 689: 1.6310500852006708e-06
Position 552: 1.6144228514101593e-06
Position 767: 1.2758901914542744e-06
Position 939: 1.2021586012533473e-06
Position 1313: 1.1696535604894742e-06
Position 2000: 1.0748019421879004e-06
Position 144: 8.755296895532666e-07
Position 1939: 7.110421308087436e-07
Position 571: 5.991365960173859e-07
Position 235: 4.6787385841713576e-07
Position 107: 3.793288643376999e-07
Position 238: 2.7892511874323144e-07
Position 275: 1.6401576156003294e-07
Position 686: 6.735574204567218e-08
Position 402: 2.5649325188268668e-08
Position 1326: 2.2365943969457827e-08
Position 289: 1.6260269398393497e-08
Position 300: 1.5336727671777753e-08
Position 214: 7.616547436234884e-09
Position 2101: 2.8926888402595966e-09
Position 118: 2.3288224429208843e-09
Position 404: 3.1400030601782617e-10
Position 196: 2.208333185110771e-10
Position 203: 1.23544571076443e-10
Position 201: 1.1839081034910246e-10
