Gene = SRPRB
Position 4033: 0.0014010142557913444
Position 34501: 0.001280922551107416
Position 33611: 0.001221648370403601
Position 32923: 0.0011723459990439808
Position 33291: 0.001024431161119018
Position 3356: 0.0009286019582372448
Position 751: 0.0009249188217045729
Position 10473: 0.0009166434229011057
Position 369: 0.0008289855183956013
Position 2947: 0.0008099030437453764
Position 371: 0.0007680890485120899
Position 32919: 0.0006734470425721789
Position 29365: 0.00036979493838580635
Position 35680: 0.0003507980503671956
Position 29766: 0.0003450920703512647
Position 3719: 0.00031735475343871685
Position 1088: 0.00030880340704510234
Position 35832: 0.0002847934401846091
Position 5360: 0.0002496200099038192
Position 36254: 0.00022341339249386672
Position 1676: 0.00019827077433141082
Position 35795: 0.00016555470300321458
Position 2695: 0.00014841555553944848
Position 3335: 0.00013367355281778773
Position 1043: 0.00012315350805945565
Position 24627: 0.0001193469604810726
Position 4173: 0.00011851453577966147
Position 2056: 0.00011669584254548316
Position 36959: 6.315063340762559e-05
Position 92: 4.7140477764851206e-05
Position 188: 4.088308457305706e-05
Position 5018: 3.405700009838795e-05
Position 397: 2.9388357865986848e-05
Position 417: 2.6445437515145798e-05
Position 121: 1.5109771691731369e-05
Position 1507: 1.3856041489274085e-05
Position 1411: 1.2268305168358653e-05
Position 382: 8.884278343959167e-06
Position 1264: 8.779843520487758e-06
Position 1313: 7.701275608247416e-06
Position 136: 6.291873426456491e-06
Position 1362: 6.232898128524494e-06
Position 852: 6.023682589380686e-06
Position 1137: 5.869082500695742e-06
Position 725: 5.088990772477799e-06
Position 811: 4.26413619605621e-06
Position 1460: 4.154825278734285e-06
Position 53: 3.285725245981271e-06
Position 652: 2.783037582514102e-06
Position 289: 2.68269062358289e-06
Position 912: 2.072407835311003e-06
Position 35: 1.84500631563973e-06
Position 71: 1.261090679426965e-06
Position 1096: 9.545375144388646e-07
Position 961: 9.150417728331322e-07
Position 574: 6.802012133072436e-07
Position 795: 6.36970989008294e-07
Position 1219: 6.035626678240479e-07
Position 1799: 5.082522096817455e-07
Position 561: 4.427960556395051e-07
Position 1596: 3.708442060228722e-07
Position 35638: 2.859693601128521e-07
Position 27: 2.6505416106256017e-07
Position 1783: 2.5233710347298004e-07
Position 1544: 2.3233774362096395e-07
Position 204: 1.7572148038015216e-07
Position 709: 9.682537927325707e-08
Position 272: 2.3749046317348746e-08
Position 607: 2.1128484370888296e-08
Position 536: 1.8584475417537177e-08
Position 1145: 1.7923255990846042e-08
Position 515: 1.5734637930488776e-08
Position 431: 9.583933267348498e-09
Position 518: 5.2625709326273446e-09
Position 46: 5.246801120023611e-09
Position 287: 4.5015470291676605e-09
Position 362: 4.0322957126329775e-10
Position 166: 2.8269091277230697e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 35519: 0.9649376080243143
Position 13541: 0.9449220168354614
Position 32844: 0.919816918731295
Position 23712: 0.9095845319062911
Position 22575: 0.8535400709759635
Position 17094: 0.7328751616923095
Position 29015: 0.6788144741028665
Position 27083: 0.6506315843438986
Position 9321: 0.6409635576152617
Position 31556: 0.49452460461009967
Position 28221: 0.4177419576617714
Position 4870: 0.25456677964283675
Position 17437: 0.24246167557994608
Position 4799: 0.21018319355024748
Position 11345: 0.18202363177859987
Position 8427: 0.17822303142321713
Position 26892: 0.17024041043512192
Position 29205: 0.1656106499351545
Position 35213: 0.14593329504063943
Position 17529: 0.11320685131292216
Position 10526: 0.1059520735256925
Position 9343: 0.07701108022090083
Position 12110: 0.07040098626959201
Position 35980: 0.06466800747452328
Position 28170: 0.06207803190062102
Position 9674: 0.06084903902526165
Position 29268: 0.053098483746095826
Position 26990: 0.052917186268417765
Position 33735: 0.05269202306729593
Position 5176: 0.04418725534583492
Position 33814: 0.037477580715484404
Position 9697: 0.03651242531800353
Position 29149: 0.03558481505813985
Position 9068: 0.03534208366751284
Position 29172: 0.03515138674567821
Position 28418: 0.03358165085640015
Position 476: 0.031866771543784506
Position 16184: 0.03133237942999189
Position 29074: 0.031093495999581354
Position 28263: 0.029754825479332996
Position 17268: 0.028335737854014637
Position 25394: 0.025797879531079357
Position 28993: 0.0245214383219278
Position 32825: 0.024108277981604607
Position 23567: 0.02306268509520895
Position 3792: 0.02157215104845836
Position 35908: 0.019116435749258268
Position 33374: 0.01899540827349689
Position 29712: 0.018124950454489905
Position 25491: 0.018116372362435566
Position 28887: 0.017885143379836384
Position 10589: 0.017327216452590548
Position 4496: 0.01688003667143736
Position 33520: 0.01682019977328916
Position 33738: 0.01620413949090194
Position 35555: 0.016022216623050787
Position 31580: 0.015027880282615974
Position 13595: 0.014916334913065423
Position 907: 0.014895585631750969
Position 28394: 0.014894955655345378
Position 29375: 0.014779540443272345
Position 37348: 0.013630721291515236
Position 36019: 0.013366533523890193
Position 33966: 0.013114329361976223
Position 4595: 0.012495503095107878
Position 33688: 0.0124494582374949
Position 29226: 0.012419499735225895
Position 9748: 0.011844119714017293
Position 9378: 0.011824872125699971
Position 26563: 0.010606919959612337
Position 3535: 0.010112099888858757
Position 5338: 0.00990350948787988
Position 36870: 0.009719098261842949
Position 25444: 0.00925524754059836
Position 2626: 0.009172936168184298
Position 9604: 0.009151366683159948
Position 606: 0.008972536515926886
Position 1922: 0.007986538227244946
Position 2765: 0.007924306425143244
Position 26402: 0.007580034116129777
Position 17549: 0.007469820549232469
Position 26930: 0.007151325451602445
Position 6790: 0.007075292103427562
Position 257: 0.007071439747474843
Position 1967: 0.007022300930169127
Position 29183: 0.006820421664682618
Position 32434: 0.006490549540437005
Position 7342: 0.006482994787931688
Position 181: 0.006011559746782955
Position 37137: 0.005910252811704287
Position 33170: 0.00587981383796102
Position 29769: 0.005686322972047154
Position 34296: 0.0056062978842015354
Position 4297: 0.005459293738198599
Position 7093: 0.005257012563945253
Position 515: 0.005203476096361527
Position 34848: 0.005032695025802081
Position 32786: 0.0050096446829668625
Position 32763: 0.004679992611826463
Position 3425: 0.004658643790233587
Position 24983: 0.004592088318809379
Position 8921: 0.004580210834171323
Position 4961: 0.004542978377739879
Position 34001: 0.004446608879474865
Position 25510: 0.004424045515417585
Position 4933: 0.004072535291791499
Position 10382: 0.003782801432237346
Position 28815: 0.003645164797543203
Position 7244: 0.003545410503816241
Position 4216: 0.003518865131686596
Position 25532: 0.0034596541987075673
Position 26240: 0.003343347909255082
Position 26049: 0.003263425637287073
Position 36328: 0.0030909382161811304
Position 16145: 0.0030868796019008268
Position 3872: 0.003066182061643995
Position 9716: 0.0028972730465228825
Position 26009: 0.0028257861116083405
Position 3618: 0.0027784953104177186
Position 24979: 0.0027252476263061954
Position 17511: 0.002529315916432761
Position 32403: 0.0025240326957630807
Position 35913: 0.002369356605545212
Position 3600: 0.002327609254582044
Position 2634: 0.0022876758510634574
Position 8500: 0.0021995904483034564
Position 9662: 0.002044746566896463
Position 34597: 0.0020431057076480863
Position 6770: 0.001907345531732041
Position 2823: 0.001856522696373984
Position 3472: 0.0017379239230860268
Position 1490: 0.0017325527992548757
Position 28290: 0.001612375110924994
Position 36680: 0.0015535441976378388
Position 25004: 0.0015476625853336685
Position 35996: 0.0014547106480411402
Position 33906: 0.001403838944881056
Position 228: 0.0013298877923936555
Position 28139: 0.0012925017572811876
Position 328: 0.0012420170268258664
Position 34230: 0.0012377805996115572
Position 3949: 0.0012368625465207512
Position 4754: 0.0012152045344355786
Position 9488: 0.0012002973568489112
Position 23759: 0.001169375589750574
Position 28085: 0.0011224607860648972
Position 36300: 0.00107235062472894
Position 279: 0.0010446823511111405
Position 2781: 0.0010393482331355962
Position 16105: 0.0009941527960721289
Position 15994: 0.0009902560196848478
Position 3505: 0.0009435500909170764
Position 33639: 0.0009423274818656241
Position 36003: 0.000915748243370258
Position 282: 0.0009154865129160756
Position 4772: 0.0009145822408544303
Position 3900: 0.0008930782417373463
Position 3227: 0.0008856965406334275
Position 25619: 0.0008616006000492528
Position 26603: 0.0008269691858792421
Position 36224: 0.000808951667623378
Position 36023: 0.0007927622093061281
Position 7037: 0.0007343524387131596
Position 2673: 0.0007306100067049087
Position 26793: 0.0007036010425026593
Position 3924: 0.0007018076869558176
Position 7130: 0.000663530054959768
Position 36919: 0.0006337567582112692
Position 6732: 0.0005706752049417771
Position 2852: 0.0005646917199171723
Position 10472: 0.0005622228881399568
Position 4828: 0.000550844594390916
Position 17621: 0.0005469099710497715
Position 35700: 0.0005202606825455411
Position 37193: 0.0005023774371013755
Position 989: 0.0004896411991591158
Position 2987: 0.0004437340444088381
Position 303: 0.0004400931050705587
Position 29237: 0.0004274598794809017
Position 37454: 0.0004117673955418171
Position 36492: 0.0004080688613395176
Position 33230: 0.0003670853358469203
Position 3673: 0.00036463298487765647
Position 940: 0.00036443643669355777
Position 31350: 0.0003643497059574099
Position 887: 0.0003360487178332614
Position 4948: 0.00031196100732158575
Position 36034: 0.00030727350061430386
Position 5283: 0.00029260826791479015
Position 37411: 0.000289794620375987
Position 1568: 0.000267861332564109
Position 36431: 0.0002545412147515919
Position 6645: 0.0002536998944230569
Position 3098: 0.0002458883444477495
Position 36413: 0.00023843505741955262
Position 27977: 0.00023723903876481355
Position 261: 0.00023647559597667748
Position 3320: 0.00023325723830084716
Position 9387: 0.00023135231153334986
Position 36698: 0.00021660554313120462
Position 1619: 0.00020087079684123942
Position 37167: 0.00019811769651516194
Position 37408: 0.0001936671649980954
Position 35302: 0.00019360801348882346
Position 3571: 0.00018690170831875354
Position 2925: 0.0001831121225566845
Position 34096: 0.00017621076547526875
Position 3827: 0.0001732313449231651
Position 3147: 0.00016545890087088313
Position 36462: 0.0001587496080669434
Position 2068: 0.00015826690430752218
Position 5112: 0.00015337634199975031
Position 34805: 0.00015194693878907626
Position 2723: 0.00015089905003632615
Position 36375: 0.0001361937886572209
Position 3273: 0.00012956040781071678
Position 36156: 0.00012539709413646424
Position 9798: 0.00011714099033957296
Position 339: 0.00011331942827973485
Position 34273: 0.00011189812878045598
Position 496: 0.00010834087356816356
Position 2954: 0.00010601824665268181
Position 2909: 9.687158992790309e-05
Position 24515: 8.966964587058817e-05
Position 4171: 8.38567584422955e-05
Position 306: 8.297880710566718e-05
Position 36550: 7.825497549340432e-05
Position 570: 7.487172343202062e-05
Position 3375: 6.723784765124526e-05
Position 1439: 6.254352277629553e-05
Position 34691: 4.996826631163521e-05
Position 33349: 4.7532168888432466e-05
Position 2857: 4.521017398490702e-05
Position 1116: 4.0498570279778225e-05
Position 1165: 3.827108994251054e-05
Position 1062: 3.601167206908089e-05
Position 522: 3.309091619123564e-05
Position 1544: 3.147631284712592e-05
Position 24537: 2.967731461048449e-05
Position 960: 2.7377032635527878e-05
Position 1341: 2.5761473378810264e-05
Position 1506: 2.112772841385626e-05
Position 660: 1.7389985905694245e-05
Position 23863: 1.734451386260654e-05
Position 651: 1.5880564990394026e-05
Position 1390: 1.4866312030210751e-05
Position 1043: 1.4734296406922012e-05
Position 368: 1.3388995272014214e-05
Position 35625: 1.2920155439971079e-05
Position 733: 1.2368593602267962e-05
Position 1005: 1.1736819193566013e-05
Position 625: 1.0412292690461765e-05
Position 33110: 9.885836174555907e-06
Position 31934: 6.661210360219847e-06
Position 33076: 5.40759955301993e-06
Position 33113: 1.96559535715851e-06
Position 241: 8.499462096843269e-07
Position 1243: 6.560744476665076e-07
Position 542: 6.15204286688843e-07
Position 1688: 4.4424939006588115e-07
Position 1361: 4.366079140168178e-07
Position 1292: 4.2612158243652386e-07
Position 3394: 4.133252018375458e-07
Position 545: 3.2083467756033603e-07
Position 2393: 3.1554557513714483e-07
Position 1087: 2.9279480608320874e-07
Position 1792: 2.634097379924327e-07
Position 1656: 1.5029278070220543e-07
Position 1459: 1.498958639943994e-07
Position 204: 1.3212470200776732e-07
Position 1181: 1.1248866098570122e-07
Position 199: 1.1240498974745016e-07
Position 1548: 1.0607347087657576e-07
Position 1219: 9.931422042972107e-08
Position 536: 9.212568094239994e-08
Position 821: 8.712159716862556e-08
Position 1587: 7.979524809049965e-08
Position 1511: 7.856217277951591e-08
Position 824: 6.445816182583766e-08
Position 201: 6.208048597505409e-08
Position 1067: 5.5513355670049244e-08
Position 2027: 5.32600388779556e-08
Position 1263: 5.314479519772568e-08
Position 1836: 5.109531011214292e-08
Position 1047: 4.964250880732511e-08
Position 735: 4.720793943116303e-08
Position 1136: 4.5803573598131817e-08
Position 1635: 4.297526592173945e-08
Position 1312: 3.697406915043948e-08
Position 1010: 3.2084463600366124e-08
Position 1938: 3.146823433550777e-08
Position 359: 2.9126559250013638e-08
Position 578: 2.665344524028393e-08
Position 911: 2.538328701462382e-08
Position 1977: 2.443623740443899e-08
Position 956: 2.273045318559147e-08
Position 1410: 1.5494719036814028e-08
Position 1734: 1.5154932298610312e-08
Position 1357: 1.50697201805311e-08
Position 583: 1.4166216939750496e-08
Position 772: 5.273617899566866e-09
Position 924: 4.568690377104899e-09
Position 1223: 3.732313316997947e-09
Position 2545: 3.6345910370861575e-09
Position 574: 3.5501881389759633e-09
Position 395: 3.1615505551921902e-09
Position 210: 2.4772518871338132e-09
Position 1186: 2.26583052425816e-09
Position 548: 1.0786004619788478e-09
Position 1083: 7.532436755760049e-10
Position 162: 2.83835736320898e-10
Position 397: 1.954701224107615e-10
Position 142: 1.1612372100733166e-10
Position 755: 8.12018741939403e-11
Position 111: 4.473964863669656e-11
Position 376: 1.754421631712095e-11
Position 108: 9.373247252048333e-12
Position 401: 3.3221202893815763e-12
Position 148: 2.006637545705947e-12
Position 133: 2.3285420255529396e-13
Position 378: 1.349568008218397e-13
Position 92: 3.653420113527197e-14
Position 116: 7.459326904875285e-15
Position 121: 4.728048947733063e-15
