Gene = CTC-534A2.2
Position 5355: 0.0037216727851519475
Position 6038: 0.003675586618464726
Position 3020: 0.00320109028664376
Position 4821: 0.0030764957563056967
Position 4147: 0.003007980858481345
Position 889: 0.0028859080779592566
Position 817: 0.0028565729667654628
Position 5048: 0.002768250606671776
Position 2065: 0.0025656387264510108
Position 1342: 0.002515257718434505
Position 3739: 0.002393872407769537
Position 1205: 0.0022958350417031613
Position 2909: 0.0020338082154501866
Position 416: 0.001876411365881337
Position 4103: 0.0016155210993408255
Position 3333: 0.0015200939560773548
Position 1725: 0.0014445990931418243
Position 643: 0.0014396278285424462
Position 4802: 0.0014387541089278012
Position 2465: 0.001376799458547659
Position 4932: 0.0013013252495418565
Position 2495: 0.0011357512893538945
Position 1528: 0.0011111497292332227
Position 5507: 0.001079276722103077
Position 3891: 0.001053511572426474
Position 5688: 0.0010290565268419372
Position 5779: 0.001007276417931767
Position 1385: 0.0009442606752119391
Position 3148: 0.0008721102899829728
Position 1728: 0.0008530480503347449
Position 5122: 0.0007564113584094115
Position 1549: 0.0007099816449086319
Position 319: 0.0007047265146660496
Position 3888: 0.0006862849813036531
Position 3205: 0.0006558175420130339
Position 1319: 0.0006535892103717229
Position 2127: 0.0006511522840916569
Position 735: 0.0006075334225813696
Position 920: 0.0006008097315726707
Position 260: 0.0005539895879574297
Position 1303: 0.0005380095216758653
Position 4300: 0.0005303719348489671
Position 3624: 0.0005079680522923919
Position 3202: 0.0004943603945602688
Position 3048: 0.0004905627082395831
Position 4360: 0.0004692091211942089
Position 4658: 0.00046624057827387966
Position 4476: 0.00042857183916816084
Position 3721: 0.0004192744761424303
Position 5634: 0.0003981572404984313
Position 5009: 0.00035094072384125104
Position 3349: 0.0003069619766478413
Position 2656: 0.000295424174766673
Position 284: 0.00029038250926961855
Position 598: 0.00028941442323182176
Position 1947: 0.00026359147709370187
Position 1468: 0.00025192275747465143
Position 5149: 0.00023544798063704944
Position 5235: 0.00022826061124274553
Position 5109: 0.00022346976850909302
Position 4977: 0.0001958281104194566
Position 5087: 0.00019207186678823056
Position 626: 0.00018520846831249685
Position 3825: 0.0001784300194796787
Position 5972: 0.0001748960598393135
Position 2634: 0.0001687675291518033
Position 1383: 0.00016447684432387724
Position 6109: 0.0001635899852024641
Position 1514: 0.0001629688367784183
Position 748: 0.00015841433051986157
Position 1666: 0.0001567307202928902
Position 1257: 0.00015377026855411586
Position 592: 0.00014693107301745083
Position 3081: 0.00014345559364425774
Position 4832: 0.00014324802178717458
Position 2253: 0.00014199963592338667
Position 4456: 0.00014197166460633499
Position 2033: 0.00014149570050394188
Position 1605: 0.0001404493049378205
Position 538: 0.00013760432133839398
Position 4728: 0.00013336322071219624
Position 3405: 0.00011790778922079316
Position 3636: 0.00011469248103701757
Position 1175: 0.00011431380174647626
Position 5702: 9.684173150247462e-05
Position 4171: 9.588663175349833e-05
Position 1489: 9.443990237265024e-05
Position 3596: 9.169717935543308e-05
Position 4079: 8.784901951963854e-05
Position 3252: 8.477445800437933e-05
Position 1693: 8.417565486011533e-05
Position 221: 8.317495941054333e-05
Position 4582: 8.226886505823788e-05
Position 402: 7.763189370593679e-05
Position 4241: 7.683854413884492e-05
Position 1380: 7.457901207654773e-05
Position 2651: 7.454483410018861e-05
Position 3969: 7.360613853739076e-05
Position 3983: 7.272304771230586e-05
Position 3917: 7.260491017196614e-05
Position 4399: 7.114391115449005e-05
Position 1575: 5.5145357814921486e-05
Position 751: 5.493146463626119e-05
Position 1630: 4.9394272687168915e-05
Position 585: 4.421558349180218e-05
Position 932: 4.417284997048294e-05
Position 1498: 4.256123762530261e-05
Position 2558: 3.4520122700599005e-05
Position 1851: 3.1180401711290334e-05
Position 2478: 2.7393596619942944e-05
Position 1442: 2.3188057375564558e-05
Position 2719: 2.291446170438479e-05
Position 322: 2.1233621741756706e-05
Position 1212: 1.6467635011599388e-05
Position 341: 1.60546038649829e-05
Position 480: 1.4016700193994217e-05
Position 2742: 1.3192556774174428e-05
Position 3097: 1.2316728165061182e-05
Position 702: 1.1157159723793748e-05
Position 2751: 1.0026178035446464e-05
Position 2092: 9.23274627547109e-06
Position 302: 7.66800959201029e-06
Position 2144: 5.4103319804927005e-06
Position 1224: 3.349518427205078e-06
Position 1221: 2.6560952388821502e-06
Position 857: 1.5524663088551868e-06
Position 710: 4.5529690072881064e-07
Position 1330: 3.3050688392504413e-07
Position 175: 3.0990590397837754e-07
Position 1103: 2.764428599877404e-07
Position 1354: 2.4639633060048644e-07
Position 717: 1.9771158746321254e-07
Position 1261: 1.8738594801435867e-07
Position 99: 1.7680223396809632e-07
Position 601: 1.7144936308212967e-07
Position 775: 1.6573532837560717e-07
Position 765: 1.2695266061859914e-07
Position 756: 9.839200345288817e-08
Position 656: 9.525965791191297e-08
Position 181: 7.742891724703095e-08
Position 162: 7.306274554989653e-08
Position 128: 2.6832546229902374e-08
Position 151: 1.632871130328623e-08
Position 141: 1.4378145873751283e-08
Position 484: 1.1163986858797845e-08
Position 103: 9.936342563507844e-09
Position 148: 7.478317705112197e-09
Position 1232: 5.560572774065526e-09
Position 125: 4.885939258106216e-09
Position 177: 4.05525034404452e-09
Position 179: 6.858598729697212e-10
Position 132: 5.546895969309134e-10
Position 106: 4.1621817544270125e-10
Position 154: 3.5438685321961945e-11
Position 187: 3.058238318063641e-11
Position 189: 1.0353912847349432e-11
Position 76: 1.0204450615741221e-11
