Gene = ATP5F1
Position 13334: 0.00876210619743735
Position 475: 0.008744973646647284
Position 5545: 0.008682140303954951
Position 12613: 0.00866819475760915
Position 5238: 0.00678613230656872
Position 13780: 0.006613612538309716
Position 3069: 0.006598483392129809
Position 6808: 0.006426733835513186
Position 5107: 0.00615112900665492
Position 13068: 0.006017559355792476
Position 9526: 0.005192560239254346
Position 5926: 0.004984451262494712
Position 10942: 0.0048921384006092245
Position 9986: 0.004837293610177593
Position 2002: 0.004464906267130494
Position 5284: 0.004446332888927547
Position 570: 0.0043885346508905
Position 9437: 0.004286029763100089
Position 12199: 0.004142101250376043
Position 7715: 0.004068372691343054
Position 6585: 0.004042818224058735
Position 7290: 0.003975454442727733
Position 3806: 0.003770698722245777
Position 914: 0.0036053709343665005
Position 10545: 0.0035644996788907926
Position 5140: 0.003405294402912238
Position 13360: 0.0033379660297119724
Position 9412: 0.003317950847427081
Position 3895: 0.003080107154801258
Position 9123: 0.0028623313674869806
Position 1016: 0.0025600558719862656
Position 9183: 0.0025099050724500037
Position 3383: 0.002474617504154805
Position 12616: 0.0021698120132734398
Position 2312: 0.0021519591439796604
Position 5972: 0.0021119135124735245
Position 12397: 0.0020917493530836365
Position 3851: 0.002077047797570537
Position 11426: 0.0020016603351146298
Position 7604: 0.001973078402345203
Position 6758: 0.0018501168674459377
Position 10773: 0.0017254111977787604
Position 13692: 0.0016640786872538342
Position 6031: 0.001645630190144214
Position 6739: 0.001602970409009973
Position 10991: 0.001528917650750596
Position 13757: 0.0014596540600233287
Position 2497: 0.001457450895387191
Position 3932: 0.00142352061565586
Position 5351: 0.001360672040813016
Position 7239: 0.001289369012580289
Position 6369: 0.001200410618265766
Position 10452: 0.001141145983307503
Position 5244: 0.0011099156048893911
Position 7197: 0.0011002726771229192
Position 1715: 0.0010371216887743338
Position 642: 0.0010273421215590069
Position 5541: 0.001018084594537611
Position 4257: 0.0010119409830511802
Position 6230: 0.0009875497267302624
Position 13523: 0.000982880367223752
Position 6328: 0.0009183660069784223
Position 7492: 0.0009114048172529756
Position 5311: 0.0009100951052594719
Position 2898: 0.0009052899538675823
Position 1837: 0.0008494660084824354
Position 6303: 0.0008464769579822974
Position 5691: 0.0008375230662804126
Position 8910: 0.0008131405230116381
Position 9882: 0.0007995743108725566
Position 258: 0.0006585679387013429
Position 9119: 0.000649959419043453
Position 4139: 0.0006169876440122981
Position 13240: 0.0006056141449483333
Position 6697: 0.000579544405680681
Position 420: 0.0005759197990018286
Position 6182: 0.0005641576122280848
Position 3840: 0.0005222503301030285
Position 921: 0.0005072374695985535
Position 10777: 0.0005044145368340923
Position 6410: 0.0005010102677459838
Position 1885: 0.00045100660779602656
Position 13801: 0.00044563854924622835
Position 7503: 0.000440386338473638
Position 10843: 0.00041448160991451306
Position 7530: 0.0003480516407803438
Position 12668: 0.000341697342409489
Position 8782: 0.00031886159905767996
Position 678: 0.0003160435326651651
Position 7623: 0.0003152717260789202
Position 7620: 0.00030525719486264227
Position 1934: 0.0003037913916890542
Position 7726: 0.00028971985030709147
Position 8946: 0.00028669543920598485
Position 1735: 0.0002746653132516269
Position 7768: 0.0002595495218681664
Position 12433: 0.0002232891714284328
Position 11986: 0.00021930324059311014
Position 1665: 0.00021531668836943536
Position 4992: 0.00021252651523240794
Position 7928: 0.00021073972478651237
Position 9321: 0.0002049038230279163
Position 843: 0.00019899382620120382
Position 7345: 0.0001955429705250002
Position 2560: 0.00019535350004653803
Position 1022: 0.0001943632264138909
Position 11959: 0.00019373829568767714
Position 858: 0.00017982323609590416
Position 10120: 0.00016555891936240657
Position 12155: 0.00016547570422364326
Position 9532: 0.0001562534539810263
Position 11842: 0.000145466903331713
Position 8263: 0.00013662155509535907
Position 11731: 0.000131569201969429
Position 7022: 0.00012981732195945157
Position 7881: 0.00012597641713707727
Position 930: 0.00012552816417142507
Position 480: 0.00011527696943298084
Position 2484: 0.00011520211470714312
Position 6866: 0.00011222759178903539
Position 13798: 0.00010878887153583392
Position 5770: 0.00010655498876834434
Position 2835: 0.00010435802740875203
Position 2147: 9.769167662582591e-05
Position 11678: 9.254020687405492e-05
Position 13600: 9.251893485218279e-05
Position 6951: 9.162810223763112e-05
Position 6275: 9.047833765311251e-05
Position 6073: 8.037315573472027e-05
Position 7519: 7.768762876260168e-05
Position 2027: 6.661792262809057e-05
Position 9769: 6.497396805352153e-05
Position 712: 6.193319283407705e-05
Position 12523: 6.137722114283319e-05
Position 9091: 6.089401911131798e-05
Position 12679: 5.8446942178546616e-05
Position 9586: 5.732079526486998e-05
Position 9572: 5.42262628290111e-05
Position 1099: 5.4129939675597834e-05
Position 297: 5.306459910519327e-05
Position 848: 4.952917154090901e-05
Position 7245: 4.90899408373798e-05
Position 342: 4.9077426631399247e-05
Position 9682: 4.8009419388493233e-05
Position 8494: 4.5554023677159725e-05
Position 12262: 4.07190673320136e-05
Position 11845: 3.656817029646361e-05
Position 12185: 3.5007720891987576e-05
Position 8023: 3.190450945322208e-05
Position 9187: 2.4970643258202102e-05
Position 7113: 2.3216176920364676e-05
Position 7065: 1.9970146308156664e-05
Position 486: 1.4448528135101288e-05
Position 514: 1.0716992369768298e-05
Position 8536: 1.0537217989448501e-05
Position 7818: 1.0127999608543378e-05
Position 1238: 8.946078151616862e-06
Position 2163: 8.537680450105497e-06
Position 209: 6.479859139839594e-06
Position 6477: 5.756897087323733e-06
Position 8586: 5.530589289741893e-06
Position 7981: 5.347851511052752e-06
Position 5784: 5.032252265517324e-06
Position 8565: 4.855880944261332e-06
Position 1769: 4.669886688973503e-06
Position 5712: 4.6344735155858105e-06
Position 7765: 4.345112777706239e-06
Position 1959: 4.0078640302809265e-06
Position 7908: 3.230839351039111e-06
Position 814: 3.0299739688691306e-06
Position 7895: 3.025278562221913e-06
Position 7047: 2.8844472634921713e-06
Position 523: 2.731834955561022e-06
Position 936: 2.515547770649441e-06
Position 1651: 1.8577553602062643e-06
Position 1166: 1.8244267297366075e-06
Position 159: 1.6515326442383926e-06
Position 1888: 1.396571841802194e-06
Position 9017: 1.3914813077768148e-06
Position 1817: 1.179568352658977e-06
Position 1387: 1.0399839862568792e-06
Position 1598: 9.99177153707691e-07
Position 1623: 9.912920930863414e-07
Position 2193: 9.876123166320645e-07
Position 282: 9.818897494750521e-07
Position 1685: 8.861558302017296e-07
Position 10408: 8.144236823953607e-07
Position 703: 5.637602166378096e-07
Position 136: 5.603446532869034e-07
Position 802: 5.359329429808836e-07
Position 1468: 4.773534323276459e-07
Position 2742: 4.527287923612888e-07
Position 580: 3.2642579468922153e-07
Position 10337: 3.140666160006661e-07
Position 724: 2.985946234464789e-07
Position 1319: 2.7475802909484874e-07
Position 428: 2.618064961604717e-07
Position 1300: 2.5090402411102346e-07
Position 1521: 2.4352035447929017e-07
Position 765: 2.2745336798164911e-07
Position 694: 1.7810878897713612e-07
Position 1505: 1.680084806432549e-07
Position 490: 1.6087691626827837e-07
Position 748: 1.4008056550642822e-07
Position 826: 1.31024930365106e-07
Position 731: 1.2682191339131522e-07
Position 1420: 1.2474166987367376e-07
Position 746: 1.1294615839112743e-07
Position 1331: 1.0896166709705046e-07
Position 680: 9.449600407758555e-08
Position 1688: 8.58726869955612e-08
Position 88: 8.427607335987839e-08
Position 777: 8.283706565517533e-08
Position 791: 7.897200945954884e-08
Position 1366: 7.773260905487888e-08
Position 1616: 7.664651537231647e-08
Position 1530: 7.588542598434142e-08
Position 1247: 6.18466576031115e-08
Position 760: 6.103610431730978e-08
Position 1027: 5.9145440927868424e-08
Position 658: 4.8855522493141805e-08
Position 1859: 4.7396798093487906e-08
Position 820: 4.405967450825409e-08
Position 716: 4.234605693184843e-08
Position 1128: 3.2322046739442046e-08
Position 368: 2.2071525287806087e-08
Position 323: 2.0287996575933264e-08
Position 691: 1.5415128107064277e-08
Position 99: 1.4688968186578773e-08
Position 650: 1.4428549578090982e-08
Position 492: 1.3514792824400782e-08
Position 1525: 1.1745820917288823e-08
Position 1076: 1.1478111418511835e-08
Position 753: 8.149253079446372e-09
Position 179: 7.779793735661834e-09
Position 828: 4.193961868918158e-09
Position 721: 1.7936054845898963e-09
Position 804: 1.5630596030291433e-09
Position 773: 1.3043409863671666e-09
Position 92: 1.3200952529558678e-10
Position 2010: 9.790650933630227e-11
Position 1138: 1.1619180748041083e-12
