Gene = PPOX
Position 207: 0.0005716738258805182
Position 3502: 0.0005680183447640195
Position 1046: 0.0005437411788025851
Position 2804: 0.0004814293534281907
Position 2534: 0.0004449594074462166
Position 2214: 0.00040406188337800366
Position 2077: 0.0003780248281376043
Position 2959: 0.0003465811369737905
Position 908: 0.00029797427793442483
Position 2517: 0.00024144955134759773
Position 3702: 0.0001655536059811241
Position 56: 0.00015749796241050514
Position 836: 0.0001449400272037858
Position 4522: 0.00013970472638596794
Position 2190: 0.0001250270798955526
Position 1039: 0.00012446062332878614
Position 4655: 0.0001129293238676492
Position 2647: 0.00010106493421305604
Position 2469: 9.383524753724866e-05
Position 2400: 8.942202461635398e-05
Position 1282: 8.668207630754929e-05
Position 2973: 8.213587450173199e-05
Position 3410: 7.570603273738614e-05
Position 1806: 6.098766188557999e-05
Position 2203: 4.285373775727431e-05
Position 690: 2.9567748032535656e-05
Position 267: 2.6373137865199786e-05
Position 3686: 2.4533640100193858e-05
Position 2022: 2.1770062678392465e-05
Position 529: 1.85554608571293e-05
Position 912: 1.7934036188275153e-05
Position 3157: 1.756404974099553e-05
Position 843: 1.703408296140965e-05
Position 885: 1.6845739684098005e-05
Position 323: 1.5648641614362636e-05
Position 1973: 1.4367294897425765e-05
Position 166: 1.3243047106550999e-05
Position 2435: 1.1155915130005314e-05
Position 2425: 9.075113734737113e-06
Position 122: 7.216138975081353e-06
Position 2307: 5.0253874807183836e-06
Position 312: 4.911556438309533e-06
Position 1183: 4.261138934394865e-06
Position 1336: 4.158893337525188e-06
Position 490: 2.8216679403506638e-06
Position 659: 2.7446054969878306e-06
Position 1477: 2.273588653613675e-06
Position 961: 2.1541740521706195e-06
Position 387: 1.999555144061211e-06
Position 4210: 1.993661644363205e-06
Position 1312: 1.870150453738943e-06
Position 4345: 1.8016620222239626e-06
Position 430: 1.5087104590548881e-06
Position 342: 1.4613900083119333e-06
Position 1106: 1.0679861883953025e-06
Position 14: 9.103009020749564e-07
Position 738: 8.040990163448914e-07
Position 1416: 6.365925264635159e-07
Position 76: 5.334102405595626e-07
Position 295: 3.6148593090636326e-07
Position 693: 3.3351314556459865e-07
Position 397: 3.027209947896558e-07
Position 540: 2.9061171526671983e-07
Position 997: 1.3304534381834197e-07
Position 1327: 1.1532532090479904e-07
Position 92: 1.0617635450902282e-07
Position 988: 1.0099587777675018e-07
Position 453: 9.748339194233196e-08
Position 1777: 4.1831403347342396e-08
Position 2107: 2.5638509856300316e-08
Position 450: 6.8902518947805425e-09
Position 456: 6.489517929769381e-09
Position 950: 8.01318842087494e-10
Position 715: 4.787360790360705e-10
Position 390: 3.790387923634413e-10
Position 699: 2.373726348797522e-10
Position 857: 2.2242694807341463e-10
Position 682: 6.183856226604412e-11
Position 669: 3.7405268046030784e-11
Position 903: 1.950314756416019e-11
Position 667: 7.386779113760946e-12
Position 405: 5.683710070423594e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 429: 0.9862030940449121
Position 689: 0.8908510621047108
Position 4496: 0.7541373495308583
Position 2582: 0.7167934939304444
Position 2002: 0.6555010032826558
Position 3998: 0.49681333614202705
Position 4209: 0.46172491428454643
Position 944: 0.39963800580840775
Position 4269: 0.30331114404588605
Position 960: 0.20760815423918663
Position 1177: 0.1918960062836489
Position 4623: 0.17606270387015388
Position 3249: 0.09147003479250725
Position 3495: 0.08030363906249582
Position 2067: 0.05639111543683863
Position 1481: 0.05200998448686269
Position 4171: 0.04609277676030001
Position 928: 0.045863620060042236
Position 985: 0.043130674205741834
Position 2268: 0.04259004930390519
Position 2021: 0.03938368476700114
Position 1584: 0.03881464448619521
Position 916: 0.028743181963625474
Position 4284: 0.02834315034525654
Position 3351: 0.028304395184976065
Position 1904: 0.026860921166236822
Position 4654: 0.023846233774675745
Position 655: 0.023104493322835356
Position 3032: 0.020354528377564032
Position 1430: 0.017687252376636826
Position 988: 0.014195858517235711
Position 4236: 0.014070416026642496
Position 2886: 0.01291534841854113
Position 2008: 0.012861798211255288
Position 1028: 0.010432814274218629
Position 1416: 0.007334738049426395
Position 1957: 0.006873269559990339
Position 2107: 0.006820197188679169
Position 4752: 0.005093130166448016
Position 304: 0.004719718242007134
Position 3386: 0.0046802503895586045
Position 1015: 0.003979777022872072
Position 2118: 0.003017004324206521
Position 4539: 0.002971842863600285
Position 4439: 0.0028978839362254726
Position 2620: 0.0028456852805499545
Position 2438: 0.0028083046572190554
Position 2034: 0.0026982077485558018
Position 3614: 0.0026049358425867413
Position 4521: 0.0025882224344741865
Position 3304: 0.0023933776367270647
Position 386: 0.002229718637184349
Position 2044: 0.002169439827282046
Position 4079: 0.0016883523142481088
Position 699: 0.001568466893035239
Position 1339: 0.0015184000937004927
Position 1365: 0.0015088333162678077
Position 3561: 0.0015061863608542146
Position 4026: 0.0015059321681871738
Position 4511: 0.0014571916722431588
Position 323: 0.0012507186465351553
Position 4713: 0.001171024843022167
Position 3132: 0.001133474694191356
Position 1006: 0.0010479172121426311
Position 1490: 0.0009907012332516945
Position 3383: 0.0009474374502867242
Position 2596: 0.0009289982463480162
Position 2292: 0.0008952603498443061
Position 2058: 0.0008876423304385459
Position 2074: 0.0008715486194468633
Position 1336: 0.0007922109948254901
Position 1183: 0.0007172869363773314
Position 3668: 0.0005578226125468011
Position 4293: 0.0004976142517107249
Position 4315: 0.0004952878009394024
Position 1762: 0.00048308357860146636
Position 1199: 0.0004196347532699457
Position 3570: 0.00035942903045672235
Position 335: 0.0003256867127668302
Position 590: 0.000304794669232999
Position 3260: 0.0002616185115854619
Position 4625: 0.0002527159123233343
Position 1881: 0.00024363758288694387
Position 338: 0.0002343771560225829
Position 2889: 0.00022410815023435365
Position 667: 0.00018053256907277616
Position 87: 0.00016234698140487702
Position 189: 0.0001470885061810725
Position 787: 0.00013913234270409056
Position 1023: 0.00013810860027419432
Position 3547: 0.00013686942395121657
Position 955: 0.00013484398332296862
Position 1341: 0.00011709798764028917
Position 1795: 0.00011137361085960562
Position 186: 0.00010283814252141328
Position 1496: 0.00010161353291341136
Position 1321: 9.752649208028523e-05
Position 3037: 8.30221642430415e-05
Position 744: 8.292652295452151e-05
Position 4677: 7.288901564505117e-05
Position 3310: 7.022998961346605e-05
Position 1524: 6.987484061060798e-05
Position 1699: 6.570104111610646e-05
Position 2274: 6.516258731234975e-05
Position 1689: 5.9473406805244945e-05
Position 1768: 5.932602505503758e-05
Position 4629: 5.4416600804507655e-05
Position 2531: 5.2086772540203144e-05
Position 957: 5.0515372806672015e-05
Position 1256: 4.818893558454627e-05
Position 4029: 4.563000508645549e-05
Position 1076: 4.506210567233665e-05
Position 1273: 4.009310234975727e-05
Position 3587: 4.007548942550169e-05
Position 2092: 3.8714851807529747e-05
Position 1973: 3.762787745461657e-05
Position 2600: 3.5943631526038235e-05
Position 883: 3.52443989684596e-05
Position 140: 2.9213700599444944e-05
Position 2440: 2.856843589527839e-05
Position 848: 2.601163425325676e-05
Position 2947: 2.585603832308965e-05
Position 490: 2.5201477741665653e-05
Position 1977: 2.1426291855225508e-05
Position 4762: 2.07787618111219e-05
Position 1667: 1.867515120140359e-05
Position 1982: 1.397349305273945e-05
Position 2517: 1.192367034258758e-05
Position 213: 1.1019635118190286e-05
Position 119: 1.0400328508703449e-05
Position 709: 1.0219061491011246e-05
Position 2415: 1.0032458266192483e-05
Position 4397: 9.462619977584352e-06
Position 586: 8.009645464404926e-06
Position 2828: 7.777829362821126e-06
Position 885: 6.393831689306264e-06
Position 267: 5.992641948797812e-06
Position 1732: 5.636671841983847e-06
Position 1297: 5.1267817540393644e-06
Position 767: 4.959619721053049e-06
Position 1550: 4.856885350418748e-06
Position 969: 4.615823965321301e-06
Position 1717: 4.610906196725976e-06
Position 890: 4.3959252504102515e-06
Position 1876: 3.905509957267442e-06
Position 899: 3.0495435762298846e-06
Position 1654: 2.8550336296292e-06
Position 2347: 2.8341050775848222e-06
Position 1641: 2.620898009715718e-06
Position 1500: 2.598947997025866e-06
Position 1533: 2.459266088239148e-06
Position 102: 2.1336978505595987e-06
Position 1285: 1.564021017439297e-06
Position 158: 1.332936236303717e-06
Position 1669: 1.3280487619327345e-06
Position 342: 1.1772068754158735e-06
Position 2464: 1.1678817376330582e-06
Position 149: 1.0642309450468427e-06
Position 2748: 9.480012235560671e-07
Position 381: 8.960361117466433e-07
Position 804: 8.600850311318578e-07
Position 89: 5.823722069171102e-07
Position 524: 5.709926930125242e-07
Position 112: 5.658273123842957e-07
Position 354: 4.986998055765863e-07
Position 475: 4.487693124197052e-07
Position 713: 4.2637652716480073e-07
Position 191: 4.1842390292116297e-07
Position 3096: 4.168011351621117e-07
Position 468: 3.4615899756973145e-07
Position 2490: 2.96040278136831e-07
Position 853: 2.3812729229154795e-07
Position 851: 2.365186184659969e-07
Position 723: 1.877381146400802e-07
Position 792: 1.4950048667871704e-07
Position 99: 1.2503776606835986e-07
Position 706: 1.230547395850354e-07
Position 2660: 1.1944712098472645e-07
Position 162: 1.1613820241117683e-07
Position 704: 8.648175171228999e-08
Position 546: 6.974789283473424e-08
Position 2371: 6.69140518755343e-08
Position 831: 6.516588838284475e-08
Position 104: 5.331260374719482e-08
Position 829: 3.3982013830550844e-08
Position 1206: 2.6781901980728994e-08
Position 502: 1.337378807129667e-08
Position 2318: 6.4006101553395116e-09
Position 552: 9.396354090252736e-10
Position 548: 4.1809512251521254e-10
Position 798: 4.553949161324206e-11
Position 529: 8.149735467112726e-14
