Gene = GSTK1
Position 92: 1.8389882523931138e-05
Position 170: 1.7600922063632818e-05
Position 115: 1.72998714182788e-05
Position 504: 1.4551359227704336e-05
Position 442: 1.2743306327508583e-05
Position 369: 1.0472584116435654e-05
Position 877: 5.263830077533357e-06
Position 1281: 3.384379426337253e-06
Position 297: 3.1425529897762746e-06
Position 317: 3.1204908322548153e-06
Position 1266: 2.7304964399951543e-06
Position 1638: 2.6140894045533757e-06
Position 1904: 2.484868580782918e-06
Position 3173: 1.7305525226749442e-06
Position 1725: 1.4389237382573193e-06
Position 1552: 7.915355704809029e-07
Position 1628: 4.6235071251909726e-07
Position 1858: 4.255683162756607e-07
Position 1860: 1.3648665397898557e-07
Position 2665: 9.474995161980849e-08
Position 1616: 3.3977946966018164e-08
Position 2525: 2.6174021079829242e-08
Position 1910: 1.4095400565998455e-08
Position 1981: 1.30891453986648e-08
Position 2129: 1.1624606368039247e-08
Position 2533: 7.585600555593693e-09
Position 759: 5.111660190063949e-09
Position 2274: 3.87160299164676e-09
Position 2158: 3.3040935029555823e-09
Position 2060: 1.114660399426162e-09
Position 229: 8.539886225036558e-10
Position 2715: 1.886363929643384e-11
Position 3121: 1.357827877502876e-11
Position 648: 2.9706647223381664e-12
Position 1985: 8.623310578982338e-13
Position 2012: 6.466070384389586e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1548: 0.9942189494764014
Position 4647: 0.8947824073571963
Position 642: 0.8837190210878721
Position 1817: 0.82811766843695
Position 5344: 0.7458875313146305
Position 4173: 0.6329404981598393
Position 1767: 0.12617089272311116
Position 1104: 0.11649060808193132
Position 5548: 0.10525037562743596
Position 3882: 0.03992614375060681
Position 1723: 0.03578902186786349
Position 4000: 0.031112203013153455
Position 4201: 0.03039054833586429
Position 1993: 0.029544883034786543
Position 1137: 0.023298224884300688
Position 5143: 0.0202365890001239
Position 3654: 0.014869644934914052
Position 4455: 0.012909689036772665
Position 3904: 0.011521487663789933
Position 3243: 0.011205380330415259
Position 3556: 0.009815983159513616
Position 5239: 0.009037102931273184
Position 2208: 0.008998774619496068
Position 3928: 0.008553298293494634
Position 1205: 0.00852844267219327
Position 1081: 0.008410207770421676
Position 3263: 0.008310987808033386
Position 5498: 0.008267568935096016
Position 3803: 0.008216567192031949
Position 3428: 0.007718782693250146
Position 5213: 0.007690860275175732
Position 3564: 0.007475390524441693
Position 5299: 0.006500673765143995
Position 807: 0.0064366339963797935
Position 356: 0.005690353218891803
Position 1358: 0.005549922262222728
Position 5467: 0.0048743793582105574
Position 887: 0.004356602969746285
Position 1954: 0.004261572281600783
Position 3401: 0.003811555336760069
Position 4141: 0.003783266784596422
Position 5374: 0.003428308577511895
Position 5093: 0.0032974585705179906
Position 4564: 0.0030329047889110943
Position 4812: 0.002782426599274951
Position 5073: 0.0027424540900545568
Position 398: 0.0027259482990226974
Position 4180: 0.0025459936513936698
Position 1065: 0.0025150383853547883
Position 3573: 0.0023717415821631156
Position 2608: 0.0023065534952374685
Position 564: 0.002050248161726702
Position 3520: 0.0019222372563382337
Position 1552: 0.0017766602197162816
Position 3087: 0.001691558167882013
Position 4408: 0.001654154703065734
Position 3239: 0.0015755699793402632
Position 1502: 0.0015558660702345985
Position 5003: 0.0010458161102929844
Position 5618: 0.0008933170941582828
Position 2046: 0.0008767761903949184
Position 2632: 0.0008677828450993021
Position 4530: 0.0008353867764385788
Position 5347: 0.0007821521109734697
Position 4039: 0.0007713439736102534
Position 3916: 0.000664708314115532
Position 3470: 0.0006388532264850637
Position 1233: 0.0006186236930536231
Position 5176: 0.0006022877431460886
Position 5259: 0.0005999673216400612
Position 5432: 0.0005703250757005451
Position 3692: 0.0005173916016294669
Position 1163: 0.0004706200859100484
Position 5608: 0.00045416690477732813
Position 3658: 0.00045398102723833843
Position 5218: 0.0004353233488419177
Position 428: 0.00043426131183290555
Position 2102: 0.00041316094263879946
Position 4207: 0.0003884794194584262
Position 5435: 0.00037633077680045704
Position 5664: 0.00037343839185987693
Position 5574: 0.0003512021712352115
Position 4318: 0.0003398764425621626
Position 1824: 0.00032863409222756197
Position 315: 0.00031644696298782524
Position 4967: 0.00031098763238197636
Position 2282: 0.0003024995693901631
Position 3001: 0.0002999721788953558
Position 3047: 0.0002980075683490919
Position 2772: 0.000297238991740808
Position 972: 0.0002896851629555025
Position 1510: 0.00027765342840061917
Position 854: 0.0002749312435442535
Position 5500: 0.00026964623557879433
Position 5556: 0.00026932929509770236
Position 1711: 0.00026418635505076295
Position 2798: 0.0002555335961819927
Position 4902: 0.0002465765848055979
Position 3299: 0.00024103699060124939
Position 5244: 0.00022249930346922897
Position 1184: 0.00021163309154920878
Position 5165: 0.00019348916867900854
Position 3403: 0.00018031218636968926
Position 3527: 0.00017972754678590756
Position 5522: 0.00017394178128069565
Position 2158: 0.00017096980642931383
Position 1477: 0.00016343871246124814
Position 3480: 0.00016300602113705144
Position 1303: 0.00016080270911592834
Position 2109: 0.000139655826017887
Position 936: 0.0001342421552649464
Position 3720: 0.00012986467119413664
Position 4510: 0.00012688172290546923
Position 2865: 0.00012406197107557481
Position 4801: 0.00012223171847105673
Position 3454: 0.0001119898124625131
Position 1474: 0.00011114251452171774
Position 4396: 0.00010331070391959736
Position 5352: 0.00010170568472887399
Position 660: 9.854810626391644e-05
Position 4013: 9.71728691237629e-05
Position 927: 9.477348641912351e-05
Position 1841: 8.854879544771141e-05
Position 3818: 8.639835098433747e-05
Position 4034: 8.48797810587456e-05
Position 2248: 8.435113929681476e-05
Position 1278: 8.311936693862644e-05
Position 1042: 8.079019994010064e-05
Position 1257: 7.654587225422004e-05
Position 5222: 7.363258354923209e-05
Position 4227: 7.087707277453024e-05
Position 5387: 7.023005296170746e-05
Position 2168: 6.661190132881886e-05
Position 336: 6.558788577200248e-05
Position 5314: 6.509330428279668e-05
Position 811: 6.311170473604396e-05
Position 3545: 6.177489801398122e-05
Position 2272: 6.0069318842556616e-05
Position 1281: 5.8002847014658036e-05
Position 464: 4.645807533458751e-05
Position 252: 4.613423281394009e-05
Position 1112: 4.4412240147475684e-05
Position 867: 4.187938318628533e-05
Position 930: 4.0599231301853886e-05
Position 533: 3.862208869309451e-05
Position 4383: 3.797608873322331e-05
Position 2035: 3.77563497049194e-05
Position 1507: 3.7728009251663836e-05
Position 2310: 3.707983049305306e-05
Position 2851: 3.5684789359224305e-05
Position 1119: 3.363954752887337e-05
Position 3494: 3.2937869828472054e-05
Position 5161: 3.210101009968367e-05
Position 376: 3.163717839602385e-05
Position 3052: 3.1429552359159476e-05
Position 3486: 3.030686972997068e-05
Position 442: 3.018033454398659e-05
Position 4089: 3.0058083458133392e-05
Position 1599: 2.8918879442463755e-05
Position 1329: 2.5778136087738764e-05
Position 5349: 2.52445925931305e-05
Position 4185: 2.4407583470681484e-05
Position 1977: 2.2654186014563386e-05
Position 3026: 2.1171694002853372e-05
Position 3320: 1.817881832652491e-05
Position 1973: 1.7317417415056188e-05
Position 2327: 1.712403794275013e-05
Position 2237: 1.6729494003743784e-05
Position 2150: 1.6550406222598645e-05
Position 2210: 1.5796143703059434e-05
Position 2023: 1.4381699521052443e-05
Position 2453: 1.4002972488117484e-05
Position 2235: 1.3594861549830962e-05
Position 2060: 1.2020233245749363e-05
Position 410: 1.1910873522924717e-05
Position 4722: 1.1748900208579981e-05
Position 2933: 1.1533292460613772e-05
Position 684: 9.884683986932589e-06
Position 2543: 7.417172918462668e-06
Position 706: 7.2002110586564685e-06
Position 221: 6.663245347628278e-06
Position 1381: 6.51485611455457e-06
Position 317: 5.671549907252811e-06
Position 288: 5.661197037586138e-06
Position 1364: 5.364103467101e-06
Position 1592: 4.920157002298242e-06
Position 985: 4.589559974670175e-06
Position 1648: 4.2737692702929304e-06
Position 1239: 4.1263114354649625e-06
Position 3634: 3.1976412542966534e-06
Position 904: 2.934845388463609e-06
Position 260: 2.319657078931676e-06
Position 1614: 2.15032791578456e-06
Position 2012: 1.7963135264067132e-06
Position 759: 1.4645016521584517e-06
Position 1171: 1.4384198596780812e-06
Position 768: 1.4130947033623146e-06
Position 1448: 1.354864054836133e-06
Position 2256: 1.3230336247068431e-06
Position 2119: 1.2681259970857409e-06
Position 815: 1.2497596184681313e-06
Position 1481: 9.690400766291135e-07
Position 1442: 6.540262275941478e-07
Position 2054: 5.482157629732347e-07
Position 1398: 5.146972889126142e-07
Position 402: 4.837487892833224e-07
Position 492: 4.6876812313606536e-07
Position 2216: 4.3473247858697903e-07
Position 3091: 4.1596510386738255e-07
Position 2085: 4.1145783298136584e-07
Position 2824: 3.577298049206604e-07
Position 223: 3.238774990902918e-07
Position 1889: 2.397066559767852e-07
Position 898: 2.3931512614905017e-07
Position 782: 2.340539565939531e-07
Position 1403: 2.3395831444342552e-07
Position 1923: 2.0121793466274607e-07
Position 378: 1.8564841281671566e-07
Position 1926: 1.7740602249895603e-07
Position 472: 1.234476337414659e-07
Position 772: 8.49369671670995e-08
Position 268: 6.246300666438921e-08
Position 484: 6.240406987490583e-08
Position 2285: 4.819419642878914e-08
Position 747: 3.91376842782494e-08
Position 1253: 3.550242066978086e-08
Position 695: 3.478187798801023e-08
Position 265: 3.3609627204472375e-08
Position 467: 3.3585742936623434e-08
Position 274: 2.9333591151466126e-08
Position 208: 2.8902237301105524e-08
Position 1843: 2.8835530238408726e-08
Position 495: 2.694951695434966e-08
Position 1266: 2.438412616900417e-08
Position 770: 2.0468347571938358e-08
Position 1933: 1.7122197381624758e-08
Position 2068: 1.4078955626170804e-08
Position 97: 9.452786740187847e-09
Position 1858: 8.12313922115105e-09
Position 2223: 7.285310048381714e-09
Position 2220: 5.27980460052989e-09
Position 2258: 4.826774380395188e-09
Position 2423: 3.7762070346718825e-09
Position 2367: 3.4852147408249036e-09
Position 2127: 3.239098672869887e-09
Position 1835: 2.3090732425165776e-09
Position 272: 1.0975142947717503e-09
Position 2378: 1.049088678599362e-09
Position 499: 8.527665056559238e-10
Position 142: 8.086474563578047e-10
Position 2392: 7.391259458816591e-10
Position 1904: 5.421106780575568e-10
Position 185: 4.98165227484444e-10
Position 170: 4.848524512150588e-10
Position 722: 2.962538177644651e-10
Position 192: 1.7002065709054441e-10
Position 728: 1.4512443335923886e-10
Position 911: 1.0546396982001384e-10
Position 504: 7.197062780714449e-11
Position 718: 6.513591201659147e-11
Position 502: 2.015122169362451e-11
Position 181: 1.8312671613191844e-11
Position 197: 7.92035712754457e-12
Position 199: 4.4103167687510304e-12
Position 203: 2.130341363306885e-12
Position 155: 2.119170422764538e-15
