Gene = TM4SF19-TCTEX1D2
Position 11807: 0.0002888858237793041
Position 12907: 0.00028306795891959143
Position 599: 0.0002594060486047682
Position 3610: 0.00025571898309212116
Position 786: 0.0002535855050043176
Position 742: 0.00024874928773142266
Position 304: 0.00024344206590364018
Position 415: 0.00023539995544243864
Position 11661: 0.00020947464775525408
Position 2675: 0.0002011258424691522
Position 15406: 0.00019428919125958697
Position 1678: 0.00018492771496935337
Position 2348: 0.00018302328571339873
Position 12026: 0.00018017295716947696
Position 763: 0.0001756402797167378
Position 886: 0.0001711884659509795
Position 12045: 0.00016891198423396982
Position 1730: 0.00016220551461682323
Position 15153: 0.00016212375771941233
Position 11476: 0.00015661494126883288
Position 3543: 0.00013593480583795479
Position 1409: 0.00012844325666628445
Position 323: 0.00011687197017073762
Position 14055: 0.0001167393185201735
Position 3653: 0.0001139745980067635
Position 14229: 0.00010442264592706764
Position 12099: 9.289347359165457e-05
Position 13278: 8.611419519217377e-05
Position 5727: 7.413314912691518e-05
Position 1460: 6.464956165652997e-05
Position 8574: 5.642332132915577e-05
Position 4315: 5.626096733267363e-05
Position 3473: 5.563728730686861e-05
Position 1545: 4.8195946098109885e-05
Position 1577: 3.7343140466620314e-05
Position 5093: 3.6404693738954574e-05
Position 1913: 3.6144761756258066e-05
Position 11687: 3.459103698060713e-05
Position 4687: 3.248936018405211e-05
Position 1428: 3.0259904384717295e-05
Position 5042: 2.9038520904040363e-05
Position 188: 1.9823421413352415e-05
Position 3952: 1.7773163937975734e-05
Position 8687: 1.541662945489513e-05
Position 11181: 1.4652669860333295e-05
Position 2331: 1.441953508281262e-05
Position 11114: 1.2863903641512048e-05
Position 5986: 1.1063437306742463e-05
Position 4557: 1.0439788975301425e-05
Position 2294: 9.507862708432279e-06
Position 4739: 6.9114637588546264e-06
Position 11451: 6.5340047065857635e-06
Position 2948: 6.329999200805976e-06
Position 354: 6.093948307534271e-06
Position 972: 5.972428595475655e-06
Position 3403: 5.770674807386358e-06
Position 503: 5.39912596121179e-06
Position 3332: 5.072607118941897e-06
Position 728: 5.01467708327571e-06
Position 2913: 4.45697527301541e-06
Position 3191: 4.252124916256689e-06
Position 2878: 3.7696508905817745e-06
Position 3296: 3.5403695251756894e-06
Position 2983: 3.534651659766479e-06
Position 3018: 3.3850156182397636e-06
Position 3226: 3.384921683823461e-06
Position 1180: 2.8720529162916176e-06
Position 3261: 2.516567185170021e-06
Position 3964: 2.460641566368337e-06
Position 2843: 2.157832884472636e-06
Position 1343: 2.0113148062217204e-06
Position 1086: 1.8272052930026083e-06
Position 1796: 1.400513860260098e-06
Position 1838: 1.159816026472401e-06
Position 3992: 1.071554881700614e-06
Position 815: 1.0176972608283777e-06
Position 384: 8.615972768762448e-07
Position 461: 8.527307819533829e-07
Position 1103: 7.932400507722089e-07
Position 205: 7.563576481548646e-07
Position 103: 5.245057629651926e-07
Position 1355: 4.783466844230264e-07
Position 1340: 4.567095584343793e-07
Position 567: 4.186360960209892e-07
Position 1802: 3.5238970710471004e-07
Position 1597: 2.531986779826643e-07
Position 2296: 2.4327208747719383e-07
Position 338: 2.3558250220405867e-07
Position 1506: 1.8154868208235303e-07
Position 1464: 1.6030979048162507e-07
Position 537: 1.4944215141731284e-07
Position 1969: 1.3880525308476123e-07
Position 588: 1.387423196961409e-07
Position 1265: 1.1203187750420839e-07
Position 1820: 9.449370743906242e-08
Position 1494: 7.744990782231175e-08
Position 533: 7.576666004014174e-08
Position 596: 7.263049783653626e-08
Position 931: 7.227749271894307e-08
Position 472: 7.011934859591233e-08
Position 1363: 6.690322085912914e-08
Position 523: 5.768595885429921e-08
Position 2103: 5.7634494733190684e-08
Position 2263: 5.40744968501876e-08
Position 631: 5.125002834012849e-08
Position 1977: 5.0912423015844815e-08
Position 795: 4.485417711813086e-08
Position 910: 4.040496949684571e-08
Position 1229: 3.976504706209873e-08
Position 890: 3.787479275353511e-08
Position 976: 3.726961703467601e-08
Position 1601: 2.9615136432707408e-08
Position 1500: 2.898995290853725e-08
Position 1151: 2.8505695358586772e-08
Position 1432: 2.8035951638503105e-08
Position 1868: 2.7916572413595147e-08
Position 501: 2.578934343454339e-08
Position 876: 2.5297004499145878e-08
Position 1418: 2.1653446750377338e-08
Position 1842: 2.153671771283844e-08
Position 1926: 1.9759518087377022e-08
Position 539: 1.966020523848443e-08
Position 520: 1.79200799763348e-08
Position 1221: 1.6329618606049416e-08
Position 608: 1.2904472492805611e-08
Position 980: 1.2556795053148045e-08
Position 1223: 1.2046200471864405e-08
Position 638: 8.999848054092129e-09
Position 1010: 7.550136996621567e-09
Position 109: 5.776210229963073e-09
Position 797: 4.666096463410654e-09
Position 192: 4.5753118113518815e-09
Position 465: 1.946526994041099e-09
Position 570: 1.7906377996365456e-09
Position 575: 1.5679480472949438e-09
Position 552: 1.2580994267744278e-09
Position 545: 1.0699576456013413e-09
Position 612: 9.458696424082586e-10
Position 617: 3.6286833145549834e-10
Position 556: 3.133936286170003e-10
Position 543: 2.269836321276807e-10
Position 150: 1.6914539955377174e-10
Position 163: 1.1175697986900412e-10
Position 514: 1.1993385029335356e-11
Position 562: 7.326982478531385e-12
Position 143: 6.51812387755277e-12
Position 155: 3.775805652899998e-12
