Gene = ITGB3BP
Position 10454: 0.0006849297625498923
Position 2750: 0.00066495644325738
Position 11670: 0.0005543080296262936
Position 4281: 0.000553272613447795
Position 6513: 0.0005290734781620378
Position 419: 0.0005019003979793074
Position 8433: 0.000498340864724765
Position 3234: 0.0004904285360833712
Position 6945: 0.0004898798561168975
Position 3804: 0.00047126141303964226
Position 10590: 0.000411702939817263
Position 3389: 0.0004063063376558716
Position 5710: 0.00037796445941733664
Position 5099: 0.0003649237158540017
Position 6993: 0.0003523762802779304
Position 6921: 0.00032402606223419354
Position 3168: 0.00032054685418431486
Position 1058: 0.00031628633046615405
Position 6431: 0.00031535818475802134
Position 879: 0.0002793514323947002
Position 1382: 0.00027324189536885997
Position 3155: 0.00026034653020600465
Position 1460: 0.0002480362716229146
Position 3038: 0.00024793240260101044
Position 6248: 0.00024335915910003936
Position 2806: 0.00024082596484903236
Position 8296: 0.00023930014364869257
Position 6019: 0.00023922056206807617
Position 3462: 0.00021005419537955104
Position 3609: 0.00020442943457048228
Position 3627: 0.00019053406589150443
Position 3191: 0.00018172045554333522
Position 1576: 0.000180228459079612
Position 1110: 0.00017480699363146336
Position 5067: 0.00016272571413156824
Position 3703: 0.00015362861627241887
Position 7176: 0.00015053894231969135
Position 7214: 0.00013684707182599776
Position 3006: 0.00012456536926476556
Position 4304: 0.00012203142579877606
Position 4983: 0.00012011607727695868
Position 3630: 0.0001159309109118867
Position 5104: 0.00011275267250032288
Position 2372: 0.00011064935345222043
Position 4413: 0.00010687507375549537
Position 869: 0.00010502286382088126
Position 7416: 0.00010125471192635641
Position 3573: 9.583633558154214e-05
Position 3570: 9.28297364820359e-05
Position 2608: 8.546837530514395e-05
Position 4410: 8.308768648089589e-05
Position 2715: 8.082863748093549e-05
Position 1556: 7.643834792646604e-05
Position 2149: 7.627174044318706e-05
Position 4174: 7.528699154441026e-05
Position 1643: 7.212423536575899e-05
Position 3211: 5.944723858705506e-05
Position 3061: 5.6638307381913775e-05
Position 5855: 5.1011356092568664e-05
Position 745: 4.8098307507008185e-05
Position 2571: 4.745878976363481e-05
Position 3093: 4.595089934807028e-05
Position 5849: 4.573657734360975e-05
Position 2708: 4.531448742665157e-05
Position 2326: 4.425790833392094e-05
Position 4952: 4.370194067678669e-05
Position 2386: 4.157790010165389e-05
Position 2390: 3.585873869860752e-05
Position 3647: 3.4790682445379014e-05
Position 427: 3.346426520682409e-05
Position 4124: 3.231700974370443e-05
Position 4822: 3.21015912707967e-05
Position 4875: 2.9021403578012252e-05
Position 1847: 2.8609338531579576e-05
Position 3987: 2.8515031055786666e-05
Position 384: 2.670157665444665e-05
Position 1619: 2.6198248991722418e-05
Position 314: 2.5603015318258996e-05
Position 3058: 2.537093378061098e-05
Position 341: 2.527527824099823e-05
Position 497: 2.4843051850940875e-05
Position 2677: 2.4531065525168278e-05
Position 512: 2.4273921946109197e-05
Position 767: 2.3876023363170776e-05
Position 718: 2.066339877481487e-05
Position 1552: 2.0256535446096513e-05
Position 538: 2.000368559383137e-05
Position 1796: 1.8324501315139347e-05
Position 1841: 1.6742865496277603e-05
Position 1203: 1.6253500638722595e-05
Position 1162: 1.3416251290199486e-05
Position 1124: 1.3251253200419137e-05
Position 1817: 1.3043697442391848e-05
Position 1442: 1.233457212888715e-05
Position 2644: 1.146546928942843e-05
Position 2672: 1.103965721899624e-05
Position 1973: 1.1006745415986626e-05
Position 839: 1.0186759046663567e-05
Position 1486: 8.600313770890013e-06
Position 372: 7.729595338033347e-06
Position 2951: 6.863521060587969e-06
Position 2924: 6.80897543272545e-06
Position 946: 6.219497682514767e-06
Position 2407: 5.94962523538526e-06
Position 585: 5.868726165562671e-06
Position 1930: 5.282472461828615e-06
Position 1910: 4.502295368811947e-06
Position 2861: 4.371306618337033e-06
Position 2492: 4.206231449346163e-06
Position 3042: 2.9158397324723884e-06
Position 2449: 2.796520539509751e-06
Position 2022: 1.8586490201146747e-06
Position 1874: 1.16057755384759e-06
Position 2039: 1.1343000809574724e-06
Position 105: 9.715989544453875e-07
Position 1907: 9.645865821170175e-07
Position 2472: 9.628265060431668e-07
Position 2456: 9.46172285497982e-07
Position 852: 3.901840261049051e-07
Position 1997: 3.7940935311740466e-07
Position 4080: 2.8298225135710017e-07
Position 953: 2.515883811744676e-07
Position 1265: 2.465912098516397e-07
Position 660: 1.0099676702112467e-07
Position 3924: 9.461221728812349e-08
Position 2176: 5.830477265692947e-08
Position 161: 4.711775885551954e-08
Position 906: 2.5394599140821e-08
Position 731: 2.1089256227740647e-08
Position 672: 1.8163468825660366e-08
Position 886: 1.3713142446447504e-08
Position 276: 1.2400804227399661e-08
Position 158: 1.0322782301533898e-08
Position 1248: 9.236806096265706e-09
Position 134: 6.849446269867459e-09
Position 651: 5.426059170895263e-09
Position 394: 2.7371975787384747e-09
Position 640: 2.52625876007596e-09
Position 137: 2.4872270091429694e-09
Position 677: 1.529783309131576e-09
Position 399: 1.7726248434978798e-10
Position 142: 3.874355733826922e-12
Position 139: 2.705694640362177e-12
Position 517: 4.854714951592088e-13
Position 473: 1.6654014312049823e-13
Position 396: 7.407542090080275e-16
Position 90: 1.6619766946526577e-17
