Gene = DPM2
Position 2409: 4.7784679687053116e-06
Position 17: 4.471174785683137e-06
Position 1520: 4.168140614455172e-06
Position 422: 1.657978140079454e-06
Position 2578: 1.5579531333640523e-06
Position 839: 1.4830505687896544e-06
Position 2433: 1.2981960126821737e-06
Position 713: 1.0931052735599467e-06
Position 396: 6.972886154824051e-07
Position 416: 6.025984514410698e-07
Position 1003: 4.678317704714072e-07
Position 235: 2.8119235003528686e-07
Position 700: 2.0726992159638055e-07
Position 2013: 1.9505491605420787e-07
Position 909: 1.701159905583389e-07
Position 2695: 9.313029857438348e-08
Position 1067: 4.335403787832115e-08
Position 926: 4.219431554729213e-08
Position 2689: 8.889463922107663e-09
Position 186: 4.742355322817124e-10
Position 582: 3.347609790122613e-10
Position 592: 1.6576366405107814e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 447: 0.7640571545062339
Position 2703: 0.5947696648270193
Position 1828: 0.5335706905297579
Position 2240: 0.4535736415807106
Position 2811: 0.16948547245174547
Position 909: 0.1313066465380569
Position 960: 0.11110247181036496
Position 592: 0.06457203624366506
Position 2278: 0.06210592302169872
Position 1842: 0.06076483147194974
Position 3193: 0.05560005787069658
Position 2948: 0.049708018999292766
Position 2884: 0.030414682375732645
Position 2657: 0.029022665313138483
Position 2654: 0.018727379498025453
Position 3169: 0.018298789116161857
Position 1618: 0.016957033489349255
Position 2283: 0.012403526466207473
Position 1907: 0.009565505539920036
Position 2109: 0.008307271351564234
Position 3001: 0.007449052463485893
Position 2505: 0.006839301990240036
Position 2181: 0.006182120558061011
Position 1966: 0.005896350093491897
Position 3173: 0.005499309917342989
Position 1790: 0.0050785993447682145
Position 211: 0.004682558857325615
Position 1476: 0.004612465660581738
Position 558: 0.004593814957848046
Position 544: 0.004028456354837956
Position 171: 0.0038154924310802364
Position 1742: 0.0037867208767600725
Position 1750: 0.0037621948206122495
Position 1846: 0.003746088953437454
Position 2816: 0.0037215219438480086
Position 869: 0.0030245391070497537
Position 511: 0.0030040525436872832
Position 2443: 0.002667304135084455
Position 1808: 0.00255390623244571
Position 3039: 0.002257887209653909
Position 2488: 0.0022265536774684156
Position 1173: 0.0020388133181672096
Position 1007: 0.001865472187964189
Position 1795: 0.0017939643043415115
Position 3358: 0.0016923214345988414
Position 1434: 0.0016293657289367701
Position 2732: 0.0016141406578098164
Position 1621: 0.0012922655063516738
Position 1861: 0.001033324509282954
Position 820: 0.0009210861222005077
Position 451: 0.0008956394332642819
Position 391: 0.0008769683711959466
Position 825: 0.0007511176686750672
Position 1705: 0.000727155073418121
Position 2565: 0.000716295714116613
Position 1338: 0.0006467444490551715
Position 1104: 0.0006309512105899855
Position 2070: 0.0006185058133540069
Position 1459: 0.000610265750874252
Position 486: 0.0005848190329668072
Position 514: 0.0005525051673668965
Position 3199: 0.0005235537884912419
Position 938: 0.0004981067551947274
Position 1216: 0.00045265256858494877
Position 1877: 0.00038159442975741696
Position 729: 0.00036207195245540333
Position 1437: 0.0003459230200620212
Position 449: 0.00029724482388539627
Position 3120: 0.00027830439251722933
Position 973: 0.00025604989866926243
Position 1353: 0.00025127765187301374
Position 3273: 0.00025108883835288565
Position 1120: 0.00023675480855465212
Position 555: 0.00021745675234848593
Position 1756: 0.00017918874998803033
Position 839: 0.0001603270215389334
Position 2856: 0.00015930934176123552
Position 874: 0.00014365138140341358
Position 1655: 0.00013095559011102247
Position 3318: 0.00012781939079001094
Position 2669: 0.0001266003853423716
Position 1663: 0.00012293884127213015
Position 922: 0.00011002491411878969
Position 1553: 0.00010933127978850234
Position 1575: 0.00010473118398788249
Position 599: 9.823125167559222e-05
Position 407: 9.631169381760738e-05
Position 1391: 8.783945325796454e-05
Position 1089: 7.165575626439539e-05
Position 1383: 6.63736027540353e-05
Position 1570: 6.410700255485132e-05
Position 978: 5.977866159145928e-05
Position 2022: 5.688228518868043e-05
Position 1127: 5.5201930410163886e-05
Position 1710: 5.5169078132248765e-05
Position 3228: 4.977805754069974e-05
Position 924: 4.702274066832399e-05
Position 3324: 4.30477639154028e-05
Position 363: 4.178190778465248e-05
Position 801: 3.978375342457255e-05
Position 412: 3.677545319320615e-05
Position 807: 3.565275363290589e-05
Position 461: 2.8389960163359857e-05
Position 1512: 2.1848128461725173e-05
Position 843: 1.7584699560849017e-05
Position 732: 1.4578038194744276e-05
Position 1454: 1.2761900637089249e-05
Position 1442: 1.1436163181140528e-05
Position 1936: 1.0075359807266217e-05
Position 519: 8.050082525206858e-06
Position 516: 7.967141836425997e-06
Position 1478: 4.42454493634137e-06
Position 1630: 4.210870416159135e-06
Position 365: 2.3396411446255975e-06
Position 2408: 1.399747286409491e-06
Position 1106: 1.2007913486315854e-06
Position 608: 4.937938503011371e-07
Position 2308: 4.4165065103575275e-07
Position 606: 4.279298454377504e-07
Position 281: 3.9088959909795047e-07
Position 943: 9.009148464168652e-08
Position 144: 8.03304645198035e-08
Position 220: 8.032588457888413e-08
Position 416: 5.380870349874759e-08
Position 217: 4.119221367237433e-08
Position 180: 3.343219638988907e-08
Position 695: 2.4072012877448295e-08
Position 2297: 2.364105748907099e-08
Position 69: 1.325556759507353e-08
Position 652: 1.2299125160672482e-08
Position 1191: 8.392329415214716e-09
Position 150: 6.799128485116038e-09
Position 1269: 6.0461957097571276e-09
Position 691: 2.011212154024271e-09
Position 82: 1.983015902073787e-09
Position 101: 3.747277418367442e-11
Position 98: 3.3857282129895085e-13
