Gene = IMMP2L
Position 110: 8.496853319091995e-06
Position 2638: 8.021510068821717e-06
Position 3620: 6.679355094877659e-06
Position 1842: 5.430270301363692e-06
Position 1431: 4.663657070665472e-06
Position 5596: 2.6501474024535485e-06
Position 204: 2.382272781825106e-06
Position 5593: 1.8530710843821254e-06
Position 1347: 1.6177134621832476e-06
Position 285: 1.0533467900696713e-06
Position 131: 1.0227491328377017e-06
Position 429: 4.3555956123786137e-07
Position 3441: 4.1343568735865784e-07
Position 1043: 3.6525414073700877e-07
Position 3018: 2.6840587962624723e-07
Position 1554: 2.4557955698522276e-07
Position 174: 8.154021655101335e-08
Position 1076: 5.83649641417041e-08
Position 215: 5.282944168484836e-08
Position 295: 4.7463269229634036e-08
Position 248: 4.612940177022885e-08
Position 963: 4.222109075279204e-08
Position 1206: 4.052596378949266e-08
Position 1291: 2.778800559592929e-08
Position 389: 2.574785178404179e-08
Position 837: 2.462320029654364e-08
Position 849: 4.162747576066972e-09
Position 1086: 3.3527712951998984e-09
Position 1344: 2.675662317611457e-09
Position 591: 1.868781542901741e-09
Position 151: 1.3012103802002978e-09
Position 937: 1.1785724136177257e-09
Position 910: 1.0271598305019817e-09
Position 816: 9.426047860367813e-10
Position 801: 9.020028287068458e-10
Position 223: 7.669894667718221e-10
Position 439: 1.9951118715681257e-10
Position 252: 8.919743537469511e-11
Position 313: 8.857027581605036e-11
Position 632: 4.5436929591460166e-11
Position 116: 1.0429737119028023e-11
Position 435: 1.0398119850600189e-11
Position 639: 1.020201394882025e-11
Position 794: 4.477128640503476e-12
Position 522: 3.3190294378922217e-12
Position 489: 2.9911961904139128e-12
Position 649: 2.9356937980547933e-12
Position 307: 1.4322414997795077e-12
Position 508: 5.07723970892585e-13
Position 495: 4.1542495849971815e-13
Position 475: 3.25785727245523e-13
Position 305: 5.914343018793005e-14
Position 514: 3.180322031568984e-14
Position 76: 2.8306873470557126e-14
Position 505: 2.4998298322300095e-14
Position 81: 1.0104874514410904e-14
Position 468: 6.385376144785722e-16
