Gene = CENPH
Position 3199: 0.00040798236424591244
Position 6739: 0.0002884475718693722
Position 644: 0.0002811036861598012
Position 5542: 0.00027477426326348803
Position 6884: 0.00025380952585247514
Position 8039: 0.00024362345920269342
Position 10044: 0.0002334118863665708
Position 5177: 0.0002028339519298774
Position 765: 6.837556584655213e-05
Position 435: 5.858151884503971e-05
Position 333: 3.4359203229347163e-05
Position 668: 3.409067553814856e-05
Position 56: 3.096200230658415e-05
Position 1566: 1.9994087122426456e-05
Position 1689: 1.927909597752942e-05
Position 1486: 1.6569487725997925e-05
Position 1592: 1.603950931537077e-05
Position 445: 1.3973412023316361e-05
Position 1278: 1.2249243707722884e-05
Position 13574: 1.1056532865093767e-05
Position 2170: 9.056801207474324e-06
Position 357: 8.041587325621775e-06
Position 457: 4.489885070654781e-06
Position 2293: 2.9816307265799662e-06
Position 522: 2.557126537771048e-06
Position 188: 2.4742251313024714e-06
Position 2193: 2.1689456330298913e-06
Position 17159: 2.156532879503285e-06
Position 494: 1.9218578642865807e-06
Position 224: 1.0120923092136138e-06
Position 263: 9.708189027469097e-07
Position 48: 9.251370077135352e-07
Position 61: 7.454347502630171e-07
Position 9: 1.8290378262117244e-07
Position 18: 1.0873337962048277e-07
Position 260: 4.2663394205966447e-08
Position 944: 3.098900901707634e-08
Position 924: 2.780690957122581e-08
Position 914: 1.9943856322489068e-08
Position 942: 1.8305349000459955e-08
Position 763: 1.6369253731130607e-08
Position 840: 1.5819542701696154e-08
Position 620: 1.0008309324269185e-09
Position 1547: 6.408248736170243e-10
Position 646: 1.1854073029948053e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7504: 0.9647773371109705
Position 12957: 0.8458276880274183
Position 18647: 0.8384181870706047
Position 20158: 0.7648771970846852
Position 6168: 0.4613306688421226
Position 5098: 0.32105862748590025
Position 12753: 0.3162804822377937
Position 2246: 0.21963041485863619
Position 12806: 0.1980739128917437
Position 19270: 0.17972460745900526
Position 5052: 0.1763433025330129
Position 10071: 0.1563865510977293
Position 5399: 0.14490886595924318
Position 6090: 0.12387486220635381
Position 2152: 0.0841153423117239
Position 529: 0.05809904620195126
Position 15997: 0.05617296756794013
Position 20474: 0.047481634640206195
Position 585: 0.04125778841096138
Position 2363: 0.026227762851354662
Position 6618: 0.024898086729648
Position 9837: 0.023576241606074102
Position 8800: 0.019567688970861155
Position 8776: 0.018694500919025876
Position 9811: 0.017885649791799112
Position 13370: 0.01778852330664399
Position 665: 0.017363181343548015
Position 13108: 0.0105109381431353
Position 11825: 0.008368974542641334
Position 5071: 0.008263455113899728
Position 5433: 0.008191084011858517
Position 2525: 0.007234111836042937
Position 608: 0.006629007540336368
Position 9655: 0.005638708361780609
Position 7415: 0.005390718046190476
Position 5221: 0.0050603346542299815
Position 13219: 0.004812301259250437
Position 2012: 0.0047718983939803155
Position 13250: 0.004645129201901656
Position 6739: 0.004606664491223972
Position 16017: 0.003946697811134078
Position 20224: 0.0038760202612757415
Position 9651: 0.0033931165923677784
Position 19241: 0.003222308568295698
Position 6848: 0.003189866378121161
Position 2418: 0.0031334604720594838
Position 20344: 0.002756060143903058
Position 6418: 0.0026562259122357846
Position 11847: 0.00251474782028637
Position 7694: 0.0024991883808146128
Position 2359: 0.002477752667394708
Position 1641: 0.0022381218573026074
Position 10316: 0.00221967608530218
Position 611: 0.0022047639571607697
Position 326: 0.0021687208745746357
Position 10275: 0.002107467952480919
Position 7487: 0.0020512615870680625
Position 637: 0.0018653770900281736
Position 13607: 0.0015929254402863493
Position 19432: 0.0013885088873678078
Position 1716: 0.0012266460016306898
Position 6471: 0.001183432928302198
Position 19726: 0.001152357806091768
Position 11465: 0.00114500623345882
Position 19289: 0.0011073734700537171
Position 11491: 0.0010525449230062833
Position 5243: 0.001015465717990079
Position 20122: 0.0010135738748994641
Position 7705: 0.0009636067354534983
Position 2991: 0.000952297917866461
Position 20444: 0.0009481425933073734
Position 17379: 0.0008855257442047086
Position 6721: 0.000852920928222455
Position 19046: 0.0008441765049254727
Position 14577: 0.0008099284804194729
Position 473: 0.0008009330412967679
Position 9725: 0.0007404118301378406
Position 17665: 0.0007195708658710007
Position 2117: 0.0006762491296429888
Position 13472: 0.0006744593192341286
Position 6642: 0.0005859051093428928
Position 10212: 0.0005729131075805705
Position 9321: 0.0005496448749885086
Position 1681: 0.0005114530937362674
Position 1506: 0.0004973086818619125
Position 8698: 0.0004947298815882823
Position 2641: 0.0004785872569647745
Position 8735: 0.000477661488503404
Position 18856: 0.00045491852752777977
Position 7672: 0.00044136229330731555
Position 4633: 0.0004248438934360451
Position 1601: 0.00041143183308578837
Position 15391: 0.0004076194589258827
Position 13449: 0.00039048583884282765
Position 16679: 0.00038025291342660993
Position 2164: 0.0003766923121336491
Position 476: 0.00035946367436710325
Position 1024: 0.00033612196155763743
Position 17686: 0.00032168770257984426
Position 2828: 0.0003191656854965305
Position 19729: 0.00030573660508371786
Position 7924: 0.00027420551098539725
Position 378: 0.000266733551957966
Position 13646: 0.00026400625282916093
Position 13664: 0.00026346097036387636
Position 8843: 0.00023742531280950224
Position 19482: 0.00022473162265488727
Position 2327: 0.000217251592521862
Position 2739: 0.00018484669621957796
Position 7713: 0.000181585602417201
Position 17035: 0.00016412260494541478
Position 16181: 0.00015775439650411429
Position 20498: 0.0001576239024486337
Position 6599: 0.00015735651777600313
Position 18912: 0.00015240103747169567
Position 243: 0.00014902803498169394
Position 19154: 0.00014769567666150302
Position 11705: 0.00012496271642291446
Position 15415: 0.00011705271524140227
Position 2439: 0.00011492960845653948
Position 2531: 0.00011284653806076289
Position 14367: 0.00010207522228627206
Position 2901: 0.00010008436558604325
Position 2027: 9.945346869252684e-05
Position 2381: 9.781358818879316e-05
Position 14777: 9.29153219115763e-05
Position 15706: 8.563549623808864e-05
Position 715: 8.386831847453653e-05
Position 15102: 8.287325389074091e-05
Position 13642: 8.177439657891087e-05
Position 14952: 8.118663783745819e-05
Position 292: 7.863201972522513e-05
Position 17825: 7.73921949648927e-05
Position 545: 6.027356612650114e-05
Position 17353: 5.727416987493467e-05
Position 16985: 5.711122729661933e-05
Position 14648: 4.9341682891662774e-05
Position 363: 4.4358462119168965e-05
Position 16728: 4.419254344533047e-05
Position 2055: 4.418511181777966e-05
Position 13843: 3.824668112067693e-05
Position 16344: 3.619057002601944e-05
Position 15725: 3.440995885856639e-05
Position 15993: 3.0626866110469614e-05
Position 14005: 2.906185321817865e-05
Position 8038: 2.878712086232095e-05
Position 11208: 2.857381772784477e-05
Position 881: 2.602924412502431e-05
Position 7189: 2.5723532124246726e-05
Position 809: 2.375036738820632e-05
Position 1472: 2.20062617473525e-05
Position 912: 2.0784254361463603e-05
Position 1650: 2.0643610275971575e-05
Position 7360: 2.0375113122421963e-05
Position 9518: 1.846800361121112e-05
Position 853: 1.2590866614213611e-05
Position 976: 1.2189395627807307e-05
Position 680: 1.1978885537832042e-05
Position 11065: 1.1749490133267286e-05
Position 289: 1.1578470027235522e-05
Position 1834: 1.1215323791225958e-05
Position 1733: 1.0014609629092136e-05
Position 9497: 7.912090060967459e-06
Position 435: 7.221419879848847e-06
Position 7169: 6.6372044023551205e-06
Position 1104: 6.492813695711783e-06
Position 801: 6.440007761594749e-06
Position 1818: 5.896468951831512e-06
Position 8555: 5.289232302773972e-06
Position 298: 4.386883206533608e-06
Position 7725: 3.854074932354433e-06
Position 8399: 3.4738236380298546e-06
Position 563: 3.1019889920639857e-06
Position 7206: 2.878190417478813e-06
Position 9093: 2.199198840618778e-06
Position 9023: 2.1298981912027158e-06
Position 868: 2.0931806551634625e-06
Position 987: 1.8982585473785335e-06
Position 1100: 1.6797789009547786e-06
Position 8395: 1.3965717168962555e-06
Position 13119: 1.3774112302275639e-06
Position 13252: 1.3217788523799004e-06
Position 862: 1.1987951282590241e-06
Position 440: 1.1203650349663476e-06
Position 385: 1.1126877844460995e-06
Position 412: 1.0127298208577717e-06
Position 5841: 4.975736225268726e-07
Position 2278: 4.491050418103109e-07
Position 457: 2.84709510810075e-07
Position 7290: 1.380736405184048e-07
Position 559: 2.3504410036230043e-08
Position 254: 2.2366074872401588e-08
Position 220: 1.5761827215479345e-08
Position 84: 6.762577237117581e-09
Position 777: 4.377869978971822e-09
Position 138: 2.451359644039593e-09
Position 182: 2.4375239519852964e-09
Position 167: 1.9810398377439634e-09
Position 388: 1.7117728246146925e-09
Position 431: 7.710132305450749e-10
Position 445: 7.113401404376686e-10
Position 144: 5.499447756288034e-10
Position 410: 4.706097222086468e-10
Position 408: 4.22563257811837e-10
Position 420: 4.0643804316443713e-10
Position 1228: 4.014554334943308e-10
Position 193: 2.600080626563212e-10
Position 452: 2.2385176837251137e-10
Position 98: 1.9262407471815895e-10
Position 722: 1.639394167587915e-10
Position 927: 1.3250090854291722e-10
Position 547: 1.031642311170109e-10
Position 390: 9.91803543855894e-11
Position 153: 7.634999281802376e-11
Position 92: 4.612798159579717e-11
Position 693: 3.1944641641874047e-11
Position 104: 2.8105003100599927e-11
Position 197: 3.529580922224773e-12
Position 719: 1.4810513918777187e-12
Position 111: 1.3206682318038041e-12
Position 122: 1.2458410151620603e-12
Position 95: 8.873546862809493e-13
Position 725: 8.143798487193926e-13
