Gene = FANCC
Position 1965: 0.000255608757545454
Position 1232: 0.0002499888601413152
Position 1961: 0.00019502674613344336
Position 8887: 0.00017715094049619955
Position 8930: 0.00017298457946106864
Position 2473: 0.00015410361049298494
Position 2905: 0.00014395550979283596
Position 1755: 0.00011703012800073014
Position 1679: 9.75710660267914e-05
Position 13: 8.766877287237579e-05
Position 2917: 7.606139228862544e-05
Position 1152: 7.504714819493973e-05
Position 631: 6.859324804012337e-05
Position 1822: 5.907538332610821e-05
Position 2936: 5.764197711915571e-05
Position 4017: 3.643461687380625e-05
Position 405: 3.313787579211062e-05
Position 2898: 3.303188842957776e-05
Position 1970: 3.260371061785525e-05
Position 1529: 3.07537518897116e-05
Position 1792: 2.759499901875678e-05
Position 2268: 2.6102893648699445e-05
Position 1056: 2.339424296160246e-05
Position 11: 2.0891611961848658e-05
Position 119: 7.84247496832498e-06
Position 502: 6.659440760959938e-06
Position 516: 4.674493609663721e-06
Position 332: 4.631199182035001e-06
Position 884: 3.6172705556426334e-06
Position 464: 3.595968315469174e-06
Position 597: 3.1850015552497746e-06
Position 5306: 2.2583149425272376e-06
Position 4845: 1.794752207442161e-06
Position 4274: 1.7065560418146754e-06
Position 2389: 1.4938643677711085e-06
Position 5196: 9.50845566141997e-07
Position 352: 7.389831615544193e-07
Position 746: 7.340609720006027e-07
Position 880: 6.943951684809473e-07
Position 876: 6.343582321472553e-07
Position 1034: 3.0335870317872463e-07
Position 504: 2.907639502336146e-07
Position 804: 2.1104451943505102e-07
Position 525: 1.9257512985744969e-07
Position 1070: 1.3775723562437576e-07
Position 1122: 1.2370099399151854e-07
Position 946: 9.362690053305562e-08
Position 606: 7.792195107409718e-08
Position 948: 7.052368183076856e-08
Position 1147: 5.878484177309832e-08
Position 806: 3.7921152087371946e-08
Position 662: 3.360082677694632e-08
Position 981: 1.6942918743182673e-08
Position 826: 1.0616255705763367e-08
Position 1295: 1.1610613226259947e-09
Position 1313: 4.3237922434007285e-10
Position 548: 1.1245555388681782e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7346: 0.8395749917078554
Position 14933: 0.6914668986932316
Position 906: 0.5591500441105336
Position 22450: 0.3247561120527817
Position 20154: 0.2996224996632888
Position 3056: 0.27498007466342017
Position 21838: 0.14571777735902763
Position 15151: 0.1354387327910944
Position 24697: 0.12756941624295876
Position 15241: 0.12030984401758589
Position 14357: 0.07462403133716038
Position 22923: 0.06105890604130922
Position 6949: 0.05465270503609141
Position 16574: 0.027395451563602125
Position 15431: 0.027345066324031383
Position 16397: 0.026155963724357495
Position 3052: 0.023997170805107527
Position 14218: 0.02316205011114835
Position 7070: 0.02173577525107394
Position 953: 0.018473561490403398
Position 15623: 0.01826051064054968
Position 3294: 0.017237748587019226
Position 16852: 0.016373029316203727
Position 16805: 0.015698527207885993
Position 23309: 0.014503639752439994
Position 7366: 0.014142514178200963
Position 5786: 0.013133919181910442
Position 3527: 0.012259899631953602
Position 14512: 0.012074864565159535
Position 3508: 0.010333837849323874
Position 3077: 0.010144527886686478
Position 3693: 0.009229028079809909
Position 1165: 0.009147327926755322
Position 4209: 0.007016183583176631
Position 560: 0.006604140233770487
Position 3591: 0.006540649276131075
Position 539: 0.00634602244085095
Position 2484: 0.005851891141598433
Position 4121: 0.005611641039599031
Position 16881: 0.005574163525228522
Position 9955: 0.004924013825427985
Position 8698: 0.004458615057345975
Position 5819: 0.003592310623696387
Position 4166: 0.0035043485413635855
Position 3214: 0.0034953960807575708
Position 6198: 0.0033338263706562694
Position 3308: 0.003281023756401196
Position 2563: 0.0031122427017360485
Position 3217: 0.003010835798466783
Position 3640: 0.0029810487857686438
Position 2542: 0.002777430376445332
Position 2442: 0.002633268953402505
Position 7044: 0.002478921484532208
Position 4233: 0.0023948024918561297
Position 14609: 0.002381542386200283
Position 1209: 0.0021490649355554556
Position 2212: 0.0018956969638204001
Position 5886: 0.0015966298738614851
Position 3022: 0.0015459020484943353
Position 11151: 0.001544568403440235
Position 11191: 0.0014764193045816952
Position 2439: 0.0013749740763892985
Position 4273: 0.0013652852967840172
Position 13638: 0.0013191442279259552
Position 12001: 0.001283570021354894
Position 11655: 0.0010542404546359475
Position 11964: 0.0010516835881933429
Position 10460: 0.0009155758009681743
Position 2610: 0.0008347738130478046
Position 781: 0.0008337051376893162
Position 12407: 0.0008281546304288054
Position 2768: 0.0008132204912068714
Position 2346: 0.0008042300537981543
Position 7709: 0.0007543975806605362
Position 1183: 0.0007482092141822626
Position 3722: 0.0006693100556086404
Position 11632: 0.000668572588277722
Position 4981: 0.0006677519182313155
Position 3559: 0.0006393013641311184
Position 9854: 0.000589017859709812
Position 644: 0.0005704930216053105
Position 11596: 0.0005643193680470423
Position 1818: 0.0005418219116569799
Position 3792: 0.0005315915369212394
Position 12259: 0.0004984614135462423
Position 8721: 0.0004923870117598806
Position 12959: 0.00045351790500241715
Position 9650: 0.0004484931200484855
Position 2635: 0.00041589902722248816
Position 12746: 0.00040491217594262934
Position 6471: 0.00039907378763035856
Position 14540: 0.0003731701611624076
Position 1821: 0.0003377477985560857
Position 12318: 0.00033068788733053563
Position 9776: 0.0003145133184213374
Position 3655: 0.00029947092821616916
Position 13907: 0.00029662724927438346
Position 429: 0.00027642044712717343
Position 13380: 0.0002715145456356321
Position 1490: 0.0002498784890082264
Position 2030: 0.0002310146486469504
Position 706: 0.0002306769483671353
Position 2103: 0.00022341217853677175
Position 2147: 0.00020096725340694558
Position 11330: 0.00020042408631879116
Position 9916: 0.00019894980288947829
Position 9019: 0.0001911165234899706
Position 785: 0.00017941807072806914
Position 836: 0.00014410909671623353
Position 9057: 0.00014051485403412912
Position 6242: 0.00013769117109082673
Position 4625: 0.00010234213550017148
Position 7638: 9.490441424797338e-05
Position 7847: 9.294153228409017e-05
Position 11288: 9.27264403094469e-05
Position 8075: 8.77685807247774e-05
Position 2496: 8.266784444102546e-05
Position 11104: 8.119758851593759e-05
Position 7532: 7.500414899838358e-05
Position 2898: 7.448112754804622e-05
Position 1412: 6.440342657120059e-05
Position 4545: 6.395640662150747e-05
Position 8323: 6.29600678424382e-05
Position 2895: 6.226939230179792e-05
Position 10148: 5.3260140145536365e-05
Position 5171: 5.185931431901191e-05
Position 10005: 5.152812001169216e-05
Position 243: 4.719806705199115e-05
Position 1805: 4.531778997829598e-05
Position 4759: 4.3867579191255116e-05
Position 7551: 4.2971901419427226e-05
Position 5003: 4.2320668870713565e-05
Position 534: 4.2307917741030706e-05
Position 5846: 3.9503277502030494e-05
Position 4594: 3.826888214482276e-05
Position 1708: 3.729866411461524e-05
Position 347: 3.637137384860651e-05
Position 1281: 3.5965711656403944e-05
Position 563: 3.5661033967463366e-05
Position 475: 3.300407557372014e-05
Position 9024: 3.053451163524581e-05
Position 8651: 3.031400093086866e-05
Position 1647: 2.9434576062873144e-05
Position 627: 2.808221008859688e-05
Position 8923: 2.7695233485923038e-05
Position 1529: 2.432984091898117e-05
Position 3995: 2.3354970163681237e-05
Position 4075: 2.3183990151985933e-05
Position 2952: 2.2943078693449747e-05
Position 3765: 2.2255583803037596e-05
Position 7747: 2.1033647213243844e-05
Position 1867: 2.048461104141423e-05
Position 4123: 1.520307816925311e-05
Position 973: 1.3998520303330414e-05
Position 1236: 1.3774607825490781e-05
Position 2715: 1.3256031012494987e-05
Position 3151: 1.2272465075036217e-05
Position 4799: 1.1733163727854033e-05
Position 6856: 1.1220886173591205e-05
Position 1250: 1.0379002408080234e-05
Position 4917: 1.019216761015849e-05
Position 4630: 1.0080244118264332e-05
Position 2385: 9.509398297917973e-06
Position 2252: 9.223761845192648e-06
Position 1009: 8.70931242631847e-06
Position 1180: 8.124464306441993e-06
Position 2179: 7.599400326448873e-06
Position 2744: 6.624092931728317e-06
Position 440: 4.733355032284268e-06
Position 870: 4.67018686184579e-06
Position 3058: 4.43586042045946e-06
Position 479: 4.424345953766759e-06
Position 4532: 4.142556218049945e-06
Position 565: 3.562749556354347e-06
Position 1460: 2.7612733201741118e-06
Position 568: 2.1625530596940375e-06
Position 543: 1.759518248284654e-06
Position 497: 1.498696908509714e-06
Position 411: 1.4533992640100348e-06
Position 851: 1.0987623188663812e-06
Position 613: 1.0553098332120296e-06
Position 3429: 1.0309033810803161e-06
Position 490: 1.0028902954046357e-06
Position 360: 8.19529799269268e-07
Position 488: 6.005229687474964e-07
Position 726: 5.375396651508298e-07
Position 108: 4.938129597651822e-07
Position 797: 4.20494860151373e-07
Position 157: 3.5259244482834955e-07
Position 306: 2.98852228187659e-07
Position 154: 1.8334064896261413e-07
Position 252: 1.50544267318843e-07
Position 716: 1.4472363081305806e-07
Position 1861: 1.267189822022095e-07
Position 394: 8.894995401480623e-08
Position 250: 8.736021822628978e-08
Position 452: 6.055421274857553e-08
Position 187: 5.2178643350585874e-08
Position 264: 4.605700539014906e-08
Position 603: 4.071690279244951e-08
Position 573: 3.763670888791635e-08
Position 181: 3.3852188010959175e-08
Position 258: 3.195764659131986e-08
Position 278: 2.492867353345781e-08
Position 329: 2.154705514993855e-08
Position 731: 1.9370339093501548e-08
Position 1018: 1.7395559935945047e-08
Position 283: 1.4384409619136693e-08
Position 366: 1.3845932124198504e-08
Position 261: 1.317074453186786e-08
Position 102: 1.289569481862238e-08
Position 799: 1.281879119153168e-08
Position 276: 1.1941511211999783e-08
Position 804: 1.1462366200622015e-08
Position 709: 1.138225759813702e-08
Position 1042: 1.0532146881225296e-08
Position 2363: 8.801864037183146e-09
Position 1654: 8.741613923337689e-09
Position 2302: 8.652822989104119e-09
Position 89: 6.616130998978613e-09
Position 1025: 4.867513526934967e-09
Position 380: 4.8230528731151105e-09
Position 73: 4.457392822674447e-09
Position 2224: 4.3990854012391415e-09
Position 387: 3.566800945796867e-09
Position 327: 3.5366244624995534e-09
Position 981: 2.898312581844285e-09
Position 1535: 2.379668797355562e-09
Position 194: 2.3157381729810547e-09
Position 1185: 2.2291121928303647e-09
Position 269: 1.9650090628079187e-09
Position 861: 1.905044549428995e-09
Position 1254: 1.7172317317296445e-09
Position 1047: 1.7085822955262108e-09
Position 1023: 1.694980238795781e-09
Position 1414: 1.5351002104798598e-09
Position 201: 1.1357362225414644e-09
Position 1740: 8.936458293515962e-10
Position 373: 8.806855950732669e-10
Position 83: 8.395257434555301e-10
Position 728: 5.522632341537206e-10
Position 859: 1.8908038287560421e-10
Position 1456: 4.286480035425071e-11
Position 167: 3.377371593361465e-16
Position 294: 1.3984593622156002e-16
Position 212: 1.0229009340802373e-16
Position 292: 6.477609588018625e-17
Position 205: 1.3001514281529751e-17
