Gene = STK31
Position 282: 7.602721107016044e-10
Position 659: 1.6975025992930375e-11
Position 552: 1.492545601670702e-11
Position 561: 1.2703188299397597e-11
Position 236: 2.4748320477566235e-16
Position 528: 6.999479789086576e-18
Position 329: 3.3511812040122105e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 21440: 0.9739635926596825
Position 26768: 0.9569452479110204
Position 7313: 0.6931211677924634
Position 17073: 0.59453795408616
Position 32810: 0.4152552909617523
Position 2066: 0.3815518955823586
Position 18544: 0.29317892169267756
Position 33420: 0.2526821362771995
Position 18437: 0.2175112434679478
Position 34213: 0.10211101087802273
Position 6101: 0.08460101583135847
Position 1919: 0.08181088964795107
Position 27977: 0.07997635277842305
Position 5533: 0.07696005270631802
Position 33392: 0.06683691231830935
Position 28865: 0.04935252625841838
Position 293: 0.033515019020234765
Position 4099: 0.03024539308869557
Position 5927: 0.02835954039448373
Position 1939: 0.027115567558281435
Position 10607: 0.01951657653558834
Position 29592: 0.018432028167042626
Position 27048: 0.017332118523899966
Position 4143: 0.016356417455370042
Position 1836: 0.015511885379028591
Position 3434: 0.015251965760400202
Position 1931: 0.014789476470163829
Position 8303: 0.013858414653439968
Position 25370: 0.011683498622009975
Position 29253: 0.011225300865715993
Position 456: 0.009580371983409398
Position 309: 0.00882886124632703
Position 3548: 0.00854761351319326
Position 2551: 0.008299146965009394
Position 7376: 0.0077051542329265
Position 568: 0.007155927589665482
Position 13164: 0.0068594783529341416
Position 1809: 0.006858112620517711
Position 12656: 0.006768142184808753
Position 2691: 0.006237734829595238
Position 11008: 0.0061573334760323594
Position 12116: 0.005265561870692172
Position 4167: 0.004972069791477269
Position 7472: 0.003116032557310336
Position 397: 0.003095975609131263
Position 7595: 0.00304885473191525
Position 7637: 0.0030364651805903538
Position 6019: 0.002973169816062135
Position 18923: 0.00253063279529935
Position 3104: 0.0024552598944818133
Position 3498: 0.002297632395289771
Position 346: 0.0020221592390614806
Position 8277: 0.0017645545984414947
Position 3369: 0.001726173760504478
Position 528: 0.0016957207724788625
Position 21682: 0.0014422804008944975
Position 2772: 0.0014262397272413367
Position 8966: 0.0014026555897465871
Position 24042: 0.001370332875991436
Position 480: 0.0013052405613366447
Position 7614: 0.0012986182934161823
Position 2667: 0.0012326355647673298
Position 2966: 0.0011832697963860737
Position 7944: 0.0011723435768713963
Position 5901: 0.0011176843751052575
Position 9310: 0.0010397511155000288
Position 8941: 0.0009413832359808252
Position 243: 0.0009381114699579548
Position 23306: 0.0008988536648427078
Position 273: 0.0008712702236351097
Position 1464: 0.0007060819389227162
Position 486: 0.0006006379639296078
Position 1009: 0.0005885498936919486
Position 21740: 0.0005349814841467135
Position 1522: 0.0005256330687104156
Position 3129: 0.0005028257984890684
Position 3059: 0.0004689132360309614
Position 144: 0.00041087360184482595
Position 320: 0.00040739091458596153
Position 1875: 0.0003596626326905917
Position 1434: 0.0003519115172152072
Position 2670: 0.0003494949875202292
Position 3154: 0.00034610488519566207
Position 2478: 0.00033643820953493784
Position 2392: 0.0003248290579631564
Position 197: 0.00031874646698072645
Position 5157: 0.00029971934310326796
Position 22318: 0.0002629268126236493
Position 2072: 0.00022790989941238242
Position 2011: 0.00022643894092706007
Position 954: 0.00021727316549776773
Position 1440: 0.0001876700424759805
Position 2256: 0.00016481261360745686
Position 19368: 0.00016028110132535107
Position 1585: 0.00015306555547650274
Position 796: 0.0001465779994372183
Position 1870: 0.00014297116560770318
Position 14547: 0.00010493415573091701
Position 1639: 9.262861206116211e-05
Position 971: 9.255422022366883e-05
Position 14594: 9.12714676990771e-05
Position 12403: 8.792881575173106e-05
Position 2937: 8.033859496539e-05
Position 1032: 7.73899049597532e-05
Position 4780: 7.324823048975182e-05
Position 1960: 7.249088127262324e-05
Position 17245: 6.263705968550376e-05
Position 1452: 5.8372396574020384e-05
Position 1494: 5.1906416437220815e-05
Position 5610: 5.137440146172209e-05
Position 1679: 5.0316011552719384e-05
Position 959: 5.02881642221026e-05
Position 2921: 4.926916165422888e-05
Position 860: 4.63296627959938e-05
Position 411: 4.286409466130414e-05
Position 4306: 4.199564974742807e-05
Position 1040: 3.9113206684168576e-05
Position 1853: 3.907102003644993e-05
Position 4663: 3.8582363507975156e-05
Position 8605: 3.808001221145369e-05
Position 984: 3.7312911734074825e-05
Position 3012: 3.718220450558007e-05
Position 753: 3.4237445472939553e-05
Position 12445: 3.1696943083933344e-05
Position 3551: 3.127370983706113e-05
Position 329: 3.1035279692236165e-05
Position 2634: 3.0247507082188268e-05
Position 4684: 2.7397241538967286e-05
Position 11864: 2.708995414072582e-05
Position 9862: 2.706660516546e-05
Position 12498: 2.4811053081853668e-05
Position 2464: 2.4790067587961847e-05
Position 11822: 2.4174049588979705e-05
Position 6353: 2.373834758672224e-05
Position 1811: 2.3724123997490934e-05
Position 793: 2.323881966115709e-05
Position 11599: 2.1656554514579206e-05
Position 9617: 2.1399604742249956e-05
Position 12131: 2.123136468552074e-05
Position 1618: 2.117266064489301e-05
Position 1655: 2.024668071449001e-05
Position 6549: 1.8662085945464275e-05
Position 11636: 1.7630181989006553e-05
Position 2594: 1.755239534683211e-05
Position 8215: 1.753267952534959e-05
Position 1401: 1.732821297107254e-05
Position 12152: 1.5339450211592328e-05
Position 7996: 1.5324399516444972e-05
Position 311: 1.4805989335294774e-05
Position 761: 1.405510343503809e-05
Position 1767: 1.3976643543325842e-05
Position 533: 1.3930433246422186e-05
Position 1978: 1.2006843568478171e-05
Position 2374: 1.1497576420502506e-05
Position 704: 1.0117130324320246e-05
Position 3396: 9.380009232310464e-06
Position 11213: 8.640457222898272e-06
Position 732: 8.208967114675415e-06
Position 12158: 8.19868143103638e-06
Position 1034: 8.188369745007234e-06
Position 4199: 7.947018429104365e-06
Position 162: 7.665734936300689e-06
Position 1717: 7.137383775627125e-06
Position 937: 7.110267358947035e-06
Position 9436: 6.824094478687981e-06
Position 350: 6.380232700816498e-06
Position 1773: 6.103418885280497e-06
Position 6279: 5.786286857450546e-06
Position 572: 5.6609395442169325e-06
Position 2528: 5.561054175967741e-06
Position 9021: 5.44228461706786e-06
Position 1722: 5.3917714298574025e-06
Position 3181: 5.32275899637239e-06
Position 910: 5.305310345501094e-06
Position 2602: 5.170264847331667e-06
Position 213: 4.876844734499753e-06
Position 1056: 4.705295990945081e-06
Position 12835: 4.691533826052529e-06
Position 2017: 4.548583111379833e-06
Position 744: 4.3045433956696295e-06
Position 2440: 4.2457182152066095e-06
Position 1704: 4.159066840866677e-06
Position 641: 3.9967891382539386e-06
Position 2888: 3.8977477187658885e-06
Position 6960: 3.891348827781793e-06
Position 8527: 3.3553831213094463e-06
Position 1706: 3.3202027838440404e-06
Position 5719: 3.0060358363045868e-06
Position 2434: 2.506050991484523e-06
Position 9523: 2.4817989491946147e-06
Position 5496: 2.4154015872853245e-06
Position 1349: 2.4023389348101987e-06
Position 5735: 2.180404720722992e-06
Position 935: 2.0070347607785087e-06
Position 337: 1.967752334443644e-06
Position 817: 1.9638392619337015e-06
Position 369: 1.8007059326210684e-06
Position 939: 1.6598414585978145e-06
Position 2119: 1.5510049363358623e-06
Position 6656: 1.4249555395407965e-06
Position 765: 1.3688744568279804e-06
Position 10002: 1.3675660662820372e-06
Position 7801: 1.2990123908905595e-06
Position 602: 1.2162248421813407e-06
Position 6815: 1.108950953227826e-06
Position 1600: 1.087931562539863e-06
Position 2266: 1.0468828951090207e-06
Position 7456: 1.0404059517805344e-06
Position 2085: 9.489336551070183e-07
Position 8742: 8.534744591114134e-07
Position 2166: 7.251360927028663e-07
Position 1070: 7.132629248019428e-07
Position 907: 7.036882829061612e-07
Position 4536: 6.074763197118988e-07
Position 357: 5.572935132729394e-07
Position 5338: 5.351050630012483e-07
Position 2481: 4.459432486288143e-07
Position 262: 3.650131299174468e-07
Position 4632: 3.475099130665225e-07
Position 6652: 3.349546772121176e-07
Position 4460: 2.7921191452169895e-07
Position 1537: 1.4020909592376967e-07
Position 4560: 1.2857124308248227e-07
Position 2093: 8.416919096395242e-08
Position 1061: 7.74236880436384e-08
Position 146: 5.947772695765252e-08
Position 488: 4.514743575227529e-08
Position 6000: 2.9012990196863338e-08
Position 1326: 1.093726510825388e-08
Position 2283: 7.052036922895481e-09
Position 2338: 7.0303601225158916e-09
Position 173: 4.647029653990687e-10
Position 168: 3.968679178826993e-10
Position 644: 2.022007120660924e-10
Position 179: 1.7615533235869946e-10
Position 490: 1.2899508886046414e-10
Position 176: 1.0514981482202039e-10
Position 623: 5.1222844102434085e-11
Position 1156: 2.0132540412191565e-11
Position 130: 1.6831598186184433e-11
Position 587: 4.124718042248738e-12
Position 103: 3.275982469904997e-13
Position 647: 2.1776839289134197e-13
Position 112: 8.227532790811235e-15
Position 608: 2.511741189421188e-15
Position 117: 1.97221993399328e-15
