Gene = RGS7BP
Position 698: 1.6947318817650607e-07
Position 367: 1.3708706796549103e-07
Position 1545: 9.499719084170968e-08
Position 2053: 8.38144870012437e-08
Position 1069: 5.1607635114241134e-08
Position 556: 7.999555253771591e-09
Position 547: 4.676124105910358e-09
Position 1457: 5.150108711749981e-10
Position 645: 1.378845083133192e-10
Position 573: 9.624781909179082e-12
Position 616: 1.7463304912173428e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9512939750167021
Position 9250: 0.9417111683989352
Position 391: 0.7111019958996345
Position 1411: 0.47892087348814993
Position 6206: 0.3385287897316607
Position 20444: 0.3287659828378567
Position 11312: 0.24729829662417918
Position 10318: 0.18354608077284415
Position 12289: 0.15484368732610163
Position 10205: 0.13526867280333177
Position 597: 0.10833479428716421
Position 12754: 0.09686281526266902
Position 9878: 0.07892526131003796
Position 10274: 0.07010461718115966
Position 12816: 0.057404493152248444
Position 11335: 0.054262397415541244
Position 4611: 0.049554757346273015
Position 8651: 0.04749983130124351
Position 7765: 0.04617733747790255
Position 18826: 0.03304006560081231
Position 842: 0.03220207242799814
Position 4678: 0.031104766906912072
Position 14403: 0.030138696924378615
Position 4925: 0.026466737401353975
Position 5707: 0.026331217898112606
Position 10295: 0.02509370844960894
Position 5642: 0.024582671010166326
Position 11364: 0.023880112579674387
Position 645: 0.021041695373957857
Position 9281: 0.020500078678889817
Position 11917: 0.02019168873339626
Position 19443: 0.019652703065914493
Position 10332: 0.019180594030618673
Position 10292: 0.018986234630682705
Position 13283: 0.01887067544490769
Position 5008: 0.018208154210100216
Position 3044: 0.015229863715408704
Position 4980: 0.015048020717161558
Position 25822: 0.014713508062649535
Position 7202: 0.01423432713608996
Position 1283: 0.01379480817949734
Position 689: 0.013631070109831592
Position 4420: 0.013203291844370196
Position 10126: 0.012801796884099482
Position 1355: 0.011682683191640194
Position 2810: 0.01146090081452321
Position 2663: 0.009532625680209076
Position 4719: 0.009186897415414105
Position 396: 0.008822753030714874
Position 1146: 0.008720608205092111
Position 4922: 0.008227939121993582
Position 10105: 0.00785747379155639
Position 412: 0.007050600195299352
Position 659: 0.00690726975390753
Position 1982: 0.006270515903623675
Position 9884: 0.0062485486621876194
Position 10056: 0.0054077525282316035
Position 11937: 0.00525590602824923
Position 12680: 0.00493211481224649
Position 23357: 0.004847288914302599
Position 4491: 0.004753792832417443
Position 4701: 0.00456518547007002
Position 22018: 0.004210164695310258
Position 1485: 0.0037560245153543475
Position 9176: 0.0037425088262902353
Position 866: 0.0035424961787986426
Position 18260: 0.0032918410096793123
Position 9980: 0.00318127033659496
Position 12527: 0.0030172759716275504
Position 17315: 0.0028854953905250247
Position 12548: 0.0027655516150394905
Position 2813: 0.002636281462312058
Position 4858: 0.0025926502348203196
Position 4561: 0.002069116366808965
Position 17201: 0.0018391970775073908
Position 4977: 0.0016956633794268559
Position 20870: 0.0012900478473554574
Position 10112: 0.0012691135010242515
Position 14979: 0.0012510578707581458
Position 1957: 0.0009985501287788122
Position 755: 0.000993897788238541
Position 2751: 0.000979462898111775
Position 2199: 0.000970276721394878
Position 3636: 0.0009132143540640701
Position 1944: 0.0009000951789436445
Position 13807: 0.0008361524390572132
Position 3679: 0.000759337417783259
Position 9559: 0.0007476432884798686
Position 3622: 0.0006614813431329671
Position 3113: 0.0006210866914744328
Position 732: 0.0005295445531119298
Position 168: 0.0005205348848689567
Position 12962: 0.00045357859460419764
Position 4063: 0.00042674746674114096
Position 2090: 0.0003680064442040753
Position 4184: 0.0003147577052812019
Position 847: 0.00030874430948220946
Position 2328: 0.0002846792804542332
Position 3934: 0.0002506309066773529
Position 723: 0.00022742984615807177
Position 4112: 0.00020979190230189715
Position 2216: 0.00020372570284083456
Position 10023: 0.00019354319907667812
Position 3548: 0.00016807054842801888
Position 2710: 0.00016765236750270648
Position 5116: 0.0001606100448827374
Position 1204: 0.0001477538248442978
Position 931: 0.00014558916537246535
Position 3068: 0.00012906444181914382
Position 1072: 0.00012350992463560883
Position 1861: 0.0001032255705707218
Position 1451: 0.0001025156138784827
Position 894: 9.583824673735135e-05
Position 1421: 9.301184312010056e-05
Position 3649: 8.955242999396418e-05
Position 2342: 8.68795735891936e-05
Position 579: 8.021913212769903e-05
Position 355: 7.311036146406655e-05
Position 1048: 6.738199164386048e-05
Position 432: 6.168818834701165e-05
Position 7507: 5.790582014030296e-05
Position 298: 4.9163200635509105e-05
Position 363: 4.128482677349373e-05
Position 10613: 3.95790943158645e-05
Position 6789: 3.776187368777531e-05
Position 1786: 3.205588943869517e-05
Position 257: 3.1721779581775704e-05
Position 1577: 2.8527909867213405e-05
Position 1453: 2.8402130917055632e-05
Position 6474: 2.811641253897525e-05
Position 573: 2.6491992274739014e-05
Position 693: 2.5768902671405337e-05
Position 1045: 2.531602412584034e-05
Position 6913: 2.2429008855894325e-05
Position 802: 2.2306727504471548e-05
Position 9595: 2.1798164254810163e-05
Position 1241: 2.0660086622713334e-05
Position 844: 1.9824688673387094e-05
Position 2886: 1.845646371808835e-05
Position 414: 1.8198466250062014e-05
Position 1436: 1.7501829187103454e-05
Position 10433: 1.4309754640096382e-05
Position 1082: 1.3448565828778626e-05
Position 223: 1.2145272750323457e-05
Position 330: 1.1236599269518705e-05
Position 1423: 1.1160237185859159e-05
Position 9561: 1.0728616733073244e-05
Position 1051: 9.483261479074658e-06
Position 1034: 9.424092024223074e-06
Position 191: 9.229159264083132e-06
Position 3007: 7.756121161310021e-06
Position 696: 6.73349930987667e-06
Position 1292: 6.166990992124165e-06
Position 939: 4.9190332299597925e-06
Position 7484: 4.745098199456321e-06
Position 1177: 4.634399414100627e-06
Position 1317: 4.36168556444802e-06
Position 799: 4.255746580704205e-06
Position 906: 4.247322545204753e-06
Position 438: 3.6562167345836296e-06
Position 174: 3.485015730627082e-06
Position 885: 3.386878390189056e-06
Position 704: 3.3375371598028314e-06
Position 6764: 3.039955374835968e-06
Position 1189: 3.026130850615694e-06
Position 6636: 2.997849134127347e-06
Position 2870: 2.6433186255580713e-06
Position 400: 2.352819320985846e-06
Position 2767: 2.348966329793795e-06
Position 2458: 2.3241273558045374e-06
Position 419: 2.2850325935816593e-06
Position 5290: 2.1812218290428292e-06
Position 195: 2.151969253922389e-06
Position 141: 1.8459926203646874e-06
Position 1894: 1.5674899304532917e-06
Position 1549: 1.4228959089680976e-06
Position 806: 1.3533137462948163e-06
Position 901: 1.3211856796039624e-06
Position 708: 6.359654419140537e-07
Position 145: 4.554471485783809e-07
Position 117: 3.967329741099792e-07
Position 1695: 3.345042382676006e-07
Position 2305: 2.9692228313417453e-07
Position 2052: 2.483079830554115e-07
Position 201: 1.8544032995341814e-07
Position 1516: 1.1948528545472296e-07
Position 3115: 9.23291845078637e-08
Position 6218: 8.38284372746021e-08
Position 772: 5.133893080740764e-08
Position 1855: 4.990195103275047e-08
Position 1789: 3.4283100585895206e-08
Position 915: 2.6015722562228164e-08
Position 2059: 2.2463809219911892e-08
Position 470: 2.093971980897471e-08
Position 3051: 9.168065852876976e-09
Position 448: 6.02910539335314e-09
Position 427: 4.356113610151099e-09
Position 487: 2.289653227529021e-09
Position 450: 2.0061815572639038e-09
Position 210: 1.6629153354019036e-09
Position 534: 8.018762799497933e-10
Position 908: 4.81257844317404e-10
Position 778: 4.1688659404972615e-10
Position 123: 3.640655502707494e-10
Position 532: 2.5480642355532856e-10
Position 547: 1.4399793846566443e-14
