Gene = BLVRA
Position 13950: 6.954705572603368e-05
Position 2109: 6.811898969121254e-05
Position 3652: 5.482387018269463e-05
Position 13253: 5.294101961263387e-05
Position 8473: 5.273611403080987e-05
Position 13219: 5.0362297093792266e-05
Position 1119: 5.004496546661421e-05
Position 550: 4.939902985022837e-05
Position 4408: 4.375219991383891e-05
Position 4142: 4.2615087774282333e-05
Position 1002: 3.803908131257884e-05
Position 6498: 3.774228750865709e-05
Position 860: 3.765371562707512e-05
Position 8163: 3.3974465744865584e-05
Position 2992: 3.375192468273122e-05
Position 3494: 3.312895706033985e-05
Position 12560: 3.2476237309289365e-05
Position 1355: 3.18840169425911e-05
Position 9679: 3.164980675963411e-05
Position 8546: 2.81128129246815e-05
Position 402: 2.7904341179483336e-05
Position 1430: 2.6092117501422438e-05
Position 11692: 2.595587555639913e-05
Position 964: 2.4696246130188566e-05
Position 5671: 2.4414902190845767e-05
Position 974: 2.2974313841220926e-05
Position 8075: 2.0960263950000067e-05
Position 5313: 2.0635208506330682e-05
Position 3958: 2.0621353942403657e-05
Position 2820: 2.0545986625707153e-05
Position 180: 1.9837458107898356e-05
Position 9334: 1.974475704954815e-05
Position 2931: 1.892009508818346e-05
Position 10276: 1.8568628888683126e-05
Position 8360: 1.8151879916611965e-05
Position 2963: 1.7597791423547897e-05
Position 1543: 1.7506059912899242e-05
Position 2299: 1.6557722760476645e-05
Position 10790: 1.5887097239707875e-05
Position 5368: 1.573288084601086e-05
Position 119: 1.460270513019622e-05
Position 2863: 1.4401170505428895e-05
Position 10779: 1.3995816515105041e-05
Position 4094: 1.3832053593580751e-05
Position 156: 1.2319063555166675e-05
Position 1269: 1.2184820320122659e-05
Position 3563: 1.1913611252164445e-05
Position 2353: 1.1902454234057037e-05
Position 4353: 1.1626993796809231e-05
Position 2690: 1.1472265191443918e-05
Position 6002: 1.0161931669625447e-05
Position 9505: 9.788153849650733e-06
Position 3879: 9.609078266535648e-06
Position 2572: 8.98092384056208e-06
Position 1019: 8.830170011506411e-06
Position 4249: 7.667544996865555e-06
Position 6753: 7.5695798043655035e-06
Position 9089: 7.5483975790474485e-06
Position 416: 6.766802996923409e-06
Position 916: 5.643265657541198e-06
Position 4422: 5.138834640871184e-06
Position 7359: 4.026855728240773e-06
Position 2781: 3.3898627710536393e-06
Position 6617: 3.322950202573841e-06
Position 6756: 3.186271860426757e-06
Position 2479: 3.1791978998761926e-06
Position 7014: 2.7211734178251735e-06
Position 2797: 2.600365829969765e-06
Position 2367: 2.474852150190284e-06
Position 1064: 2.447720866343333e-06
Position 2458: 2.374909090673387e-06
Position 2542: 2.3097688346025256e-06
Position 336: 1.842838206395086e-06
Position 957: 1.7691484802043306e-06
Position 1168: 1.7053829246624868e-06
Position 371: 1.499012994338551e-06
Position 1087: 1.4022419225841964e-06
Position 347: 1.396638272542645e-06
Position 2056: 1.3865149739525417e-06
Position 1887: 1.313009207500479e-06
Position 2757: 1.0819195090980353e-06
Position 2133: 8.7049189442972e-07
Position 2270: 8.518698928963825e-07
Position 1933: 4.7127709650867814e-07
Position 1894: 3.423882385925192e-07
Position 2466: 3.212802482029891e-07
Position 1998: 3.1623992167301e-07
Position 159: 2.905684783474323e-07
Position 182: 2.706081429006439e-07
Position 236: 2.3850463229113003e-07
Position 2515: 2.3361453012844485e-07
Position 1475: 2.2007872094960248e-07
Position 1458: 1.6576188515437753e-07
Position 1547: 1.5650010833366428e-07
Position 706: 1.2429828103806142e-08
Position 774: 1.1035763634892787e-08
Position 619: 7.235318462235806e-09
Position 727: 6.749375609098508e-09
Position 1412: 6.678364892009039e-09
Position 649: 5.583695526768794e-09
Position 1061: 4.900697605071544e-09
Position 631: 4.516929818714167e-09
Position 520: 4.450986514852389e-09
Position 378: 4.139367209321533e-09
Position 453: 3.6263631573522576e-09
Position 1338: 3.5372186428345627e-09
Position 148: 3.2157589681633305e-09
Position 532: 3.1307314836940314e-09
Position 719: 3.058336718429241e-09
Position 908: 2.7231770319721255e-09
Position 444: 2.297976341893382e-09
Position 462: 1.1743328870081918e-09
Position 373: 1.0656674607133802e-09
Position 127: 4.79044917477316e-10
Position 419: 3.2335880017800703e-10
Position 894: 2.5804425789945194e-10
Position 712: 1.9823178677948433e-10
Position 902: 1.8824872331414912e-10
Position 656: 1.7491344373967509e-10
Position 319: 1.5052809539339357e-10
Position 193: 1.0949058632970928e-10
Position 301: 7.420561820774738e-11
Position 240: 4.8400707423603434e-11
Position 121: 3.658718495645852e-12
Position 142: 1.545929109765792e-12
