Gene = SNAP47
Position 9276: 0.004779355625443708
Position 21014: 0.0043581414378782825
Position 7861: 0.004188485596351632
Position 388: 0.004047791233965836
Position 12058: 0.00404330116577547
Position 1338: 0.003964343837692427
Position 7694: 0.003659840445081066
Position 8628: 0.0036283385276678565
Position 1447: 0.0036159928273944188
Position 8052: 0.003523360538901452
Position 281: 0.003421016162296571
Position 12895: 0.003308729455270599
Position 10242: 0.0032738812131374024
Position 7645: 0.0032647484894246298
Position 503: 0.0030705999248497743
Position 16493: 0.00292197819319484
Position 2677: 0.0028539943299396896
Position 5077: 0.0027836411005862233
Position 710: 0.002456138679140856
Position 4849: 0.0023236081301678383
Position 19670: 0.002321706595195128
Position 3986: 0.0022944544688178296
Position 13316: 0.002293305741533556
Position 4752: 0.002157916959659289
Position 2616: 0.0021482721665579143
Position 7889: 0.002122630436618249
Position 1712: 0.0020999528515189838
Position 5460: 0.0020376442801320564
Position 9172: 0.002014682981779882
Position 19557: 0.0018822767613560915
Position 1202: 0.0017341367387578898
Position 2449: 0.0016255934854242568
Position 8919: 0.0016138006411943182
Position 7864: 0.0015165503906666134
Position 3452: 0.0014403557797142913
Position 12021: 0.0012590531038533758
Position 2128: 0.0012329087886144483
Position 8146: 0.0012163258821137187
Position 3952: 0.0011789572813544385
Position 2405: 0.0011539388701773635
Position 18618: 0.001143029147730546
Position 4024: 0.0010785772060031725
Position 7476: 0.001063508278610834
Position 4793: 0.001015388833885483
Position 11870: 0.0009635139929548757
Position 7503: 0.0009566452700070952
Position 1335: 0.0009442683335338845
Position 4081: 0.0008969345372700122
Position 5089: 0.0008621078670744914
Position 3971: 0.0008134455505184225
Position 5645: 0.0007884947978537898
Position 3808: 0.0007860579771803196
Position 3557: 0.0007822320245023508
Position 2005: 0.0007435116752071997
Position 2680: 0.0006670323632371792
Position 11465: 0.0006665720489042144
Position 21541: 0.000651784404915571
Position 8075: 0.0006401912740625632
Position 8996: 0.0006279503714820915
Position 5051: 0.0006002424591465625
Position 2646: 0.0005829903816292046
Position 5122: 0.0005533845708327821
Position 6304: 0.0004970593062041895
Position 232: 0.00047279625772309974
Position 6714: 0.0004582324656309705
Position 1548: 0.00044686439856592755
Position 1544: 0.00044304070604824706
Position 4450: 0.00043434382485041574
Position 6300: 0.00040910306397459024
Position 14535: 0.00039431145088514416
Position 3673: 0.00037811771139815173
Position 7422: 0.0003751016457010528
Position 5425: 0.0003662833104828669
Position 2369: 0.00036422655380645983
Position 5671: 0.00033420978467871623
Position 3886: 0.0002828008926014789
Position 1718: 0.00026066194202815153
Position 2667: 0.0002436738542391327
Position 782: 0.00024286888010403236
Position 11409: 0.00020348742192316055
Position 358: 0.0001782363697159991
Position 3864: 0.00016223239612384537
Position 324: 0.00015199386832865654
Position 4570: 0.0001461461444257274
Position 8105: 0.00013769631316804705
Position 4868: 0.00012335246703710216
Position 4550: 0.00012144239789958454
Position 1414: 0.00011701479341078277
Position 4330: 0.00011330293863155821
Position 571: 0.00011159214769358171
Position 594: 0.00011153319785838724
Position 4266: 0.00010727465867204828
Position 17144: 0.00010406327598784775
Position 4717: 0.00010231037849331841
Position 12196: 9.789157127872009e-05
Position 14724: 9.636398616415523e-05
Position 2326: 9.037403378960527e-05
Position 18477: 8.437493548800588e-05
Position 185: 7.331042678994232e-05
Position 16051: 6.92599951258306e-05
Position 1789: 6.308115595500816e-05
Position 8964: 6.0233551802230296e-05
Position 2096: 5.562396431656682e-05
Position 15240: 4.7483747765931185e-05
Position 179: 4.4973747618234835e-05
Position 1803: 4.263959758012793e-05
Position 1256: 4.1826603466020904e-05
Position 942: 4.047032614271092e-05
Position 1310: 3.982582714823689e-05
Position 745: 3.296638025337463e-05
Position 86: 2.938527681606559e-05
Position 158: 2.2788479704327895e-05
Position 201: 2.1721382008545413e-05
Position 2424: 1.6350226271429566e-05
Position 2857: 1.3952625939427532e-05
Position 1233: 1.1729160467366851e-05
Position 2517: 9.759451659396745e-06
Position 1289: 9.400798527582836e-06
Position 2834: 9.207685302867348e-06
Position 3838: 8.769749861433021e-06
Position 10608: 6.4649903576072206e-06
Position 5020: 6.3887125266992e-06
Position 1737: 5.8982315021402516e-06
Position 1714: 4.883971260734739e-06
Position 9629: 4.83776641333589e-06
Position 1861: 4.661075012988603e-06
Position 121: 3.4940070253241234e-06
Position 1365: 3.417913581344175e-06
Position 897: 3.4096251886259644e-06
Position 542: 3.3978915228877384e-06
Position 807: 3.365296432905375e-06
Position 10674: 3.1258007368446895e-06
Position 9130: 2.973296594406796e-06
Position 2769: 2.91666143350682e-06
Position 4160: 2.798510841053494e-06
Position 2045: 2.583168793730084e-06
Position 116: 2.4576233506445126e-06
Position 1918: 2.397649508434057e-06
Position 9656: 2.2187700208952854e-06
Position 1622: 2.1868394084459283e-06
Position 666: 2.0883885470606554e-06
Position 1402: 1.971796367164617e-06
Position 130: 1.3593300502875232e-06
Position 687: 1.3043716732878595e-06
Position 98: 1.2419820261506056e-06
Position 2922: 3.125949275417306e-07
Position 286: 1.9415938907141167e-07
Position 2185: 1.3508045391924242e-07
Position 1762: 9.102045282055226e-08
Position 2014: 8.88749027803295e-08
Position 355: 7.411166242654857e-08
Position 2192: 7.371420256763679e-08
Position 2064: 7.220083069537232e-08
Position 1346: 6.787523447636089e-08
Position 455: 4.71399157958425e-08
Position 747: 3.90862584189301e-08
Position 787: 2.8185083025752684e-08
Position 652: 2.755920437046297e-08
Position 751: 2.420245630996354e-08
Position 1072: 2.21674556221296e-08
Position 3919: 2.1551642110449594e-08
Position 164: 1.828202474567757e-08
Position 2217: 4.140607416155238e-09
Position 149: 9.758359943020635e-10
Position 1092: 1.4567745089997147e-10
Position 852: 1.0068028653257909e-10
Position 977: 8.707104383096839e-11
Position 1181: 7.63967197502762e-11
Position 929: 7.633788993666601e-11
Position 826: 6.246465457063678e-11
Position 730: 5.848279565896288e-11
Position 242: 5.596961917607172e-11
Position 794: 4.7928733436901434e-11
Position 728: 4.033357022500506e-11
Position 298: 3.8868926023188966e-11
Position 1224: 3.6671723496596046e-11
Position 1027: 3.647640126463352e-11
Position 1171: 3.405114197762337e-11
Position 957: 3.266658430929114e-11
Position 1120: 3.264794055664319e-11
Position 256: 3.116396180143524e-11
Position 654: 2.9693553143688845e-11
Position 1833: 2.6857301214494965e-11
Position 1142: 2.6223325509456534e-11
Position 343: 2.1310209868871178e-11
Position 912: 2.000791997575341e-11
Position 134: 1.8956844164753407e-11
Position 364: 1.8058888994883302e-11
Position 997: 1.619376045915186e-11
Position 753: 1.5976854317500007e-11
Position 600: 1.4515876569786189e-11
Position 804: 1.2587310263329116e-11
Position 1213: 1.10656670902611e-11
Position 161: 1.0737018759116635e-11
Position 1457: 1.044922934294866e-11
Position 137: 1.0063685101560605e-11
Position 843: 8.500410765796194e-12
Position 955: 7.773859423418108e-12
Position 547: 6.722111951267254e-12
Position 337: 6.716151102345222e-12
Position 975: 6.690154121136277e-12
Position 1424: 6.332478656324177e-12
Position 884: 5.599795072935371e-12
Position 824: 4.489862742945816e-12
Position 463: 3.73557316531253e-12
Position 668: 1.994766637643382e-12
Position 553: 1.8327169555521354e-12
Position 910: 3.5094653608385675e-13
Position 994: 2.25179277974606e-13
