Gene = CCDC163P
Position 4647: 1.439159159478423e-05
Position 4927: 1.3807530684011794e-05
Position 312: 7.186019618083775e-06
Position 4938: 4.453286917855893e-06
Position 4738: 4.414485495542024e-06
Position 4868: 3.3805343734063405e-06
Position 939: 3.29853030977338e-06
Position 844: 3.262065060736864e-06
Position 1105: 3.158814195669718e-06
Position 873: 3.042830102614963e-06
Position 4820: 2.598125447008713e-06
Position 3721: 2.0956748935195132e-06
Position 4943: 2.0024431487959072e-06
Position 4946: 1.960311292633784e-06
Position 1028: 1.348937254470305e-06
Position 1170: 9.277787850375136e-07
Position 1142: 9.23641079588468e-07
Position 2302: 8.647015706173074e-07
Position 1485: 6.983154374786268e-07
Position 333: 5.715102330964418e-07
Position 375: 5.62089252803118e-07
Position 1458: 5.56040715547357e-07
Position 1400: 5.076912784072512e-07
Position 168: 4.768776244516204e-07
Position 1758: 4.312549760184115e-07
Position 1714: 4.2391383268662457e-07
Position 391: 4.124495560190172e-07
Position 442: 3.941449121608332e-07
Position 200: 3.785980498033534e-07
Position 1275: 3.5739876188320974e-07
Position 1137: 3.266426434000382e-07
Position 1647: 3.2214651460744265e-07
Position 2372: 3.197159886485095e-07
Position 1159: 2.988752304372252e-07
Position 2340: 2.935089701869346e-07
Position 1145: 2.1745811161132048e-07
Position 1864: 2.0218157340640912e-07
Position 1182: 2.010040135403124e-07
Position 1133: 1.8394041201782658e-07
Position 322: 1.6245503171303473e-07
Position 858: 1.1798187684898293e-07
Position 467: 7.532389581136571e-08
Position 92: 6.225516365779195e-08
Position 883: 5.384646379631586e-08
Position 850: 4.703847091344728e-08
Position 486: 3.829007406748982e-08
Position 3716: 1.9822311829365955e-08
Position 496: 1.1750347379883124e-08
Position 3694: 8.738445431369109e-09
Position 909: 7.2165875737166994e-09
Position 480: 3.691423257306015e-09
Position 459: 2.013862386165425e-09
Position 899: 7.483552398060353e-10
Position 917: 6.844994916996133e-10
Position 81: 4.568001908219923e-10
Position 447: 5.553144510642163e-13
