Gene = NHP2
Position 2003: 1.7145968468395836e-08
Position 450: 1.2323354699979317e-08
Position 525: 1.2258511236313612e-08
Position 305: 8.783306281658926e-09
Position 679: 3.2027420106167675e-09
Position 992: 2.9439439523422344e-09
Position 667: 2.6352066661593143e-09
Position 895: 2.490525147210671e-09
Position 684: 1.3228226208708753e-09
Position 309: 5.070537714378408e-10
Position 96: 2.653691675938564e-10
Position 84: 8.891285234678755e-11
Position 710: 1.0074802137971082e-12
Position 314: 6.981516600039406e-13
Position 702: 6.232652093198137e-13
Position 697: 2.973889636658184e-13
Position 481: 2.3348977237034134e-15
