Gene = AAED1
Position 9104: 0.0060801450889358035
Position 12326: 0.005952123618845994
Position 717: 0.005608894873141747
Position 10909: 0.0054563590248854765
Position 10106: 0.005369864717168438
Position 11175: 0.0050192962952528624
Position 1616: 0.004413957275673193
Position 11490: 0.004339510205012734
Position 3797: 0.004040908049086981
Position 3125: 0.0037375448198124607
Position 2536: 0.00369220501193039
Position 6242: 0.0035151274712493623
Position 668: 0.00332512943719918
Position 2978: 0.0033175582834923064
Position 12285: 0.0031028272804163324
Position 531: 0.003023008996607785
Position 13334: 0.002781172398472957
Position 1092: 0.0026808977218877755
Position 7814: 0.002633287866898219
Position 8225: 0.0025436456767402083
Position 2924: 0.002366038845876457
Position 13626: 0.002364223285112754
Position 563: 0.002250889032835262
Position 10237: 0.0021557162536444555
Position 14323: 0.0020785896574016865
Position 6855: 0.002060135145825183
Position 14120: 0.0020444288520430672
Position 5744: 0.002041969648170597
Position 10951: 0.0020288113362051247
Position 10031: 0.002006155897245008
Position 6007: 0.0017283087040383396
Position 8186: 0.0016348258726723386
Position 2581: 0.0015559737398892935
Position 3705: 0.0015299068140014818
Position 14476: 0.0014482644495396055
Position 13866: 0.0014473863514439284
Position 8533: 0.0014074124039741404
Position 13059: 0.00139947790911514
Position 1303: 0.0013307996135109473
Position 9791: 0.0012782258131144343
Position 3200: 0.001235711435805044
Position 13828: 0.0011959148982334843
Position 13425: 0.0011311778114910282
Position 9946: 0.0011049664513252877
Position 1077: 0.0011040946761346588
Position 3376: 0.0010788820355265084
Position 5023: 0.0010783555192690106
Position 9261: 0.0010499739939114619
Position 6376: 0.001016701108152826
Position 9794: 0.0009753329673600502
Position 961: 0.0009667674735474212
Position 9850: 0.0008934833834791065
Position 8991: 0.0008832695098527417
Position 5723: 0.0007953825402968887
Position 2837: 0.0007669340288383678
Position 5060: 0.0006611113818257235
Position 6200: 0.0005899195418860148
Position 10895: 0.0005739794703515938
Position 9382: 0.0005665968813720252
Position 12472: 0.0005649014009095254
Position 4746: 0.0005629263614582477
Position 9237: 0.0005465407109619496
Position 9768: 0.0005360591928601495
Position 13500: 0.0005330654483232163
Position 4933: 0.0005307037378384901
Position 3081: 0.0005123269859976744
Position 6344: 0.0005105051767672062
Position 1089: 0.00048686889834635174
Position 541: 0.0004779881209512595
Position 12088: 0.0004763946252836568
Position 13310: 0.000452622974142641
Position 1017: 0.0004364023249949149
Position 9649: 0.000411890060846043
Position 9487: 0.00041017338584433424
Position 6419: 0.00037191659072857946
Position 5934: 0.00036839445961801777
Position 4866: 0.00036838877615280694
Position 3326: 0.000364156731013538
Position 12131: 0.00036009559260880084
Position 1106: 0.0003552585681601639
Position 14237: 0.00035414603038812063
Position 12450: 0.0003534776943719969
Position 384: 0.00033122523424726697
Position 7112: 0.0003005484186646227
Position 9828: 0.00029324005372924735
Position 4034: 0.00028389279479325074
Position 1767: 0.00027811955166801835
Position 603: 0.00027403296373044604
Position 4654: 0.0002653997119332526
Position 1748: 0.0002603579658951702
Position 8060: 0.00025564637094218484
Position 1696: 0.0002552516128273186
Position 654: 0.00024594452661760163
Position 9729: 0.00023953264175234117
Position 9743: 0.0002359566110771585
Position 983: 0.00022632236806476567
Position 11392: 0.00022518616307280607
Position 6259: 0.0002119991810721266
Position 9511: 0.00019314949685418108
Position 11312: 0.00019192980338213845
Position 3669: 0.00018962405366308436
Position 10067: 0.00016971072447928798
Position 10434: 0.0001695924680088178
Position 6208: 0.00016073431817045417
Position 1192: 0.00015559088411343905
Position 1849: 0.00013484404185318497
Position 6416: 0.0001271295017096411
Position 5976: 0.00012599786235913067
Position 577: 0.00011602093915403464
Position 903: 0.00011349732474220841
Position 2057: 0.00010419988031890323
Position 724: 9.83575637096258e-05
Position 4618: 9.464228146340063e-05
Position 9652: 8.749630272961449e-05
Position 3304: 8.664008100651333e-05
Position 4883: 8.373636706213406e-05
Position 9585: 8.162055089733084e-05
Position 3016: 8.096173681827423e-05
Position 5463: 7.820364294658449e-05
Position 1842: 7.053430063752849e-05
Position 9165: 6.67591815636794e-05
Position 10535: 5.610962026679165e-05
Position 1011: 5.298279561412461e-05
Position 134: 5.084711937842097e-05
Position 3263: 4.971735663949453e-05
Position 4197: 4.958081580444733e-05
Position 720: 4.367618983709468e-05
Position 7067: 3.8312052015738384e-05
Position 1358: 3.623970759304426e-05
Position 6908: 3.3805290422383115e-05
Position 5085: 3.282897186393842e-05
Position 11720: 2.9157435311870452e-05
Position 2220: 2.859591124703479e-05
Position 8536: 2.7547916155768293e-05
Position 4390: 2.737286708449863e-05
Position 4012: 2.7139061817979137e-05
Position 3986: 2.7056972519939115e-05
Position 5460: 2.5593129915584882e-05
Position 4357: 2.211637720862582e-05
Position 1600: 2.1033830654375768e-05
Position 1195: 2.0782066153268937e-05
Position 4300: 2.0496549612561847e-05
Position 4717: 1.760426544851704e-05
Position 7487: 1.741171359534092e-05
Position 4450: 1.3712904724763448e-05
Position 9349: 1.3028663382507102e-05
Position 4437: 1.2068935647765299e-05
Position 543: 1.0888524651307914e-05
Position 4396: 1.0430905991722996e-05
Position 589: 1.0098516191327564e-05
Position 337: 1.0057992521936045e-05
Position 5354: 9.813091515918281e-06
Position 3960: 8.595006875936098e-06
Position 4250: 8.512536670078844e-06
Position 1330: 8.096492973837233e-06
Position 1021: 7.656741741496502e-06
Position 1309: 7.419199917770279e-06
Position 1326: 6.339324190518943e-06
Position 4786: 5.898961008897355e-06
Position 1667: 5.874436431724589e-06
Position 1451: 5.827801190004456e-06
Position 566: 5.705322900898803e-06
Position 939: 5.388388069944443e-06
Position 1352: 4.7365988034698e-06
Position 581: 4.671466501542031e-06
Position 462: 4.093715019778517e-06
Position 1394: 3.513916424246035e-06
Position 293: 2.6029256294086813e-06
Position 107: 2.4106845188731605e-06
Position 4308: 2.146316920637845e-06
Position 443: 1.877754768131102e-06
Position 811: 1.6385741702501875e-06
Position 2769: 1.240690237996966e-06
Position 2223: 1.0965603714493524e-06
Position 297: 1.0069516343987572e-06
Position 438: 9.130297401903185e-07
Position 242: 8.189894696101988e-07
Position 5962: 4.788879989203251e-07
Position 343: 4.3576875696872557e-07
Position 6145: 3.7103200437793887e-07
Position 306: 3.5517604253314935e-07
Position 5909: 2.868407670178625e-07
Position 6461: 2.5310626668268873e-07
Position 355: 8.3237394442469e-08
Position 1718: 7.615135557052519e-08
Position 1710: 7.524841242224771e-08
Position 349: 6.788754922154692e-08
Position 164: 4.6594672494045396e-08
Position 83: 4.5923084030940414e-08
Position 341: 4.1033660006523854e-08
Position 1186: 4.0933773233670024e-08
Position 1208: 3.955514749986395e-08
Position 1406: 3.7556715714487453e-08
Position 4714: 3.268692304529234e-08
Position 1213: 2.285108851993385e-08
Position 258: 1.7940049672329205e-08
Position 628: 1.677604119926545e-08
Position 1034: 1.506467344363025e-08
Position 4236: 1.2814236045579768e-08
Position 5026: 1.002845190685079e-08
Position 230: 9.14829548498928e-09
Position 215: 6.453278377792106e-09
Position 220: 2.5898797734294484e-09
Position 1764: 1.4933622443559415e-09
Position 4399: 1.1201760121094063e-09
Position 731: 5.308480272719312e-10
Position 641: 3.7173374100707283e-10
Position 733: 1.1886440507817798e-11
Position 196: 2.8765549157402344e-12
