Gene = TPK1
Position 625: 0.00019057699269772253
Position 600: 0.00015490396596724856
Position 1303: 0.00014937858222841636
Position 728: 0.00014208765127790804
Position 1062: 0.00014058953213603025
Position 3018: 0.00013500867912909177
Position 1597: 0.00013087407719740993
Position 320: 0.0001304902195941424
Position 726: 0.00012025620423965716
Position 883: 0.0001071982400035458
Position 1743: 7.616149656493094e-05
Position 227: 6.916031268186668e-05
Position 687: 4.7081010524900665e-05
Position 276: 4.1856097073243006e-05
Position 62: 3.532686057961539e-05
Position 929: 3.3223741902054145e-05
Position 735: 2.6971163177950244e-05
Position 3160: 2.4701562812491442e-05
Position 1292: 1.7351262604311428e-05
Position 499: 1.6963136102932764e-05
Position 584: 1.6632900051976657e-05
Position 343: 1.336379806269677e-05
Position 654: 9.635097172388647e-06
Position 2147: 9.309583872153424e-06
Position 386: 6.441711900063281e-06
Position 1195: 5.151400909706714e-06
Position 1257: 4.719996533754511e-06
Position 1393: 3.9651907641577655e-06
Position 768: 3.943610454487617e-06
Position 26: 1.601334664134203e-06
Position 66: 1.226350674335768e-06
Position 1568: 5.687096787704107e-07
Position 1608: 2.853182716638911e-07
Position 1550: 1.8003502117235774e-07
Position 1769: 9.207084530923125e-08
Position 2077: 5.2879582285455047e-08
Position 732: 2.327759586725847e-08
Position 693: 2.186985751549708e-08
Position 36: 1.6460958605655435e-08
Position 530: 4.014171292668218e-09
Position 365: 3.6786761292242856e-09
Position 85: 3.3648023392932324e-09
Position 404: 1.5237683750064744e-09
Position 471: 2.0286413485028256e-11
Position 519: 3.2183855902540323e-12
Position 521: 3.175558072125167e-12
Position 605: 7.819541919007204e-13
Position 269: 5.928043839417451e-13
Position 448: 5.433973325897068e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11559: 0.594305010499781
Position 14778: 0.5699930048069792
Position 21170: 0.5289004680973577
Position 1025: 0.3969284454071089
Position 19730: 0.326815878871832
Position 8036: 0.1857026124849915
Position 19185: 0.11583137175339495
Position 8007: 0.10399780656630656
Position 973: 0.07404066052821093
Position 1446: 0.050547593526438006
Position 6663: 0.04772172519092447
Position 16354: 0.043223197734071274
Position 16455: 0.041752787105690616
Position 14436: 0.020921115747431374
Position 15092: 0.014840976713782003
Position 7971: 0.014530153434386123
Position 16850: 0.011731710986652221
Position 1818: 0.010240480523477953
Position 7767: 0.00934002166270616
Position 1002: 0.007776740969975479
Position 6410: 0.007696913801454258
Position 7635: 0.005039161352020138
Position 8220: 0.00470797405733413
Position 1340: 0.004164647998560857
Position 9647: 0.004070219084369731
Position 6304: 0.0035852981323206794
Position 15404: 0.003287414260536731
Position 3318: 0.0032591412480606754
Position 149: 0.003234075966939113
Position 8585: 0.002968096840712724
Position 786: 0.0029217798910429527
Position 11831: 0.0027974030735176967
Position 9163: 0.002506115469653194
Position 3116: 0.0022783554205961253
Position 8258: 0.002040481230155421
Position 6375: 0.0018788067455760152
Position 10284: 0.0017804422814430303
Position 211: 0.0017558917300633935
Position 11762: 0.0015515363879489122
Position 6232: 0.001359330304258134
Position 6681: 0.001230477013021201
Position 6559: 0.0011323768816361005
Position 519: 0.0010239224573363789
Position 5945: 0.001019625149363212
Position 954: 0.000996726904140985
Position 5403: 0.000961449378796169
Position 9577: 0.0009499884287516712
Position 434: 0.0009293236066661199
Position 4981: 0.0008805269001154725
Position 1302: 0.0008306050212265268
Position 620: 0.0008296066452865025
Position 6338: 0.0007655219667656956
Position 8609: 0.0007116508708787527
Position 997: 0.0007104879863632938
Position 4862: 0.0006944199360994147
Position 8296: 0.0006832256906171908
Position 6174: 0.000655762925669782
Position 261: 0.0006336625020659494
Position 1284: 0.0006065741066388511
Position 1660: 0.0005506911573968136
Position 1376: 0.0004807972570282225
Position 5901: 0.00047686018763457054
Position 1360: 0.0004561847740167751
Position 3491: 0.0004381001800437743
Position 4204: 0.00039333166429529127
Position 1207: 0.0003848409311374304
Position 2146: 0.0003663792331734718
Position 6073: 0.0003624730565474381
Position 6985: 0.00034832474185714034
Position 543: 0.0003339130727680298
Position 1345: 0.00032911607692344034
Position 9423: 0.00030908848059253545
Position 10104: 0.0002984153302503725
Position 4124: 0.0002956271182367153
Position 2793: 0.0002951075255135938
Position 11781: 0.0002895362843544401
Position 7218: 0.00028045046151925967
Position 9499: 0.0002548607736069545
Position 1027: 0.00024356137813727404
Position 4909: 0.00021869915994640967
Position 9166: 0.0001899789489397836
Position 3822: 0.0001823775244264357
Position 4383: 0.0001805354596295374
Position 2934: 0.00017272077896429304
Position 5460: 0.00014022130343250414
Position 7045: 0.00013831261246346983
Position 3589: 0.00013666589468257928
Position 303: 0.00012942292347186695
Position 2738: 0.00010657954726356056
Position 6921: 9.855263922442154e-05
Position 5966: 9.509485051971846e-05
Position 7313: 8.382066661253724e-05
Position 7596: 7.912116590876085e-05
Position 4757: 7.827067775785184e-05
Position 6094: 7.536805262975104e-05
Position 2877: 7.384450991913203e-05
Position 283: 6.956589597022403e-05
Position 4822: 6.35009010929919e-05
Position 4403: 6.052074314748815e-05
Position 3790: 5.1435376077300396e-05
Position 2004: 5.04000394431009e-05
Position 5743: 4.8388693372626836e-05
Position 3634: 3.971910929559333e-05
Position 3753: 3.482255976386769e-05
Position 2658: 3.317572968186801e-05
Position 4585: 2.933104735286499e-05
Position 4210: 2.731339231499857e-05
Position 1797: 2.5329604845675655e-05
Position 4468: 2.469434590826751e-05
Position 2233: 2.460244540893782e-05
Position 4206: 2.4000414610201058e-05
Position 1189: 2.3939962604582774e-05
Position 2200: 2.3418838811142912e-05
Position 436: 2.2320823847947856e-05
Position 2052: 2.209686477170486e-05
Position 3620: 1.810926861405574e-05
Position 7947: 1.753973025314271e-05
Position 3375: 1.5437033948789673e-05
Position 1415: 1.4308260636467601e-05
Position 555: 1.4083326810514588e-05
Position 477: 1.1521418463065352e-05
Position 2197: 1.1174649712345046e-05
Position 635: 8.86361020907488e-06
Position 3389: 7.768794317552851e-06
Position 1628: 6.30120074648611e-06
Position 1078: 5.459334434153638e-06
Position 1397: 4.233976257872201e-06
Position 1451: 2.0803947920962384e-06
Position 1418: 1.604141720108533e-06
Position 693: 1.6039455353103968e-06
Position 1082: 1.404341923263696e-06
Position 2893: 1.108563409185518e-06
Position 1039: 1.0680348388762064e-06
Position 643: 1.0530858922668126e-06
Position 1046: 1.0530669005275225e-06
Position 1467: 1.0130523571090914e-06
Position 181: 9.772770450188643e-07
Position 6006: 8.922508496844507e-07
Position 1057: 8.049891422222342e-07
Position 594: 4.936732115710042e-07
Position 828: 4.7019234958673173e-07
Position 188: 4.256465155765052e-07
Position 907: 4.067650396602945e-07
Position 576: 3.527191460990541e-07
Position 883: 2.7951699041902724e-07
Position 706: 2.723880387544641e-07
Position 1664: 2.614929992026667e-07
Position 929: 2.474302513058755e-07
Position 808: 2.3277087995580606e-07
Position 726: 1.6865621776222355e-07
Position 308: 1.5204269625579955e-07
Position 1257: 1.0439496775393742e-07
Position 1292: 1.0225139359378176e-07
Position 751: 1.000038092406412e-07
Position 3118: 7.367523656509731e-08
Position 1493: 5.6806180835185005e-08
Position 349: 5.1872158242767974e-08
Position 720: 3.435144887684903e-08
Position 1308: 3.3315533630573484e-08
Position 177: 3.041116339292882e-08
Position 681: 2.820836554044094e-08
Position 1874: 2.5637857741517466e-08
Position 456: 2.3753793703039857e-08
Position 755: 1.8748256989196137e-08
Position 582: 1.859194971286092e-08
Position 179: 1.693235175664317e-08
Position 328: 9.624710394394504e-09
Position 266: 9.562232763769848e-09
Position 1501: 8.255832405055848e-09
Position 735: 1.5223544872850685e-09
Position 404: 1.4368420383103113e-09
Position 746: 1.3513272804921094e-09
Position 563: 8.660089267026355e-10
Position 343: 1.9908672739318842e-10
Position 355: 1.3530414230063067e-11
Position 402: 9.618914022042127e-12
Position 124: 4.572513134961632e-13
Position 91: 6.436219655893799e-15
