Gene = BTLA
Position 1232: 1.1896609416993721e-06
Position 376: 9.385869958491379e-07
Position 1759: 7.534537428510611e-07
Position 578: 6.019164162777573e-07
Position 2109: 4.312311552048295e-07
Position 1596: 3.4927902489340834e-07
Position 9450: 3.048967486839942e-07
Position 2154: 2.48588465785823e-07
Position 1657: 1.6975825637082034e-07
Position 2143: 1.557544055150712e-07
Position 1623: 2.693168404715169e-08
Position 2635: 2.6158665498562824e-08
Position 2389: 2.607548622435752e-08
Position 3801: 2.5641935012530706e-08
Position 2181: 2.3003131455967493e-08
Position 1912: 2.0447217032427486e-08
Position 2675: 8.665814135625552e-09
Position 3137: 7.281881543171303e-09
Position 1427: 7.219347287682169e-09
Position 90: 6.916866945368363e-09
Position 8: 5.002207927996007e-09
Position 3103: 3.994324659305764e-09
Position 557: 3.5422366062213355e-09
Position 1264: 3.0982676175953314e-09
Position 3076: 2.5389783013587986e-09
Position 175: 5.958628774672096e-10
Position 335: 1.529879703002522e-10
Position 318: 9.933721242693341e-11
Position 381: 9.10030802526989e-11
Position 880: 9.07551956392906e-11
Position 374: 6.234737830925117e-11
Position 1011: 3.626527339593921e-11
Position 666: 3.138256252902764e-11
Position 734: 2.1815627570664726e-11
Position 916: 1.6184268747501572e-11
Position 686: 1.4934987813932155e-11
Position 444: 1.4271119757764371e-11
Position 891: 1.0245842245519973e-11
Position 699: 7.747804176267824e-12
Position 671: 4.998123473297305e-12
Position 661: 3.688774646881216e-12
Position 563: 3.0556915012940085e-12
Position 532: 2.789591608626462e-12
Position 402: 1.046872585575235e-12
Position 419: 1.2757774869613138e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.9911919965547046
Position 29756: 0.9453828041110575
Position 33177: 0.7149682464609007
Position 30003: 0.1344590809182362
Position 9981: 0.10868618932828908
Position 2216: 0.08291530992545085
Position 10012: 0.07333775085179688
Position 1950: 0.06500027522361734
Position 17595: 0.05492139669769122
Position 9280: 0.04750108895550817
Position 15989: 0.04528545617469308
Position 16531: 0.03853808746096244
Position 1531: 0.035962528623277784
Position 26089: 0.025065220473313977
Position 2017: 0.020388000576474757
Position 2238: 0.01412242728548312
Position 23215: 0.005626620949267087
Position 21411: 0.004467131948679851
Position 9848: 0.003988954590066503
Position 9335: 0.0029136528934507926
Position 1498: 0.0020241717978914573
Position 9795: 0.0019070578062420698
Position 9719: 0.0018754800484951893
Position 1998: 0.001712567028492065
Position 23237: 0.0016669582494281776
Position 6195: 0.0014193170224678833
Position 1535: 0.0013187332011179236
Position 1570: 0.0008674048151825859
Position 1394: 0.0007758162197420839
Position 10245: 0.0007435678894559193
Position 1960: 0.0007201340210908296
Position 2119: 0.00048319581206192076
Position 7794: 0.00043570577867809357
Position 12928: 0.00043222159254353046
Position 20348: 0.0004025028497933238
Position 8964: 0.00035734448778141644
Position 2047: 0.0003399618291707411
Position 3308: 0.00027968197430061615
Position 12003: 0.0002757015287886098
Position 13447: 0.00026913528810146515
Position 2197: 0.0002627306345846792
Position 1823: 0.000244306440081889
Position 1318: 0.00023904071370173702
Position 15600: 0.0002389030320890246
Position 9521: 0.00022808000975049587
Position 1797: 0.0002264004821614964
Position 1321: 0.00021879892141055525
Position 3984: 0.00020248280060319103
Position 11982: 0.00018606799249861112
Position 5458: 0.0001846584733288784
Position 199: 0.00016648892743867383
Position 1896: 0.000142188036442172
Position 1889: 0.00014159609201616776
Position 1427: 0.00012428462178443156
Position 3100: 0.00010595327969952493
Position 5200: 0.00010517069521201981
Position 4533: 7.980525556871105e-05
Position 4032: 7.488152762420614e-05
Position 15110: 7.194658417610763e-05
Position 15084: 6.994140133237715e-05
Position 15943: 6.841953005458614e-05
Position 369: 6.108825671192407e-05
Position 14626: 5.685464424767487e-05
Position 12528: 5.397748848399642e-05
Position 7282: 5.165772105738217e-05
Position 2492: 4.5464295727001525e-05
Position 10500: 4.416491479178484e-05
Position 9136: 3.656044835359501e-05
Position 4814: 3.215865211010789e-05
Position 11699: 3.104881839435168e-05
Position 13471: 3.00588998877862e-05
Position 6236: 2.7017310015652586e-05
Position 5454: 2.364453416238895e-05
Position 13801: 2.2964333366718154e-05
Position 1105: 2.2004350383322428e-05
Position 331: 1.9602447050680193e-05
Position 7140: 1.9231073313378242e-05
Position 4058: 1.9156671275609955e-05
Position 3071: 1.8544074310106365e-05
Position 5036: 1.8146891163076813e-05
Position 1016: 1.746142665270535e-05
Position 11850: 1.7370199834304196e-05
Position 9102: 1.5688351079311134e-05
Position 7670: 1.5215485944937414e-05
Position 4918: 1.5203861455559407e-05
Position 3270: 1.4950207687524258e-05
Position 5288: 1.2490510422821206e-05
Position 11073: 1.2226127207267661e-05
Position 3734: 1.2098386181865308e-05
Position 8381: 1.1651080243957128e-05
Position 1741: 1.0953909126302006e-05
Position 1041: 1.0527259549821666e-05
Position 6566: 1.0189353650598777e-05
Position 175: 1.0186715507896159e-05
Position 3441: 1.0080873267271705e-05
Position 9546: 9.28863552634044e-06
Position 9647: 8.175137861741263e-06
Position 8991: 8.033247562891383e-06
Position 5126: 7.772911714919868e-06
Position 8229: 7.559555428323645e-06
Position 3963: 7.281951115958951e-06
Position 5129: 7.15694964032475e-06
Position 8415: 7.014190978778865e-06
Position 7148: 6.760718074742023e-06
Position 5478: 6.70797972155324e-06
Position 5616: 6.482892907317538e-06
Position 8029: 6.421166968951344e-06
Position 3027: 6.414537831353273e-06
Position 7753: 6.349242886069909e-06
Position 1129: 5.925611792714328e-06
Position 4549: 5.25725428611998e-06
Position 10250: 4.885819888054305e-06
Position 1155: 4.793876454560793e-06
Position 7376: 4.17574323787039e-06
Position 6148: 4.111072439563237e-06
Position 8497: 3.975198318434916e-06
Position 873: 3.923867172489797e-06
Position 4284: 3.78963994522038e-06
Position 6833: 3.6835566008340753e-06
Position 405: 3.6621580100244418e-06
Position 7556: 3.5392870410465348e-06
Position 2432: 3.4289250070639574e-06
Position 3685: 3.089998358023892e-06
Position 6903: 3.089527550564488e-06
Position 438: 2.9184984440361966e-06
Position 3255: 2.9079342411599488e-06
Position 4689: 2.8600119840349782e-06
Position 3224: 2.8020588294102467e-06
Position 3241: 2.749488356234432e-06
Position 4281: 2.6604570857630922e-06
Position 7725: 2.5217175513139923e-06
Position 6239: 2.5144244930014063e-06
Position 4514: 2.491730376322163e-06
Position 3013: 2.19814913461623e-06
Position 1702: 2.1805413476274785e-06
Position 6452: 2.066926696536636e-06
Position 7598: 2.05269739727791e-06
Position 1668: 2.022600313136782e-06
Position 2920: 1.8570786939590502e-06
Position 6283: 1.7758714218111867e-06
Position 2521: 1.6900774778479696e-06
Position 7425: 1.6451794814628645e-06
Position 7484: 1.4520873182782262e-06
Position 4964: 1.3024226675264689e-06
Position 4927: 1.294112337871169e-06
Position 6706: 1.1954765617663245e-06
Position 1255: 1.188585597249422e-06
Position 5392: 1.160399320153301e-06
Position 6541: 1.1531859888542385e-06
Position 4733: 1.14590143520798e-06
Position 4199: 1.084997254475944e-06
Position 834: 9.701421145617168e-07
Position 4232: 9.2674642703579e-07
Position 392: 9.22978077988389e-07
Position 1299: 8.976667412277473e-07
Position 6219: 8.691537861620346e-07
Position 3846: 8.63355494249972e-07
Position 3166: 7.363016266556247e-07
Position 1771: 7.228771361935267e-07
Position 4997: 6.675691227362929e-07
Position 1369: 6.661705995834263e-07
Position 492: 6.209904887668524e-07
Position 3273: 5.539145613266253e-07
Position 3912: 5.264032003852048e-07
Position 542: 5.14291819634005e-07
Position 4697: 5.0925163829047e-07
Position 4101: 4.921228141359274e-07
Position 447: 4.858135965229935e-07
Position 2924: 4.582902359075297e-07
Position 2062: 4.465883789274927e-07
Position 4001: 4.279163737972675e-07
Position 3617: 4.2482105987386366e-07
Position 4246: 3.778219222036355e-07
Position 1911: 3.7348347060910634e-07
Position 1758: 3.2854484248341154e-07
Position 661: 3.1438726455496193e-07
Position 3040: 3.10910713992115e-07
Position 2554: 2.9147892603952535e-07
Position 1919: 2.4500858413021236e-07
Position 7112: 2.377302216127535e-07
Position 208: 2.3710600139368504e-07
Position 637: 2.2698587401813965e-07
Position 666: 2.252122106448454e-07
Position 1539: 2.2222883145481793e-07
Position 908: 1.6326079737006793e-07
Position 1456: 1.0143150727635209e-07
Position 1716: 9.158282606984424e-08
Position 1323: 6.800012699219381e-08
Position 2504: 6.67340460268233e-08
Position 1903: 5.5694998642055946e-08
Position 2147: 4.7256286130761944e-08
Position 573: 3.923410924404711e-08
Position 1613: 3.6261677017361446e-08
Position 1435: 3.2789242641291445e-08
Position 464: 2.69058304239747e-08
Position 507: 2.39855352385189e-08
Position 416: 1.988708095587901e-08
Position 1453: 1.425983620884709e-08
Position 2275: 1.3729469126765767e-08
Position 1596: 1.0372051964903514e-08
Position 1403: 8.4807787174326e-09
Position 2446: 3.954986661265296e-09
Position 90: 3.805158022325334e-09
Position 1840: 3.0857161706756197e-09
Position 1623: 3.0513403797250894e-09
Position 307: 2.81139395848128e-09
Position 1267: 1.8892955999020224e-09
Position 1459: 1.7463916541809157e-09
Position 2466: 1.6117675982465183e-09
Position 967: 1.4919180694776074e-09
Position 548: 1.2924482144151502e-09
Position 669: 7.611316586349339e-10
Position 2302: 3.7576533968302393e-10
Position 471: 2.4576693216795016e-10
Position 295: 1.929182592797062e-10
Position 1062: 1.8532023497140804e-10
Position 138: 1.7316269373682147e-10
Position 1060: 1.6087323433911058e-10
Position 578: 1.4521384124666758e-10
Position 956: 1.226548050771266e-10
Position 101: 1.1559398290859484e-10
Position 993: 8.503889535831926e-11
Position 840: 5.6879390609404015e-11
Position 641: 5.4628412813456275e-11
Position 343: 5.42440281366237e-11
Position 1264: 4.1323623909896674e-11
Position 1279: 3.3231986889648854e-11
Position 2131: 3.113672735712697e-11
Position 1409: 3.091882053489133e-11
Position 2282: 2.9030018743451807e-11
Position 1629: 2.415502530693436e-11
Position 2090: 6.203156621479974e-12
Position 931: 4.543490429468199e-12
Position 449: 3.749615256609326e-12
Position 1087: 2.6305989917800085e-12
Position 1134: 1.3947245661237274e-12
Position 942: 1.3219792994401845e-12
Position 116: 7.095270458244595e-13
Position 550: 6.882585427660862e-13
Position 172: 3.129173927726484e-13
Position 148: 3.000531483064528e-13
Position 815: 2.8173008600651566e-13
Position 145: 2.569205851593419e-13
Position 699: 2.397735037065726e-13
Position 802: 1.6453784208872506e-13
Position 686: 2.5634865138921392e-14
Position 694: 2.4891098403777148e-14
Position 679: 2.1446989492007686e-14
Position 560: 1.9077327639061177e-14
Position 154: 1.3179798550092294e-14
Position 159: 7.469260172051828e-15
Position 557: 3.7628026691812735e-17
