Gene = ARHGEF35
Position 321: 1.737721088438917e-07
Position 227: 1.6965299393245137e-07
Position 328: 1.3355226791587636e-07
Position 462: 1.207557488645488e-07
Position 901: 8.870752632191716e-08
Position 335: 7.867687144722424e-08
Position 1005: 4.7186427875909846e-08
Position 815: 4.161738052099882e-08
Position 1000: 3.9148943707565446e-08
Position 742: 3.8002845279182906e-08
Position 323: 2.6901901403601177e-08
Position 337: 2.6383310062065825e-08
Position 1271: 2.197994523318543e-08
Position 1195: 2.1384942450784543e-08
Position 521: 2.0841890873024342e-08
Position 1214: 1.9481066881063054e-08
Position 479: 1.3802203374118834e-08
Position 1869: 8.913522884463439e-09
Position 1398: 8.074306251737327e-09
Position 100: 7.782365253678028e-09
Position 871: 6.529417812663875e-09
Position 601: 5.638991557086302e-09
Position 476: 5.298262052392416e-09
Position 865: 4.928273208541757e-09
Position 467: 3.8972932801704675e-09
Position 205: 3.783599685377899e-09
Position 97: 2.3526811990549575e-09
Position 1462: 1.6770849238578092e-09
Position 117: 1.4575402129170804e-09
Position 697: 1.3259917618383773e-09
Position 195: 1.3214713031849435e-09
Position 209: 9.581195113568166e-10
Position 79: 8.564449446524774e-10
Position 201: 7.037915630255201e-10
Position 199: 4.554588993339187e-10
Position 490: 9.376848086555212e-11
Position 176: 7.41928766100437e-11
Position 779: 5.697160695492412e-11
Position 753: 2.991091197123462e-11
Position 166: 2.7283744424170946e-11
