Gene = YAE1D1
Position 898: 0.0004907781986883805
Position 960: 0.00047850644279662913
Position 546: 0.0004448690759600599
Position 4968: 0.0004412754745283526
Position 4936: 0.0004193404839443103
Position 940: 0.0004130043430962494
Position 457: 0.0004107763522909908
Position 3709: 0.00039510558752280084
Position 1403: 0.00038928002984105567
Position 1003: 0.0003780793758504819
Position 5469: 0.0003548369402388305
Position 5840: 0.0003514444037788217
Position 5185: 0.00034309824833510895
Position 3320: 0.0003282604644484473
Position 2346: 0.0003278065979717075
Position 3233: 0.00029755564001938636
Position 5484: 0.0002670235861183283
Position 422: 0.00025882279068637436
Position 440: 0.00025039406576352947
Position 1408: 0.0002352920707239715
Position 1542: 0.00022947861147209057
Position 3696: 0.00022109112761398945
Position 433: 0.0002195591376228964
Position 1159: 0.000209386934314885
Position 5235: 0.0002051971913836251
Position 6063: 0.0002003519170822716
Position 4166: 0.00020022169576368513
Position 5814: 0.00018384610504993862
Position 4533: 0.00018311071908978156
Position 5645: 0.00018005113508837031
Position 3685: 0.00017392771268295252
Position 520: 0.00016924280501178236
Position 592: 0.00015928747852818787
Position 4193: 0.00015640450543079904
Position 5158: 0.00015318346963562503
Position 1364: 0.00015262275926111287
Position 2070: 0.0001447388101082847
Position 967: 0.0001445084360868573
Position 4566: 0.00011715809807783733
Position 3323: 0.00010648016641596755
Position 5374: 0.00010454169665876074
Position 5844: 0.00010453254313834174
Position 6216: 0.00010383310650300992
Position 579: 0.00010107483147068816
Position 5801: 0.00010088723812254102
Position 2013: 0.0001007608717812553
Position 1429: 8.682987348971562e-05
Position 2569: 8.127585611550544e-05
Position 355: 6.605903627223486e-05
Position 5165: 6.512009472655955e-05
Position 388: 6.238804175139936e-05
Position 5084: 5.698139496894785e-05
Position 5081: 4.850113702175187e-05
Position 850: 4.684653996990158e-05
Position 4748: 3.541800910885074e-05
Position 5536: 2.8347768936266424e-05
Position 2895: 1.6137570451032983e-05
Position 782: 9.340248478715267e-06
Position 603: 8.189792061953408e-06
Position 2721: 7.965745334970172e-06
Position 2848: 7.758324112349622e-06
Position 655: 6.784596916750886e-06
Position 369: 6.741833685468005e-06
Position 550: 5.775058204877907e-06
Position 884: 4.7677962231323056e-06
Position 2288: 4.653265632934777e-06
Position 1606: 3.838965943361401e-06
Position 2235: 3.4603477880779082e-06
Position 614: 2.9308313911107093e-06
Position 568: 2.859171730185775e-06
Position 997: 2.640039168011423e-06
Position 1207: 2.3581552902406433e-06
Position 112: 2.047593742854574e-06
Position 995: 1.4751646630695015e-06
Position 449: 1.2001732987264772e-06
Position 135: 9.574504690546274e-07
Position 557: 8.612253370993144e-07
Position 2298: 8.02992768165e-07
Position 1034: 5.953003672665314e-07
Position 115: 5.492796121640596e-07
Position 562: 4.791055372628153e-07
Position 256: 4.375835276741915e-07
Position 463: 3.8703085061840367e-07
Position 625: 3.8394826580229087e-07
Position 796: 3.6245164624917497e-07
Position 109: 3.1112828214188365e-07
Position 75: 1.2526470583570994e-07
Position 245: 1.2161612520195796e-07
Position 1075: 1.1964787224910074e-07
Position 235: 9.208856177990173e-08
Position 1270: 8.501025340389127e-08
Position 1376: 8.09498525716258e-08
Position 616: 5.236366513843227e-08
Position 472: 4.777053293335761e-08
Position 631: 4.355395861599703e-08
Position 1049: 3.5632251615747526e-08
Position 466: 2.7218974485353616e-08
Position 396: 2.7046668606948497e-08
Position 565: 1.487327932881835e-08
Position 214: 5.929026320645619e-09
Position 1558: 4.946085477049175e-09
Position 147: 4.5079583143218735e-09
Position 91: 2.892295761128931e-09
Position 85: 2.2053436374182587e-09
Position 247: 1.6852266229173089e-09
Position 1453: 1.6322386353080724e-09
Position 161: 3.16615706631295e-10
Position 1039: 1.4382179281671277e-10
Position 149: 2.76386068290876e-11
Position 120: 2.374424079954082e-11
Position 172: 2.520076568056935e-12
Position 166: 2.459015009725936e-12
Position 216: 1.0624223047615177e-12
Position 232: 7.177299229537558e-13
Position 224: 2.4378176852454376e-13
