Gene = TRH
Position 158: 2.5176468062620742e-08
Position 166: 1.966908039307332e-08
Position 499: 1.629689592382756e-08
Position 2561: 3.678738998081544e-09
Position 45: 6.282865065727771e-10
Position 651: 8.628988367494147e-12
Position 1237: 3.70794039026162e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1503: 0.898706016659733
Position 2393: 0.8716505034031
Position 3086: 0.22844890112963664
Position 1194: 0.12488500329441721
Position 3349: 0.12260820342996084
Position 3378: 0.11157583230134857
Position 3190: 0.07346555862544511
Position 2782: 0.053754173512679713
Position 1997: 0.03749507356196934
Position 1267: 0.036113720372828985
Position 1655: 0.030523004307102822
Position 2401: 0.026304701976229177
Position 1480: 0.021907796281409105
Position 3137: 0.021390197507744086
Position 1586: 0.01887144212481907
Position 2094: 0.016404408322111028
Position 2998: 0.01572182752186694
Position 2017: 0.014499177149007546
Position 3595: 0.01110133350965596
Position 2632: 0.009667487224540213
Position 2434: 0.00945935480765551
Position 683: 0.009301358401134307
Position 1212: 0.009077299362909927
Position 3323: 0.0072656062592534
Position 2123: 0.007160698963564601
Position 3207: 0.006359964462443521
Position 2126: 0.004608966975270533
Position 1604: 0.003385235611372531
Position 1835: 0.0031861925243014825
Position 3037: 0.0028275674871275393
Position 3424: 0.002562006597572745
Position 1590: 0.0025283008488517934
Position 2524: 0.0025260238416651465
Position 2882: 0.0024610709328430247
Position 3242: 0.0024314432192155083
Position 1007: 0.002381549841774956
Position 1264: 0.0020847335617088327
Position 2441: 0.0018832585051879389
Position 3543: 0.001816666430496565
Position 2835: 0.00176244503071508
Position 2638: 0.0017256830884970408
Position 173: 0.0017001314542222036
Position 384: 0.0015741121726315847
Position 1863: 0.0014882044592329248
Position 628: 0.0014259217010285186
Position 979: 0.0009038354926189636
Position 271: 0.0008460553726363614
Position 1897: 0.0008353404321944931
Position 641: 0.0008302889256763533
Position 3002: 0.0008219873302997013
Position 1173: 0.0007644361138413299
Position 3626: 0.0007500256601332565
Position 437: 0.0007289776240062814
Position 2032: 0.000725699723678062
Position 1971: 0.0006559505883004638
Position 993: 0.0006432622552588879
Position 3572: 0.0006365821146171603
Position 1934: 0.0006318467638650519
Position 2645: 0.0006091662349875277
Position 611: 0.0005723054499099349
Position 678: 0.000561479660002497
Position 1169: 0.0005019328393732456
Position 1288: 0.00047193259947913945
Position 3439: 0.00046906229334512566
Position 2543: 0.0004626520559427885
Position 1840: 0.00043129545295479476
Position 1793: 0.0004245809327175061
Position 1013: 0.00039673176619571933
Position 3460: 0.0003798397909806061
Position 3145: 0.0003485771929460946
Position 746: 0.0003480399075740261
Position 3385: 0.0003476308535510147
Position 3060: 0.0003475471510731172
Position 2740: 0.00025248552143444775
Position 1314: 0.00023553920494538734
Position 1179: 0.0002167511898938706
Position 1118: 0.00021440369088732836
Position 2786: 0.00019810180661295138
Position 2098: 0.00015354784026900599
Position 368: 0.00014803431627203578
Position 445: 0.0001249538261882468
Position 1607: 0.00012477287990950706
Position 2929: 0.00011677094214679638
Position 2169: 0.00010925725027694788
Position 420: 0.00010607322091506444
Position 1279: 0.00010591080006512669
Position 2652: 9.911677690237862e-05
Position 548: 9.63552450169069e-05
Position 2649: 9.356372566205938e-05
Position 613: 9.319926536467098e-05
Position 2143: 8.238297892310412e-05
Position 1375: 8.101470796661458e-05
Position 1592: 7.91795673933451e-05
Position 2798: 7.57709742626368e-05
Position 2295: 6.28668326440213e-05
Position 2561: 5.935010866565318e-05
Position 2362: 5.9077023827470884e-05
Position 1601: 5.8506593549095465e-05
Position 1335: 5.145967589664231e-05
Position 1625: 4.2919599805500115e-05
Position 321: 4.219271780890081e-05
Position 1977: 4.094226131213849e-05
Position 2668: 4.0680278920739136e-05
Position 408: 2.9470572694491663e-05
Position 2177: 2.9049787269006275e-05
Position 3457: 2.8492698803882643e-05
Position 1661: 2.7699012394294318e-05
Position 3279: 2.543450031679533e-05
Position 2262: 2.416091664024094e-05
Position 1323: 2.263930203669927e-05
Position 2045: 2.2507065846819015e-05
Position 1611: 2.2413017621495196e-05
Position 2575: 2.0576022554129372e-05
Position 1381: 2.025596681793695e-05
Position 2448: 2.0210207310585502e-05
Position 2679: 2.014410788063649e-05
Position 2842: 1.9915940924918212e-05
Position 1399: 1.918515873814078e-05
Position 1979: 1.8373204378996517e-05
Position 967: 1.8255600904565507e-05
Position 2461: 1.7883954720432985e-05
Position 2321: 1.7647565833349565e-05
Position 2857: 1.760817871284602e-05
Position 228: 1.717314359259356e-05
Position 1305: 1.6374565396165676e-05
Position 1039: 1.6002722828484042e-05
Position 2676: 1.57545153526187e-05
Position 2465: 1.5659637592924553e-05
Position 2249: 1.5111267977573057e-05
Position 2690: 1.4966304412651167e-05
Position 3017: 1.4053147723291069e-05
Position 2947: 1.3676016949939776e-05
Position 3305: 1.3656743543382295e-05
Position 85: 1.282575980741491e-05
Position 2581: 1.25950830252858e-05
Position 2324: 1.2517607328425425e-05
Position 1337: 1.2263031486420924e-05
Position 1066: 1.1448147801883047e-05
Position 2660: 1.1099446894407375e-05
Position 1813: 1.0968823014815942e-05
Position 3426: 1.0445521416328395e-05
Position 1451: 9.413185823711952e-06
Position 1817: 7.252095848367058e-06
Position 181: 7.173677600083703e-06
Position 410: 6.839616439056608e-06
Position 1941: 6.786965429557001e-06
Position 1445: 6.703507970000511e-06
Position 812: 5.828485812390351e-06
Position 2467: 5.677786342999002e-06
Position 1957: 4.154793751786122e-06
Position 287: 4.143396742140982e-06
Position 1691: 3.9978519764831e-06
Position 724: 3.768624890433204e-06
Position 702: 3.379779305503753e-06
Position 1975: 3.354291784984749e-06
Position 391: 2.93455881537976e-06
Position 475: 2.928404178578955e-06
Position 2482: 2.9002991887305977e-06
Position 2206: 2.8920455584257762e-06
Position 1055: 2.2132930129120907e-06
Position 1709: 2.1412486190852443e-06
Position 874: 1.8258660675968112e-06
Position 987: 1.7953864489361092e-06
Position 2458: 1.7167529204176992e-06
Position 623: 1.6970427553669838e-06
Position 1758: 1.4862979412690758e-06
Position 284: 1.1231824009531382e-06
Position 826: 8.108609318627323e-07
Position 2316: 7.688002591240193e-07
Position 1094: 6.146208859281653e-07
Position 192: 5.682018436402093e-07
Position 281: 5.143561156480655e-07
Position 1062: 3.6956108731924577e-07
Position 504: 2.6009782479078737e-07
Position 763: 2.2828443304380996e-07
Position 518: 2.12888575036117e-07
Position 814: 1.957292296736867e-07
Position 2495: 1.6405051876662783e-07
Position 2477: 1.192899934022252e-07
Position 2256: 1.176508558670098e-07
Position 2338: 1.083007309623857e-07
Position 2455: 9.23503003770492e-08
Position 1798: 9.117867203738372e-08
Position 2480: 8.52493059884021e-08
Position 1803: 8.174271101644372e-08
Position 183: 1.535584770900936e-08
Position 754: 1.3014063095397895e-08
Position 2492: 1.2315256850423817e-08
Position 2488: 1.0583262888655905e-08
Position 953: 6.3304512398257324e-09
Position 880: 1.885896062437502e-10
Position 840: 1.221887342531219e-10
Position 888: 1.2957608115861554e-11
Position 959: 1.2616359635331709e-11
Position 756: 1.1284123176227177e-11
Position 933: 4.856963897711898e-12
Position 908: 4.177652910871314e-12
Position 572: 9.333969679544702e-14
