Gene = ANKUB1
Position 452: 5.934857259181124e-07
Position 1984: 5.648781707523241e-07
Position 731: 5.21764141359302e-07
Position 599: 2.0097127442916433e-07
Position 1952: 6.443842093846834e-08
Position 520: 6.435309821452489e-08
Position 757: 1.3085478811883707e-08
Position 529: 7.839730366831705e-09
Position 495: 9.164295967014871e-10
Position 502: 6.695943431488246e-10
Position 1753: 6.647168411208688e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12367: 0.9955247450229436
Position 22148: 0.9136110728712873
Position 1926: 0.7256717728306153
Position 1525: 0.5778788450282566
Position 30162: 0.4617704286763507
Position 27143: 0.4441251081249613
Position 19344: 0.39181802845276337
Position 22357: 0.3137925201276407
Position 1898: 0.2557269965666092
Position 508: 0.23078012900785186
Position 28833: 0.17834127591429794
Position 511: 0.17188876139870427
Position 30863: 0.17164192989831356
Position 25611: 0.10219492753245762
Position 12831: 0.09331170083363062
Position 31209: 0.07501815161614503
Position 797: 0.07174022028010865
Position 5552: 0.06115510774224298
Position 25892: 0.05920863520057906
Position 9601: 0.04896246051841451
Position 7250: 0.04783674742605763
Position 9319: 0.04672099358109418
Position 21797: 0.04095445975822848
Position 9538: 0.040004841541056435
Position 5721: 0.03910323381084799
Position 22849: 0.03664425288855931
Position 7115: 0.03483159916562301
Position 7669: 0.03455464879475082
Position 9493: 0.032602847747580516
Position 8929: 0.030943136117588498
Position 12852: 0.02917067491719435
Position 9239: 0.029015158919060948
Position 819: 0.028755591214300148
Position 28463: 0.026222550641144583
Position 13032: 0.025356820296482934
Position 701: 0.02394418582330017
Position 3424: 0.023472749616774157
Position 14843: 0.021808695645511515
Position 9276: 0.02114212173577914
Position 13050: 0.020388685451055915
Position 9972: 0.019263934867949868
Position 2182: 0.01878416827541744
Position 445: 0.017924104809359725
Position 7605: 0.016838504455190265
Position 852: 0.01660402908844285
Position 17151: 0.016379537501400494
Position 24727: 0.01575259589591202
Position 17527: 0.014801618938005247
Position 23837: 0.013815829617092603
Position 25935: 0.013398321374352144
Position 8066: 0.011726826704060186
Position 481: 0.011364693865212768
Position 3329: 0.010999617881464934
Position 9419: 0.010323890001591087
Position 5514: 0.009506205050552219
Position 3686: 0.008761816935569728
Position 2295: 0.007989321129906038
Position 27776: 0.00790166282471825
Position 12810: 0.007705331584940016
Position 23660: 0.007583614212118997
Position 23276: 0.007167145435243429
Position 4086: 0.007148114293791819
Position 4818: 0.0056981032459552175
Position 7163: 0.00548614175694088
Position 5314: 0.0051663257338028686
Position 11622: 0.005058543682221042
Position 1445: 0.0042394927366833255
Position 4099: 0.0038060524480177634
Position 1429: 0.003697408861552338
Position 17954: 0.0034995628571113336
Position 4745: 0.0034542077010052768
Position 1744: 0.0031683959131050673
Position 1484: 0.0031244547325621876
Position 14110: 0.0030381416643703732
Position 12728: 0.002980875321646403
Position 15853: 0.002729894921021216
Position 13029: 0.0025600985690823414
Position 10979: 0.0024961440140328344
Position 5530: 0.0024021085729933494
Position 5628: 0.0023116759298720843
Position 649: 0.0020365566606810404
Position 16675: 0.0019320344047803555
Position 4749: 0.0018369928981964694
Position 12979: 0.001642250441536031
Position 1317: 0.0014697339371525881
Position 5370: 0.0014492633903794433
Position 14773: 0.0013620702532876293
Position 9295: 0.0013414463645587211
Position 1490: 0.001312963536069421
Position 2309: 0.001135771820565864
Position 3442: 0.0010627412447065468
Position 4118: 0.0010593002351150917
Position 14066: 0.0010370029617848581
Position 1334: 0.0010362279884023509
Position 1605: 0.0009775795020320267
Position 5025: 0.0009559077900326159
Position 5003: 0.0009465349147464605
Position 14140: 0.0009333954717281526
Position 1935: 0.0009296241419867086
Position 3520: 0.0009292857164261254
Position 877: 0.0009064946963779596
Position 3362: 0.0009008896369481464
Position 5450: 0.0008604695134740662
Position 14334: 0.0008219741720563622
Position 14788: 0.0007586345148398143
Position 14411: 0.0006859790399144505
Position 1682: 0.0006804290116572579
Position 237: 0.0006603345500929737
Position 5353: 0.0006528481114938693
Position 1493: 0.0006489822192029889
Position 397: 0.0005505844907934157
Position 1375: 0.0005468822851046134
Position 5335: 0.0005344066665177209
Position 4629: 0.0005039426657865235
Position 1530: 0.0004982546757789154
Position 12458: 0.00041635508321270396
Position 4879: 0.00031988661125587374
Position 12531: 0.00028702497708220056
Position 4158: 0.0002847482475269593
Position 3359: 0.00027236346566510746
Position 1852: 0.000262138115247369
Position 860: 0.0002616428186081745
Position 1202: 0.00025782080266567597
Position 1611: 0.00023836408116195804
Position 1279: 0.00023475112635261175
Position 203: 0.000230942493558307
Position 301: 0.0002202284800695707
Position 14737: 0.00021894230718626963
Position 1011: 0.00021833574450705274
Position 14815: 0.00018939973666463853
Position 900: 0.00017651971107483685
Position 405: 0.00017133311938511455
Position 620: 0.0001712791043547179
Position 656: 0.0001628495688674127
Position 331: 0.00015756976782239134
Position 1809: 0.00014617284986342423
Position 1222: 0.00014376302210577
Position 1753: 0.00013297741804988296
Position 13160: 0.00012770018856011285
Position 1346: 0.00012627144724527007
Position 1180: 0.0001226881438361302
Position 16029: 0.00011199485646765954
Position 1240: 9.052453275894257e-05
Position 824: 8.812804215567269e-05
Position 17308: 8.76558980008318e-05
Position 1533: 7.068056783795025e-05
Position 3466: 6.76063392634324e-05
Position 4551: 5.136541358219452e-05
Position 336: 5.055023918120159e-05
Position 12627: 4.486491452927338e-05
Position 599: 4.465466186189962e-05
Position 1655: 4.287546748646872e-05
Position 13313: 4.2510171634027084e-05
Position 14983: 4.0665796545151627e-05
Position 907: 3.6455761675347945e-05
Position 1758: 3.5215400841709354e-05
Position 1979: 3.0268922257659712e-05
Position 1704: 2.822601017995432e-05
Position 4844: 2.632414348483088e-05
Position 729: 2.5964082763214177e-05
Position 2042: 2.569681655256513e-05
Position 1384: 2.4637043343182838e-05
Position 4209: 2.3021802826876994e-05
Position 422: 1.9709748032794466e-05
Position 1811: 1.9091186180186933e-05
Position 1139: 1.8413175122020463e-05
Position 7933: 1.7600061706695056e-05
Position 7130: 1.7528217859938964e-05
Position 525: 1.720442145444831e-05
Position 5078: 1.6537859668742647e-05
Position 740: 1.5440453612233158e-05
Position 1826: 1.4882045856304211e-05
Position 534: 1.4614525372882108e-05
Position 713: 1.2600316321156451e-05
Position 181: 1.2349717715982137e-05
Position 3469: 1.0105875642588914e-05
Position 964: 9.861390713529802e-06
Position 5699: 9.554262226383504e-06
Position 259: 9.525533884443612e-06
Position 2394: 9.399955448335987e-06
Position 864: 8.85590567529637e-06
Position 4173: 8.354424144011315e-06
Position 1698: 7.276046848169847e-06
Position 461: 7.2571315860647645e-06
Position 10753: 6.6878857516095194e-06
Position 710: 6.3834729835842315e-06
Position 2932: 5.881904980764576e-06
Position 1237: 5.862696665701454e-06
Position 7334: 5.681229238264287e-06
Position 2208: 5.627785285091829e-06
Position 948: 4.724178740542914e-06
Position 10350: 4.563959750716145e-06
Position 2884: 4.494501556092107e-06
Position 2716: 4.467400640168441e-06
Position 3583: 4.050929839124057e-06
Position 2096: 3.975774279298497e-06
Position 256: 3.908953511926051e-06
Position 2137: 3.628397194469699e-06
Position 1151: 3.1139254818997887e-06
Position 8986: 3.0710825413346087e-06
Position 2910: 3.011308772888315e-06
Position 3924: 2.949960405870895e-06
Position 1050: 2.62137322945597e-06
Position 769: 2.557103435284876e-06
Position 3522: 2.397489168572451e-06
Position 150: 2.3304710440101703e-06
Position 3718: 1.8033020585632892e-06
Position 2677: 1.4823817729308813e-06
Position 210: 1.3616805134001406e-06
Position 928: 1.337889505471004e-06
Position 625: 1.2969955232763369e-06
Position 1968: 1.2113196430954087e-06
Position 1984: 1.188773051450009e-06
Position 408: 1.1789476195393422e-06
Position 744: 8.088809428472573e-07
Position 3489: 7.75259362825469e-07
Position 627: 7.403119997683323e-07
Position 5221: 6.499212525728831e-07
Position 943: 5.777993795208539e-07
Position 1952: 4.7412699363743403e-07
Position 2535: 3.3060334741148434e-07
Position 346: 2.7545441412762353e-07
Position 781: 2.7233601180899105e-07
Position 340: 2.5685427115023067e-07
Position 1861: 2.298112188144943e-07
Position 3278: 1.937055535254034e-07
Position 2365: 1.663019424203022e-07
Position 126: 1.4242757761820097e-07
Position 2954: 9.900429277484869e-08
Position 546: 6.75518008638748e-08
Position 2107: 7.8023095617068e-09
Position 717: 3.1930516441920282e-09
Position 951: 1.4205665750558886e-09
Position 79: 1.0106773229375265e-09
Position 110: 7.247316814028152e-10
Position 72: 4.5478663772601397e-10
Position 966: 2.2401577198355212e-10
Position 961: 4.412535408518908e-11
Position 757: 3.5860105371012576e-11
Position 751: 3.237918267225198e-11
Position 123: 2.200779745883678e-11
Position 86: 7.735639404124947e-12
Position 2772: 4.733301778895559e-12
Position 82: 3.4507008580265704e-12
