Gene = C1QTNF3-AMACR
Position 1212: 0.0001376148397935601
Position 2665: 0.00013632072621683135
Position 5360: 0.0001361231437899807
Position 12035: 0.00013438144695263702
Position 6671: 0.00012642781820757773
Position 11532: 0.00012209209819410622
Position 2007: 0.0001171260144963082
Position 12061: 0.00011487434810546994
Position 2795: 0.00011152693756128851
Position 1162: 0.00011151395002669434
Position 3675: 0.00010704787516279177
Position 1965: 9.951727058322033e-05
Position 1351: 9.814804840479292e-05
Position 10791: 9.36744783490051e-05
Position 1332: 9.087325130389193e-05
Position 6253: 9.039318075168212e-05
Position 3655: 8.87555115799569e-05
Position 1968: 8.785639003206817e-05
Position 6640: 8.728801637297015e-05
Position 1416: 8.579324150765868e-05
Position 6760: 8.514631826769378e-05
Position 254: 8.441790802798095e-05
Position 7667: 7.631376984952213e-05
Position 1761: 7.288081438475686e-05
Position 3420: 7.22328062329937e-05
Position 9591: 6.476504458037571e-05
Position 5712: 5.0777687456234156e-05
Position 1813: 5.0719089595590956e-05
Position 5682: 5.014005339055324e-05
Position 2398: 4.930672862915798e-05
Position 3280: 4.834585042144018e-05
Position 8824: 4.5235537529406114e-05
Position 1724: 4.297690450994283e-05
Position 6073: 4.225303470293968e-05
Position 3431: 4.077284252296963e-05
Position 6317: 3.951033800722111e-05
Position 476: 3.694111270091726e-05
Position 454: 3.62383470902782e-05
Position 5952: 3.380055370582171e-05
Position 3185: 3.3565953021395444e-05
Position 202: 2.7939058796167074e-05
Position 609: 2.617120328923368e-05
Position 1367: 2.588186107373743e-05
Position 7329: 2.3307884023137688e-05
Position 2643: 2.2808246493675524e-05
Position 4184: 2.054775108169949e-05
Position 6633: 1.9809246872204533e-05
Position 2506: 1.8235795405630084e-05
Position 404: 1.7327558675070505e-05
Position 3295: 1.5297087228271453e-05
Position 1074: 1.4636031071171515e-05
Position 6012: 1.460988399109823e-05
Position 2167: 1.3963156265830955e-05
Position 6896: 1.3772031290040284e-05
Position 1263: 1.373158942422303e-05
Position 1255: 1.3500970662093018e-05
Position 6899: 1.3367282692721616e-05
Position 1444: 1.2904371752638793e-05
Position 4774: 1.1582434237445276e-05
Position 205: 1.1359811167829064e-05
Position 862: 1.1104686286795453e-05
Position 2270: 1.0792000181879777e-05
Position 707: 1.0412028958555004e-05
Position 1677: 9.679895629761581e-06
Position 2937: 8.944059082117597e-06
Position 290: 8.925323183676295e-06
Position 5163: 8.864624867712605e-06
Position 3447: 8.019115573103197e-06
Position 314: 7.527794078705852e-06
Position 3203: 7.3797698951327764e-06
Position 5400: 6.663222101893946e-06
Position 422: 5.632776663492177e-06
Position 2237: 4.690646801286559e-06
Position 2183: 4.125048224160336e-06
Position 2434: 3.9428147961096176e-06
Position 1298: 3.9270492490426135e-06
Position 2451: 3.358225759010812e-06
Position 3434: 3.1322719963787657e-06
Position 174: 2.35875361381537e-06
Position 2492: 2.1784420794523453e-06
Position 1779: 1.680631755433754e-06
Position 1874: 1.6080293834657225e-06
Position 1707: 1.4791635796817786e-06
Position 786: 1.274288090739379e-06
Position 520: 1.234658801932391e-06
Position 800: 1.0432703767973576e-06
Position 529: 9.663145064149638e-07
Position 1489: 3.0200074411641137e-07
Position 3732: 1.1488065118916766e-07
Position 4030: 1.055727524439808e-07
Position 1026: 6.299435370973164e-08
Position 1425: 5.882041909216645e-08
Position 1271: 5.615035730277286e-08
Position 359: 5.02469317041079e-08
Position 1294: 4.1980233250793506e-08
Position 2562: 3.280416731239199e-08
Position 372: 3.1122302145758246e-08
Position 282: 1.992072343449324e-08
Position 1218: 1.6343992458731102e-08
Position 887: 1.387739428063444e-08
Position 343: 1.2691688142914903e-08
Position 298: 1.1216351938934714e-08
Position 1376: 1.00918252863787e-08
Position 274: 9.27829278160236e-09
Position 1086: 7.1811236952391625e-09
Position 426: 6.375403537129224e-09
Position 182: 9.046473250166822e-10
Position 216: 1.7401554746965504e-10
