Gene = RSG1
Position 5066: 3.4859810066898054e-05
Position 3456: 3.163275601914666e-05
Position 4365: 3.0555883553634995e-05
Position 313: 2.951581911136422e-05
Position 2012: 2.8928299031540247e-05
Position 1060: 2.3681375086671977e-05
Position 479: 2.3062349163502355e-05
Position 3319: 2.2187204845876254e-05
Position 3265: 2.0638375044312282e-05
Position 512: 2.0463555346081693e-05
Position 1560: 2.0057673705442424e-05
Position 4527: 1.9335737382304234e-05
Position 660: 1.917509248742965e-05
Position 5184: 1.874256196743138e-05
Position 1047: 1.8505680778155525e-05
Position 2113: 1.7766088709881125e-05
Position 657: 1.7381959157084715e-05
Position 611: 1.669449481317031e-05
Position 470: 1.580975001141631e-05
Position 4840: 1.568679483709327e-05
Position 85: 1.3604947648379145e-05
Position 1215: 1.291546467021177e-05
Position 3168: 1.2392910288634004e-05
Position 740: 1.2092827246061124e-05
Position 4277: 9.558022174336908e-06
Position 4305: 9.469933850303063e-06
Position 3605: 8.346557779052293e-06
Position 3670: 7.923280132863494e-06
Position 4051: 6.7097986068180245e-06
Position 4757: 6.232529258453248e-06
Position 5362: 5.327965667272669e-06
Position 4677: 4.43075700756792e-06
Position 3070: 4.086640557635481e-06
Position 4190: 2.858078648311385e-06
Position 4344: 2.8050008030003374e-06
Position 4251: 2.7926901220698725e-06
Position 485: 2.5314188533545275e-06
Position 3260: 1.740138019960803e-06
Position 3770: 1.532650245811514e-06
Position 192: 1.2493047039790103e-06
Position 123: 1.2315124804294448e-06
Position 117: 1.1626729504513051e-06
Position 3097: 1.0290167124390056e-06
Position 585: 1.0259240534636452e-06
Position 683: 9.049888123250642e-07
Position 147: 7.953038791211132e-07
Position 265: 7.862605847762133e-07
Position 1063: 5.532421590619816e-07
Position 336: 5.27981567860816e-07
Position 3610: 5.117551305317009e-07
Position 267: 4.881252867023474e-07
Position 1732: 3.999063618410897e-07
Position 269: 3.810593675122691e-07
Position 488: 3.1790820777546234e-07
Position 1589: 3.118358485361763e-07
Position 613: 2.9314606677212667e-07
Position 536: 2.765147443865315e-07
Position 897: 2.3737708601527747e-07
Position 320: 1.9653520233761518e-07
Position 1057: 1.3453987123009072e-07
Position 2980: 1.2361089865172603e-07
Position 667: 1.085608429361756e-07
Position 587: 9.604502639446226e-08
Position 3125: 8.393369245132197e-08
Position 3073: 7.924277007341032e-08
Position 150: 7.423934827277594e-08
Position 315: 7.031150776336526e-08
Position 3008: 6.506666130838516e-08
Position 3122: 4.8746996739132635e-08
Position 3022: 4.470895546765352e-08
Position 199: 3.5772050770483755e-08
Position 327: 3.485260468524567e-08
Position 3993: 2.754672066709185e-08
Position 3586: 2.2217875664979816e-08
Position 127: 2.0000264992096718e-08
Position 620: 1.5078353617994842e-08
Position 1718: 1.5005476112675165e-08
Position 278: 1.289694605742186e-08
Position 618: 1.0757258920738488e-08
Position 4333: 9.918764402661962e-09
Position 197: 7.924931150023014e-09
Position 582: 7.690718088611879e-09
Position 3793: 7.141788276519475e-09
Position 629: 6.979789539805535e-09
Position 3781: 6.923031121243113e-09
Position 1839: 6.861613630720923e-09
Position 4808: 6.450847825596985e-09
Position 806: 4.015290850370814e-09
Position 156: 3.158371081526778e-09
Position 162: 2.2477298379338118e-09
Position 325: 1.5711345249805496e-09
Position 154: 1.019041711743521e-09
Position 159: 9.98827698591821e-11
Position 136: 6.335035806061584e-11
Position 4375: 7.0537723173845616e-12
