Gene = CLEC5A
Position 527: 2.544869046393028e-06
Position 742: 1.5465026928668736e-06
Position 1329: 1.1617739722012566e-06
Position 806: 9.992948223010994e-07
Position 550: 4.6274897943416737e-07
Position 211: 3.9561440357251525e-07
Position 450: 5.203791125383866e-08
Position 243: 2.15649419989802e-08
Position 252: 1.89605813257868e-08
Position 473: 1.440837206903277e-08
Position 2035: 1.1545259287645361e-08
Position 544: 6.086699299972763e-09
Position 193: 4.4972370162010635e-09
Position 616: 7.889287682051824e-10
Position 1184: 2.9716137715225334e-10
Position 809: 1.5096904318938318e-10
Position 507: 1.2401808898108923e-10
Position 610: 6.492637228889934e-11
Position 653: 9.244568977039291e-12
Position 58: 2.041664061483795e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3505: 0.8020982527949954
Position 15156: 0.7671890827315229
Position 7951: 0.7552097698029387
Position 16764: 0.7410780289100181
Position 934: 0.6273174551099968
Position 8787: 0.5136192166389989
Position 9944: 0.3948851377753607
Position 7493: 0.36796440021323545
Position 5946: 0.35946373701916234
Position 9848: 0.35789926843680786
Position 15782: 0.35004366689159105
Position 2770: 0.32579961252053885
Position 1582: 0.29920577300025214
Position 18308: 0.22927459301670935
Position 670: 0.20919932492084747
Position 7575: 0.190027034773954
Position 11032: 0.18666940049477818
Position 9143: 0.18464409899642328
Position 9851: 0.18161525646238266
Position 11845: 0.160385878196815
Position 15876: 0.1441051607211291
Position 7282: 0.12539952739211785
Position 3018: 0.12321978670283687
Position 7160: 0.10521868668320035
Position 9543: 0.10191124695626896
Position 2894: 0.09904778164579235
Position 3000: 0.09674466951511118
Position 1051: 0.08847453257027273
Position 16164: 0.08478911330301743
Position 5408: 0.07381457065234638
Position 834: 0.07156632439230977
Position 10973: 0.06768240298339907
Position 16251: 0.05750955135784411
Position 11413: 0.0544112819662378
Position 9038: 0.04140931244704001
Position 15555: 0.03989794080827284
Position 3562: 0.038117477640423295
Position 1590: 0.03796186824671925
Position 7608: 0.036358668881129305
Position 1217: 0.03341739952367441
Position 17750: 0.03338624533012073
Position 8739: 0.027803075114105
Position 8255: 0.027550417125918755
Position 9172: 0.026310813694128292
Position 1965: 0.025333385847746148
Position 2013: 0.025314752839776085
Position 3040: 0.02454323306813782
Position 19221: 0.02425248720844989
Position 10979: 0.024137101391574045
Position 855: 0.023901202439878918
Position 8764: 0.020815253353669544
Position 7340: 0.019958165463007105
Position 8381: 0.019025969866318604
Position 10770: 0.018959621182979704
Position 3026: 0.018634329332827455
Position 8671: 0.01858158492014517
Position 2935: 0.01769719408164882
Position 1628: 0.0174362104934352
Position 16933: 0.016513051173298772
Position 2511: 0.01610388178981772
Position 1542: 0.015910399199802538
Position 3621: 0.015241132490677137
Position 10798: 0.013781494341275114
Position 5994: 0.013551060897359671
Position 10065: 0.013537155419443638
Position 8058: 0.013454654730919308
Position 3986: 0.011949101869737805
Position 8012: 0.011796861725851128
Position 8456: 0.011044550842144205
Position 19113: 0.010985716308221883
Position 16980: 0.00995080895693497
Position 16977: 0.00948218671078916
Position 2603: 0.008813872644487896
Position 7810: 0.007563446743174687
Position 2524: 0.007248241087540984
Position 5303: 0.007167911582818599
Position 6460: 0.006938083010341828
Position 943: 0.006687401029119616
Position 1978: 0.006631494206198877
Position 2067: 0.0062029070742250164
Position 19382: 0.005994493341814254
Position 8944: 0.00592631060380787
Position 8631: 0.005806329550465055
Position 16034: 0.005339720459169539
Position 7982: 0.005042799238407639
Position 5189: 0.0045724525489293085
Position 1002: 0.00447500058117344
Position 1486: 0.003933961329122028
Position 1239: 0.0038228042854052584
Position 7263: 0.003768190962065167
Position 19502: 0.0036751649223512968
Position 18332: 0.003608623996668375
Position 3451: 0.0035448137303307307
Position 13795: 0.0035375137050049346
Position 13052: 0.0030297045174477568
Position 17298: 0.0026781069487285523
Position 16777: 0.0026683057877730076
Position 10180: 0.0026360600456477776
Position 568: 0.0026088903745081094
Position 7309: 0.0024922827673515345
Position 3468: 0.0023214053392887966
Position 16422: 0.00229783128777725
Position 1566: 0.0021983058770697716
Position 680: 0.0020853037807355775
Position 616: 0.0020464035192103583
Position 3343: 0.0019585495848224955
Position 3125: 0.00193796008748902
Position 2438: 0.0019179857243632398
Position 10183: 0.0017534513094948096
Position 798: 0.0016606422431410177
Position 276: 0.001455227996806552
Position 7913: 0.0014378747555224296
Position 10540: 0.0013951225260663933
Position 3266: 0.0013867494311077535
Position 4050: 0.0013779186582415666
Position 13233: 0.0013195327162103428
Position 10631: 0.001243262684549706
Position 1067: 0.001213439613828036
Position 1100: 0.0011847838800067448
Position 972: 0.0011043763343994502
Position 5274: 0.0010888774147531336
Position 2189: 0.0009993450072427667
Position 2243: 0.0009940324867306531
Position 8725: 0.000934222448126955
Position 978: 0.0009003067483679143
Position 1029: 0.0008886267034971319
Position 2606: 0.0008759298858584555
Position 2039: 0.0008597186460304787
Position 1391: 0.0007924963899628352
Position 2174: 0.0007511146897596034
Position 1256: 0.0007477491477256764
Position 4767: 0.0007336617118222115
Position 5951: 0.0007087028933206808
Position 3195: 0.0007065470230038563
Position 626: 0.0006748525454271367
Position 1370: 0.000625794217764914
Position 3073: 0.0006023412284753392
Position 14845: 0.0005961859116215844
Position 6528: 0.0005721873970813439
Position 10689: 0.0005456816250980689
Position 2410: 0.0004797317365689806
Position 17175: 0.000439884495244535
Position 8683: 0.0004165199328249594
Position 4621: 0.00041448360437686073
Position 1883: 0.00038376035936529487
Position 730: 0.0003728496577070377
Position 883: 0.000371977068836408
Position 3316: 0.0003676847734203289
Position 6481: 0.00034555188248264787
Position 4520: 0.000307745915764061
Position 73: 0.00030205089876890527
Position 1492: 0.00028990073736452534
Position 1026: 0.00028115170833981393
Position 1604: 0.0002734601665629946
Position 5473: 0.0002629070363336923
Position 2272: 0.00024167005070391132
Position 903: 0.00023464662949579867
Position 1461: 0.00019337262202120847
Position 1223: 0.00018115985880276048
Position 2899: 0.00017763049528454495
Position 1016: 0.00017627421910271451
Position 419: 0.000171045185158035
Position 5439: 0.00015650056453681417
Position 1057: 0.00015260386353164334
Position 623: 0.00015206208549327423
Position 1106: 0.0001263910537118464
Position 87: 0.00012535417176956086
Position 3953: 0.00012180033974383058
Position 951: 0.00012014534892667088
Position 4579: 0.00011962276145713195
Position 869: 0.00011639060147463785
Position 1275: 0.00010721942179893003
Position 3811: 0.00010592282817255928
Position 1903: 0.00010549318515249735
Position 1226: 9.728729535393688e-05
Position 375: 8.732786922325254e-05
Position 398: 8.633027376559646e-05
Position 116: 8.01024492810143e-05
Position 10072: 7.846826339868198e-05
Position 2076: 7.374577683699567e-05
Position 2092: 6.557191102916054e-05
Position 2157: 6.513041274670253e-05
Position 1123: 5.5996775239757186e-05
Position 1263: 5.016732522068251e-05
Position 1836: 4.973970430944243e-05
Position 1733: 4.2127613293572175e-05
Position 4644: 4.178318030206242e-05
Position 4488: 4.1072798906101066e-05
Position 4855: 3.890478263744797e-05
Position 1457: 3.779847145735629e-05
Position 299: 3.777499469954267e-05
Position 394: 3.750645976243125e-05
Position 90: 3.0493418872846538e-05
Position 599: 2.7805883100324996e-05
Position 3725: 2.73791605362708e-05
Position 1155: 2.6631671920378867e-05
Position 597: 2.5464619191397017e-05
Position 1281: 2.5160856774013267e-05
Position 8032: 2.0102663470696234e-05
Position 442: 1.9323015271098376e-05
Position 593: 1.400610124253286e-05
Position 122: 1.3687514755054031e-05
Position 153: 1.1811525076274924e-05
Position 2132: 1.001429763533568e-05
Position 282: 9.93908327364346e-06
Position 1751: 9.904683417410105e-06
Position 464: 9.452959999961617e-06
Position 1395: 9.138432913511798e-06
Position 1642: 8.689201910587589e-06
Position 1398: 8.601766838014477e-06
Position 303: 8.385856373940123e-06
Position 8201: 8.367992762881101e-06
Position 1503: 7.196710168003519e-06
Position 774: 6.729047455922355e-06
Position 4629: 6.27676256086031e-06
Position 1797: 6.2419988612213015e-06
Position 341: 5.281227604654697e-06
Position 988: 3.7448878899586214e-06
Position 76: 3.6853718885792587e-06
Position 1284: 3.552804658665756e-06
Position 130: 3.0734716071166965e-06
Position 480: 3.0278250089554868e-06
Position 1031: 2.348279575621377e-06
Position 739: 2.262326173625882e-06
Position 1171: 2.1690616776522754e-06
Position 405: 2.036689180939285e-06
Position 234: 1.8652292989075546e-06
Position 473: 1.6951707419964686e-06
Position 1500: 1.6855600415978884e-06
Position 460: 1.400001534138422e-06
Position 320: 1.3974485761301534e-06
Position 425: 1.1249597399687988e-06
Position 359: 9.8965806915231e-07
Position 455: 9.730141416087454e-07
Position 166: 9.24075831599869e-07
Position 380: 8.363037841498963e-07
Position 353: 7.393363060835075e-07
Position 149: 6.926763385548281e-07
Position 226: 6.413904426785186e-07
Position 1631: 3.062478637260464e-07
Position 782: 2.5065939575844084e-07
Position 1416: 2.4719752144326854e-07
Position 1559: 1.9363256067200957e-07
Position 313: 1.8096134117759067e-07
Position 2815: 1.1422867531516147e-07
Position 134: 7.878659990378886e-08
Position 378: 5.2696057879599596e-08
Position 174: 5.0048818125908836e-08
Position 1704: 4.994051553457966e-08
Position 450: 4.573173306513691e-08
Position 431: 2.992818728703053e-08
Position 3751: 2.2529451729664318e-08
Position 158: 2.1179761769503365e-08
Position 439: 7.485029247035971e-09
Position 458: 5.3757211833156455e-09
Position 408: 4.407338940880814e-09
Position 176: 5.847452110644662e-10
Position 326: 4.651915200587529e-10
Position 1134: 4.614120426421543e-10
Position 1309: 4.148545191455862e-10
Position 170: 2.4974953306011597e-10
Position 181: 5.82987460282605e-14
