Gene = TOMM7
Position 5754: 8.3773499738234e-05
Position 2775: 8.293474341984747e-05
Position 1030: 8.141850534368627e-05
Position 3098: 7.537666983283565e-05
Position 1296: 7.339454308757958e-05
Position 1266: 6.993630208173594e-05
Position 3357: 6.933527801901331e-05
Position 811: 6.476629115794146e-05
Position 2979: 6.0653876292802213e-05
Position 588: 6.058303658414961e-05
Position 3087: 6.046121155204635e-05
Position 2604: 6.018021386055049e-05
Position 3670: 4.5429693863567326e-05
Position 4125: 3.9937453288716574e-05
Position 2175: 3.6100125856828265e-05
Position 1938: 3.457120954226372e-05
Position 1269: 3.093134073444573e-05
Position 2208: 2.933769751086341e-05
Position 2682: 2.3274354801917217e-05
Position 464: 1.9365174929749517e-05
Position 476: 1.9198048035520245e-05
Position 311: 1.764376281071959e-05
Position 378: 1.6418971340253867e-05
Position 1202: 1.5718521123406933e-05
Position 1872: 1.5382213119918912e-05
Position 1542: 1.4757417676598853e-05
Position 860: 1.1892149471241413e-05
Position 4810: 8.906630783312653e-06
Position 4636: 8.827507829928344e-06
Position 422: 5.861617473739011e-07
Position 1685: 5.566743760259076e-07
Position 2066: 4.4566418705536274e-07
Position 448: 3.9130656199555424e-07
Position 297: 3.3377366286378774e-07
Position 2408: 3.1186596751802844e-07
Position 2107: 2.979456077249847e-07
Position 1630: 2.9785918903843144e-07
Position 2225: 2.8418841417544855e-07
Position 375: 2.154822210308637e-07
Position 1796: 1.9301086173517407e-07
Position 2093: 1.7078750165125237e-07
Position 260: 1.6099299379673226e-07
Position 1554: 1.0549013276497583e-07
Position 1699: 9.860894523600453e-08
Position 1468: 4.6678838579947735e-08
Position 179: 3.788383511538748e-08
Position 555: 3.727726118190571e-08
Position 262: 3.575398162769692e-08
Position 256: 1.3289471527992446e-08
Position 709: 7.722964973884338e-09
Position 1993: 6.050497481593365e-09
Position 952: 5.734911025477741e-09
Position 270: 4.551109322260935e-09
Position 890: 4.341020034368993e-09
Position 331: 3.192036366802754e-09
Position 733: 4.797446117315957e-10
Position 702: 4.297728422633617e-10
Position 188: 3.53115086065705e-10
Position 337: 2.419620238148541e-10
Position 715: 1.320561729518754e-10
Position 215: 7.378447233545e-11
