Gene = NUPR1L
Position 1035: 7.55165045609122e-05
Position 1512: 7.232219726233769e-05
Position 831: 7.053118371109386e-05
Position 1373: 6.78902793681641e-05
Position 1219: 6.54280917409151e-05
Position 813: 6.259763393647316e-05
Position 869: 5.8682275207141674e-05
Position 1350: 5.710780198279149e-05
Position 1028: 5.3516997544947904e-05
Position 415: 5.145989515446669e-05
Position 546: 4.728832063461093e-05
Position 856: 3.611721428974657e-05
Position 834: 3.322440681802155e-05
Position 1564: 2.8404684135361864e-05
Position 554: 2.791170617326279e-05
Position 1376: 2.20109037232017e-05
Position 307: 2.085501471272619e-05
Position 325: 2.0618110408158254e-05
Position 1703: 2.021586994029224e-05
Position 1022: 1.4535341109656052e-05
Position 1569: 1.4132165341362466e-05
Position 292: 1.3249743746095443e-05
Position 1301: 1.254470767422269e-05
Position 228: 1.2334041248740803e-05
Position 675: 1.2293539775654516e-05
Position 697: 9.983687338725853e-06
Position 1252: 9.576435964620647e-06
Position 298: 9.357252299856897e-06
Position 1209: 8.15406319923318e-06
Position 1675: 6.096409791884759e-06
Position 785: 5.370740307517763e-06
Position 1686: 4.985918057717047e-06
Position 250: 4.979740477023879e-06
Position 1154: 3.540158244451503e-06
Position 1357: 3.1363076704847604e-06
Position 1389: 2.8456899814036558e-06
Position 1467: 2.8005541048497793e-06
Position 1430: 2.492957328346317e-06
Position 824: 2.411246709230007e-06
Position 1241: 2.3337363790844887e-06
Position 579: 2.3103796118606814e-06
Position 1087: 2.3060846749394725e-06
Position 582: 2.038603643324594e-06
Position 346: 2.0236349611775433e-06
Position 358: 1.9990457861104744e-06
Position 909: 1.2520372474448384e-06
Position 160: 9.803743208406112e-07
Position 1712: 8.968355174797891e-07
Position 598: 7.790271741762154e-07
Position 310: 7.238399293007183e-07
Position 873: 6.659579756642689e-07
Position 1083: 6.50101284704953e-07
Position 1667: 6.010340831915927e-07
Position 166: 4.155642732597266e-07
Position 163: 3.9376658731856265e-07
Position 340: 2.038614761441965e-07
Position 331: 1.7565337783667382e-07
Position 232: 1.732001377349579e-07
Position 589: 9.009774038275608e-08
Position 435: 8.782515423541302e-08
Position 1049: 6.751192182968612e-08
Position 101: 3.803826450897448e-08
Position 1039: 1.0272765464711496e-09
Position 380: 7.912539814928451e-10
Position 915: 5.692863056921263e-10
Position 702: 1.2378604363645707e-11
Position 103: 4.776505723767746e-12
Position 92: 2.740768638808296e-13
Position 705: 1.519748131804593e-13
