Gene = MTPN
Position 557: 0.00018972693070342322
Position 2692: 0.0001797622230965161
Position 5286: 0.00015781264059720791
Position 549: 0.00014954376182912355
Position 1018: 0.00014646387385434468
Position 467: 0.00014258354505465305
Position 2140: 0.00011609263868873287
Position 4258: 8.338222307385234e-05
Position 2202: 7.641128101195178e-05
Position 438: 7.620892572560427e-05
Position 2984: 6.91577239694335e-05
Position 479: 6.819771936700367e-05
Position 814: 6.715738395139235e-05
Position 421: 6.48581766615488e-05
Position 1874: 5.921107516914526e-05
Position 2046: 5.768153064224741e-05
Position 410: 5.2295504887349356e-05
Position 213: 4.462857629781086e-05
Position 932: 4.424758061969323e-05
Position 2152: 3.843847262213832e-05
Position 1196: 3.811311799595712e-05
Position 395: 3.3808992798936295e-05
Position 1562: 2.6353980874676797e-05
Position 902: 2.364319483624657e-05
Position 652: 2.189729858859153e-05
Position 393: 2.1475649637315567e-05
Position 2920: 2.0440594108242244e-05
Position 1834: 1.832991246110865e-05
Position 460: 1.6793848922350632e-05
Position 2332: 1.5180159924271973e-05
Position 2434: 1.3812045281979624e-05
Position 970: 1.3682802698570963e-05
Position 390: 1.328419582501009e-05
Position 1608: 1.3278573888775429e-05
Position 2398: 1.2984942165236184e-05
Position 2236: 1.2622287932317255e-05
Position 2365: 1.1847050689128427e-05
Position 789: 1.1088829824114916e-05
Position 1094: 1.0590677913997836e-05
Position 1198: 1.0231656034687419e-05
Position 1155: 9.845913793645168e-06
Position 1782: 8.733304218752409e-06
Position 1997: 8.305402982608391e-06
Position 713: 8.218412263621917e-06
Position 1379: 8.042487643201127e-06
Position 457: 7.373775966514319e-06
Position 1441: 6.545484513659453e-06
Position 1427: 6.493329126810245e-06
Position 795: 5.589379610287646e-06
Position 1315: 5.204069194938953e-06
Position 1830: 5.159542157900377e-06
Position 1320: 4.298048539131921e-06
Position 1913: 3.6967445056959965e-06
Position 1917: 3.3544699191255994e-06
Position 1383: 3.0783989915732137e-06
Position 2876: 3.013823291591577e-06
Position 1666: 2.639952407127263e-06
Position 287: 2.5748645687278795e-06
Position 4187: 1.8843842831107082e-06
Position 944: 1.7941916952283018e-06
Position 1662: 1.5604409031331353e-06
Position 1729: 1.4294513995016068e-06
Position 700: 9.247317379278616e-07
Position 424: 9.073302398984812e-07
Position 428: 7.787116012148784e-07
Position 2033: 7.644225577443472e-07
Position 777: 7.610931764921232e-07
Position 2050: 7.479920062300275e-07
Position 2860: 7.430488292791115e-07
Position 1025: 7.239645740815523e-07
Position 445: 7.047230025005994e-07
Position 715: 6.988915336023629e-07
Position 1982: 6.781059658641153e-07
Position 1033: 5.576413589810686e-07
Position 426: 5.446506935074424e-07
Position 1073: 5.095521471526112e-07
Position 335: 4.523521824798751e-07
Position 1077: 3.5473008127837915e-07
Position 350: 3.503718515736327e-07
Position 292: 1.5956907977227203e-07
Position 1151: 1.4750211774304504e-07
Position 1038: 1.019736661659641e-07
Position 442: 9.287513381191992e-08
Position 82: 5.32516735363137e-08
Position 956: 4.303673511584728e-08
Position 1738: 4.1535365730160607e-08
Position 360: 9.23828246964474e-09
Position 340: 8.540742792231994e-09
Position 324: 4.983975458047127e-09
Position 310: 3.0643340682249015e-09
Position 2011: 2.4382812854630688e-09
Position 2022: 2.005190403070237e-09
Position 305: 1.3450385788894588e-09
Position 227: 9.585251019831913e-10
Position 346: 6.645669122624072e-10
Position 2019: 5.424637099779385e-10
Position 230: 2.4664282754366425e-10
Position 255: 2.0433260802757224e-10
Position 273: 1.1903921988032245e-10
Position 2067: 6.240803301222706e-11
Position 307: 1.4645969871742214e-11
Position 302: 1.1276079041833127e-11
Position 266: 9.619015403575745e-12
Position 315: 6.367890347615686e-14
